mean,sd,q025,median,q975,metric,period_pair,grid_cell
0.03162181706425634,0.0033303717269639343,0.026072180761499846,0.03131974715766441,0.03858690134171974,beta_sor,P1_P2,56
0.03369005967962823,0.003320489933416324,0.027795508457957693,0.03320047523334406,0.040229172863473134,beta_sor,P1_P2,57
0.03435562215442244,0.0033343022594643844,0.028118662325250347,0.034467816641300365,0.04160494896584486,beta_sor,P1_P2,128
0.03707604580006995,0.0034717589324743865,0.03056173159092042,0.03705794696808981,0.04405706331435951,beta_sor,P1_P2,198
0.035293899698987566,0.0033304807970104115,0.029234235708212843,0.03515458969470886,0.04168638288471795,beta_sor,P1_P2,199
0.022358708714520097,0.0026866054283609356,0.017644600785778303,0.022174054894896593,0.028094063584761797,beta_sor,P1_P2,203
0.03599883585630086,0.003432401798540181,0.02999559378089999,0.036064996060917044,0.04235229135023781,beta_sor,P1_P2,270
0.036857533369449774,0.0034266952064376886,0.030943405844089607,0.036883042484783385,0.04340822219674522,beta_sor,P1_P2,271
0.03660770558159929,0.0034253290952003827,0.030749076031391858,0.03648380401913774,0.043239075049156084,beta_sor,P1_P2,272
0.03435920681550525,0.0031787621946007903,0.028663239355971332,0.03422607494701622,0.04103298096607779,beta_sor,P1_P2,274
0.027900417923054276,0.0026863634457730007,0.022432548272082766,0.02784032945989506,0.033265249071926205,beta_sor,P1_P2,276
0.03851976618067957,0.0038217506799664578,0.03263679094960137,0.03809562009938253,0.04792066634566878,beta_sor,P1_P2,341
0.03169633508609278,0.003466361057662075,0.025354354288420564,0.03167739878753777,0.039563303972078495,beta_sor,P1_P2,342
0.02777747576550594,0.0031676984298388434,0.02175002120188824,0.02767747267937938,0.03449120658519873,beta_sor,P1_P2,343
0.03286494406141014,0.003105749030119041,0.027368147568044846,0.03238610316448038,0.040120080285525155,beta_sor,P1_P2,344
0.03704824525795662,0.003519892837348315,0.030962895164966357,0.03700717145435288,0.04468601859630574,beta_sor,P1_P2,345
0.03454359653963082,0.003242150605739749,0.02924029728572496,0.03410610144593438,0.0414056340339274,beta_sor,P1_P2,347
0.036240883370389033,0.0033207847984441105,0.030066491496668353,0.0359830969476356,0.04318047334780797,beta_sor,P1_P2,412
0.038294353302955976,0.0033223066859701133,0.031907996429678086,0.03801990275126482,0.04603400127522823,beta_sor,P1_P2,413
0.037587972650711024,0.0032151840435589467,0.0311972337773325,0.03753633368881569,0.04481427673444575,beta_sor,P1_P2,414
0.04058893586258496,0.003489563957481341,0.03447991247553011,0.040300138469325494,0.048174283935006265,beta_sor,P1_P2,415
0.04065786978419258,0.003532782639259049,0.03453061695394701,0.04029601451013937,0.0484786212608959,beta_sor,P1_P2,416
0.028268557053766092,0.003173264793764498,0.022443162397153296,0.02803046025282303,0.035233723373765964,beta_sor,P1_P2,417
0.028182621274866836,0.0030652575700404966,0.022529834292147,0.02800397423012976,0.034546894730595155,beta_sor,P1_P2,418
0.04319305359913776,0.003996137275995118,0.03625124891808334,0.04297855010215327,0.051242811059231036,beta_sor,P1_P2,483
0.04003288247929443,0.0037820628193099286,0.033681700046745984,0.040044472843635374,0.047627126285093226,beta_sor,P1_P2,484
0.03943053288610633,0.003752142295108735,0.03339981481925566,0.03943827554429414,0.04720226383312425,beta_sor,P1_P2,485
0.04125465917858879,0.003936709448456863,0.0350030645413863,0.0409471063837334,0.048591031807806835,beta_sor,P1_P2,486
0.03853355632490257,0.003761106506243973,0.03243525820541399,0.03842776472123232,0.045806721020232644,beta_sor,P1_P2,487
0.04468044246187901,0.00416197267778815,0.03787832410136946,0.044486341947114455,0.053230140524762964,beta_sor,P1_P2,554
0.04426472876811389,0.004248411536304075,0.03685034929101033,0.044007574539884006,0.05330611378180363,beta_sor,P1_P2,555
0.04252866058511837,0.004114080145943655,0.03534880524435553,0.04222211466722275,0.05072747554241184,beta_sor,P1_P2,556
0.040769494623583244,0.003942984305989277,0.03414722144267741,0.040632603006174106,0.04884134019889599,beta_sor,P1_P2,557
0.040990625750103635,0.004035659241798391,0.033948328598097106,0.04040479095388798,0.049008631307466376,beta_sor,P1_P2,558
0.04245943932351691,0.004071762234685083,0.03528190198148048,0.04206899776039975,0.050625000298814046,beta_sor,P1_P2,559
0.04037494270705361,0.003846251541198286,0.033840681452689196,0.04003870926960565,0.04757697545418827,beta_sor,P1_P2,560
0.026675908023093477,0.0026523358000505276,0.022223345519665,0.02662000899724425,0.03220620815903117,beta_sor,P1_P2,561
0.028051242946294654,0.0027107701529300427,0.02310665268659052,0.027976151386066184,0.033492575141185164,beta_sor,P1_P2,563
0.025764172060639284,0.002590893202921543,0.02113274876206461,0.025512810561825906,0.030796905934873744,beta_sor,P1_P2,564
0.04080772014276508,0.004217549126809367,0.03323178674136558,0.04074439907080564,0.04903753984414436,beta_sor,P1_P2,592
0.04324088874439055,0.0045843793911342955,0.034404895720936364,0.0429679960750167,0.05185089637560938,beta_sor,P1_P2,593
0.030791358551662158,0.003088094814385569,0.025764520408084246,0.03070684588059586,0.038144743856905285,beta_sor,P1_P2,625
0.03218673334203716,0.003081799468753117,0.027313935250445905,0.03187145630631979,0.039170848837076944,beta_sor,P1_P2,626
0.03355217862045066,0.003093181896897241,0.02806186163949136,0.0332185505298368,0.0403829833757862,beta_sor,P1_P2,627
0.032536737990388954,0.003011180940866268,0.027234020332159173,0.03222547016057686,0.03927687391580167,beta_sor,P1_P2,628
0.03418728062581504,0.0031519284969585095,0.02864434810220969,0.03387304024179025,0.04079152248407106,beta_sor,P1_P2,629
0.03431830168586429,0.0032974420310849482,0.028665100617972936,0.034048120821091765,0.0411752672299488,beta_sor,P1_P2,630
0.03355468589506635,0.0030253340458349046,0.028098749533156143,0.03347194894775772,0.039728593649363514,beta_sor,P1_P2,634
0.029730870500296307,0.002874442571427579,0.024628538014643615,0.029525207866967787,0.035159198800392436,beta_sor,P1_P2,635
0.02646075272628056,0.0026994956781342967,0.02151995256000453,0.026275771628989426,0.032077226742738704,beta_sor,P1_P2,636
0.028829489750698892,0.002990626219683878,0.022734158710442737,0.02854211016254471,0.0348234729775197,beta_sor,P1_P2,637
0.028846248648207316,0.00255979329711759,0.024259468549494338,0.028761120652418374,0.03424418626032924,beta_sor,P1_P2,640
0.04201711444922901,0.0049212400269213604,0.031815438271574036,0.042207713591971965,0.05031775707488794,beta_sor,P1_P2,663
0.04348316177737337,0.004873593202070391,0.03333571131679657,0.04380526527298571,0.05213068808491232,beta_sor,P1_P2,664
0.04384538137127208,0.004885216024282728,0.03405865764882303,0.043879607934721544,0.05233794643422823,beta_sor,P1_P2,665
0.041500738366987776,0.004573975924542485,0.03234061603569715,0.04168565242725872,0.05060011208119008,beta_sor,P1_P2,666
0.04083433597554602,0.0037279908734514306,0.0337355478076701,0.040658240561799314,0.049013682610047744,beta_sor,P1_P2,696
0.0374688271060047,0.0034897336159679646,0.03127156967478233,0.03706329308397109,0.04516946533401062,beta_sor,P1_P2,698
0.03959785299785934,0.0036194844099337016,0.03380636570741979,0.039216535040504485,0.047882083632757595,beta_sor,P1_P2,699
0.04075527907058964,0.004557893058109409,0.03224544080278469,0.04067523146719622,0.04958758817737275,beta_sor,P1_P2,700
0.040467768234193846,0.004028883649115834,0.033917037768122334,0.04047430290598336,0.04802948886266573,beta_sor,P1_P2,701
0.035594674941759975,0.004001207822117596,0.02904288457648073,0.03516510783420719,0.04400231908959002,beta_sor,P1_P2,702
