species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative
Ardea cinerea,theil_sen,0.06179062578285373,0.010589706186734774,0.04369797350945734,0.05439740938047058,0.06107922632620111,0.06763658395311126,0.08354490436704742,1,0
Anas platyrhynchos,theil_sen,0.049516796163440055,0.010599874808559832,0.029648482948332687,0.042246759155464324,0.04891406516113264,0.0561419431156552,0.07432667992585094,1,0
Lanius schach,theil_sen,0.027306458933473807,0.005324536797477053,0.01711834435351662,0.023586370860410703,0.027339759715913032,0.03148991505306148,0.03705412663560787,1,0
Spodiopsar cineraceus,theil_sen,0.06203637188879589,0.009831272458645563,0.04409827582133435,0.05528559856122089,0.06191965532431104,0.06880856785293085,0.08143573626023087,1,0
Alcedo atthis,theil_sen,0.0169518114956602,0.0082034102858417,0.0013029820558985463,0.011710751117968841,0.017148325099354045,0.02180612621632365,0.03309261263916016,0.985,0.015
Anas zonorhyncha,theil_sen,0.04070647907524625,0.01191391514644972,0.018652305917009677,0.03277503320991062,0.0404966882049282,0.047842746792507926,0.06564740805157877,1,0
Phasianus colchicus,theil_sen,0.05019119213854378,0.008911913727845687,0.02909218218213354,0.044905146655568884,0.05135087517751406,0.056114274039570824,0.0655009984394838,1,0
Zosterops simplex,theil_sen,0.010580368769845076,0.00557057142313454,1.623953084509209e-4,0.0068899402149046034,0.010792501486624553,0.013869324017192125,0.021086221624739797,0.975,0.025
Cuculus canorus,theil_sen,0.036940609138891134,0.00835840592280225,0.019486116364875395,0.03144509148575659,0.03671885245092897,0.04265986598858716,0.051912091947539894,1,0
Corvus macrorhynchos,theil_sen,0.025641674868501812,0.016291981231998556,-0.0030824838378961106,0.013032352606941924,0.026029044172403516,0.03616896474048962,0.054014965280499726,0.945,0.055
Upupa epops,theil_sen,0.03677770402507617,0.007283951070459081,0.022719649471315665,0.031760596716912726,0.03692113649933401,0.042072948251653905,0.050976159279456874,1,0
Dendrocopos major,theil_sen,0.012038769442754655,0.012310105169412163,-0.01196806099185556,0.003573764449727889,0.012966703864349888,0.021864700731091653,0.03440795591679309,0.83,0.17
Spodiopsar sericeus,theil_sen,0.03929800093626824,0.007930579727794025,0.024482458240111797,0.03404060272097208,0.03970302911421126,0.04472400420554117,0.0534423802429417,1,0
Dicrurus macrocercus,theil_sen,-0.005465815896865404,0.006829504403208263,-0.019564056359757852,-0.009737614603139738,-0.004811623664157656,-9.564597490818485e-4,0.006617489844905509,0.225,0.775
Spizixos semitorques,theil_sen,0.029024289626778933,0.005736117188582704,0.01799543424267041,0.02576838129434258,0.029039053737405538,0.0326218470320714,0.040028582056770956,1,0
Phoenicurus auroreus,theil_sen,0.004910492884146818,0.00703389825617977,-0.009740943029073959,3.123190418189044e-4,0.0049817836514827445,0.009193221725242992,0.018989265462387894,0.76,0.24
Ardea alba,theil_sen,0.028876815638627942,0.011579510834309859,0.0036070126969692494,0.022766338461305383,0.028573752439202495,0.035087264327382406,0.05127912894274986,0.99,0.01
Himantopus himantopus,theil_sen,0.07513418023937025,0.010927550857454048,0.0552038482981159,0.06912299763711152,0.07579098552491104,0.0816781615779053,0.09664208812558468,1,0
Urocissa erythroryncha,theil_sen,0.04462354150957543,0.014320705346815298,0.014219088399042023,0.03645085511668123,0.045446383982367236,0.05503506860759906,0.06829101149338813,0.995,0.005
Aegithalos concinnus,theil_sen,0.009998939924273772,0.0060997342046951114,-4.5329587894057667e-4,0.0060727586162117545,0.010404467997746514,0.014317826696244564,0.02127152465444979,0.96,0.04
Lanius cristatus,theil_sen,0.004230734292804698,0.007290851466380894,-0.009030657360738666,-0.0013398526718873087,0.004159138095372776,0.008946705646053696,0.01882740700305286,0.725,0.275
Fulica atra,theil_sen,0.10928598426153271,0.013941335432954493,0.08466718573006599,0.09687887295794961,0.11121761476190686,0.12004159646453605,0.1329614138340953,1,0
Horornis fortipes,theil_sen,0.01665311781636013,0.0077919338499265875,0.003906834017947768,0.011455255393972059,0.015609338039787323,0.021624461551579908,0.03249071623966961,0.995,0.005
Eophona migratoria,theil_sen,0.013974903524330083,0.011092518152502001,-0.00846063242924995,0.006372320357730037,0.014720984090307882,0.02146356591132275,0.03393735161787754,0.89,0.11
Podiceps cristatus,theil_sen,0.06266070765622982,0.012757090586262506,0.03770006804156629,0.05483476560163859,0.06298049310519255,0.07044273345989296,0.08903658804578254,1,0
Picus canus,theil_sen,0.004133241436553465,0.014340167698656621,-0.0226372626031969,-0.005003835287403981,0.004556414057797079,0.013931027899680124,0.03158884554824617,0.65,0.35
Phylloscopus inornatus,theil_sen,0.02988041526933748,0.008271986095825594,0.014943714261436333,0.02483670814631868,0.03028564748485084,0.03430061258133493,0.046941803694211616,1,0
Pterorhinus sannio,theil_sen,0.03971416469597567,0.005511233880020437,0.02772164142080192,0.03642970386254238,0.039323105329009324,0.04317089611178178,0.05046639967638796,1,0
Motacilla cinerea,theil_sen,0.01918299625388841,0.014674171365313312,-0.011507986184856364,0.009960565154359951,0.019279343948943466,0.027117154786785214,0.04598539388018544,0.91,0.09
Sterna hirundo,theil_sen,0.047525642225207054,0.012007551351361648,0.022382021810594677,0.04013359776057987,0.04770918380148956,0.0553388057090006,0.06963818525468099,1,0
Falco tinnunculus,theil_sen,0.041954990435085215,0.00858456189370712,0.024610721364437635,0.03650723556373063,0.04292805737908973,0.04703379374884317,0.05720395416603491,1,0
Hypsipetes leucocephalus,theil_sen,0.007192942412961836,0.005764059441110344,-0.003149989596100535,0.003037347613719888,0.007576215913523229,0.011278566553966274,0.017451629150359336,0.865,0.135
Apus apus,theil_sen,0.0063794216501984686,0.007791641838631553,-0.007384218885113258,9.62212701570943e-4,0.006428263215345878,0.011217470417355154,0.02126166987279278,0.81,0.19
Cuculus micropterus,theil_sen,0.02015562895270054,0.009102680874630998,0.0016164187121760095,0.014192214643516471,0.020660687883757526,0.026451273239792857,0.03558143236834766,0.985,0.015
Phalacrocorax carbo,theil_sen,0.03517301231234484,0.012766938810540269,0.007431759419792686,0.026167394265625643,0.03501895679412595,0.045340533387265236,0.05763572294714925,0.99,0.01
Phoenicurus fuliginosus,theil_sen,0.024464575464730662,0.007756088224629422,0.008588233298629979,0.01960580927477025,0.02471634069387236,0.029853683624480133,0.038809944546184076,1,0
Prinia inornata,theil_sen,0.02437855934359233,0.006209890576448332,0.012452249964919782,0.019905276777791733,0.023581761813129244,0.02887617551918867,0.03717191456074048,1,0
Milvus migrans,theil_sen,0.02350539871813886,0.015546296761708522,-0.00505360011200017,0.013517728335426464,0.0236210104967277,0.034619538291618665,0.053014906854940945,0.92,0.08
Bubulcus coromandus,theil_sen,-1.388195648874495e-4,0.010958897645936877,-0.01963881691157465,-0.007466787197208466,-2.2760033926219158e-4,0.007092815119537207,0.020998554741900842,0.495,0.505
Phylloscopus proregulus,theil_sen,0.013555598092160403,0.007712326887809002,-0.0013589832296440776,0.008983139695672514,0.01344518072600863,0.018914962460535718,0.02844469706692593,0.955,0.045
Acrocephalus orientalis,theil_sen,0.050248769908117455,0.012637856251530771,0.026771441315416897,0.04207843662549527,0.05018674980201958,0.05867529939606035,0.0752420421423179,1,0
Aegithalos glaucogularis,theil_sen,0.034282585344759794,0.008394316163780315,0.016994471848615793,0.028766193514677803,0.03468328898857055,0.04052645216551206,0.04953365780101407,1,0
Eudynamys scolopaceus,theil_sen,0.021259268410538382,0.007260807587525398,0.00793845187071089,0.01716357356810036,0.0210929185875013,0.025512589998657492,0.035295050374161585,1,0
Anthus hodgsoni,theil_sen,-0.006704847104453383,0.012526803296843142,-0.031394141919196934,-0.015829550343708546,-0.005531226644046374,0.0011001643956005808,0.016943256134995626,0.28,0.72
Pterorhinus perspicillatus,theil_sen,0.03853057986896289,0.008983952349284924,0.018632841412606658,0.034204494149498874,0.039239729944076075,0.044562648381038905,0.05327687974172884,1,0
Charadrius dubius,theil_sen,0.03632609767488941,0.012883955011145894,0.008242549543282508,0.027966774767015236,0.0374188772717564,0.04553458752764225,0.05616890641794893,0.995,0.005
Poecile palustris,theil_sen,0.026590974574832924,0.008068483151639275,0.010790091194847033,0.021673671071592713,0.027014743173580866,0.03233387356985442,0.040373300546633,1,0
Actitis hypoleucos,theil_sen,0.02609096526718598,0.014446425276300388,4.5538064328157907e-4,0.01622517758421776,0.02646868213973423,0.03593787542974762,0.05436924659028375,0.975,0.025
Tadorna ferruginea,theil_sen,0.04841662263489904,0.010061389308905669,0.030658610782349573,0.040720187072945335,0.048876591431673604,0.055859443956856596,0.06684857873748293,1,0
Passer cinnamomeus,theil_sen,0.0329842963845264,0.01298022892563279,0.008092984647086205,0.023623976736323993,0.032840217561228006,0.04084728904337584,0.058280266716408305,0.995,0.005
Vanellus cinereus,theil_sen,0.07812376506572583,0.012622579497000918,0.049844586215774936,0.07057252162104402,0.0777424947918873,0.08749616587317831,0.10057282611068719,1,0
Pycnonotus xanthorrhous,theil_sen,0.030758920951200728,0.006845127130986906,0.01766006276553099,0.026236302578294846,0.030927590274245333,0.0356563827016986,0.042712275729223134,1,0
Emberiza spodocephala,theil_sen,0.01639477530023636,0.011822053775243023,-0.006661802041056828,0.008911138647211797,0.016679697282463397,0.023492562034942762,0.04169608667729465,0.915,0.085
Ixobrychus sinensis,theil_sen,0.03364585178405539,0.013126113680799094,0.006087146418071207,0.025674943608654348,0.033807471774892225,0.04176492648229856,0.058864529159563125,0.995,0.005
Oriolus chinensis,theil_sen,0.015497639369681647,0.007297048537976964,0.0015890237989105074,0.010815063264859145,0.015220238342063212,0.019702940782694953,0.031343251601731396,0.98,0.02
Emberiza pusilla,theil_sen,0.016002307093250297,0.011024329065493912,-0.007716851124676774,0.008201492204086589,0.01631058724136536,0.02298275270595912,0.03621666489171754,0.93,0.07
Chroicocephalus ridibundus,theil_sen,0.0604521337052043,0.012242040117443068,0.034151819288490634,0.0532071695715821,0.0604131872780731,0.06890148722490073,0.08338533543299317,1,0
Pycnonotus jocosus,theil_sen,0.017236080688451144,0.003766173311047783,0.009392047014558168,0.014675607926805041,0.01731685799738517,0.01965426687531915,0.024290141630952736,1,0
Streptopelia decaocto,theil_sen,0.034552766796438684,0.009265768356340848,0.016467893889934283,0.028296495253232155,0.03422936692520845,0.040064774198891914,0.05290416015601687,1,0
Pomatorhinus ruficollis,theil_sen,0.019245901962902656,0.005828017388271819,0.008516365752884896,0.015386946462985596,0.01965842864427573,0.02295047583300662,0.030467349363382138,1,0
Bambusicola thoracicus,theil_sen,0.01977934168222575,0.007627970599012724,0.005483373540390742,0.01482646093587411,0.019803842436007378,0.02465010003554456,0.034134720529499764,0.995,0.005
Pardaliparus venustulus,theil_sen,-0.003436441147517035,0.011360324619754439,-0.024353472689346532,-0.01121951667693875,-0.0036942558834400195,0.00419974966235815,0.019963418392185243,0.385,0.615
Ficedula albicilla,theil_sen,0.005683127490713345,0.010193752409096667,-0.011143768881882298,-0.0014053319920056505,0.005879850795611187,0.011638018619827016,0.025279098476600655,0.705,0.295
Picoides canicapillus,theil_sen,0.08140693155121777,0.015574494105695398,0.04717495831443815,0.07236708473814363,0.08363020075455907,0.09216250443390336,0.1067002120162226,1,0
Hemixos castanonotus,theil_sen,0.02057207166516551,0.0039234427440962266,0.01282611519616333,0.017993212725333094,0.020592021712764336,0.023437484216289738,0.02759144403175578,1,0
Tringa glareola,theil_sen,0.021704179792975068,0.019991847428380026,-0.01779767016483336,0.010659232301425396,0.023227720105878258,0.03447070162081259,0.057017670580240785,0.855,0.145
Abroscopus albogularis,theil_sen,0.025525256823008137,0.008074430352523577,0.007644317755926643,0.021083729321543596,0.026541494630640046,0.03105851617546313,0.03824697194820911,1,0
Saxicola stejnegeri,theil_sen,0.043651131242530415,0.011864250910740698,0.01686560179853867,0.03589657398878783,0.04359551391472791,0.05237876133122518,0.06521214219571117,1,0
Garrulus glandarius,theil_sen,0.005324263147105242,0.012322959111248807,-0.017519649801757388,-0.003222528549910779,0.006770570311707252,0.014035005877554444,0.027420637206339613,0.66,0.34
Chlidonias hybrida,theil_sen,0.07844341048910351,0.012034359463130978,0.05734348796965272,0.07125732342796418,0.07803004075398234,0.08572606012134275,0.10029267745135226,1,0
Corvus corone,theil_sen,0.03895416649268325,0.01080414633604562,0.01989746213648263,0.03180736197993673,0.03864200062992571,0.046102666680464595,0.05879260628678013,1,0
Trochalopteron elliotii,theil_sen,-0.006335116987626941,0.007430401512164177,-0.020625601944302706,-0.011677908126838242,-0.006259130679392081,-0.0011458507218926033,0.006841819490393469,0.22,0.78
Parus monticolus,theil_sen,0.009378651717345837,0.006553111183083992,-0.00329885881468402,0.005063236814113824,0.009858527617623463,0.014179124726856783,0.01984749546983154,0.93,0.07
Phylloscopus fuscatus,theil_sen,0.02083278294920461,0.015602361556401325,-0.0069707720432256514,0.009055287685365086,0.021684036749518278,0.029115790646064864,0.05075046873551781,0.91,0.09
Myophonus caeruleus,theil_sen,0.01981872826150326,0.0073315265574892,0.005792015815040293,0.014388377836379387,0.019761173436168154,0.024692946592317466,0.033194573104336315,1,0
Pyrrhocorax pyrrhocorax,theil_sen,0.003943372486544439,0.007616982959616647,-0.011325670636915799,-5.849298033578157e-4,0.004033208111860448,0.00854742302289188,0.017748321362923702,0.71,0.29
Ficedula zanthopygia,theil_sen,0.01294545188934006,0.013197821475636912,-0.011015917005089566,0.002608570493712563,0.013284890598904146,0.021510804740424196,0.038473103329280486,0.845,0.155
Pericrocotus cantonensis,theil_sen,0.005200218554510808,0.008008425794034607,-0.011628286628058338,4.2204587281731085e-4,0.005793891972286391,0.010449268404756133,0.019154537626374504,0.77,0.23
Ixos mcclellandii,theil_sen,0.03136401500371833,0.004957389907503221,0.022240568558148075,0.028051739531722436,0.03128052705708349,0.03416378372722913,0.04003358914381294,1,0
Tringa nebularia,theil_sen,0.04408735663966773,0.014428000970455537,0.013476600801926817,0.03465292309474849,0.04486374728422466,0.05390373768185684,0.07155877011021468,0.995,0.005
Dicrurus hottentottus,theil_sen,-0.0043954365120517465,0.009761027745039806,-0.024447913790684686,-0.010416532055307445,-0.004745049056106552,0.0026001994121054367,0.012913023764622769,0.32,0.68
Gracupica nigricollis,theil_sen,0.020265733582482855,0.004694135280617003,0.009656588294431855,0.017287891445395637,0.02018208049392914,0.023276931443915946,0.028746418498427205,1,0
Tringa totanus,theil_sen,0.0433004257249102,0.011378463320891308,0.01978254964039803,0.03576167750957677,0.04414536009652449,0.051201164701991,0.06439470524297466,1,0
Hierococcyx sparverioides,theil_sen,0.04270709899433075,0.02255109138644177,-0.0027857215422889413,0.028977526024057204,0.044731844558164424,0.0581334464860314,0.08395682520280294,0.96,0.04
Leiothrix lutea,theil_sen,-0.00411503070607089,0.009529921041728099,-0.023472616547880642,-0.010219526277518667,-0.004540709979170634,0.0023839621734846094,0.01287208849298588,0.325,0.675
Charadrius alexandrinus,theil_sen,0.04622346930480586,0.01344968240445977,0.022100574510887868,0.0373870666283628,0.04726639998220708,0.053426999699319924,0.07262353548758681,1,0
Dendrocitta formosae,theil_sen,0.016956527024187925,0.005199431858931056,0.006554745878580266,0.01383311362362592,0.017917464342761053,0.020522250699635824,0.025870094647343106,1,0
Aix galericulata,theil_sen,0.046719132897412495,0.012193744226893866,0.023252889913024367,0.03824489315285039,0.04740619291108449,0.055756465399291855,0.0677465203569915,1,0
Motacilla tschutschensis,theil_sen,0.032698927131901194,0.015764729353331394,0.005103667321400255,0.02126690026073788,0.03219121271740827,0.04256619986890653,0.06509155516345147,0.995,0.005
Falco amurensis,theil_sen,0.05788886015326157,0.008790207126738931,0.04110302142823806,0.0521348002679914,0.0583034478089743,0.06403675641862068,0.07378353338570436,1,0
Delichon dasypus,theil_sen,-0.0095751092872183,0.01516763532889091,-0.041420257043616085,-0.019033131832646502,-0.009218309552673094,0.0020657829872884285,0.015419334946862692,0.31,0.69
Lonchura striata,theil_sen,0.010162123830555512,0.0060071925957740765,-6.193513870966612e-4,0.005792963931434381,0.010081412400895906,0.013918143267649917,0.022638779601737172,0.96,0.04
Garrulax canorus,theil_sen,0.020003602018310387,0.00938447714906572,-0.0015832949175075034,0.014300019001865328,0.019921261298656272,0.02570660350611397,0.03731505233406074,0.97,0.03
Amaurornis phoenicurus,theil_sen,0.016786074002626952,0.008973572676385396,4.0829610350402625e-4,0.011470469212511275,0.016747394233840675,0.02266205884856313,0.03370858206454829,0.975,0.025
Lanius tephronotus,theil_sen,0.002373538488557741,0.0072989525552746674,-0.01007962470913454,-0.0028058848328057964,0.0025457884470143828,0.006941148005519255,0.016814264228997764,0.62,0.38
Columba livia,theil_sen,-0.062440298779269265,0.01712628478274992,-0.09270579834879661,-0.07415871892855792,-0.06340976884078284,-0.05223312662176165,-0.027766275218705536,0,1
Phylloscopus claudiae,theil_sen,0.023760954098823974,0.01343547056452349,-0.009244917691335532,0.01749701617895458,0.02418922301102066,0.03386246252072464,0.0434274497481192,0.945,0.055
Emberiza elegans,theil_sen,0.015931970166673984,0.013689972508730096,-0.0084330544812565,0.006480049088288083,0.01579346466541621,0.025383239117792607,0.04185986183388237,0.895,0.105
Gyps himalayensis,theil_sen,0.0032315415280881566,0.0032752485031468776,-0.0033050410279358115,0.0012374415241726121,0.0031078761240667004,0.00520937556331854,0.010184618995741718,0.86,0.14
Recurvirostra avosetta,theil_sen,0.06935988773578713,0.012784983112617035,0.044512447071068634,0.060571770351061385,0.06906424339600213,0.07764888902240237,0.09170182054983142,1,0
Culicicapa ceylonensis,theil_sen,0.029182829166605577,0.008802745848672345,0.011974940219005173,0.02327247833043526,0.02945484129868118,0.035584789434786115,0.04515662316710375,1,0
Columba rupestris,theil_sen,0.018557920608193522,0.005904725407326162,0.005416138131627682,0.015165034643927367,0.019073510934910602,0.022506136139785728,0.028485348000756378,1,0
Apus nipalensis,theil_sen,0.030361066645693015,0.006783641142351687,0.016297727799459004,0.02545228561871908,0.030828835644345548,0.034331765280279605,0.042782584051843146,1,0
Accipiter nisus,theil_sen,0.03223772664799053,0.00998964159509445,0.009549820140302041,0.025736930892542427,0.03228959634576374,0.03920202504782348,0.051563940721395016,0.995,0.005
Tringa ochropus,theil_sen,0.046083970906338804,0.017514076825278748,0.008702922129899007,0.035512145368193686,0.0462867362010716,0.05918316955965736,0.07622537147204295,0.99,0.01
Phoenicurus ochruros,theil_sen,0.008477322438697154,0.004890016885074774,-9.617014413492754e-4,0.00503467970867192,0.00847281112697935,0.011874949314572903,0.01819210101195804,0.96,0.04
Turdus rubrocanus,theil_sen,-0.006529396487332643,0.009346256849224665,-0.02570854589625446,-0.012587498199884521,-0.005924354123200683,-2.9953592017895514e-4,0.009288259102084464,0.235,0.765
Carpodacus erythrinus,theil_sen,0.013480647297093034,0.013982583873271615,-0.010685167710146116,0.004206809622088574,0.012415184152257716,0.021364700663209373,0.041650976937023444,0.84,0.16
Psilopogon virens,theil_sen,0.029838270004437974,0.0064523883245383145,0.017297229573660828,0.02516793297877759,0.030456827585650544,0.03368156633247421,0.042150090137757196,1,0
Gallinago gallinago,theil_sen,0.032668751177238095,0.01707407661516522,-9.405282912349853e-4,0.021829503808960204,0.03414520101330249,0.04361288134653816,0.06437145517927717,0.965,0.035
Prinia flaviventris,theil_sen,0.013427485934840973,0.003608448303625662,0.006957261637065056,0.01068738887128912,0.01342203086326619,0.01594705837511852,0.02039028345285031,1,0
Motacilla citreola,theil_sen,0.037686468304705546,0.015416628918961556,0.004956735245060392,0.027920532787772945,0.03844593359549339,0.04785823605478595,0.06646455646779294,0.985,0.015
Accipiter soloensis,theil_sen,0.0075733630035700475,0.012880893137631308,-0.01715981253232309,-4.5896915634973355e-4,0.007850605652256737,0.015830386233595724,0.03137442771084073,0.735,0.265
Accipiter trivirgatus,theil_sen,0.02257619561719098,0.009014931192008989,0.0075175471697629314,0.015926519868006472,0.022056192913606627,0.02860102717783022,0.04197057301031281,1,0
Cisticola juncidis,theil_sen,0.0035090387048564583,0.009887357570177573,-0.017539802351228952,-0.0025362196824971622,0.004394173614837777,0.009914403489515042,0.0207645494411923,0.655,0.345
Dicrurus leucophaeus,theil_sen,0.015836509213438366,0.009045285652717339,-9.510611239249651e-4,0.009912265878113878,0.015408299304671573,0.02161088821762512,0.03330118932893997,0.965,0.035
Ardea intermedia,theil_sen,0.07558771306906374,0.01891247766282478,0.0360830555009605,0.06380614606530374,0.07621747371046084,0.09082031901460666,0.10640340490419246,1,0
Lonchura punctulata,theil_sen,0.02036136639006538,0.004793850689604061,0.011992289629795764,0.017107772189381906,0.019955018961086247,0.023533726402638018,0.03035130149832848,1,0
Orthotomus sutorius,theil_sen,0.012777767964926674,0.002708221112574267,0.007609502007969632,0.010961914600051043,0.012760362468569101,0.014720401280503214,0.01765628881297175,1,0
Falco subbuteo,theil_sen,0.02891750180371037,0.015543230571700681,-0.0012942649008880025,0.018652478707372067,0.030508115440878225,0.04034550198070664,0.057980102355861894,0.965,0.035
Pericrocotus ethologus,theil_sen,0.00376411141600916,0.011230961890967797,-0.02584646414190708,-0.0032347646282341116,0.004360867945505641,0.011819914504424479,0.0233442452964163,0.63,0.37
Muscicapa sibirica,theil_sen,0.0067473635417526785,0.009936588906316483,-0.014743186166988068,0.0011328386968936371,0.007787015106115257,0.012892521268478025,0.023376852725091875,0.79,0.21
Picumnus innominatus,theil_sen,0.01610937716750253,0.009077133825705531,-0.0013870580505856833,0.009786945045955831,0.016668301070589274,0.022871499716712703,0.03193841958423322,0.965,0.035
Sternula albifrons,theil_sen,0.039863551130823835,0.011907664498795713,0.014714550265300679,0.03170331576206385,0.04061914871362371,0.049218447363372525,0.05929330941862754,1,0
Butorides striata,theil_sen,0.015181800955699072,0.010220970639220792,-0.004428587644930003,0.008578191864820072,0.015048666178507027,0.021766649194973082,0.03351673892499337,0.92,0.08
Yungipicus canicapillus,theil_sen,0.033200815983434565,0.012713715897974938,0.011062830814883427,0.025530733866934906,0.032563713692969724,0.042104910320459085,0.05764868961005017,1,0
Periparus ater,theil_sen,0.003445803787801806,0.013215850655534416,-0.022546960106984815,-0.00554890450403331,0.0036657602652752884,0.013391199029592217,0.027717514620687823,0.57,0.43
Phylloscopus magnirostris,theil_sen,-0.005688861605792471,0.010707878662240307,-0.028029138210922445,-0.012317116612312669,-0.00475123156964706,0.0018614051109938933,0.015924493579493174,0.335,0.665
Tarsiger cyanurus,theil_sen,0.01698519778789218,0.011447547373253932,-0.004529009334262995,0.009409544419857509,0.017853483733293006,0.025267450469872096,0.03753177053543003,0.935,0.065
Cuculus sparverioides,theil_sen,-0.007556684548462261,0.0105148870799151,-0.02413515648612462,-0.014438222986705895,-0.008284542423537902,-0.0014956238623440553,0.013575079904902887,0.215,0.785
Cyanoderma ruficeps,theil_sen,0.03186087819916029,0.010400966025198494,0.01082576209296969,0.025175427412698896,0.032787394903641395,0.037961911543526045,0.04976537267630818,0.995,0.005
Eurystomus orientalis,theil_sen,0.013378658325497988,0.012623407517962131,-0.01195374492713333,0.005283525040651061,0.013920879594454242,0.02135040898041895,0.03489421363268425,0.87,0.13
Anas carolinensis,theil_sen,0.05828019268886514,0.01605742135058641,0.029840290335340892,0.04683612911985908,0.05880276888075339,0.06875991649739882,0.08752551940098809,1,0
Acrocephalus bistrigiceps,theil_sen,0.05483345429552696,0.011766817435002732,0.030816078148044736,0.04763163829837767,0.05510210763307932,0.06336441592364067,0.07435920835665154,1,0
Centropus sinensis,theil_sen,0.019314231753177032,0.004037384302979594,0.011749231403348846,0.01642435190932752,0.019352901340192026,0.021933657389190155,0.02684177341800566,1,0
Buteo hemilasius,theil_sen,0.008917988440195175,0.012109154404443885,-0.01759844831001921,0.001941943209382492,0.010350825752183934,0.017053396521024354,0.029976961249522722,0.775,0.225
Pycnonotus aurigaster,theil_sen,0.016878768840138,0.0035441113799369764,0.009999218037382513,0.014599235792990065,0.016998464902743878,0.019118297079400878,0.024165977139734875,1,0
Fringilla montifringilla,theil_sen,0.06680389799194987,0.012807104108247723,0.03996401783796196,0.05785815943380975,0.06695252098247167,0.07575696841193941,0.08899260857188665,1,0
Phylloscopus humei,theil_sen,0.012448396792740141,0.008962266478252835,-0.004143137581248335,0.005818635568609436,0.012972834246371022,0.018597785152254263,0.02965775560030327,0.895,0.105
Apus pacificus,theil_sen,0.005308845355010297,0.01602856064418265,-0.0254360074357245,-0.005209225197839826,0.0067819412377478116,0.014075348214457186,0.03487652908636537,0.655,0.345
