run_label,n_species,n_sites,n_periods,cov_model,n_neighbors,n_batch,n_burn,n_thin,n_chains,waic,is_pilot
v3_full_200sp_ar1_spatial_4chain,200,1247,5,exponential,5,150,5000,2,4,984169.6922362424,FALSE
