grid_cell,pa_frac_all,pa_frac_pre2000,pa_frac_post2000,pa_frac_national,pa_frac_wetland,pa_frac_forest,pa_frac,n_pa_overlapping,pa_year_min,pa_year_first_major,newly_protected_2000_2024
1973,0,0,0,0,0,0,0,0,NA,NA,FALSE
1974,0,0,0,0,0,0,0,0,NA,NA,FALSE
1975,0.13111936273089927,0.13111936273089927,0,0.13111936273089927,0,0,0.13111936273089927,1,1975,1975,FALSE
1976,0.07201483020659806,0.07201483020659806,0,0.07201483020659806,0,0,0.07201483020659806,1,1975,1975,FALSE
1977,0,0,0,0,0,0,0,0,NA,NA,FALSE
1978,0.054659979601846875,0,0.054659979601846875,0.054659979601846875,0,0.054659979601846875,0.054659979601846875,1,2001,2001,TRUE
1979,0,0,0,0,0,0,0,0,NA,NA,FALSE
1980,0,0,0,0,0,0,0,0,NA,NA,FALSE
1981,0.047207447528894234,0,0.047207447528894234,0.047207447528894234,0,0.03100446924954779,0.047207447528894234,2,2002,2002,TRUE
1982,0.010556008436646185,0.010556008436646185,0,0.010556008436646185,0,0.010556008436646185,0.010556008436646185,1,1982,1982,FALSE
1983,0,0,0,0,0,0,0,0,NA,NA,FALSE
1984,0,0,0,0,0,0,0,0,NA,NA,FALSE
1985,0,0,0,0,0,0,0,0,NA,NA,FALSE
1986,0,0,0,0,0,0,0,0,NA,NA,FALSE
1987,0.03092419262629882,0.03092419262629882,0,0.03092419262629882,0,0,0.03092419262629882,1,1993,1993,FALSE
1988,0,0,0,0,0,0,0,0,NA,NA,FALSE
1989,0,0,0,0,0,0,0,0,NA,NA,FALSE
1990,0,0,0,0,0,0,0,0,NA,NA,FALSE
1991,0,0,0,0,0,0,0,0,NA,NA,FALSE
1992,0,0,0,0,0,0,0,0,NA,NA,FALSE
1993,0,0,0,0,0,0,0,0,NA,NA,FALSE
1994,0.041658351997893375,0,0.041658351997893375,0,0,0.041658351997893375,0.041658351997893375,5,2001,2006,TRUE
1995,0,0,0,0,0,0,0,0,NA,NA,FALSE
1996,0,0,0,0,0,0,0,0,NA,NA,FALSE
1997,0,0,0,0,0,0,0,0,NA,NA,FALSE
1998,0.15797903894065488,0,0.15797903894065488,0,0,0.15797903894065488,0.15797903894065488,1,2000,2000,TRUE
2024,0,0,0,0,0,0,0,0,NA,NA,FALSE
2027,0.1892396350261419,0.1892396350261419,0,0.1892396350261419,0,0,0.1892396350261419,1,1993,1993,FALSE
2028,0.16261669723669417,0.16261669723669417,0,0.16261669723669417,0,0,0.16261669723669417,1,1993,1993,FALSE
2039,0.7629374055945218,0.7629374055945218,0,0.7629374055945218,0,0,0.7629374055945218,1,1995,1995,FALSE
2040,0.23860931332849797,0.23860931332849797,0,0.23860931332849797,0,0,0.23860931332849797,1,1995,1995,FALSE
2041,0,0,0,0,0,0,0,0,NA,NA,FALSE
2044,0,0,0,0,0,0,0,0,NA,NA,FALSE
2045,0,0,0,0,0,0,0,0,NA,NA,FALSE
2046,0,0,0,0,0,0,0,0,NA,NA,FALSE
2047,0,0,0,0,0,0,0,0,NA,NA,FALSE
2048,0,0,0,0,0,0,0,0,NA,NA,FALSE
2049,0,0,0,0,0,0,0,0,NA,NA,FALSE
2050,0.08893631818619095,0.02612147251119975,0.06281484567499121,0.08666440150279399,0,0.08666440150279399,0.08893631818619095,3,1980,1980,FALSE
2051,0.0472460841186117,0.04660715570800977,6.389284106019266e-4,0.0472460841186117,0,0.0472460841186117,0.0472460841186117,2,1986,1986,FALSE
2052,7.871334458017924e-4,7.871334458017924e-4,0,0,0,7.871334458017924e-4,7.871334458017924e-4,1,1997,NA,FALSE
2053,0,0,0,0,0,0,0,0,NA,NA,FALSE
2054,0.12723028564315,0.12723028564314998,0,0.12723028564314998,0,0.12723028564314998,0.12723028564315,2,1982,1982,FALSE
2055,0,0,0,0,0,0,0,0,NA,NA,FALSE
2056,0.05159104757082219,0.05159104757082219,0,0.05159104757082219,0,0.05159104757082219,0.05159104757082219,1,1999,1999,FALSE
2057,0.009267249529832322,0.009267249529832322,0,0.009267249529832322,0,0.009267249529832322,0.009267249529832322,1,1999,NA,FALSE
2058,0.06991881491680921,0.012678156165207479,0.05724065875160173,0.05724065875160173,0.012678156165207479,0,0.06991881491680921,2,1996,1996,FALSE
2059,0.013534603905484962,0.013534603905484962,0,0,0.013534603905484962,0,0.013534603905484962,1,1996,1996,FALSE
2060,0.025887667009238134,0.025887667009238134,0,0.025887667009238134,0,0.01873982527356471,0.025887667009238134,3,1982,1983,FALSE
2061,0.029020283436945873,0.029020283436945873,0,0.029020283436945873,0,0,0.029020283436945873,2,1982,1982,FALSE
2062,0.02544016013625226,0.02544016013625226,0,0.02544016013625226,0,0,0.02544016013625226,1,1982,1982,FALSE
2063,0,0,0,0,0,0,0,0,NA,NA,FALSE
2064,0,0,0,0,0,0,0,0,NA,NA,FALSE
2065,0,0,0,0,0,0,0,0,NA,NA,FALSE
2066,0,0,0,0,0,0,0,0,NA,NA,FALSE
2067,0,0,0,0,0,0,0,0,NA,NA,FALSE
2068,0,0,0,0,0,0,0,0,NA,NA,FALSE
2069,0,0,0,0,0,0,0,0,NA,NA,FALSE
2111,0.4639952556662864,0.4639952556662864,0,0.4639952556662864,0,0,0.4639952556662864,1,1995,1995,FALSE
2112,0,0,0,0,0,0,0,0,NA,NA,FALSE
2113,0,0,0,0,0,0,0,0,NA,NA,FALSE
2114,0,0,0,0,0,0,0,0,NA,NA,FALSE
2116,0,0,0,0,0,0,0,0,NA,NA,FALSE
2117,0,0,0,0,0,0,0,0,NA,NA,FALSE
2118,0,0,0,0,0,0,0,0,NA,NA,FALSE
2119,0,0,0,0,0,0,0,0,NA,NA,FALSE
2120,0,0,0,0,0,0,0,0,NA,NA,FALSE
2121,0,0,0,0,0,0,0,0,NA,NA,FALSE
2122,0.08869294222340995,0.002074625622787697,0.08661831660062225,0.08869294222340995,0,0.08869294222340995,0.08869294222340995,3,1982,2005,TRUE
2123,0.10545580172740532,0.01766983873882604,0.08967424685497578,0.10545580172740532,0,0.10415954756107795,0.10545580172740532,6,1982,1982,FALSE
2124,0.007750663916360035,0,0.007750663916360035,0.007750663916360035,0,0,0.007750663916360035,1,2005,NA,FALSE
2125,0.0017342301576476378,0,0.0017342301576476378,0.0017342301576476378,0,0,0.0017342301576476378,1,2010,NA,FALSE
2126,0.011368589831459384,0.00149745809906052,0.009871131732399044,0.011368589831459384,0,0.00149745809906052,0.011368589831459384,4,1982,NA,FALSE
2127,0,0,0,0,0,0,0,0,NA,NA,FALSE
2128,0,0,0,0,0,0,0,0,NA,NA,FALSE
2129,0,0,0,0,0,0,0,0,NA,NA,FALSE
2130,0.12408992625270002,0.07033408011281793,0.057060198760652714,0.057060198760652714,0.07033408011281793,0,0.12408992625270002,6,1995,1996,FALSE
2131,0.05053673446511871,0.02478641296489336,0.032167581841340755,0.05053673446511871,0.02478641296489336,0,0.05053673446511871,4,1995,1995,FALSE
2132,0.038513777252775376,0.038513777252775376,0,0.038513777252775376,0.015924073684577874,0,0.038513777252775376,2,1982,1982,FALSE
2133,0.07306019019941526,0.07306019019941525,0,0.07306019019941525,0.028860483400066646,0,0.07306019019941526,3,1982,1982,FALSE
2134,0,0,0,0,0,0,0,0,NA,NA,FALSE
2135,0.04472019371019504,0.04472019371019504,0,0.04472019371019499,0.04472019371019499,0,0.04472019371019504,2,1988,1988,FALSE
2136,0,0,0,0,0,0,0,0,NA,NA,FALSE
2137,0,0,0,0,0,0,0,0,NA,NA,FALSE
2138,0,0,0,0,0,0,0,0,NA,NA,FALSE
2139,0.0014857227932931459,0.0014857227932931459,0,0,0,0.0014857227932931459,0.0014857227932931459,1,1996,NA,FALSE
2140,0.007435731070479144,0.007435731070479144,0,0,0,0.007435731070479144,0.007435731070479144,1,1981,NA,FALSE
2171,0.9999999999999994,0.9999999999999994,0,0.9999999999999994,0,0,0.9999999999999994,1,1993,1993,FALSE
2182,0.1341680712177725,0.1341680712177725,0,0.1341680712177725,0,0,0.1341680712177725,1,1995,1995,FALSE
2183,0.04826739569627544,0.04826739569627544,0,0.04826739569627544,0,0,0.04826739569627544,1,1995,1995,FALSE
2184,0,0,0,0,0,0,0,0,NA,NA,FALSE
2186,0,0,0,0,0,0,0,0,NA,NA,FALSE
2187,0,0,0,0,0,0,0,0,NA,NA,FALSE
2188,0.20637326572798764,0.20637326572798764,0,0.20637326572798764,0,0,0.20637326572798764,1,1997,1997,FALSE
2189,0.25787322595299833,0.25787322595299833,0,0.25787322595299833,0,0,0.25787322595299833,1,1997,1997,FALSE
2191,0,0,0,0,0,0,0,0,NA,NA,FALSE
2193,0.213323630042455,0.213323630042455,0,0.213323630042455,0,0.1637364649794813,0.213323630042455,2,1982,1982,FALSE
2194,0.4597177193373361,0.28662163442594285,0.17314068825776227,0.4160054720278704,0.08124780956002348,0.334757662467847,0.4597177193373361,6,1965,1982,FALSE
2195,0.34226306857391875,0,0.34226306857391875,0.1931428777059418,0.0024151997746700597,0.1931428777059418,0.34226306857391875,12,2003,2004,TRUE
2196,0.0012637245265732626,0,0.0012637245265732626,0.0012637245265732626,0,0,0.0012637245265732626,1,2005,NA,FALSE
2197,0.018680169604236147,0.01624796526970243,0.0024322043345337157,0.0024322043345337157,0,0.01624796526970243,0.018680169604236147,2,1992,1992,FALSE
2198,0,0,0,0,0,0,0,0,NA,NA,FALSE
2199,0.10586960199909876,0.08851737804591953,0.02108495662266847,0.10575091256100301,0,0.07657832238049803,0.10586960199909876,22,1965,1965,FALSE
2200,0.044260981772888265,0.044260981772888265,0,0.044260981772888265,0,0.006479710770538784,0.044260981772888265,2,1965,1988,FALSE
2201,0.025158294368164053,0.025158294368164053,0,0.025158294368164053,0,0,0.025158294368164053,1,1988,1988,FALSE
2202,0.6352724637919511,1.460835471187754e-4,0.6351263802448324,0.6351263802448324,0,0,0.6352724637919511,2,1987,2001,TRUE
2203,0.3175294806560775,0.06488405102104391,0.2526454296350336,0.25364696605440007,0,0.001001536419366484,0.3175294806560775,3,1982,1982,FALSE
2204,0.0028940717221830154,0.0028940717221830154,0,0.0028940717221830154,0,0.0028940717221830154,0.0028940717221830154,1,1982,NA,FALSE
2205,0.0020446229021136306,0.0020446229021136306,0,0,0,0,0.0020446229021136306,2,1995,NA,FALSE
2206,0,0,0,0,0,0,0,0,NA,NA,FALSE
2207,0,0,0,0,0,0,0,0,NA,NA,FALSE
2208,0,0,0,0,0,0,0,0,NA,NA,FALSE
2209,0,0,0,0,0,0,0,0,NA,NA,FALSE
2210,0,0,0,0,0,0,0,0,NA,NA,FALSE
2211,0,0,0,0,0,0,0,0,NA,NA,FALSE
2212,0,0,0,0,0,0,0,0,NA,NA,FALSE
2213,0.037309339733638626,0.037309339733638626,0,0.037309339733638626,0,0,0.037309339733638626,1,1983,1983,FALSE
2214,0.21179483407389788,0.21179483407389788,0,0.21179483407389788,0,0,0.21179483407389788,1,1983,1983,FALSE
2240,0,0,0,0,0,0,0,0,NA,NA,FALSE
2241,0.18245548794988867,0.18245548794988867,0,0.18245548794988867,0,0,0.18245548794988867,1,1993,1993,FALSE
2250,1,1,0,1,0,0,1,1,1993,1993,FALSE
2254,0,0,0,0,0,0,0,0,NA,NA,FALSE
2255,0,0,0,0,0,0,0,0,NA,NA,FALSE
2257,0,0,0,0,0,0,0,0,NA,NA,FALSE
2258,0,0,0,0,0,0,0,0,NA,NA,FALSE
2259,0.01546805563025137,0.01546805563025137,0,0.01546805563025137,0,0,0.01546805563025137,1,1986,1986,FALSE
2260,0.17018390408100173,0.17018390408100173,0,0.17018390408100173,0,0,0.17018390408100173,1,1997,1997,FALSE
2261,0.34902287427922857,0.34902287427922857,0,0.34902287427922857,0,0,0.34902287427922857,1,1997,1997,FALSE
2262,0,0,0,0,0,0,0,0,NA,NA,FALSE
2263,0,0,0,0,0,0,0,0,NA,NA,FALSE
2264,0.08635228234057346,0,0.08635228234057346,0.08632933295986052,0.08632933295986052,0,0.08635228234057346,3,2000,2000,TRUE
2265,0.25153552132731627,0.22273276517683305,0.028802756150483205,0.23348157559124613,0.01074881041441308,0,0.25153552132731627,4,1995,1995,FALSE
2266,0.40608005613875264,0.17403228836688758,0.2320477677718651,0.17403228836688758,0.21775343047385415,0,0.40608005613875264,5,1994,1994,FALSE
2267,0.32386994851360124,0.13261327926910985,0.19125666924449142,0.09174847466037836,0.09710340229103706,0,0.32386994851360124,22,1963,1963,FALSE
2268,0.08375524423411614,0,0.08375524423411614,0,0,0,0.08375524423411614,1,2006,2006,TRUE
2269,0.020648652365918053,0.0024572436436810217,0.018191408722237033,0,0,0,0.020648652365918053,2,1986,2002,TRUE
2270,0.07489638590144997,0.04637069481298175,0.02918571205315915,0.06942111276225511,0,0,0.07489638590144997,6,1982,1982,FALSE
2271,0.16197642979414742,0.13069513804375787,0.03256599434926695,0.16172195462287683,0,0,0.16197642979414742,20,1978,1978,FALSE
2272,0.15279668843814984,0.06400186935397842,0.0908216497311662,0.1527944320085919,0,0,0.15279668843814984,10,1978,1978,FALSE
2273,4.4315464188045923e-4,4.4315464188045923e-4,0,4.072696948723968e-4,0,0,4.4315464188045923e-4,2,1988,NA,FALSE
2274,0.11383681625936158,0,0.11383681625936158,0.11383681625936158,0,0,0.11383681625936158,1,2001,2001,TRUE
2275,0.16913837692217412,0.15018870095590509,0.018949675966269036,0.10289203757579352,0.011098970521125323,0.006834740186917078,0.16913837692217412,14,1982,1982,FALSE
2276,0.336884944974279,0.3360902199688172,7.947250054618308e-4,0.2530930125342804,7.947250054618308e-4,0.10855768489510662,0.336884944974279,13,1980,1980,FALSE
2277,0,0,0,0,0,0,0,0,NA,NA,FALSE
2278,0,0,0,0,0,0,0,0,NA,NA,FALSE
2279,0,0,0,0,0,0,0,0,NA,NA,FALSE
2280,0,0,0,0,0,0,0,0,NA,NA,FALSE
2281,0,0,0,0,0,0,0,0,NA,NA,FALSE
2282,0,0,0,0,0,0,0,0,NA,NA,FALSE
2283,0.12111068105647116,0.12111068105647116,0,0.12111068105647116,0.12111068105647116,0,0.12111068105647116,1,1985,1985,FALSE
2284,0.12732363433822402,0.12732363433822402,0,0.12732363433822402,0.12732363433822402,0,0.12732363433822402,1,1985,1985,FALSE
2285,0,0,0,0,0,0,0,0,NA,NA,FALSE
2286,0.16238135012327404,0.16238135012327404,0,0.16238135012327404,0,0,0.16238135012327404,1,1983,1983,FALSE
2312,0,0,0,0,0,0,0,0,NA,NA,FALSE
2313,0,0,0,0,0,0,0,0,NA,NA,FALSE
2320,0.9334931174579462,0.9334931174579462,0,0.9334931174579462,0,0,0.9334931174579462,1,1993,1993,FALSE
2326,0,0,0,0,0,0,0,0,NA,NA,FALSE
2327,0,0,0,0,0,0,0,0,NA,NA,FALSE
2328,0,0,0,0,0,0,0,0,NA,NA,FALSE
2329,0,0,0,0,0,0,0,0,NA,NA,FALSE
2330,0,0,0,0,0,0,0,0,NA,NA,FALSE
2331,0,0,0,0,0,0,0,0,NA,NA,FALSE
2332,0,0,0,0,0,0,0,0,NA,NA,FALSE
2333,0,0,0,0,0,0,0,0,NA,NA,FALSE
2334,0.06008049154369463,0,0.06008049154369463,0,0,0,0.06008049154369463,1,2003,2003,TRUE
2335,0.04594225649454991,0,0.04594225649454991,0,0,0,0.04594225649454991,1,2000,2000,TRUE
2336,0.2977572867426139,0,0.2977572867426139,0.05084707081883802,0.05084707081883802,0,0.2977572867426139,4,2000,2000,TRUE
2337,0.2097370214083202,0,0.2097370214083202,0.002495155996075263,0.002495155996075263,0,0.2097370214083202,3,2000,2001,TRUE
2338,0.06283016752210942,0,0.06283016752210942,0,0,0,0.06283016752210942,2,2000,2000,TRUE
2339,0.16530791416805182,0.16530791416805182,0,0.14871958334513544,0,0,0.16530791416805182,9,1963,1963,FALSE
2340,0.3064378950098026,0.28758415510221413,0.026142101283424205,0.23697448252052264,0,0,0.3064378950098026,9,1963,1963,FALSE
2341,0.20987025791720793,0.08705695287376697,0.12281330504344097,0.09400090332252946,0.05287088083228486,0,0.20987025791720793,9,1963,1963,FALSE
2342,0.04128461661126366,0.03726327257181263,0.004021344039451029,0.03306443669576155,0.004021344039451029,0.03306443669576155,0.04128461661126366,3,1991,1999,FALSE
2343,0.06649984492287048,0.005611418054769909,0.06088842686810057,0.05351564601663384,0,0.050062392019051,0.06649984492287048,9,1991,2003,TRUE
2344,0,0,0,0,0,0,0,0,NA,NA,FALSE
2345,0,0,0,0,0,0,0,0,NA,NA,FALSE
2346,0,0,0,0,0,0,0,0,NA,NA,FALSE
2347,0.05091169020301727,0.033424584198121464,0.017487106004895805,0.05091169020301727,0.017487106004895805,0.033424584198121464,0.05091169020301727,3,1987,1987,FALSE
2348,0.062251114511300026,0.001420669722737436,0.06083044478856259,0.062251114511300026,0.06083044478856259,0,0.062251114511300026,3,1998,2001,TRUE
2349,0,0,0,0,0,0,0,0,NA,NA,FALSE
2350,0,0,0,0,0,0,0,0,NA,NA,FALSE
2351,0,0,0,0,0,0,0,0,NA,NA,FALSE
2352,0,0,0,0,0,0,0,0,NA,NA,FALSE
2353,0,0,0,0,0,0,0,0,NA,NA,FALSE
2354,0,0,0,0,0,0,0,0,NA,NA,FALSE
2355,0.005825023685603259,0.005825023685603259,0,0.00491347117530178,0.00491347117530178,9.115525103014794e-4,0.005825023685603259,2,1985,NA,FALSE
2356,0.001740705652510877,0.001740705652510877,0,0.001740705652510877,0.001740705652510877,0,0.001740705652510877,1,1985,NA,FALSE
2357,0,0,0,0,0,0,0,0,NA,NA,FALSE
2358,0.014413021631737442,0.014413021631737442,0,0.014413021631737442,0,0,0.014413021631737442,4,1983,NA,FALSE
2359,0,0,0,0,0,0,0,0,NA,NA,FALSE
2384,0,0,0,0,0,0,0,0,NA,NA,FALSE
2385,0,0,0,0,0,0,0,0,NA,NA,FALSE
2386,0,0,0,0,0,0,0,0,NA,NA,FALSE
2390,0,0,0,0,0,0,0,0,NA,NA,FALSE
2392,0.10624917332364757,0.10624917332364757,0,0.10624917332364757,0,0,0.10624917332364757,1,1993,1993,FALSE
2393,0.2094494234391022,0.2094494234391022,0,0.2094494234391022,0,0,0.2094494234391022,2,1993,1993,FALSE
2394,0.6044028279307457,0.6044028279307457,0,0.6044028279307457,0,0,0.6044028279307457,2,1993,1993,FALSE
2395,0.39545271570709295,0.39545271570709295,0,0.39545271570709295,0,0,0.39545271570709295,1,1993,1993,FALSE
2397,0.3355698188667265,0.3355698188667265,0,0.3355698188667265,0,0,0.3355698188667265,1,1993,1993,FALSE
2398,0.04595628230447677,0.04595628230447677,0,0.04595628230447677,0,0,0.04595628230447677,1,1993,1993,FALSE
2399,0,0,0,0,0,0,0,0,NA,NA,FALSE
2400,0,0,0,0,0,0,0,0,NA,NA,FALSE
2401,0,0,0,0,0,0,0,0,NA,NA,FALSE
2402,0.0015540026672746388,0.0015540026672746388,0,0.0015540026672746388,0,0,0.0015540026672746388,2,1993,NA,FALSE
2403,0.008006511595897686,0.008006511595897686,0,0.008006511595897686,0,0,0.008006511595897686,2,1993,NA,FALSE
2405,0,0,0,0,0,0,0,0,NA,NA,FALSE
2406,0,0,0,0,0,0,0,0,NA,NA,FALSE
2407,0,0,0,0,0,0,0,0,NA,NA,FALSE
2408,5.252370460500826e-4,5.252370460500826e-4,0,0,0,5.252370460500826e-4,5.252370460500826e-4,1,1998,NA,FALSE
2409,0,0,0,0,0,0,0,0,NA,NA,FALSE
2410,0.04892025045635412,0,0.04892025045635412,0,0,0,0.04892025045635412,1,2001,2001,TRUE
2411,0.11290728636412568,0.11290728636412568,0,0.0035243054780001335,0,0,0.11290728636412568,5,1993,1994,FALSE
2412,0,0,0,0,0,0,0,0,NA,NA,FALSE
2413,0.0589096425605882,0,0.0589096425605882,0,0.05789731007155164,0.0010123324890365592,0.0589096425605882,2,2003,2005,TRUE
2414,0.012461552355932486,0,0.012461552355932486,0,0,0.011018676220123046,0.012461552355932486,2,2000,2003,TRUE
2415,0.08329270739987643,0,0.08329270739987643,0.004126440077451889,0.04896557689007248,0,0.08329270739987643,7,2001,2001,TRUE
2416,0.0902339141035739,0.08044029035972051,0.010170242953056725,0.0902339141035739,0,0.0902339141035739,0.0902339141035739,3,1979,1979,FALSE
2417,0.17318325595354445,0.1132976927700062,0.06026244534606865,0.17318325595354445,0,0.1731832559535443,0.17318325595354445,3,1979,1979,FALSE
2418,0.09948366333917982,0.09134587051485343,0.008137792824326374,0.03611337045004186,0,0.02797557762571548,0.09948366333917982,4,1986,1986,FALSE
2419,0.01735276166127394,0.01735276166127394,0,1.2220202334850308e-4,0,0.005432933605107885,0.01735276166127394,3,1986,1986,FALSE
2420,0,0,0,0,0,0,0,0,NA,NA,FALSE
2421,0,0,0,0,0,0,0,0,NA,NA,FALSE
2422,3.735779042540257e-6,3.735779042540257e-6,0,3.735779042540257e-6,0,3.735779042540257e-6,3.735779042540257e-6,1,1982,NA,FALSE
2423,0.08413219074298502,0.08413219074298502,0,0.08413219074298502,0,0.017450672494680533,0.08413219074298502,2,1982,1982,FALSE
2424,0.01477975992404146,0,0.01477975992404146,0.01477975992404146,0,0.01477975992404146,0.01477975992404146,1,2011,2011,TRUE
2425,0,0,0,0,0,0,0,0,NA,NA,FALSE
2426,0,0,0,0,0,0,0,0,NA,NA,FALSE
2427,0,0,0,0,0,0,0,0,NA,NA,FALSE
2428,4.161953637373476e-6,4.161953637373476e-6,0,0,0,0,4.161953637373476e-6,1,1984,NA,FALSE
2429,4.0062922931454186e-4,0,4.0062922931454186e-4,0,0,0,4.0062922931454186e-4,1,2002,NA,FALSE
2430,0,0,0,0,0,0,0,0,NA,NA,FALSE
2431,0,0,0,0,0,0,0,0,NA,NA,FALSE
2456,0,0,0,0,0,0,0,0,NA,NA,FALSE
2457,0,0,0,0,0,0,0,0,NA,NA,FALSE
2458,0,0,0,0,0,0,0,0,NA,NA,FALSE
2462,0,0,0,0,0,0,0,0,NA,NA,FALSE
2464,0,0,0,0,0,0,0,0,NA,NA,FALSE
2466,0.37480610005937864,0.37480610005937864,0,0.37480610005937864,0,0,0.37480610005937864,1,1993,1993,FALSE
2468,0.12760690159230192,0.05575981509381592,0.07184708649848602,0.05575981509381592,0.07184708649848602,0,0.12760690159230192,2,1993,1993,FALSE
2469,0.43940201555372393,0.3794025557729697,0.059999459780754216,0.3794025557729697,0.059999459780754216,0,0.43940201555372393,2,1993,1993,FALSE
2470,0.16901177738661086,0.16901177738661086,0,0.16901177738661086,0,0,0.16901177738661086,1,1993,1993,FALSE
2471,0,0,0,0,0,0,0,0,NA,NA,FALSE
2472,0,0,0,0,0,0,0,0,NA,NA,FALSE
2473,0,0,0,0,0,0,0,0,NA,NA,FALSE
2474,0.01470564287994805,0.01470564287994805,0,0.01470564287994805,0,0,0.01470564287994805,2,1993,1993,FALSE
2475,0.14606684691430968,0.14606684691430968,0,0.14606684691430968,0,0,0.14606684691430968,2,1993,1993,FALSE
2476,0,0,0,0,0,0,0,0,NA,NA,FALSE
2478,0.1466367275900455,0.1466367275900455,0,0.1466367275900455,0,0,0.1466367275900455,1,1995,1995,FALSE
2479,0.07745476719171544,0,0.07745476719171544,0,0,0,0.07745476719171544,1,2000,2000,TRUE
2480,0.18437962685274575,0.18348397013041212,0.001015051664302587,0,8.956567223336264e-4,0.18348397013041212,0.18437962685274575,4,1998,1998,FALSE
2481,0.050619928333385925,0.022519306273288353,0.028100622060097575,0.022519306273288353,0,0.028100622060097575,0.050619928333385925,3,1995,1995,FALSE
2482,0.3250354011134456,0.27087337197766403,0.054162029135781525,0.27087337197766403,0,0.054162029135781525,0.3250354011134456,5,1963,1963,FALSE
2483,0.1321343788527461,0.1321343788527461,0,0.09723334979962052,0,0.07466908419332256,0.1321343788527461,6,1963,1963,FALSE
2484,0.10376551306218602,0.10376551306218602,0,0,0,0,0.10376551306218602,1,1998,1998,FALSE
2485,0.03340499635808806,0.014897055991216364,0.018507940366871693,0,0,0,0.03340499635808806,2,1987,1987,FALSE
2486,0.006987732488290544,0.006987732488290544,0,0,0,0.006987732488290544,0.006987732488290544,1,1998,NA,FALSE
2487,0.02127347095939407,2.291790197221489e-4,0.02104429193967192,0,0.02104429193967192,0,0.02127347095939407,2,1992,2003,TRUE
2488,0.004984374282479071,0,0.004984374282479071,0,0.004984374282479071,0,0.004984374282479071,1,2008,NA,FALSE
2489,0,0,0,0,0,0,0,0,NA,NA,FALSE
2490,0.13724699606045127,0.063197628342022,0.07466693764828672,0.0859958226075904,0,0.11395034789001986,0.13724699606045127,4,1986,1986,FALSE
2491,0.009705315394736581,0.009705315394736581,0,0.009705315394736581,0,0.009705315394736581,0.009705315394736581,1,1986,NA,FALSE
2492,4.913516522988733e-4,4.913516522988733e-4,0,0,0,0,4.913516522988733e-4,1,1986,NA,FALSE
2493,0,0,0,0,0,0,0,0,NA,NA,FALSE
2494,0.007441689180968344,0.007441689180968344,0,0,0,0,0.007441689180968344,1,1989,NA,FALSE
2495,1.4173874783147546e-4,1.4173874783147546e-4,0,1.4173874783147546e-4,0,1.4173874783147546e-4,1.4173874783147546e-4,1,1982,NA,FALSE
2496,0.039661247287830395,0.039661247287830395,8.75717275230088e-4,0.039661247287830395,0,0.039661247287830395,0.039661247287830395,3,1982,1982,FALSE
2497,0.018298141897412915,0.018298141897412915,0,0.018298141897412915,0,0.018298141897412915,0.018298141897412915,2,1982,1991,FALSE
2498,0,0,0,0,0,0,0,0,NA,NA,FALSE
2499,0.20419530448592962,0.006800230993898332,0.20419530448592962,0.006800230993898332,0,0.20419530448592962,0.20419530448592962,5,1982,2006,TRUE
2500,0.61310986176845,0.02105360193314292,0.6099725989417569,0.017916339106450022,0,0.6099725989417569,0.61310986176845,6,1982,1982,FALSE
2501,0.0777735150200314,0.015723482552070667,0.06205003246796073,0,0,0.06221791509190935,0.0777735150200314,4,1981,1994,FALSE
2502,0.004796352978646923,0.004796352978646923,0,0,0,0.004796352978646923,0.004796352978646923,1,1981,NA,FALSE
2503,0,0,0,0,0,0,0,0,NA,NA,FALSE
2530,0,0,0,0,0,0,0,0,NA,NA,FALSE
2531,0,0,0,0,0,0,0,0,NA,NA,FALSE
2532,0,0,0,0,0,0,0,0,NA,NA,FALSE
2535,0,0,0,0,0,0,0,0,NA,NA,FALSE
2539,0.11927851974973988,0.11927851974973988,0,0.11927851974973988,0,0,0.11927851974973988,1,1993,1993,FALSE
2540,0.11511152663408246,0,0.11511152663408246,0,0.11511152663408246,0,0.11511152663408246,1,2001,2001,TRUE
2541,0.025795706211877625,0.007456576393356217,0.018339129818521406,0.007456576393356217,0.018339129818521406,0,0.025795706211877625,2,1993,2001,TRUE
2542,0.0013792317840962869,0.0013792317840962869,0,0.0013792317840962869,0,0,0.0013792317840962869,1,1993,NA,FALSE
2544,0,0,0,0,0,0,0,0,NA,NA,FALSE
2545,0.15900098681140729,0.15900098681140729,0,0.15900098681140729,0,0.15900098681140729,0.15900098681140729,1,1985,1985,FALSE
2546,0.005241804242216063,0.005241804242216063,0,0.005241804242216063,0,0.005241804242216063,0.005241804242216063,1,1985,NA,FALSE
2547,0,0,0,0,0,0,0,0,NA,NA,FALSE
2548,0,0,0,0,0,0,0,0,NA,NA,FALSE
2549,0,0,0,0,0,0,0,0,NA,NA,FALSE
2550,0.12395333834696985,0.06884365534702262,0.055875156659283484,0.06884365534702262,0.002451098529882303,0.055875156659283484,0.12395333834696985,5,1995,1995,FALSE
2551,0.051928070398278986,0.027656675458801468,0.024271394939477522,0.027656675458801468,0.026824948277215564,0,0.051928070398278986,5,1995,1995,FALSE
2552,0.08971987762911277,0.032596088272807765,0.057123789356304994,0.032596088272807765,0.057123789356304994,0,0.08971987762911277,2,1995,1995,FALSE
2553,0.004016021280919459,0.004016021280919459,0,0.004016021280919459,0,0,0.004016021280919459,2,1995,NA,FALSE
