grid_cell,pa_frac_all,pa_frac_pre2000,pa_frac_post2000,pa_frac_national,pa_frac_wetland,pa_frac_forest,pa_frac,n_pa_overlapping,pa_year_min,pa_year_first_major,newly_protected_2000_2024
1381,0,0,0,0,0,0,0,0,NA,NA,FALSE
1382,0,0,0,0,0,0,0,0,NA,NA,FALSE
1383,0,0,0,0,0,0,0,0,NA,NA,FALSE
1384,0,0,0,0,0,0,0,0,NA,NA,FALSE
1385,0,0,0,0,0,0,0,0,NA,NA,FALSE
1386,0,0,0,0,0,0,0,0,NA,NA,FALSE
1393,0,0,0,0,0,0,0,0,NA,NA,FALSE
1400,0.05895823501163784,0.05895823501163784,0,0.05895823501163784,0,0,0.05895823501163784,1,1986,1986,FALSE
1410,0,0,0,0,0,0,0,0,NA,NA,FALSE
1412,0,0,0,0,0,0,0,0,NA,NA,FALSE
1413,3.612935422376008e-4,0,3.612935422376008e-4,0,0,0,3.612935422376008e-4,1,2000,NA,FALSE
1414,0,0,0,0,0,0,0,0,NA,NA,FALSE
1415,0,0,0,0,0,0,0,0,NA,NA,FALSE
1416,0,0,0,0,0,0,0,0,NA,NA,FALSE
1417,0,0,0,0,0,0,0,0,NA,NA,FALSE
1418,0.11359089615582137,0.09164188688034249,0.11079806972481009,0.11359089615582464,0,0.11079806972481009,0.11359089615582137,4,1994,1994,FALSE
1419,0.01981561968385478,0,0.01981561968385478,0.01981561968385478,0,0.01981561968385478,0.01981561968385478,1,2002,2002,TRUE
1420,0.0032522557588043014,0.0032522557588043014,0,0,0,0.0032522557588043014,0.0032522557588043014,1,1997,NA,FALSE
1421,0.005666099912408457,0,0.005666099912408457,0,0,0.005666099912408457,0.005666099912408457,1,2009,NA,FALSE
1422,0.024818231950193264,0,0.024818231950193264,0,0,0.024818231950193264,0.024818231950193264,1,2000,2000,TRUE
1423,0.05517190563296516,0.05517190563296516,0,0.05517190563296516,0,0.05517190563296516,0.05517190563296516,2,1981,1981,FALSE
1424,0,0,0,0,0,0,0,0,NA,NA,FALSE
1425,0,0,0,0,0,0,0,0,NA,NA,FALSE
1426,0.02935449288988153,0.02935449288988153,0,0,0,0.02935449288988153,0.02935449288988153,1,1990,1990,FALSE
1427,0.001503209077629619,0.001503209077629619,0,0,1.784408759749865e-5,0.0014853649900321204,0.001503209077629619,2,1984,NA,FALSE
1428,0.0778668469904094,0.04631494894806658,0.03155189804234281,0.0764808179097246,0.04519316981449051,0.0011217791335760728,0.0778668469904094,7,1984,1991,FALSE
1429,0.013978694298003965,0,0.013978694298003965,0.013978694298003965,0,0,0.013978694298003965,2,2002,NA,FALSE
1430,0.3874933958122914,0.3874933958122914,0,0.3874933958122914,0,0.38005106697189805,0.3874933958122914,2,1960,1960,FALSE
1448,0,0,0,0,0,0,0,0,NA,NA,FALSE
1449,0,0,0,0,0,0,0,0,NA,NA,FALSE
1450,0,0,0,0,0,0,0,0,NA,NA,FALSE
1452,0,0,0,0,0,0,0,0,NA,NA,FALSE
1453,0.1022401151804681,0.1022401151804681,0,0.1022401151804681,0,0,0.1022401151804681,1,1983,1983,FALSE
1454,0.4923375769163618,0.4923375769163618,0,0.4923375769163618,0,0,0.4923375769163618,1,1983,1983,FALSE
1455,0.09827678922114727,0.09827678922114727,0,0.09827678922114727,0,0,0.09827678922114727,1,1983,1983,FALSE
1456,0,0,0,0,0,0,0,0,NA,NA,FALSE
1462,0.7637430070341787,0.7637430070341787,0,0.7637430070341787,0,0,0.7637430070341787,1,1986,1986,FALSE
1465,0.1330886978207333,0.1330886978207333,0,0.1330886978207333,0,0,0.1330886978207333,1,1987,1987,FALSE
1466,0.5078231000892586,0.5078231000892586,0,0.5078231000892586,0,0,0.5078231000892586,1,1987,1987,FALSE
1468,0,0,0,0,0,0,0,0,NA,NA,FALSE
1471,0,0,0,0,0,0,0,0,NA,NA,FALSE
1476,0,0,0,0,0,0,0,0,NA,NA,FALSE
1479,0,0,0,0,0,0,0,0,NA,NA,FALSE
1480,0,0,0,0,0,0,0,0,NA,NA,FALSE
1481,0.037377779827433344,0.037377779827433344,0,0,0,0,0.037377779827433344,1,1993,1993,FALSE
1482,0,0,0,0,0,0,0,0,NA,NA,FALSE
1483,0.03818529645474965,0.03818529645474965,0,0.03818529645474965,0,0.03818529645474965,0.03818529645474965,1,1996,1996,FALSE
1484,0.22277189341506212,0.22277189341506212,0,0.22277189341506212,0,0.22277189341506212,0.22277189341506212,1,1996,1996,FALSE
1485,0,0,0,0,0,0,0,0,NA,NA,FALSE
1486,0.002530614536188319,0.002530614536188319,0,0,0.002530614536188319,0,0.002530614536188319,1,1985,NA,FALSE
1487,0,0,0,0,0,0,0,0,NA,NA,FALSE
1488,0,0,0,0,0,0,0,0,NA,NA,FALSE
1489,0,0,0,0,0,0,0,0,NA,NA,FALSE
1490,0,0,0,0,0,0,0,0,NA,NA,FALSE
1491,0.13868659917148393,0.049131200192910986,0.0896601060429218,0.08178018025955135,0,0.1386865991714839,0.13868659917148393,3,1996,1996,FALSE
1492,0.004088639973606672,1.415360565709679e-4,0.003947103917035704,0,0,0.003947103917035704,0.004088639973606672,2,1996,NA,FALSE
1493,0.020961365421006524,9.23575253264163e-5,0.02086900789568011,0.01512891637415847,0,0.02086900789568011,0.020961365421006524,4,1999,2001,TRUE
1494,9.455457015301887e-4,9.455457015301887e-4,0,0,0,0,9.455457015301887e-4,1,1999,NA,FALSE
1495,0.1426872050349197,0.1426872050349197,0,0.1426872050349197,0,0.07642421316281461,0.1426872050349197,2,1981,1981,FALSE
1496,0.0023137730337015553,0.0023137730337015553,0,0,0,0.0023137730337015553,0.0023137730337015553,1,1984,NA,FALSE
1497,0.002125079691224158,0,0.002125079691224158,0,0,0,0.002125079691224158,1,2001,NA,FALSE
1498,0.028006300808177575,0.02132253392029365,0.006683766887883925,0.02132253392029365,0,0.028006300808177575,0.028006300808177575,3,1981,1981,FALSE
1499,0.016576142859369522,0.01609191774343522,4.8422511593429983e-4,0.015440262900567816,6.516548428678773e-4,0.01592448801650164,0.016576142859369522,4,1981,1981,FALSE
1500,0.047080110818628604,0.047080110818628604,0,0,0.0034542154975730306,0,0.047080110818628604,2,1991,1992,FALSE
1502,0.10041239849582526,0.10041239849582526,0,0.10041239849582526,0,0,0.10041239849582526,1,1996,1996,FALSE
1518,0,0,0,0,0,0,0,0,NA,NA,FALSE
1520,0,0,0,0,0,0,0,0,NA,NA,FALSE
1521,0,0,0,0,0,0,0,0,NA,NA,FALSE
1522,0,0,0,0,0,0,0,0,NA,NA,FALSE
1523,0,0,0,0,0,0,0,0,NA,NA,FALSE
1528,0,0,0,0,0,0,0,0,NA,NA,FALSE
1529,0,0,0,0,0,0,0,0,NA,NA,FALSE
1533,0,0,0,0,0,0,0,0,NA,NA,FALSE
1536,0.25882987533678303,0.25882987533678303,0,0.25882987533678303,0,0,0.25882987533678303,2,1986,1986,FALSE
1537,0.00769369909175747,0.00769369909175747,0,0.00769369909175747,0,0,0.00769369909175747,1,1987,NA,FALSE
1538,0.342889942642508,0.342889942642508,0,0.342889942642508,0,0,0.342889942642508,1,1987,1987,FALSE
1539,0.03603886568756085,0.03603886568756085,0,0.03603886568756085,0,0,0.03603886568756085,1,1987,1987,FALSE
1540,0,0,0,0,0,0,0,0,NA,NA,FALSE
1542,0,0,0,0,0,0,0,0,NA,NA,FALSE
1550,0.3352016812351666,0.3352016812351666,0,0.2124290488064956,0,0,0.3352016812351666,2,1995,1995,FALSE
1551,0,0,0,0,0,0,0,0,NA,NA,FALSE
1552,0,0,0,0,0,0,0,0,NA,NA,FALSE
1553,0,0,0,0,0,0,0,0,NA,NA,FALSE
1554,0.13798025851846865,0.13520676371926343,0.002773494799205215,0.13520676371926343,0.002773494799205215,0.13520676371926343,0.13798025851846865,2,1996,1996,FALSE
1555,0.2740856818417894,0.2740856818417894,0,0.2740856818417894,0,0.2740856818417894,0.2740856818417894,1,1996,1996,FALSE
1556,0.054154399449110976,0.054154399449110976,0,0.054154399449110976,0,0.054154399449110976,0.054154399449110976,1,1996,1996,FALSE
1557,0,0,0,0,0,0,0,0,NA,NA,FALSE
1558,0,0,0,0,0,0,0,0,NA,NA,FALSE
1559,0,0,0,0,0,0,0,0,NA,NA,FALSE
1560,0.023040731161182302,0.023040731161182302,0,0.023040731161182302,0,0.023040731161182302,0.023040731161182302,4,1986,1999,FALSE
1561,0.007038338989550423,0.007038338989550423,0,0.007038338989550423,0,0.007038338989550423,0.007038338989550423,1,1999,NA,FALSE
1562,0.02467549413641955,0.02467549413641955,0,0.02467549413641955,0,0.02467549413641955,0.02467549413641955,1,1988,1988,FALSE
1563,0,0,0,0,0,0,0,0,NA,NA,FALSE
1564,0,0,0,0,0,0,0,0,NA,NA,FALSE
1565,0.015612545795617288,0,0.015612545795617288,0.015612545795617288,0,0.015612545795617288,0.015612545795617288,1,2001,2001,TRUE
1566,0,0,0,0,0,0,0,0,NA,NA,FALSE
1567,0.08850627138471064,0.08850627138471064,0,0.08850627138471064,0,0,0.08850627138471064,1,1985,1985,FALSE
1568,0.0027006257693977845,0.0027006257693977845,0,0,0,0.0027006257693977845,0.0027006257693977845,1,1986,NA,FALSE
1569,0,0,0,0,0,0,0,0,NA,NA,FALSE
1570,0.010562413355568907,0.004551709313196256,0.006010704042372651,0,0,0.010562413355568907,0.010562413355568907,2,1981,NA,FALSE
1571,9.207056972818906e-4,0,9.207056972818906e-4,0,0,9.207056972818906e-4,9.207056972818906e-4,1,2003,NA,FALSE
1586,0,0,0,0,0,0,0,0,NA,NA,FALSE
1587,0,0,0,0,0,0,0,0,NA,NA,FALSE
1588,0,0,0,0,0,0,0,0,NA,NA,FALSE
1589,0,0,0,0,0,0,0,0,NA,NA,FALSE
1590,0,0,0,0,0,0,0,0,NA,NA,FALSE
1591,0,0,0,0,0,0,0,0,NA,NA,FALSE
1592,0,0,0,0,0,0,0,0,NA,NA,FALSE
1593,0,0,0,0,0,0,0,0,NA,NA,FALSE
1594,0,0,0,0,0,0,0,0,NA,NA,FALSE
1602,0,0,0,0,0,0,0,0,NA,NA,FALSE
1608,0.4187509576151349,0.4187509576151349,0,0.4187509576151349,0.14429488805124038,0,0.4187509576151349,2,1992,1992,FALSE
1609,0,0,0,0,0,0,0,0,NA,NA,FALSE
1610,0.05665671644953825,0.05665671644953825,0,0.05665671644953825,0,0,0.05665671644953825,1,1982,1982,FALSE
1612,0,0,0,0,0,0,0,0,NA,NA,FALSE
1613,0.021501888461228556,0.021501888461228556,0,0.021501888461228556,0,0.021501888461228556,0.021501888461228556,1,1987,1987,FALSE
1614,0.04432842487272119,0.04432842487272119,0,0.04432842487272119,0.04432842487272119,0,0.04432842487272119,2,1992,1992,FALSE
1616,0,0,0,0,0,0,0,0,NA,NA,FALSE
1617,0,0,0,0,0,0,0,0,NA,NA,FALSE
1618,0.11048575343670607,0.11048575343670607,0,0,0,0,0.11048575343670607,1,1999,1999,FALSE
1619,0.2546600057556029,0.2546600057556029,0,0,0,0,0.2546600057556029,1,1999,1999,FALSE
1620,0.11005610363027579,0.11005610363027579,0,0,0,0,0.11005610363027579,1,1999,1999,FALSE
1621,0.03614301483255903,0.03614301483255903,0,0,0,0,0.03614301483255903,1,1996,1996,FALSE
1622,0.08742780429493083,0.08742780429493083,0,0.02416720868432412,0,0,0.08742780429493083,2,1986,1986,FALSE
1623,0.5048196303431571,0.5048196303431571,0,0.5048196303431571,0,0,0.5048196303431571,1,1986,1986,FALSE
1624,0,0,0,0,0,0,0,0,NA,NA,FALSE
1625,0,0,0,0,0,0,0,0,NA,NA,FALSE
1626,0,0,0,0,0,0,0,0,NA,NA,FALSE
1627,0.0033952909947106416,0.0033952909947106416,0,0,0,0,0.0033952909947106416,1,1999,NA,FALSE
1629,0,0,0,0,0,0,0,0,NA,NA,FALSE
1630,0,0,0,0,0,0,0,0,NA,NA,FALSE
1631,0.01182516735976242,0.01182516735976242,0,0.011825167359762422,0,0.010101468545831915,0.01182516735976242,2,1983,1983,FALSE
1632,0.0784743372950912,0.07847433729509119,0,0.07656424740676882,0,0.07656424740676879,0.0784743372950912,3,1983,1983,FALSE
1633,0,0,0,0,0,0,0,0,NA,NA,FALSE
1634,0.015415016849056485,0.015415016849056867,0,0.015415016849056646,0,0.01524708587117197,0.015415016849056485,4,1984,1984,FALSE
1635,0,0,0,0,0,0,0,0,NA,NA,FALSE
1636,0.002577335232626145,0.002577335232626145,0,0.002577335232626145,0,0,0.002577335232626145,2,1999,NA,FALSE
1637,0,0,0,0,0,0,0,0,NA,NA,FALSE
1639,0.07024576577248962,0.07024576577248962,0,0.07024576577248962,0,0,0.07024576577248962,1,1992,1992,FALSE
1640,0.007222238523951367,0.007222238523951367,0,0.007222238523951367,0,0.007222238523951367,0.007222238523951367,1,1981,NA,FALSE
1641,0.042164816661976,0.042164816661976,0,0.042164816661976,0.042164816661976,0,0.042164816661976,2,1987,1987,FALSE
1642,0.017986607688999567,0.017986607688999567,0,0.017986607688999567,0.017986607688999567,0,0.017986607688999567,2,1987,1987,FALSE
1658,0,0,0,0,0,0,0,0,NA,NA,FALSE
1659,0,0,0,0,0,0,0,0,NA,NA,FALSE
1660,0,0,0,0,0,0,0,0,NA,NA,FALSE
1661,0,0,0,0,0,0,0,0,NA,NA,FALSE
1662,0,0,0,0,0,0,0,0,NA,NA,FALSE
1666,0,0,0,0,0,0,0,0,NA,NA,FALSE
1669,0,0,0,0,0,0,0,0,NA,NA,FALSE
1672,0,0,0,0,0,0,0,0,NA,NA,FALSE
1674,0,0,0,0,0,0,0,0,NA,NA,FALSE
1675,0.35472538100755413,0.35472538100755413,0,0.35472538100755413,0,0,0.35472538100755413,1,1986,1986,FALSE
1676,0.6814593650074627,0.6814593650074627,0,0.6814593650074627,0,0,0.6814593650074627,1,1986,1986,FALSE
1678,0.870076583811332,0.870076583811332,0,0.870076583811332,0,0,0.870076583811332,5,1982,1982,FALSE
1679,0.4844523324163523,0.4844523324163523,0,0.4844523324163523,0,0,0.4844523324163523,5,1982,1982,FALSE
1680,0,0,0,0,0,0,0,0,NA,NA,FALSE
1681,0,0,0,0,0,0,0,0,NA,NA,FALSE
1684,0.22210003093572306,0.22210003093572306,0,0.22210003093572306,0,0.1855748920392715,0.22210003093572306,2,1982,1982,FALSE
1685,0.557092235404647,0.557092235404647,0,0.557092235404647,0,0.557092235404647,0.557092235404647,1,1987,1987,FALSE
1686,0.13715064124133855,0.13715064124133855,0,0.13715064124133855,0.0028446943342296466,0.1343059469071089,0.13715064124133855,3,1987,1987,FALSE
1687,0.051333373441027424,0.051333373441027424,0,0.04315106575759604,0.030478524966445972,0.020854848474581446,0.051333373441027424,4,1980,1987,FALSE
1688,0.021707802591240118,0.021707802591240118,0,0.021707802591240118,0,0.021707802591240118,0.021707802591240118,1,1987,1987,FALSE
1689,0,0,0,0,0,0,0,0,NA,NA,FALSE
1692,0.9864098727554319,0.9864098727554319,0,0,0,0,0.9864098727554319,1,1999,1999,FALSE
1693,0.36713232592996936,0.36713232592996936,0,0.04820179643670466,0,0.04820179643670466,0.36713232592996936,7,1982,1992,FALSE
1694,0.19463088865525877,0.1946308886552587,0,0.19463088865525877,0,0.19463088865525877,0.19463088865525877,6,1982,1982,FALSE
1695,0.21018076239896105,0.21018076239896105,0,0.21018076239896105,0,0,0.21018076239896105,2,1986,1986,FALSE
1696,0,0,0,0,0,0,0,0,NA,NA,FALSE
1697,0,0,0,0,0,0,0,0,NA,NA,FALSE
1698,0,0,0,0,0,0,0,0,NA,NA,FALSE
1699,0,0,0,0,0,0,0,0,NA,NA,FALSE
1700,0,0,0,0,0,0,0,0,NA,NA,FALSE
1701,0,0,0,0,0,0,0,0,NA,NA,FALSE
1702,0,0,0,0,0,0,0,0,NA,NA,FALSE
1703,0,0,0,0,0,0,0,0,NA,NA,FALSE
1704,0,0,0,0,0,0,0,0,NA,NA,FALSE
1705,0,0,0,0,0,0,0,0,NA,NA,FALSE
1706,0.05754473660747756,0.05754473660747756,0,0.05754473660747756,0,0,0.05754473660747756,1,1984,1984,FALSE
1707,0,0,0,0,0,0,0,0,NA,NA,FALSE
1708,0,0,0,0,0,0,0,0,NA,NA,FALSE
1710,0.34256398767092194,0.34256398767092194,0,0.34256398767092194,0,0,0.34256398767092194,5,1980,1980,FALSE
1711,0.08885374608576908,0.08472555463770025,0.004128191448068846,0.08286261229551804,0,0,0.08885374608576908,9,1985,1992,FALSE
1712,0,0,0,0,0,0,0,0,NA,NA,FALSE
1731,0,0,0,0,0,0,0,0,NA,NA,FALSE
1732,0,0,0,0,0,0,0,0,NA,NA,FALSE
1733,0,0,0,0,0,0,0,0,NA,NA,FALSE
1734,0,0,0,0,0,0,0,0,NA,NA,FALSE
1738,0,0,0,0,0,0,0,0,NA,NA,FALSE
1739,0,0,0,0,0,0,0,0,NA,NA,FALSE
1743,0,0,0,0,0,0,0,0,NA,NA,FALSE
1748,0.13988822260059355,0.13988822260059355,0,0.13988822260059355,0,0,0.13988822260059355,1,1986,1986,FALSE
1749,0.221270079050368,0.221270079050368,0,0.221270079050368,0,0,0.221270079050368,1,1986,1986,FALSE
1753,0,0,0,0,0,0,0,0,NA,NA,FALSE
1755,0.3894901222463042,0.3894901222463042,0,0.3894901222463042,0,0,0.3894901222463042,1,1982,1982,FALSE
1756,0,0,0,0,0,0,0,0,NA,NA,FALSE
1757,0.020432704294090578,0.020432704294090578,0,0.020432704294090578,0,0.020432704294090578,0.020432704294090578,1,1987,1987,FALSE
1758,0.13721095173093634,0.13721095173093634,0,0.13721095173093634,0,0.13721095173093634,0.13721095173093634,1,1987,1987,FALSE
1759,0.5137449481342695,0.5137449481342695,0,0.5137449481342695,0,0.5137449481342695,0.5137449481342695,1,1987,1987,FALSE
1760,0.1773328161013766,0.1773328161013766,0,0.1773328161013766,0,0.1773328161013766,0.1773328161013766,1,1987,1987,FALSE
1761,0.02858299346887267,0.02858299346887267,0,0.02858299346887267,0,0.02858299346887267,0.02858299346887267,1,1987,1987,FALSE
1762,0.6091319279992162,0.6091319279992163,0,0.44664118841907746,0,0,0.6091319279992162,7,1982,1982,FALSE
1764,0.9999999999999999,0.9999999999999999,0,0,0,0,0.9999999999999999,1,1999,1999,FALSE
1765,0.5686337949804238,0.5686337949804238,0,0.1318451282997822,0,0.13184512829978218,0.5686337949804238,7,1982,1982,FALSE
1766,0.060160618435373826,0.060160618435373826,0,0.060160618435373826,0,0.0282550643123056,0.060160618435373826,3,1982,1982,FALSE
1767,0.03703837488995058,0.037013727558120026,2.4647331830554834e-5,0.037013727558120026,0,0,0.03703837488995058,2,1998,1998,FALSE
1769,0,0,0,0,0,0,0,0,NA,NA,FALSE
1770,0,0,0,0,0,0,0,0,NA,NA,FALSE
1772,0.034952266917090725,0.031861017734564054,0.003091249182526672,0.034952266917090725,0,0.003091249182526672,0.034952266917090725,2,1980,1980,FALSE
1773,0,0,0,0,0,0,0,0,NA,NA,FALSE
1774,0.03591359757653716,0,0.03591359757653716,0.03591359757653716,0,0.03591359757653716,0.03591359757653716,1,2001,2001,TRUE
1775,0,0,0,0,0,0,0,0,NA,NA,FALSE
1776,0,0,0,0,0,0,0,0,NA,NA,FALSE
1777,0,0,0,0,0,0,0,0,NA,NA,FALSE
1778,0.024422545463864714,0.024422545463864714,0,0,0.024214658956884957,0,0.024422545463864714,2,1995,1995,FALSE
1779,0.22449545177471517,0.22449545177471517,0,0.22449545177471517,0.22449545177471517,0,0.22449545177471517,1,1999,1999,FALSE
1782,0.136108570936376,0.136108570936376,0,0.136108570936376,0,0,0.136108570936376,2,1980,1980,FALSE
1783,0,0,0,0,0,0,0,0,NA,NA,FALSE
1803,0,0,0,0,0,0,0,0,NA,NA,FALSE
1804,3.740549055981505e-4,3.740549055981505e-4,0,0,0,0,3.740549055981505e-4,2,1984,NA,FALSE
1805,0,0,0,0,0,0,0,0,NA,NA,FALSE
1806,0,0,0,0,0,0,0,0,NA,NA,FALSE
1807,0,0,0,0,0,0,0,0,NA,NA,FALSE
1809,0,0,0,0,0,0,0,0,NA,NA,FALSE
1815,0,0,0,0,0,0,0,0,NA,NA,FALSE
1816,4.094041630836007e-4,4.0923963364857777e-4,2.1693806989901078e-4,4.0923963364857777e-4,0,0,4.094041630836007e-4,3,1983,NA,FALSE
1819,0.5117498158154498,0.5117498158154498,0,0.5117498158154498,0,0,0.5117498158154498,1,1983,1983,FALSE
1820,0.24591911634585645,0.24591911634585645,0,0.24591911634585645,0,0,0.24591911634585645,1,1983,1983,FALSE
1821,0.0017880185695496762,0.0017880185695496762,0,0.0017880185695496762,0,0,0.0017880185695496762,1,1983,NA,FALSE
1823,0,0,0,0,0,0,0,0,NA,NA,FALSE
1824,0,0,0,0,0,0,0,0,NA,NA,FALSE
1825,0,0,0,0,0,0,0,0,NA,NA,FALSE
1826,0,0,0,0,0,0,0,0,NA,NA,FALSE
1828,0,0,0,0,0,0,0,0,NA,NA,FALSE
1829,0,0,0,0,0,0,0,0,NA,NA,FALSE
1830,0,0,0,0,0,0,0,0,NA,NA,FALSE
1831,0,0,0,0,0,0,0,0,NA,NA,FALSE
1832,0.22326284198252253,0.22326284198252253,0,0.22326284198252253,0,0.22326284198252253,0.22326284198252253,1,1987,1987,FALSE
1833,0.5120816321206841,0.5120816321206841,0,0.5120816321206841,0,0.5120816321206841,0.5120816321206841,1,1987,1987,FALSE
1834,0.5655688632639284,0.5655688632639284,0,0.17120188996932675,0,0.17120188996932675,0.5655688632639284,5,1972,1987,FALSE
1835,0.9953303777384671,0.9953303777384671,0,4.7012702501677445e-5,0,4.7012702501677445e-5,0.9953303777384671,2,1987,1999,FALSE
1836,0.9906572743625675,0.9906572743625675,0,0.017220723828505407,0,0,0.9906572743625675,4,1984,1984,FALSE
1837,0.4328360673585591,0.4328360673585591,0,0.0058252359885150855,0,0,0.4328360673585591,4,1984,1999,FALSE
1838,0.09224345014038816,0.09224345014038816,0,0.09224345014038816,0,0,0.09224345014038816,3,1985,1985,FALSE
1839,0.1382527955440358,0.1382527955440358,0,0.1382527955440358,0,0,0.1382527955440358,1,1998,1998,FALSE
1840,0,0,0,0,0,0,0,0,NA,NA,FALSE
1841,0,0,0,0,0,0,0,0,NA,NA,FALSE
1842,0,0,0,0,0,0,0,0,NA,NA,FALSE
1843,7.091986793134357e-4,7.091986793134357e-4,0,7.091986793134357e-4,0,0,7.091986793134357e-4,1,1980,NA,FALSE
1844,0.0157952715078378,0.0157952715078378,0,0.0157952715078378,0,0,0.0157952715078378,1,1980,1980,FALSE
1845,0,0,0,0,0,0,0,0,NA,NA,FALSE
1846,0,0,0,0,0,0,0,0,NA,NA,FALSE
1847,0,0,0,0,0,0,0,0,NA,NA,FALSE
1848,0.02833085023240706,0,0.02833085023240706,0.02833085023240706,0.02833085023240706,0,0.02833085023240706,1,2000,2000,TRUE
1849,0,0,0,0,0,0,0,0,NA,NA,FALSE
1850,0.0012811012083311219,0.0012811012083311219,0,0,0,0,0.0012811012083311219,1,1999,NA,FALSE
1851,0.013937955031460487,0.013937955031460487,0,0.013937955031460487,0.013937955031460487,0,0.013937955031460487,1,1999,1999,FALSE
1852,0.30223095463982885,0.30223095463982885,0,0.30223095463982885,0.30223095463982885,0,0.30223095463982885,1,1990,1990,FALSE
1853,0,0,0,0,0,0,0,0,NA,NA,FALSE
1854,0.006638137739048594,0.006638137739048594,0,0.0037754263717839423,0,0.002862711367264651,0.006638137739048594,2,1988,NA,FALSE
1855,0,0,0,0,0,0,0,0,NA,NA,FALSE
1856,0,0,0,0,0,0,0,0,NA,NA,FALSE
1875,0.8372995569011379,0.8372995569011379,0,0,0,0,0.8372995569011379,2,1984,1984,FALSE
1876,0.7787655273547659,0.7787655273547659,0,0,0,0,0.7787655273547659,2,1984,1984,FALSE
1877,0,0,0,0,0,0,0,0,NA,NA,FALSE
1878,0,0,0,0,0,0,0,0,NA,NA,FALSE
1879,0,0,0,0,0,0,0,0,NA,NA,FALSE
1880,0,0,0,0,0,0,0,0,NA,NA,FALSE
1881,0,0,0,0,0,0,0,0,NA,NA,FALSE
1882,0,0,0,0,0,0,0,0,NA,NA,FALSE
1884,0,0,0,0,0,0,0,0,NA,NA,FALSE
1892,0.9905038848590885,0.9905038848590885,0,0.9905038848590885,0,0,0.9905038848590885,1,1983,1983,FALSE
1895,0,0,0,0,0,0,0,0,NA,NA,FALSE
1896,0,0,0,0,0,0,0,0,NA,NA,FALSE
1897,0,0,0,0,0,0,0,0,NA,NA,FALSE
1899,0.221203785838574,0,0.221203785838574,0,0,0,0.221203785838574,1,2000,2000,TRUE
1900,0.12379256394062442,0,0.12379256394062442,0,0,0,0.12379256394062442,1,2000,2000,TRUE
1901,0,0,0,0,0,0,0,0,NA,NA,FALSE
1902,0.026896152907788826,0.026896152907788826,0,0.026896152907788826,0,0,0.026896152907788826,1,1975,1975,FALSE
1903,0.6453386075309452,0.6453386075309452,0,0.6453386075309452,0,0,0.6453386075309452,1,1975,1975,FALSE
1904,0.056565515280526266,0.056565515280526266,0,0.056565515280526266,0,0,0.056565515280526266,1,1975,1975,FALSE
1905,0,0,0,0,0,0,0,0,NA,NA,FALSE
1906,0.31302236554454,0.29045314031332703,0.022569225231212946,0.31302236554454,0,0.31302236554454,0.31302236554454,2,1987,1987,FALSE
1907,0.1466729226598001,0.1466729226598001,0,0.016298437512617843,0,0.016298437512617843,0.1466729226598001,2,1987,1987,FALSE
1908,0.08865572945796771,0.08865572945796771,0,2.227339476627134e-4,0,0,0.08865572945796771,2,1984,1999,FALSE
1909,0,0,0,0,0,0,0,0,NA,NA,FALSE
1910,0.051045657409590495,0.051045657409590495,0,0.051045657409590495,0,0.051045657409590495,0.051045657409590495,1,1982,1982,FALSE
1911,0,0,0,0,0,0,0,0,NA,NA,FALSE
1912,0,0,0,0,0,0,0,0,NA,NA,FALSE
1913,0,0,0,0,0,0,0,0,NA,NA,FALSE
1914,0,0,0,0,0,0,0,0,NA,NA,FALSE
1916,0,0,0,0,0,0,0,0,NA,NA,FALSE
1917,0,0,0,0,0,0,0,0,NA,NA,FALSE
1918,0.02424098924134753,0,0.02424098924134753,0.02424098924134753,0,0.02424098924134753,0.02424098924134753,1,2006,2006,TRUE
1919,6.284840558167398e-4,0,6.284840558167398e-4,0,0,6.284840558167398e-4,6.284840558167398e-4,1,2001,NA,FALSE
1920,0,0,0,0,0,0,0,0,NA,NA,FALSE
1921,0,0,0,0,0,0,0,0,NA,NA,FALSE
1922,0,0,0,0,0,0,0,0,NA,NA,FALSE
1923,4.713638775240965e-4,4.713638775240965e-4,0,0,0,0,4.713638775240965e-4,1,1992,NA,FALSE
1924,0,0,0,0,0,0,0,0,NA,NA,FALSE
1925,0,0,0,0,0,0,0,0,NA,NA,FALSE
1926,4.2718593844604284e-4,4.2718593844604284e-4,0,0,0,4.2718593844604284e-4,4.2718593844604284e-4,1,1998,NA,FALSE
1927,0.029114681372854802,0.029114681372854802,0,0.029114681372854802,0,0.029114681372854802,0.029114681372854802,1,1999,1999,FALSE
1928,0.007467264213833426,0.007467264213833426,0,0.006923443265815215,0,0,0.007467264213833426,2,1987,NA,FALSE
1950,0,0,0,0,0,0,0,0,NA,NA,FALSE
1951,0,0,0,0,0,0,0,0,NA,NA,FALSE
1952,0,0,0,0,0,0,0,0,NA,NA,FALSE
1953,0,0,0,0,0,0,0,0,NA,NA,FALSE
1967,0,0,0,0,0,0,0,0,NA,NA,FALSE
1968,0,0,0,0,0,0,0,0,NA,NA,FALSE
1969,0,0,0,0,0,0,0,0,NA,NA,FALSE
1970,0,0,0,0,0,0,0,0,NA,NA,FALSE
1971,0.08113594951983802,0,0.08113594951983802,0,0,0,0.08113594951983802,1,2000,2000,TRUE
1972,0.17237323158489495,0,0.17237323158489495,0,0,0,0.17237323158489495,1,2000,2000,TRUE
