grid_cell,period,expanding_richness,contracting_richness,net_trend_index,turnover_balance
56,P1,61.742783511719075,1.053538142984758,60.68924536873432,0.9664458644957642
57,P1,61.68018933324723,1.18348975019681,60.496699583050415,0.9623474232672297
128,P1,60.736100973128316,0.910821940752939,59.82527903237538,0.9704503680735103
198,P1,57.326486698746024,1.0593275068941763,56.267159191851846,0.9637128463032774
199,P1,61.568412648751256,1.2619102147467087,60.30650243400455,0.9598311720444834
203,P1,65.90314211489765,0.9603651199750286,64.94277699492262,0.9712738634364024
270,P1,58.386810072452455,1.009533693174432,57.37727637927802,0.9660068741888231
271,P1,58.30578439495688,1.0293019405155583,57.27648245444132,0.9653054540210483
272,P1,58.961829031372964,1.0196105271434952,57.94221850422947,0.9660024656077557
274,P1,64.5218546681099,1.1602077205545938,63.3616469475553,0.964672006987563
276,P1,69.4201657722412,1.0534895643506539,68.36667620789055,0.9701025990685727
341,P1,55.1783870844826,0.8327529996881798,54.34563408479442,0.9702647366778551
342,P1,59.10377815919001,0.8656183953078922,58.238159763882116,0.9711313288096455
343,P1,63.6135639871982,0.7976586129749996,62.8159053742232,0.9752323095021377
344,P1,61.085160018740844,0.8998848644812262,60.18527515425962,0.9709644522746873
345,P1,55.85367119340318,0.956954216505601,54.89671697689758,0.9663107311492934
347,P1,59.797498912450656,0.9513516388219507,58.8461472736287,0.9686791888179348
412,P1,59.135873784261214,0.9750254439776109,58.1608483402836,0.9675591130228985
413,P1,59.66044333725116,1.1579269851057672,58.50251635214539,0.9619218016211752
414,P1,61.10997983611899,1.1100121630831512,59.99996767303584,0.9643197587329364
415,P1,58.148062899648785,1.1346206962383134,57.01344220341047,0.9617216823727922
416,P1,58.30297710159239,1.1033400257968178,57.19963707579557,0.9628544545715282
417,P1,65.02432478610267,0.8261213006365042,64.19820348546617,0.9749091661566477
418,P1,65.85630013797542,0.8278239137783182,65.0284762241971,0.9751717841225345
483,P1,49.02096424959412,0.9869136001812775,48.03405064941285,0.9605296748185963
484,P1,50.796036717483986,0.987763239566968,49.80827347791702,0.9618504922239693
485,P1,52.5198791841808,0.9869978306973215,51.53288135348348,0.9631076270654751
486,P1,53.30643113773336,0.9855283583259115,52.320902779407454,0.9636952371042183
487,P1,56.00252878070251,0.9842981120642221,55.01823066863829,0.9654552405973964
554,P1,46.10277885759412,0.9922482282545954,45.11053062933952,0.957861868241594
555,P1,46.650437288611386,0.9885899934500793,45.66184729516131,0.958496633963711
556,P1,46.575884493667,0.986837490944288,45.58904700272271,0.9585037420161286
557,P1,47.395298154519224,0.9880363945642183,46.407261759955006,0.9591579867831604
558,P1,49.11633302758745,0.9862478809705068,48.13008514661694,0.9606308552140056
559,P1,51.05797048172524,0.9813788927911514,50.07659158893409,0.9622831989797425
560,P1,53.66064399075022,0.971269331762336,52.68937465898789,0.964443151532015
561,P1,62.22194723091392,0.9567728474602795,61.26517438345364,0.969712180105156
563,P1,66.09043993138494,0.9552987816025437,65.13514114978238,0.9715030723819141
564,P1,66.24597354535803,0.9552041177839782,65.29076942757405,0.9715718042153335
592,P1,34.28481440381529,1.2685479129867325,33.016266490828556,0.928639778050627
593,P1,28.685945821431,1.4744955923131253,27.211450229117876,0.9022232087331986
625,P1,60.39323764103052,0.9500042880121727,59.44323335301834,0.9690266031550446
626,P1,60.45801070564043,0.9654123300397087,59.49259837560072,0.9685653360777723
627,P1,61.453554399175715,0.9706046856328631,60.48294971354285,0.9689029151577608
628,P1,62.18450393886828,0.9595430369022887,61.22496090196599,0.9696078068207924
629,P1,62.15262144886385,0.9569211416193848,61.195700307244465,0.9696742805496523
630,P1,62.393883999414705,0.9585979777231874,61.43528602169152,0.9697376346496064
634,P1,66.10668566054878,0.9932626691397433,65.11342299140904,0.9703945325185812
635,P1,66.629588194979,0.964439038782679,65.6651491561963,0.9714637793233609
636,P1,64.70296094393099,0.955684565248338,63.74727637868265,0.9708893000202166
637,P1,65.2080371229583,0.8995221980329682,64.30851492492533,0.9727861017023709
640,P1,71.49655600607342,0.9288989132111584,70.56765709286226,0.9743488276533057
663,P1,27.156819102268454,1.0645741648340215,26.092244937434433,0.9245555203629873
664,P1,28.0795561035933,1.0438176112274498,27.03573849236585,0.92831753481251
665,P1,27.734873464860154,1.0508174406699722,26.68405602419018,0.9269902922171587
666,P1,30.516148523650173,1.0079252814503914,29.508223242199783,0.936053614917796
696,P1,52.75269823203102,0.9424735345166158,51.81022469751441,0.9648954085252119
698,P1,56.84056839003768,0.9410179428303843,55.8995504472073,0.9674284490076347
699,P1,56.520186737688334,0.9434160083015938,55.57677072938674,0.9671647455704495
700,P1,48.18268513100817,0.8687328882302024,47.313952242777965,0.9645786840295022
701,P1,53.08842036326083,0.8998669696701,52.18855339359073,0.9666643631748914
702,P1,55.13850457988851,0.9239435015142972,54.21456107837422,0.9670387743263467
704,P1,66.4925492964156,0.9302683218206143,65.56228097459498,0.9724049407994778
705,P1,68.40079281935157,0.9274297098907412,67.47336310946082,0.9732452477200159
706,P1,56.50824304547298,0.9747413380684297,55.533501707404554,0.9660859174755194
708,P1,53.843630471822905,0.9848330300702872,52.85879744175262,0.9640758479384972
710,P1,57.65439178062354,0.9892987767526809,56.66509300387086,0.9662606917351231
711,P1,59.40236203181297,0.9897507744060209,58.41261125740695,0.9672225153777333
712,P1,58.47815020967701,0.9896976384835763,57.488452571193434,0.9667148661236044
716,P1,73.22399889117945,0.9817427695192201,72.24225612166023,0.9735399782402775
717,P1,69.02391099372352,0.9802476396290255,68.04366335409449,0.9719945883568694
735,P1,25.122357871442457,1.2556451848342824,23.866712686608174,0.9047960391728367
736,P1,28.05107101513358,1.32438134424705,26.72668967088653,0.9098307438439068
737,P1,31.554760234496193,1.0256723399240648,30.52908789457213,0.9370375247424219
738,P1,30.719769872060006,1.4501117444711438,29.269658127588862,0.9098466222688258
772,P1,50.57425802857221,0.9890754739397084,49.5851825546325,0.9616364805471111
773,P1,51.177986994316186,0.9885228045595421,50.18946418975664,0.9621012481620594
774,P1,52.057231927587544,0.9877379500578907,51.06949397752965,0.9627584688110399
775,P1,50.207444757629155,0.9895475982401739,49.21789715938898,0.961343526144589
776,P1,50.52745546471179,0.9876327311653319,49.53982273354646,0.9616565644841747
777,P1,50.418098813899604,0.9829737128503949,49.43512510104921,0.961752793685819
