species,threshold,d_AOO,infilling,expansion
Dicrurus macrocercus,0.3,-20.441900470516835,-13.851549666436833,-6.5903508040800025
Spizixos semitorques,0.3,150.27340608099763,71.01238835998487,79.26101772101278
Phoenicurus auroreus,0.3,35.57676560303508,27.983424513920557,7.593341089114518
Ardea alba,0.3,136.6262259792929,120.03143045081586,16.594795528477032
Himantopus himantopus,0.3,361.59968388446316,137.56027417590795,224.0394097085552
Urocissa erythroryncha,0.3,232.02987600953242,107.1371058493919,124.8927701601405
Aegithalos concinnus,0.3,56.695499305342025,33.42094303871253,23.274556266629496
Lanius cristatus,0.3,5.967806308573843,5.908042046955341,0.0597642616185027
Fulica atra,0.3,507.72939046515654,222.8075713788097,284.92181908634683
Horornis fortipes,0.3,86.24268914691059,47.44422810869156,38.79846103821903
Eophona migratoria,0.3,60.53484577220556,42.45937596003485,18.07546981217071
Podiceps cristatus,0.3,316.97587267768984,211.1079249474077,105.86794773028217
Picus canus,0.3,47.58246542310639,40.939342206474805,6.643123216631584
Phylloscopus inornatus,0.3,148.6302058556822,87.18072961295039,61.449476242731805
Pterorhinus sannio,0.3,196.08278452266617,61.00548531703188,135.0772992056343
Motacilla cinerea,0.3,103.13488034852111,97.6452086972012,5.489671651319908
Sterna hirundo,0.3,237.20962575786658,171.27193651847156,65.93768923939503
Falco tinnunculus,0.3,188.184266784289,183.27702554938136,4.907241234907635
Hypsipetes leucocephalus,0.3,46.700398028418924,27.470314974364882,19.23008305405404
Apus apus,0.3,40.72846138819548,30.473159358718576,10.255302029476898
Cuculus micropterus,0.3,105.86963525378489,65.11073630493915,40.75889894884574
Phalacrocorax carbo,0.3,180.81576736908593,144.54787353992333,36.2678938291626
Phoenicurus fuliginosus,0.3,126.77828190042682,86.49031205688955,40.287969843537255
Prinia inornata,0.3,110.06829460551455,43.30939675725813,66.75889784825644
Milvus migrans,0.3,155.8722073416238,150.3607571378218,5.5114502038020055
Bubulcus coromandus,0.3,35.31904993553247,26.00151184761317,9.317538087919301
Phylloscopus proregulus,0.3,67.06835938974402,51.64717534407897,15.421184045665054
Acrocephalus orientalis,0.3,244.28412455026654,123.20937589058605,121.07474865968051
Aegithalos glaucogularis,0.3,166.66888373976187,76.03147505764008,90.63740868212179
Eudynamys scolopaceus,0.3,102.09854839431414,48.96959245653299,53.128955937781136
Anthus hodgsoni,0.3,-18.998778232377003,-15.769121191311918,-3.2296570410650873
Pterorhinus perspicillatus,0.3,187.26388802611748,54.58870490530008,132.6751831208174
Charadrius dubius,0.3,194.83756572168616,134.63993656374453,60.19762915794162
Poecile palustris,0.3,146.44886160883974,48.65205858578224,97.79680302305749
Actitis hypoleucos,0.3,91.07635752137226,90.96223917764637,0.11411834372589019
Tadorna ferruginea,0.3,279.57066798544884,162.44130339055098,117.12936459489785
Passer cinnamomeus,0.3,229.82449537277824,164.4720340682396,65.35246130453866
Vanellus cinereus,0.3,383.0923251112186,173.64355727036843,209.44876784085017
Pycnonotus xanthorrhous,0.3,161.56124256330253,65.10745970609501,96.45378285720751
Emberiza spodocephala,0.3,96.73985602227674,69.07941488615296,27.660441136123776
Ixobrychus sinensis,0.3,158.56101068857274,102.19669343990486,56.36431724866788
Oriolus chinensis,0.3,73.89776360912124,50.1356672531916,23.76209635592964
Emberiza pusilla,0.3,106.11965777519119,81.03302664855735,25.086631126633836
Chroicocephalus ridibundus,0.3,324.93600177557954,148.8159034384571,176.12009833712244
Pycnonotus jocosus,0.3,88.68449894911353,36.29558196511577,52.38891698399775
Streptopelia decaocto,0.3,169.21988570923966,95.82767843290775,73.39220727633193
Pomatorhinus ruficollis,0.3,103.83058361453728,50.08606827140039,53.74451534313688
Bambusicola thoracicus,0.3,102.82180225170559,46.742739474256105,56.07906277744949
Pardaliparus venustulus,0.3,2.820374573477172,3.521278422332824,-0.7009038488556522
Ficedula albicilla,0.3,32.859285506040855,25.765682015489542,7.093603490551315
Picoides canicapillus,0.3,444.51431951799265,58.2988406087274,386.21547890926524
Hemixos castanonotus,0.3,102.8645306283756,39.25959562872079,63.60493499965481
Tringa glareola,0.3,94.38437082648903,86.70881540775744,7.67555541873158
Abroscopus albogularis,0.3,120.68137745453932,59.65737954158972,61.02399791294959
Saxicola stejnegeri,0.3,246.7618579724743,120.42577579317518,126.33608217929911
Garrulus glandarius,0.3,16.12186414217053,13.856881347833497,2.2649827943370333
Chlidonias hybrida,0.3,377.628453700416,131.76657550105966,245.86187819935634
Corvus corone,0.3,202.861784621399,143.88326342620945,58.97852119518956
Trochalopteron elliotii,0.3,-33.46804634376069,-19.508194569553176,-13.959851774207513
Parus monticolus,0.3,50.3632267440615,25.435611616743255,24.927615127318244
Phylloscopus fuscatus,0.3,86.42192416974558,72.54768347357272,13.87424069617286
