species,threshold,d_AOO,infilling,expansion
Phylloscopus humei,0.3,62.73375886275306,39.059792020784116,23.67396684196894
Apus pacificus,0.3,46.058054192559936,40.279168319881016,5.778885872678923
Emberiza godlewskii,0.3,-2.814710390631881,-0.8427375576869179,-1.971972832944963
Tringa erythropus,0.3,281.4543649110857,113.98152845650014,167.47283645458558
Enicurus leschenaulti,0.3,98.65647152127679,50.86442635321801,47.79204516805877
Phylloscopus borealis,0.3,-49.39608297524747,-37.2547780029129,-12.141304972334561
Cuculus poliocephalus,0.3,13.049805459134706,12.092588565134434,0.9572168940002725
Phylloscopus coronatus,0.3,-23.44179926850027,-15.83315775748697,-7.608641511013298
Phylloscopus trochiloides,0.3,29.819757459411065,18.741120272872905,11.07863718653816
Pericrocotus solaris,0.3,123.38081121896131,47.6547006500155,75.72611056894581
Aethopyga gouldiae,0.3,62.605458488337646,34.8454245936801,27.760033894657546
Tringa stagnatilis,0.3,163.83069534775197,81.62039715692164,82.21029819083033
Muscicapa dauurica,0.3,325.96131080754304,145.15090436169527,180.81040644584778
Buteo japonicus,0.3,202.93257049123096,156.29407699200894,46.63849349922203
Gelochelidon nilotica,0.3,241.43767284208175,63.10542139346276,178.332251448619
Eumyias thalassinus,0.3,103.55608695816973,54.65732844451695,48.89875851365278
Sitta villosa,0.3,-67.15532581618075,-39.726954164440244,-27.428371651740505
Alauda gulgula,0.3,-23.399604071687808,-19.421470421181922,-3.9781336505058853
Calidris ruficollis,0.3,155.37060256783047,44.59807894618157,110.7725236216489
Pernis ptilorhynchus,0.3,464.1625125207975,299.59115711066954,164.57135541012798
Limosa limosa,0.3,285.16640053638235,86.62909776041015,198.5373027759722
Phylloscopus pulcher,0.3,14.291459133656767,9.988148693918438,4.303310439738329
Ardea purpurea,0.3,295.20879394372105,106.65534331669402,188.55345062702702
Phylloscopus armandii,0.3,19.302835648104217,14.586903391746125,4.715932256358093
Butastur indicus,0.3,10.604803874657032,9.640713200503194,0.9640906741538378
Platalea leucorodia,0.3,292.08539818282156,82.43072231607901,209.65467586674254
Emberiza tristrami,0.3,159.53790665384912,98.29712371427478,61.24078293957433
Spatula querquedula,0.3,155.911213034552,119.7112212702355,36.1999917643165
Alcippe hueti,0.3,71.79739150783189,29.183367060817865,42.61402444701402
Garrulax perspicillatus,0.3,105.85717648796243,31.438874770062007,74.41830171790043
Cinclus pallasii,0.3,-0.7096069263379834,0.37108495753002835,-1.0806918838680117
Calidris ferruginea,0.3,199.9956006748176,75.72320014234364,124.27240053247398
Tadorna tadorna,0.3,243.12646032661337,104.64385492594838,138.482605400665
Chlidonias leucopterus,0.3,184.84904231214483,84.0075781030271,100.84146420911773
Anthus roseatus,0.3,107.83739392306698,63.64931528724346,44.188078635823516
Phoenicurus frontalis,0.3,74.05574336189744,42.14357092475006,31.912172437147383
Mareca strepera,0.3,270.37170691326975,182.2427597581565,88.12894715511324
Periparus rubidiventris,0.3,-69.07988070370367,-42.78077969287758,-26.29910101082608
Eremophila alpestris,0.3,31.71515198157434,20.667079985189936,11.048071996384406
Aythya nyroca,0.3,355.50282541170037,216.3534265528028,139.14939885889754
Calidris acuminata,0.3,141.89131653878573,66.19065808524279,75.70065845354294
Ceryle rudis,0.3,156.16063696593463,53.18157815668931,102.97905880924532
Passer montanus,0.7,135.74015436662404,61.21080578715609,74.52934857946795
Pycnonotus sinensis,0.7,121.06538643472115,22.81907305127909,98.24631338344206
Hirundo rustica,0.7,139.26885858774511,50.56487936240749,88.70397922533763
Spilopelia chinensis,0.7,240.43230242719173,31.20391044428783,209.2283919829039
Pica serica,0.7,359.9472386992718,42.38232686705898,317.56491183221283
Motacilla alba,0.7,41.36863795181257,29.74267752598439,11.625960425828186
Turdus mandarinus,0.7,128.9281211650282,21.2715052522137,107.65661591281447
Egretta garzetta,0.7,210.69355240913873,32.399718688022354,178.29383372111636
Parus minor,0.7,82.22744939608735,18.5968893911167,63.630560004970654
Cyanopica cyanus,0.7,112.2904794321119,17.87993682045503,94.41054261165687
Streptopelia orientalis,0.7,141.0385889292492,64.34404969034316,76.69453923890603
Tachybaptus ruficollis,0.7,293.7186097674739,51.62996864144849,242.0886411260254
Nycticorax nycticorax,0.7,269.83501976407695,24.20896508003676,245.6260546840402
Gallinula chloropus,0.7,324.65922048201895,35.25533800356736,289.4038824784516
Sinosuthora webbiana,0.7,134.52290859027295,24.920305295835913,109.60260329443703
Chloris sinica,0.7,46.735774718116566,12.408249521582908,34.32752519653366
Cecropis daurica,0.7,-11.767779620123818,-2.248572452384246,-9.519207167739571
Acridotheres cristatellus,0.7,69.29200305380536,13.240636935274376,56.05136611853098
Ardeola bacchus,0.7,44.48661199288198,12.410420671610202,32.076191321271786
Copsychus saularis,0.7,53.349224924059065,9.514470380818075,43.83475454324099
Ardea cinerea,0.7,293.9983114779684,46.868737010581036,247.12957446738736
Anas platyrhynchos,0.7,235.78715058679106,55.919799904785236,179.86735068200582
Lanius schach,0.7,129.79741185597277,19.065029806561423,110.73238204941134
Spodiopsar cineraceus,0.7,309.04503107349365,38.94498829168924,270.1000427818044
Alcedo atthis,0.7,88.74351547370341,27.77520974135931,60.968305732344106
Anas zonorhyncha,0.7,209.767275800653,33.794393827852,175.97288197280102
Phasianus colchicus,0.7,286.31011434437886,34.33283618372931,251.97727816064958
Zosterops simplex,0.7,52.0315229359953,11.529452802504583,40.50207013349071
Cuculus canorus,0.7,184.94089168009938,40.96779683402622,143.97309484607317
Corvus macrorhynchos,0.7,182.2345388746554,5.8455083647127815,176.38903050994264
Upupa epops,0.7,198.27614518812044,68.6570120429083,129.61913314521215
Dendrocopos major,0.7,89.69546484959251,18.61373104531703,71.08173380427547
Spodiopsar sericeus,0.7,192.86227166789845,17.267725278369202,175.59454638952926
Dicrurus macrocercus,0.7,-20.441900470516835,-5.189097687071465,-15.25280278344537
Spizixos semitorques,0.7,150.27340608099763,7.151683928203217,143.12172215279443
Phoenicurus auroreus,0.7,35.57676560303508,11.95383177996556,23.622933823069516
Ardea alba,0.7,136.6262259792929,34.75170592101784,101.87452005827507
Himantopus himantopus,0.7,361.59968388446316,26.237179902572937,335.3625039818902
Urocissa erythroryncha,0.7,232.02987600953242,20.15255525887613,211.87732075065628
Aegithalos concinnus,0.7,56.695499305342025,11.491986971127705,45.203512334214324
Lanius cristatus,0.7,5.967806308573843,3.6386677258747078,2.3291385826991355
Fulica atra,0.7,507.72939046515654,27.732290511485623,479.9970999536709
Horornis fortipes,0.7,86.24268914691059,15.98032000160079,70.2623691453098
Eophona migratoria,0.7,60.53484577220556,16.305655267981766,44.22919050422379
Podiceps cristatus,0.7,316.97587267768984,35.90970246085135,281.0661702168385
Picus canus,0.7,47.58246542310639,15.31802023293327,32.26444519017312
Phylloscopus inornatus,0.7,148.6302058556822,29.578576412213096,119.0516294434691
Pterorhinus sannio,0.7,196.08278452266617,1.7630195162888822,194.31976500637728
Motacilla cinerea,0.7,103.13488034852111,57.37438849770704,45.76049185081406
Sterna hirundo,0.7,237.20962575786658,39.524971833317224,197.68465392454937
Falco tinnunculus,0.7,188.184266784289,78.31452220504794,109.86974457924107
Hypsipetes leucocephalus,0.7,46.700398028418924,8.77150860331329,37.92888942510563
Apus apus,0.7,40.72846138819548,13.729816070964201,26.998645317231272
Cuculus micropterus,0.7,105.86963525378489,21.892885226044477,83.97675002774041
Phalacrocorax carbo,0.7,180.81576736908593,35.83423478813287,144.98153258095306
Phoenicurus fuliginosus,0.7,126.77828190042682,19.894988712084814,106.883293188342
Prinia inornata,0.7,110.06829460551455,14.114616998879717,95.95367760663484
Milvus migrans,0.7,155.8722073416238,42.708798132596364,113.16340920902745
Bubulcus coromandus,0.7,35.31904993553247,8.876425794084096,26.442624141448377
Phylloscopus proregulus,0.7,67.06835938974402,23.3571707787125,43.711188611031524
Acrocephalus orientalis,0.7,244.28412455026654,29.59325867523557,214.690865875031
Aegithalos glaucogularis,0.7,166.66888373976187,15.595684990017666,151.0731987497442
Eudynamys scolopaceus,0.7,102.09854839431414,15.72416971741362,86.37437867690052
Anthus hodgsoni,0.7,-18.998778232377003,-6.482571697523109,-12.516206534853897
Pterorhinus perspicillatus,0.7,187.26388802611748,3.065179994783356,184.19870803133412
Charadrius dubius,0.7,194.83756572168616,28.69956195299232,166.13800376869384
Poecile palustris,0.7,146.44886160883974,14.504571057247711,131.94429055159202
Actitis hypoleucos,0.7,91.07635752137226,57.38986162241156,33.6864958989607
Tadorna ferruginea,0.7,279.57066798544884,40.87561852496328,238.69504946048556
Passer cinnamomeus,0.7,229.82449537277824,4.798247966479239,225.026247406299
Vanellus cinereus,0.7,383.0923251112186,20.559230870781555,362.53309424043704
Pycnonotus xanthorrhous,0.7,161.56124256330253,1.6477211109382508,159.91352145236428
Emberiza spodocephala,0.7,96.73985602227674,28.66830262940446,68.07155339287227
Ixobrychus sinensis,0.7,158.56101068857274,26.16423685592539,132.39677383264734
Oriolus chinensis,0.7,73.89776360912124,19.38704527959724,54.510718329524
Emberiza pusilla,0.7,106.11965777519119,34.14953127019774,71.97012650499344
Chroicocephalus ridibundus,0.7,324.93600177557954,28.154998754510924,296.7810030210686
Pycnonotus jocosus,0.7,88.68449894911353,6.12655704728142,82.55794190183211
Streptopelia decaocto,0.7,169.21988570923966,24.138943823760457,145.08094188547923
Pomatorhinus ruficollis,0.7,103.83058361453728,14.957117821130906,88.87346579340637
Bambusicola thoracicus,0.7,102.82180225170559,4.7730866413015836,98.048715610404
Pardaliparus venustulus,0.7,2.820374573477172,2.3183179804896783,0.5020565929874936
Ficedula albicilla,0.7,32.859285506040855,14.752727820529541,18.106557685511316
Picoides canicapillus,0.7,444.51431951799265,0.7067827546646259,443.807536763328
Hemixos castanonotus,0.7,102.8645306283756,9.873754437727607,92.99077619064799
Tringa glareola,0.7,94.38437082648903,27.920896418468725,66.4634744080203
Abroscopus albogularis,0.7,120.68137745453932,15.751072904101862,104.93030455043746
Saxicola stejnegeri,0.7,246.7618579724743,39.37389628889992,207.3879616835744
Garrulus glandarius,0.7,16.12186414217053,3.9604161561004667,12.161447986070064
Chlidonias hybrida,0.7,377.628453700416,29.4650612570873,348.1633924433287
Corvus corone,0.7,202.861784621399,33.01864527322161,169.8431393481774
Trochalopteron elliotii,0.7,-33.46804634376069,-2.0691178243405104,-31.398928519420178
Parus monticolus,0.7,50.3632267440615,0,50.3632267440615
Phylloscopus fuscatus,0.7,86.42192416974558,33.422375600730156,52.999548569015424
Myophonus caeruleus,0.7,102.9832998821597,16.91896778390992,86.06433209824978
Pyrrhocorax pyrrhocorax,0.7,20.173663055259492,5.058222508026679,15.115440547232813
Ficedula zanthopygia,0.7,70.87074417710195,20.40813558992797,50.46260858717398
Pericrocotus cantonensis,0.7,24.698601843055553,6.903842923246386,17.794758919809166
Ixos mcclellandii,0.7,153.47609034893424,16.21429905092644,137.26179129800778
Tringa nebularia,0.7,228.76758318143996,16.14724667684246,212.6203365045975
Dicrurus hottentottus,0.7,-19.394002967856775,-3.3542593721855387,-16.039743595671236
Gracupica nigricollis,0.7,96.34928710642247,8.07886605432024,88.27042105210222
Tringa totanus,0.7,192.32367880528133,15.972198025920866,176.3514807793605
Hierococcyx sparverioides,0.7,264.01625539457524,25.648407000178988,238.36784839439625
Leiothrix lutea,0.7,-0.3656628532431871,0.8401181605319967,-1.2057810137751839
Charadrius alexandrinus,0.7,213.4894823576977,6.474491619828659,207.01499073786906
Dendrocitta formosae,0.7,91.20051824510558,11.780616267235466,79.41990197787013
Aix galericulata,0.7,228.76692251578535,27.565485407943854,201.20143710784149
Motacilla tschutschensis,0.7,155.60703740467673,39.66920243932635,115.93783496535038
Falco amurensis,0.7,314.1664122134296,24.81495648281955,289.3514557306101
Delichon dasypus,0.7,-81.09554475543136,-32.11465146263284,-48.98089329279852
Lonchura striata,0.7,45.14751983776852,9.790167353791018,35.3573524839775
Garrulax canorus,0.7,100.51193755987354,17.314824795501654,83.1971127643719
Amaurornis phoenicurus,0.7,79.73848984206892,14.11612649040651,65.6223633516624
Lanius tephronotus,0.7,31.446388443393662,7.0391300733504165,24.407258370043248
Columba livia,0.7,-393.82646591474736,-393.82646591474736,0
Phylloscopus claudiae,0.7,126.89122195975273,1.1257333078082299,125.7654886519445
Emberiza elegans,0.7,149.59640138272508,18.814555553807924,130.78184582891714
Gyps himalayensis,0.7,14.912942025832516,3.3163404943292107,11.596601531503305
Recurvirostra avosetta,0.7,318.34388540122086,19.6546471646273,298.68923823659355
Culicicapa ceylonensis,0.7,169.39246125122736,7.912161875717822,161.48029937550956
Columba rupestris,0.7,102.30310612262151,18.90572408970784,83.39738203291367
Apus nipalensis,0.7,167.44605750067427,15.738555556306206,151.70750194436806
Accipiter nisus,0.7,162.48518983532287,48.69217087904807,113.79301895627479
Tringa ochropus,0.7,290.17607247877254,74.60851179917901,215.5675606795935
Phoenicurus ochruros,0.7,39.82562717103419,7.066832861523899,32.75879430951029
Turdus rubrocanus,0.7,-20.17286547396862,-3.2276034480835714,-16.94526202588505
Carpodacus erythrinus,0.7,107.79945867715067,25.17444431440248,82.62501436274819
Psilopogon virens,0.7,156.1744356009192,12.723517276073022,143.45091832484616
Gallinago gallinago,0.7,186.91392478785102,34.425128891735405,152.48879589611562
Prinia flaviventris,0.7,74.21105400725698,8.061127593432362,66.14992641382462
Motacilla citreola,0.7,252.33673100110482,34.338837287870916,217.9978937132339
Accipiter soloensis,0.7,72.50489712654215,17.127112091888822,55.37778503465333
Accipiter trivirgatus,0.7,111.33952548817803,15.871226215280977,95.46829927289704
Cisticola juncidis,0.7,0.5574839213640261,1.9345620864062676,-1.3770781650422412
Dicrurus leucophaeus,0.7,113.84448817181166,16.013622045885633,97.83086612592604
Ardea intermedia,0.7,502.57196767224696,0,502.57196767224696
Lonchura punctulata,0.7,93.52050512565734,13.306666977139644,80.2138381485177
Orthotomus sutorius,0.7,63.53787883376877,7.402330629772939,56.13554820399583
Falco subbuteo,0.7,169.16357543723694,36.66951930664504,132.4940561305919
Pericrocotus ethologus,0.7,32.16913963803074,3.273905292121969,28.895234345908772
Muscicapa sibirica,0.7,41.30908571277572,14.667047895771882,26.64203781700384
Picumnus innominatus,0.7,79.56030978003234,15.218759535504617,64.34155024452772
Sternula albifrons,0.7,211.86185881902767,17.022167852806803,194.83969096622087
Butorides striata,0.7,80.00105876310344,18.059492649437487,61.94156611366595
Yungipicus canicapillus,0.7,165.6817029602937,0.28716729804283336,165.39453566225086
Periparus ater,0.7,19.277729256196956,2.774118131714486,16.50361112448247
Phylloscopus magnirostris,0.7,1.5955970192223612,0.7345030216892328,0.8610939975331284
Tarsiger cyanurus,0.7,90.68595688736744,29.023512998006087,61.662443889361356
Cuculus sparverioides,0.7,-38.82761506588375,-10.211777844495046,-28.615837221388702
Cyanoderma ruficeps,0.7,177.00780114157178,14.563630027642576,162.4441711139292
Eurystomus orientalis,0.7,64.08301868883936,13.702127074179234,50.38089161466013
Anas carolinensis,0.7,267.2042335958829,33.394585282071795,233.80964831381112
Acrocephalus bistrigiceps,0.7,270.2657801186474,17.91918479289879,252.34659532574864
Centropus sinensis,0.7,105.61532736932834,6.126268237852542,99.4890591314758
Buteo hemilasius,0.7,115.79210832558438,27.49267907561783,88.29942924996655
Pycnonotus aurigaster,0.7,91.51217162398886,8.456336000176037,83.05583562381284
Fringilla montifringilla,0.7,348.33674131132585,25.586755022746786,322.74998628857907
Phylloscopus humei,0.7,62.73375886275306,11.979739005091837,50.75401985766122
Apus pacificus,0.7,46.058054192559936,21.032842474396247,25.025211718163693
Emberiza godlewskii,0.7,-2.814710390631881,0.23356006986679312,-3.0482704604986743
Tringa erythropus,0.7,281.4543649110857,24.64003143301949,256.8143334780662
Enicurus leschenaulti,0.7,98.65647152127679,9.154134586506652,89.50233693477013
Phylloscopus borealis,0.7,-49.39608297524747,-17.162153677405623,-32.23392929784184
Cuculus poliocephalus,0.7,13.049805459134706,6.001686990308265,7.048118468826442
Phylloscopus coronatus,0.7,-23.44179926850027,-4.451297535401253,-18.990501733099016
Phylloscopus trochiloides,0.7,29.819757459411065,7.55419788141222,22.265559577998843
Pericrocotus solaris,0.7,123.38081121896131,13.582281161003003,109.79853005795832
Aethopyga gouldiae,0.7,62.605458488337646,5.742470033791001,56.862988454546645
Tringa stagnatilis,0.7,163.83069534775197,14.178399495505529,149.65229585224645
Muscicapa dauurica,0.7,325.96131080754304,33.06890204209511,292.89240876544795
Buteo japonicus,0.7,202.93257049123096,56.74107507285392,146.19149541837706
Gelochelidon nilotica,0.7,241.43767284208175,18.967798647176156,222.4698741949056
Eumyias thalassinus,0.7,103.55608695816973,11.620583120449064,91.93550383772067
Sitta villosa,0.7,-67.15532581618075,-6.149942257657212,-61.00538355852353
Alauda gulgula,0.7,-23.399604071687808,-4.9896261871068095,-18.409977884580996
Calidris ruficollis,0.7,155.37060256783047,4.2692295983525925,151.1013729694779
Pernis ptilorhynchus,0.7,464.1625125207975,1.7375221557167468,462.4249903650808
Limosa limosa,0.7,285.16640053638235,17.891195798953603,267.27520473742874
Phylloscopus pulcher,0.7,14.291459133656767,4.127433149346296,10.164025984310472
Ardea purpurea,0.7,295.20879394372105,18.196403104643302,277.01239083907774
Phylloscopus armandii,0.7,19.302835648104217,5.676324326347938,13.626511321756281
Butastur indicus,0.7,10.604803874657032,5.209160286721118,5.395643587935915
Platalea leucorodia,0.7,292.08539818282156,25.133474180393513,266.95192400242803
Emberiza tristrami,0.7,159.53790665384912,22.948779286807827,136.58912736704127
Spatula querquedula,0.7,155.911213034552,20.931922553218776,134.9792904813332
Alcippe hueti,0.7,71.79739150783189,6.05987527550304,65.73751623232884
Garrulax perspicillatus,0.7,105.85717648796243,1.3972121007952887,104.45996438716715
Cinclus pallasii,0.7,-0.7096069263379834,0.005739963527532144,-0.7153468898655155
Calidris ferruginea,0.7,199.9956006748176,3.955638737445716,196.0399619373719
Tadorna tadorna,0.7,243.12646032661337,23.06473449188788,220.0617258347255
Chlidonias leucopterus,0.7,184.84904231214483,16.455670694725242,168.3933716174196
Anthus roseatus,0.7,107.83739392306698,19.384075597572856,88.45331832549412
Phoenicurus frontalis,0.7,74.05574336189744,12.574417958790313,61.48132540310713
Mareca strepera,0.7,270.37170691326975,40.53519103412351,229.83651587914625
Periparus rubidiventris,0.7,-69.07988070370367,-10.938635805969346,-58.14124489773432
Eremophila alpestris,0.7,31.71515198157434,7.015074466502469,24.70007751507187
Aythya nyroca,0.7,355.50282541170037,27.832156607907738,327.67066880379264
Calidris acuminata,0.7,141.89131653878573,14.005820618645956,127.88549592013979
Ceryle rudis,0.7,156.16063696593463,5.540200365281003,150.62043660065362
