species,trend_class,trend_slope,bio4,bio7,bio11,bio13,elev_mean,hfi_mean,landcover_built,landcover_cropland
Passer montanus,expanding,0.023981263571896266,301.6722104427905,33.127120030755584,21.52561509503387,13.129784307973708,803.368499527702,4.287260736525995,0.010445154447948172,0.049995643776097075
Pycnonotus sinensis,expanding,0.022147554473338642,204.45010653125496,17.58013427823612,12.07468647811123,7.72313549013832,408.3420282938359,2.3522659404483344,0.004997801225651277,0.021895194799460803
Hirundo rustica,expanding,0.025511817132901026,320.07575336627133,35.7828729126106,22.84432235264669,14.151044388204369,884.3498717927723,4.5906052093588015,0.011343308742378568,0.05426880849677636
Spilopelia chinensis,expanding,0.046146883000182166,200.1808887673097,15.83738724998178,12.797441816589453,7.032674349588035,343.7318711462438,2.340031701918453,0.005869885537521474,0.01798457416535663
Pica serica,expanding,0.07124272209563931,309.584295594137,33.088119687203005,21.378589100797832,13.014118931170808,751.1477933152858,4.318873686911371,0.010472566061073043,0.05334143636092368
Motacilla alba,stable,0.00688123554212572,294.2512419092417,31.890110038674386,21.15753582033552,12.688040963832302,771.5670607203207,4.139969653795656,0.010028035649531305,0.04782522698744183
Turdus mandarinus,expanding,0.02560356585256259,111.86896190422998,9.250623604770423,6.260013814160521,4.08252755916721,166.9214500346464,1.227656800181576,0.002803042966187718,0.009964964764821244
Egretta garzetta,expanding,0.03817901833514818,200.91125336602124,18.65085503528801,13.370135599717184,7.931274653508501,456.5211579515125,2.448437676921703,0.005960563475025322,0.02365615648332236
Parus minor,stable,0.012133222254565814,191.77472639400142,19.602400077324074,12.28391909941497,8.079441309383194,481.8379093663244,2.5004681531721142,0.0064806608749218555,0.027918592469675832
Cyanopica cyanus,expanding,0.021652908166868805,334.86036073015157,39.178986506780575,20.14919896882699,14.978379320577169,844.5626308144018,4.85443100896952,0.01125210137127532,0.05974676314478578
Streptopelia orientalis,stable,0.019638656558180315,270.4986385920046,32.630141445127805,18.154218507632194,12.67076124254294,826.0220896260502,3.998921015143233,0.010174849918640542,0.04983613172953632
Tachybaptus ruficollis,expanding,0.0602378452468498,311.31612300096015,32.49507296656562,22.29445704602386,13.029698318996463,799.2050187630475,4.240191296372256,0.010731693314702438,0.048302463337302835
Nycticorax nycticorax,expanding,0.0571017884522909,265.85314133622006,23.372843080245605,18.23727911037831,10.275492827658327,570.3696408118318,3.3582395543873207,0.008197639435291277,0.03588900442343193
Gallinula chloropus,expanding,0.06406586337508373,343.2074170959491,35.651777813206934,24.536712211967107,14.366585523690405,890.4067549411977,4.890847419718667,0.012177846674947843,0.06068407661039258
Sinosuthora webbiana,expanding,0.026833052781512906,238.0667368172066,22.117893698968405,13.741028823172762,9.3803363088853,512.4590795232374,2.8299983310996635,0.006008829733132154,0.021157734389511056
Chloris sinica,stable,0.008379091626681035,317.3716406237102,29.48671080651435,22.097947671651923,11.75144010248997,563.9109976902294,4.526188211004279,0.011202455170295875,0.05796198365169774
Cecropis daurica,stable,-7.394183523328736e-4,215.1633013007979,26.592553372990512,13.403689817678002,10.472612186626847,704.3456087797764,3.158665589756361,0.008247142509872508,0.0416336801190246
Acridotheres cristatellus,expanding,0.016541196725660748,104.33422789541495,7.758066015927652,5.517452783525043,3.484023035824608,126.5107996095652,1.0674931090059174,0.0028192285821952044,0.008876398170161556
Ardeola bacchus,stable,0.01374287025786129,189.67949980123075,15.77660240719747,11.961793428193086,7.020291903009034,369.7164182606293,2.238426856202419,0.004795293234996724,0.02654610138883198
Copsychus saularis,expanding,0.010549668197358869,10.536543230680175,0.5862592200581025,0.9181244018941349,0.2867137818402983,7.035582900769165,0.1255471055939709,2.805140970077662e-4,0.0023335537152506906
Ardea cinerea,expanding,0.05992632167091115,336.4803233822728,36.74495697304181,23.94079527296576,14.5547374239836,885.2564449932323,4.821754241469222,0.011885843679213604,0.05769456793133857
Anas platyrhynchos,expanding,0.04707878646273529,340.3461377433487,37.460944160635094,24.291515480463463,14.849019976739122,911.874905963204,4.836974096793176,0.011793174527233665,0.056494681057128196
Lanius schach,expanding,0.02777081216958363,63.94195662356965,5.228543036870192,3.8639022792214983,2.3385701747434555,94.85319426385827,0.6456815547378802,0.001701176904779754,0.004839261293507782
Spodiopsar cineraceus,expanding,0.06254861605306378,307.69798891133036,34.171074746355174,21.265057375768563,13.318899387817662,791.1706595573787,4.327383849207425,0.010492589490799608,0.05403585113401129
Alcedo atthis,expanding,0.016456971254577596,259.17186844602935,31.657078012135862,17.146337110067158,12.302615314434359,757.0972542223159,3.946742160848799,0.010015900860632431,0.05591908442626674
Anas zonorhyncha,expanding,0.04118666743779016,320.3009385219247,35.800714573960505,21.38734062461697,14.0124632358826,830.563173521384,4.506131207341849,0.010300592836036754,0.058333987817053325
Phasianus colchicus,expanding,0.04838836425838814,358.7307599670845,37.83477154675287,25.65349527681798,14.98656626087513,892.2079764539551,4.9711966740968085,0.011684559055876674,0.05832107695061764
Zosterops simplex,expanding,0.00982705126380311,105.8899617079762,7.113319912393974,5.8181119730242,3.4467810426404175,134.28940605875124,1.0227013177034545,0.002548154159085005,0.007533830312442027
Cuculus canorus,expanding,0.03730371476266919,315.5028032709195,34.71853032888437,22.450530150588563,13.722817959114401,836.9893298703549,4.491290700512305,0.010938399956330653,0.05235195522788826
Corvus macrorhynchos,stable,0.024982919490758992,231.72329144173887,25.077980895653194,15.026542166568051,10.07017237960491,566.3827387518587,3.214550955203584,0.006514584890073486,0.0388353881032125
Upupa epops,expanding,0.03657048164753714,317.9969241442868,34.96594112215736,22.5040267420279,13.801614519394576,838.6816301993848,4.472995227713016,0.010730557200849365,0.05200884671670922
Dendrocopos major,stable,0.00871472322058447,336.6016819083853,36.01779664507557,22.126786138987,14.042328102508709,728.538305167324,4.822292317934076,0.01169091198107686,0.06123696093052175
Spodiopsar sericeus,expanding,0.03811302288571343,100.68246339022676,7.449243432790109,5.808912158528528,3.2600509847708117,105.30022693607175,1.0271186425597678,0.0026399625420724117,0.0060579583242849995
Dicrurus macrocercus,stable,-0.006773202162673929,111.0344859803347,6.910678847880095,6.372663401848576,3.241818662274702,96.83390038264463,1.2301887165725611,0.0037971704226307866,0.0075700213649910015
Spizixos semitorques,expanding,0.028873906490983918,43.77244115122794,4.50428321326108,2.154574848470819,1.7750002393013324,66.12004995880741,0.5348941805233272,5.838448499620125e-4,0.0038133246701856044
Phoenicurus auroreus,stable,0.004346270424170328,222.8670591223903,23.000795814430955,14.877590339805572,9.072123488255473,491.89135670044124,3.0368466914493775,0.007347452880726644,0.03683798168649632
Ardea alba,expanding,0.02788510538729881,360.58546187599745,38.68177682072139,26.080282692115556,15.548424012675845,971.315265579937,5.168413070543765,0.012902293841411314,0.06112456557436737
Himantopus himantopus,expanding,0.07679307336916057,384.08117859613156,43.01122607282035,27.558656663545477,17.02409820004717,1078.6317007480834,5.3005242255109986,0.011671482292614254,0.06412785881176526
Urocissa erythroryncha,expanding,0.04270690011437696,131.61939202985377,9.197882573107194,6.977680469776674,4.327595615557664,187.76942670670513,1.3766679607854915,0.003704010700192652,0.010059616550081259
Aegithalos concinnus,expanding,0.010397665681035374,7.4787001431132305,1.0551553304355634,0.2838458705519372,0.4424166826985307,25.044903909867045,0.08223152357337805,8.471352768848957e-5,6.30927309313836e-4
Lanius cristatus,stable,0.0026414037371537773,288.36432678620616,31.590877766838542,19.97358361785455,12.356036293233915,720.7730258215842,4.143818723088739,0.010162090775911353,0.05337109590890005
Fulica atra,expanding,0.10830167593388759,322.39683254294863,36.24454492466828,22.71687281948538,14.35915665350332,878.8168791346968,4.518983881845848,0.010483071605473853,0.05581294847614976
Horornis fortipes,expanding,0.014461322371689511,18.399359163424638,2.200400658058773,0.7671435939934823,0.9121906943612224,40.355602156635456,0.2393829875890546,5.038984049527219e-4,0.0024247294569537483
Eophona migratoria,stable,0.013316238458266197,221.1254267841758,23.649688045405938,12.022193137496206,9.547057882222617,528.5085275169588,2.849857348887405,0.005687698791235402,0.028811743742045214
