fraction,Df,R.square,adj_r2,Testable
[a] = X1 | X2+X3+X4,2,NA,0.022480304848985,TRUE
[b] = X2 | X1+X3+X4,3,NA,0.012856957309128392,TRUE
[c] = X3 | X1+X2+X4,1,NA,-7.177260465704993e-4,TRUE
[d] = X4 | X1+X2+X3,4,NA,0.23191727578574628,TRUE
[e],0,NA,0.011512012409536143,FALSE
[f],0,NA,0.004633034022579752,FALSE
[g],0,NA,7.032344108826027e-5,FALSE
[h],0,NA,0.0014459926574494908,FALSE
[i],0,NA,0.04169567404381502,FALSE
[j],0,NA,0.016757674453143356,FALSE
[k],0,NA,-0.00880531919658789,FALSE
[l],0,NA,0.0077766028007240084,FALSE
[m],0,NA,-0.018193726545432276,FALSE
[n],0,NA,0.0022613500870997116,FALSE
[o],0,NA,-0.010565273864455715,FALSE
[p] = Residuals,0,NA,0.684874843793751,FALSE
