run_label,n_species,n_sites,n_periods,cov_model,n_neighbors,n_batch,n_burn,n_thin,n_chains,elapsed_mins,waic,is_pilot
v3_full_500sp_ar1_temporal,500,1247,5,exponential,5,400,5000,25,1,386.9662630478541,NA,FALSE
