period,grid_cell,CTI
P1,2468,10.465331644324154
P1,2469,10.439344497862416
P1,2470,10.412526289018297
P1,2471,10.38505742665487
P1,2472,10.357185456983443
P1,2473,10.329216522001682
P1,2474,10.301491256277892
P1,2475,10.274345534306942
P1,2476,10.248061160901997
P1,2478,10.198666834225731
P1,2479,10.175541893524079
P1,2480,10.153324333774638
P1,2481,10.131949033394966
P1,2482,10.11153189469739
P1,2483,10.092448635571564
P1,2484,10.075269844611306
P1,2485,10.060552394959439
P1,2486,10.048626861960077
P1,2487,10.039512223849336
P1,2488,10.032964170782991
P1,2489,10.028583918014519
P1,2490,10.025920616992718
P1,2491,10.024539594935673
P1,2492,10.024058149962446
P1,2493,10.02416049312068
P1,2494,10.02460149925395
P1,2495,10.025204500771721
P1,2496,10.025855344512136
P1,2497,10.02649344155589
P1,2498,10.027100044033027
P1,2499,10.027684304736841
P1,2500,10.028268547404569
P1,2501,10.028874977282943
P1,2502,10.029526383691724
P1,2503,10.033806517770511
P1,2530,10.742135853701276
P1,2531,10.731161206852436
P1,2532,10.727114138324177
P1,2535,10.67585129701625
P1,2539,10.594442036155531
P1,2540,10.571867595182049
P1,2541,10.548584565148811
P1,2542,10.524782957294597
P1,2544,10.476708830944661
P1,2545,10.453090110541652
P1,2546,10.430183502997163
P1,2547,10.408226545796357
P1,2548,10.387314075243513
P1,2549,10.367364641218192
P1,2550,10.348141251178784
P1,2551,10.329333442069869
P1,2552,10.310678922805923
P1,2553,10.292094222268252
P1,2554,10.273775968530366
P1,2555,10.256197350319242
P1,2556,10.23994563465815
P1,2557,10.225482904181433
P1,2558,10.212990214174713
P1,2559,10.202364823579241
P1,2560,10.193319440311688
P1,2561,10.185500289299004
P1,2562,10.17857384783572
P1,2563,10.172271584635121
P1,2564,10.166402254212095
P1,2565,10.160845172412936
P1,2566,10.15553524887731
P1,2567,10.15044678625035
P1,2568,10.145579542490232
P1,2569,10.140947777633732
P1,2570,10.13657155147074
P1,2571,10.132469501784703
P1,2572,10.128653068085828
P1,2573,10.12505623201176
P1,2574,10.122310223711999
P1,2575,10.146068333506614
P1,2576,10.12657819804922
P1,2605,10.804869795870388
P1,2606,10.794365753759577
P1,2607,10.778561709357204
P1,2608,10.761939168239634
P1,2609,10.744512796077778
P1,2610,10.726324444240712
P1,2611,10.707456227038582
P1,2612,10.688044146718605
P1,2613,10.668288270424402
P1,2614,10.648453602274106
P1,2615,10.628855134959354
P1,2616,10.609822011627216
P1,2617,10.591639546176248
P1,2618,10.574475057669977
P1,2619,10.558306224851872
P1,2620,10.542885823514647
P1,2621,10.527778133674207
P1,2622,10.512472689839564
P1,2623,10.496534673005211
P1,2624,10.479736457045457
P1,2625,10.462142744254107
P1,2626,10.444124799490197
P1,2627,10.42625298796648
P1,2628,10.409079729632474
P1,2629,10.39294300391833
P1,2630,10.377907857215472
P1,2631,10.363838638035023
P1,2632,10.350518446162052
P1,2633,10.337745931559335
P1,2634,10.325385003651522
P1,2635,10.31337409084892
P1,2636,10.30171144044553
P1,2637,10.290431488347195
P1,2638,10.279582517006544
P1,2639,10.269210728635498
P1,2640,10.25935162152068
P1,2641,10.250026939942266
P1,2642,10.241244702639259
P1,2643,10.233000366098475
P1,2644,10.225278155685544
P1,2645,10.218052361727656
P1,2646,10.211288790772347
P1,2647,10.203798791038734
P1,2648,10.17333115192381
P1,2678,10.885998117672584
P1,2679,10.887921882456991
P1,2680,10.874103097634386
P1,2681,10.859709764761078
P1,2682,10.844835212135544
P1,2683,10.829626135786087
P1,2684,10.814290720785836
P1,2685,10.799095755140616
P1,2686,10.784345536809846
P1,2687,10.770337072860759
P1,2688,10.757290718007212
P1,2689,10.745264608352114
P1,2691,10.723279601840584
P1,2692,10.709641777463867
P1,2693,10.700190061835325
P1,2694,10.6866282961539
P1,2695,10.67123826555388
P1,2696,10.654042005828188
P1,2697,10.63535859918463
P1,2698,10.61572570867866
P1,2699,10.595739531281591
