period,grid_cell,CTI
P1,2700,10.57586553477017
P1,2701,10.556337124318935
P1,2702,10.53718723109865
P1,2703,10.51835366103891
P1,2704,10.499777953609613
P1,2705,10.481458012810991
P1,2706,10.463455455446022
P1,2707,10.445875631839112
P1,2708,10.428838426650533
P1,2709,10.412452254750173
P1,2710,10.396797459184562
P1,2711,10.381920208994524
P1,2712,10.367834623486624
P1,2713,10.354529464016604
P1,2714,10.341975991451898
P1,2715,10.330134736457735
P1,2716,10.318960270871214
P1,2717,10.30840416633792
P1,2718,10.29841693375371
P1,2719,10.289317085039519
P1,2750,10.955448800441939
P1,2751,10.965474649943939
P1,2752,10.9627893764724
P1,2753,10.962039992066488
P1,2755,10.946447153561994
P1,2756,10.902837403323606
P1,2757,10.907074766453277
P1,2758,10.933136651627372
P1,2759,10.925667182227953
P1,2765,10.866344949618327
P1,2766,10.86319264815555
P1,2767,10.84588548832765
P1,2768,10.826215773226437
P1,2769,10.804706156247695
P1,2770,10.781950655297818
P1,2771,10.758483304037613
P1,2773,10.710705304000987
P1,2774,10.68667520053141
P1,2775,10.662660459900765
P1,2776,10.638783624382171
P1,2777,10.615217290505205
P1,2778,10.592160771707388
P1,2779,10.56980653874535
P1,2780,10.548311023151971
P1,2781,10.527777310598124
P1,2782,10.508251358650204
P1,2783,10.489729254775968
P1,2784,10.472170913742472
P1,2785,10.45551542165097
P1,2786,10.439694423548845
P1,2787,10.424641707312086
P1,2788,10.410298733560408
P1,2789,10.39661687895024
P1,2790,10.376806902204848
P1,2791,10.344680349776619
P1,2826,11.05288289682225
P1,2827,11.060842678759355
P1,2838,11.034673360027199
P1,2839,11.013672079453386
P1,2840,10.990206784481458
P1,2841,10.964853878925203
P1,2842,10.938154393885226
P1,2843,10.910547836104927
P1,2844,10.882341585956677
P1,2845,10.853749924227685
P1,2846,10.824966167207
P1,2847,10.796213899722432
P1,2848,10.767755338374679
P1,2849,10.739866380645593
P1,2850,10.712798871314044
P1,2851,10.686747395940735
P1,2852,10.66183037064461
P1,2853,10.638088118590094
P1,2854,10.615495308463586
P1,2855,10.593981998392003
P1,2856,10.573456797027614
P1,2857,10.553826967863108
P1,2858,10.535012612320726
P1,2859,10.516954230127055
P1,2860,10.499614409741163
P1,2861,10.48106508345452
P1,2862,10.452113899333622
P1,2909,11.240177695011043
P1,2910,11.195734077080743
P1,2911,11.170255594349015
P1,2912,11.142543331419043
P1,2913,11.113117054287411
P1,2914,11.082423016030825
P1,2915,11.050816946422653
P1,2916,11.0185776127646
P1,2917,10.98595882635616
P1,2918,10.953238538074753
P1,2919,10.920731631288517
P1,2920,10.888765668752676
P1,2921,10.857638858640096
P1,2922,10.8275810950146
P1,2923,10.79873128760958
P1,2924,10.771135204962263
P1,2925,10.744760989025181
P1,2926,10.71952533054752
P1,2927,10.695322244461241
P1,2928,10.672047960084864
P1,2929,10.649618323373547
P1,2930,10.627977796002575
P1,2931,10.60710088428975
P1,2932,10.586987773135656
P1,2933,10.565366654331235
P1,2981,11.388484247917642
P1,2982,11.343656906212155
P1,2983,11.31383929525996
P1,2984,11.28223071208233
P1,2985,11.249236250244094
P1,2986,11.21518375580631
P1,2987,11.180335972173618
P1,2988,11.144929040792537
P1,2989,11.109224220393378
P1,2990,11.073533463071776
P1,2991,11.038202740520253
P1,2992,11.003567110592536
P1,2993,10.969902588336902
P1,2994,10.937393923690184
P1,2995,10.906125740669225
P1,2996,10.876094809277042
P1,2997,10.847235844051783
P1,2998,10.81945189024471
P1,2999,10.792641934081784
P1,3000,10.766721364072646
P1,3001,10.741633814834788
P1,3002,10.71735485790668
P1,3003,10.69388901812951
P1,3004,10.669144341518075
P1,3005,10.649121853839567
P1,3052,11.53952572602732
P1,3053,11.508909722292271
P1,3054,11.477203330772154
P1,3055,11.443859687608084
P1,3056,11.40922208808087
P1,3057,11.373531322848716
P1,3058,11.336964441191684
P1,3059,11.299668419615871
P1,3060,11.261815429781386
P1,3061,11.22365043294406
P1,3062,11.185496584405255
P1,3063,11.147715995960203
P1,3064,11.110650222358826
P1,3065,11.074568678778142
P1,3066,11.039641281510088
P1,3067,11.005937479975465
P1,3068,10.973444956589173
P1,3069,10.942098311279326
P1,3070,10.911808984560988
P1,3071,10.882490422347244
P1,3072,10.854075533205162
P1,3073,10.826525843382532
P1,3074,10.799833126005739
P1,3075,10.770629776303474
P1,3076,10.740445297902257
P1,3078,10.707616141125532
P1,3079,10.684412914640667
P1,3124,11.629368039991466
P1,3125,11.596186770086614
P1,3126,11.593994734938049
P1,3127,11.5589198506151
P1,3128,11.522069055571984
P1,3129,11.48432549383242
P1,3130,11.445716003934788
P1,3131,11.406288141432134
P1,3133,11.325630073416155
P1,3134,11.285017649514597
P1,3135,11.244745160071206
P1,3136,11.205191803118572
P1,3137,11.16665042077205
P1,3138,11.129301392827681
P1,3139,11.093216373339686
P1,3140,11.058381902163504
P1,3141,11.024731457515719
P1,3142,10.992176863663836
P1,3143,10.96063354183818
P1,3144,10.930037358405395
P1,3145,10.900353013444725
P1,3146,10.868710218970774
P1,3147,10.832509129324057
P1,3150,10.766721937507096
P1,3151,10.745611113255716
P1,3199,11.656479072245626
P1,3200,11.617816748910702
P1,3202,11.537296792314788
P1,3203,11.495065784154278
P1,3204,11.449835976851153
P1,3205,11.388947887809074
P1,3206,11.359352275761067
P1,3207,11.325019091052706
P1,3208,11.283173293290762
P1,3209,11.242441752520417
P1,3210,11.203007334868355
P1,3211,11.164932663380082
P1,3212,11.12819049372328
P1,3213,11.092700570784842
P1,3214,11.057475661792138
P1,3215,11.024850512577453
P1,3216,10.99065370511259
P1,3217,10.956437993051084
P1,3218,10.92068749050885
P1,3221,10.83508751588761
P1,3222,10.819265877016468
P1,3270,11.757290005085514
P1,3271,11.73218897608688
P1,3272,11.694612879933516
P1,3273,11.643454978645218
P1,3275,11.536627186255096
P1,3278,11.412822625800999
P1,3279,11.387683580201982
P1,3280,11.34442127914851
P1,3281,11.302082068069264
P1,3282,11.261159616590264
P1,3283,11.221698047608742
P1,3284,11.183648354711629
P1,3285,11.146555690535608
P1,3286,11.10857074898089
P1,3287,11.069332553836068
P1,3293,10.862968281406037
P1,3294,10.860298616763247
P1,3295,10.848018525103129
P1,3343,11.772092291668619
P1,3344,11.739293516289456
P1,3345,11.721519848630292
P1,3351,11.414363931490842
P1,3352,11.380535266428788
P1,3353,11.334912876660942
P1,3354,11.303171464609145
P1,3355,11.261805972103327
P1,3356,11.218661458623055
P1,3357,11.182124510469533
P1,3426,11.33916279666331
P1,3427,11.314548192131445
P1,3497,11.41109722930209
P1,3498,11.374044027407292
P1,3499,11.34219687870129
P1,3568,11.457231883927768
P1,3569,11.436313108313374
P1,3570,11.394898260957554
P1,3571,11.365564660324186
P1,3641,11.444173661592206
P1,3642,11.41837386495274
P2,56,8.319615578408387
P2,57,8.4557812433323
P2,128,8.480666408586705
P2,198,8.352292178228852
P2,199,8.571097997572807
P2,203,8.054501202021063
P2,270,8.251938092539454
P2,271,8.306482732614839
P2,272,8.303567643794548
P2,274,8.536108349293007
P2,276,8.441015520139254
P2,341,8.407141469052489
P2,342,8.156891277366652
P2,343,8.243675263658819
P2,344,8.172404173667804
P2,345,8.071027639436988
P2,347,8.049580976348508
P2,412,8.296592364157277
P2,413,8.539137254750967
P2,414,8.536016777187912
P2,415,8.520928919699642
P2,416,8.505494092874125
P2,417,8.175989623778054
P2,418,8.201031603172975
P2,483,8.133866201512223
P2,484,8.103218916861664
P2,485,8.135310903249758
P2,486,8.209478423118679
P2,487,8.201468915819218
P2,554,8.134667383569822
P2,555,8.10938182821505
P2,556,8.039095062430915
P2,557,8.017389542812863
P2,558,8.050816889777323
P2,559,8.098800622193256
P2,560,8.040716875017036
P2,561,7.973160903703104
P2,563,8.111963672686771
P2,564,8.044698653824607
P2,592,8.81399601379255
P2,593,9.154764574701419
P2,625,8.113300115837182
P2,626,8.127204205015424
P2,627,8.14522854661253
P2,628,8.118014859117014
P2,629,8.180006437508021
P2,630,8.201944838742115
P2,634,8.45824310282648
P2,635,8.280099126364517
P2,636,8.084746890213749
P2,637,8.197671739293533
P2,640,8.539631485380466
P2,663,8.585932875259903
P2,664,8.547083176292725
P2,665,8.606103588706986
P2,666,8.463978994818351
P2,696,8.205472035533637
P2,698,8.163413578521352
P2,699,8.244625130969728
P2,700,7.951237369030729
P2,701,7.972131571356224
P2,702,7.971716508413044
P2,704,8.225350433372109
P2,705,8.315991270190013
P2,706,8.297648941799455
P2,708,8.1639646560846
P2,710,8.238723773398577
P2,711,8.301884067586021
P2,712,8.250720801274072
P2,716,8.75996582983142
P2,717,8.511781916855591
P2,735,9.043331902102054
P2,736,9.137263927866785
P2,737,8.702642414361307
P2,738,9.211544049436014
P2,772,7.874698056871696
P2,773,7.847471873638711
P2,774,7.8915362186991045
P2,775,7.864418279510176
P2,776,7.890746411321597
P2,777,7.956419234503423
P2,778,7.9095253459091905
P2,783,8.068095623048501
P2,784,8.170029937362287
P2,787,8.225233255083438
P2,788,8.413456030037267
P2,804,8.582690269790293
P2,805,9.790258923489294
P2,806,9.783317810949887
P2,807,9.691167439065012
P2,808,9.821162625518072
P2,809,8.440240438859135
P2,810,8.459551178807642
P2,811,8.493353229097455
P2,812,8.477056655802672
P2,813,8.629130116225848
P2,845,8.23611411155724
P2,846,8.233356565989563
P2,847,8.209913247404826
P2,848,8.138167968386568
P2,849,8.201987963549366
P2,850,8.335635623152875
P2,851,8.106758981216599
P2,855,8.06540900170836
P2,856,8.071349000470537
P2,857,8.206944209551457
P2,858,8.525220188814291
P2,859,8.296500331434187
P2,860,8.26295065688728
P2,876,8.198468787875854
P2,877,8.239831476954594
P2,878,8.285811692597028
P2,879,8.250914548377056
P2,881,8.31344664401339
P2,882,8.29438828739734
P2,883,8.173708261794225
P2,884,8.451065337849801
P2,885,8.414546581084927
P2,916,8.138812139020692
P2,917,8.121687165551545
P2,918,7.824433122923195
P2,920,7.8205896955524015
P2,921,7.853204952279491
P2,922,7.944929716909737
P2,923,7.982195900693771
P2,927,7.835596450942507
P2,929,7.8358662783412365
P2,931,7.86739693403447
P2,947,8.768623789340639
P2,948,8.639412502830503
P2,949,8.856693508107998
P2,950,8.563035540702607
P2,951,8.436866958845165
P2,952,8.512624587160744
P2,953,8.621959208428542
P2,955,9.599590501246364
P2,956,9.472369497184847
P2,985,7.834807060481323
P2,986,7.8373096615999005
P2,987,7.849144359865981
P2,988,7.892486088785304
P2,989,7.876365005907681
P2,991,7.900790661552795
P2,992,7.9347714518514145
P2,993,7.932132639413333
P2,994,7.959637201827468
P2,995,8.021296626623437
P2,996,8.025649037597379
P2,997,8.163382818465031
P2,999,8.205155789190096
P2,1001,8.045071801397551
P2,1002,7.9724036042242155
P2,1003,7.983286235036034
P2,1018,8.573348879671101
P2,1019,8.782174141556297
P2,1021,8.283153209937714
P2,1022,8.139109215641826
P2,1023,8.176009634395644
P2,1025,8.168905709374025
P2,1027,8.130796976284016
P2,1028,8.112432350835515
P2,1029,8.129340334285779
P2,1055,8.102305392579716
P2,1057,8.194867509856056
P2,1058,8.300644566783406
P2,1061,8.080400773385811
P2,1063,8.061949646576217
P2,1064,8.135311522734456
P2,1065,8.111830676427099
P2,1066,8.092825454291996
P2,1068,7.809109846246097
P2,1069,7.8192432875352065
P2,1070,7.859735303435562
P2,1073,7.916291169437945
P2,1075,7.928717846527805
P2,1076,7.89935180930729
P2,1089,8.600529304947257
P2,1090,8.61915004458737
P2,1091,8.678769798449903
P2,1092,8.655920839945287
P2,1093,8.682725748666261
P2,1094,8.762121018210093
P2,1095,8.92263638680476
P2,1096,8.95353845837345
P2,1097,8.783261209923205
P2,1098,8.892133408968045
P2,1100,8.63739850348921
P2,1101,8.420213773933328
P2,1103,9.427069801950061
P2,1126,7.845213571979339
P2,1127,7.846269865987073
P2,1128,7.842663824986633
P2,1129,7.858713291389138
P2,1130,7.839887583298304
P2,1131,7.922915407795212
P2,1133,8.009503758868762
P2,1134,8.045962076438471
P2,1137,8.125553022405407
P2,1138,8.079230865835964
P2,1139,8.107677505621242
P2,1140,8.133401888176158
P2,1142,8.294056104588812
P2,1143,8.39301100716384
P2,1144,8.343762941564865
P2,1145,8.54576827173869
P2,1161,8.578843969870423
P2,1162,8.409622005994514
P2,1163,8.436448266534342
P2,1164,8.384435980325724
P2,1165,8.336170684880534
P2,1166,8.23739516107972
P2,1167,8.236191550156068
P2,1168,8.272228219421025
P2,1169,8.24614381309483
P2,1170,8.24386766909178
P2,1171,8.232737079312194
P2,1172,8.239013633740868
P2,1173,8.223641578682795
P2,1175,8.189120670652912
P2,1196,8.485874540152242
P2,1197,8.670473398325608
P2,1198,8.811864784415302
P2,1199,8.778943460303378
P2,1200,8.887097923512435
P2,1201,8.17785359448507
P2,1202,8.104440529057879
P2,1203,8.197460566472337
P2,1204,8.074539326620977
P2,1205,8.088392718564876
P2,1206,8.127430647351114
P2,1207,8.121656420598036
P2,1208,8.144780085588184
P2,1209,8.08980486123655
P2,1210,8.079105561731998
P2,1211,8.035432625832863
P2,1212,8.136083171726959
P2,1213,7.886051807411336
P2,1214,7.902339853783112
P2,1215,7.936608634127159
P2,1216,7.962898707728153
P2,1234,8.682073962955972
P2,1235,8.716203201633062
P2,1236,8.679444944564926
P2,1237,8.686270151811115
P2,1238,8.764390614644665
P2,1239,8.901994909656826
P2,1240,8.926049343986628
P2,1241,9.085735460318158
P2,1242,8.997863177673603
P2,1243,9.34817847584061
P2,1244,9.434157608362476
P2,1246,9.484969949846471
P2,1247,9.172214244648483
P2,1248,9.275879284654906
P2,1249,9.325278030585215
P2,1268,7.98086692104991
P2,1269,8.082805061673481
P2,1270,8.059490139938514
P2,1271,8.03019004624565
P2,1272,7.952646973547928
P2,1273,7.903744022620359
P2,1274,7.916421576850537
P2,1275,7.93715242783881
P2,1276,7.968966560762924
P2,1277,7.994669889142322
P2,1279,8.071285380337855
P2,1280,8.088655683696546
P2,1281,8.144857506387185
P2,1282,8.191869707726516
P2,1283,8.240070152318694
P2,1284,8.289297041658717
P2,1286,8.289232818620965
P2,1287,8.401870834187637
P2,1288,8.496100188791216
P2,1289,8.499134543388736
P2,1305,8.694828212130927
P2,1306,8.775004994414001
P2,1307,8.932923899553163
P2,1308,9.306303916578553
P2,1309,8.82377885042575
P2,1312,8.20175531870495
P2,1313,8.26462213040146
P2,1314,8.27542395936861
P2,1315,8.278071875895954
P2,1316,8.297887983781035
P2,1319,8.319890952030445
P2,1320,8.287766621035043
P2,1321,8.267115410070184
P2,1322,8.22915435061952
P2,1328,8.288548822553446
P2,1339,8.12884587486997
P2,1340,8.220809362226737
P2,1341,8.197046226552079
P2,1344,8.233720444307561
P2,1345,8.203422421255574
P2,1346,8.306726220013962
P2,1348,8.156895504883927
P2,1349,8.179908673561865
P2,1351,8.235932549629368
P2,1352,8.2558260125669
P2,1353,8.378204883006578
P2,1354,8.43880193086471
P2,1355,8.531980579271098
P2,1357,8.306465907906881
P2,1358,8.700290175729602
P2,1359,9.04832618750605
P2,1360,8.059644078906116
P2,1361,8.136888899147975
P2,1377,8.611160090569902
P2,1379,8.757934861778837
P2,1380,8.655866581089995
P2,1381,8.777271363859727
P2,1382,8.597991166758495
P2,1383,9.349954817019624
P2,1384,8.82588788363154
P2,1385,8.503085250778737
P2,1386,8.571531339850367
P2,1393,8.43081506454441
P2,1400,8.508971364735098
P2,1410,8.056476248405966
P2,1412,8.014732344976348
P2,1413,8.003417290573976
P2,1414,8.055108625683884
P2,1415,8.11564377595669
P2,1416,8.24964216333786
P2,1417,8.282693274339632
P2,1418,8.554590081875238
P2,1419,8.387273076912324
P2,1420,8.391446150288832
P2,1421,8.248479768387389
P2,1422,8.29166320960725
P2,1423,8.307844693787901
P2,1424,8.268741548693225
P2,1425,8.363725985063065
P2,1426,8.475951287959703
P2,1427,8.426265459432075
P2,1428,8.5097830848158
P2,1429,8.211290941339698
P2,1430,8.184631001292912
P2,1448,9.30183408930725
P2,1449,8.63525457636603
P2,1450,8.56081295978699
P2,1452,8.469639048484899
P2,1453,8.380367588399139
P2,1454,8.461421038062236
P2,1455,8.359206174277153
P2,1456,8.505476334719262
P2,1462,8.83183243394322
P2,1465,8.603948723709147
P2,1466,8.490123205831011
P2,1468,8.58680388304309
P2,1471,8.48212980310597
P2,1476,8.545351484040589
P2,1479,8.40757377884053
P2,1480,8.31296610749235
P2,1481,8.322410956733217
P2,1482,8.3310359511725
P2,1483,8.206245603505089
P2,1484,8.212373304080522
P2,1485,8.19896804390805
P2,1486,8.190659786299404
P2,1487,8.29281571801295
P2,1488,8.421150410901758
P2,1489,8.515121660545034
P2,1490,8.399070988720627
P2,1491,8.771678110432136
P2,1492,8.51807254054509
P2,1493,8.264801018669589
P2,1494,8.49600477796288
P2,1495,8.783247695344848
P2,1496,8.789355141245748
P2,1497,9.15559597702094
P2,1498,8.580869222355643
P2,1499,8.558207167727513
P2,1500,8.615984019479482
P2,1502,8.848050578338402
P2,1518,9.105936648325178
P2,1520,9.14135318999597
P2,1521,9.086468045648473
P2,1522,9.279681399710524
P2,1523,9.364895681028099
P2,1528,9.847665994183219
P2,1529,9.818711044028516
P2,1533,8.667746463345773
P2,1536,8.737624064350427
P2,1537,8.530283618956208
P2,1538,8.464913335298583
P2,1539,8.53685162963876
P2,1540,8.613438982396595
P2,1542,8.82524865072316
P2,1550,8.435295364481448
P2,1551,8.397663987475982
P2,1552,8.441931670707236
P2,1553,8.476044269928755
P2,1554,8.435924945254209
P2,1555,8.68810890681456
P2,1556,8.812395345515332
P2,1557,8.798493431909195
P2,1558,8.81977069471206
P2,1559,8.812165580404315
P2,1560,8.7830924148636
P2,1561,8.78626587692403
P2,1562,8.793360120626863
P2,1563,8.804232843794379
P2,1564,8.818704405382656
P2,1565,8.836514627560152
P2,1566,8.623230726249517
P2,1567,8.641775785828235
P2,1568,8.771377672401124
P2,1569,8.767031683672446
P2,1570,8.831913263970286
P2,1571,8.907337535612593
P2,1586,9.65291549013312
P2,1587,9.51205711373955
P2,1588,9.557133138108048
P2,1589,9.67650852825813
P2,1590,9.619340421468138
P2,1591,9.3624643399752685
P2,1592,8.435550376170104
P2,1593,8.558425120515258
P2,1594,10.013191299259896
P2,1602,9.197911787051497
P2,1608,8.457266667248357
P2,1609,8.856221443532744
P2,1610,9.170001087333869
P2,1612,9.191535619472663
P2,1613,8.903085859205566
P2,1614,8.489745069786268
P2,1616,8.467438824827516
P2,1617,8.497912312486797
P2,1618,8.489009797853065
P2,1619,8.57056536278132
P2,1620,8.551820741052227
P2,1621,8.697223714402119
P2,1622,8.73078216508713
P2,1623,8.705070009053346
P2,1624,8.889113604108603
P2,1625,8.88006784106018
P2,1626,8.759263604334835
P2,1627,8.21902570541046
P2,1629,8.839211070936761
P2,1630,8.832517079848758
P2,1631,8.830342623539464
P2,1632,8.684592684809006
P2,1633,8.88402982338501
P2,1634,8.965983271574853
P2,1635,8.956272428393211
P2,1636,8.94595732283999
P2,1637,9.00093785998344
P2,1639,8.653801705179866
P2,1640,8.827618780924606
P2,1641,8.97769901142794
P2,1642,9.015157956220722
P2,1658,8.78968413615231
P2,1659,10.223419901028858
P2,1660,9.797447214539803
P2,1661,9.809781286059401
P2,1662,9.812375367046297
P2,1666,9.537480402973122
P2,1669,9.545671493472412
P2,1672,8.92244982931088
P2,1674,9.516425332647858
P2,1675,9.212134030604314
P2,1676,9.173653191018527
P2,1678,9.432177201822698
P2,1679,9.342109091384076
P2,1680,9.493476627296872
P2,1681,9.71640675321552
P2,1684,9.045660583291093
P2,1685,9.450577720222837
P2,1686,9.388971708897138
P2,1687,9.156071280439955
P2,1688,9.288034466294853
P2,1689,9.310680385752294
P2,1692,9.34010299927249
P2,1693,8.818940505945681
P2,1694,8.563910213116907
P2,1695,8.543793019188719
P2,1696,8.649964867266817
P2,1697,8.71207743679924
P2,1698,8.718714679616728
P2,1699,8.737855056339564
P2,1700,8.801728902709103
P2,1701,8.996651144464042
P2,1702,9.23683356999937
P2,1703,9.411994287681381
P2,1704,9.445190737805202
P2,1705,8.748144522972007
P2,1706,8.772620844419263
P2,1707,8.917743704110302
P2,1708,9.192881564839595
P2,1710,9.302551241981368
P2,1711,8.87018653309416
P2,1712,8.943023877795799
P2,1731,10.25588595263926
P2,1732,9.783961999352146
P2,1733,10.111872496557242
P2,1734,10.153203892080406
P2,1738,10.104866140096838
P2,1739,10.08635098608986
P2,1743,9.98112956967904
P2,1748,9.829248758286836
P2,1749,9.79583191413836
P2,1753,9.650552696233724
P2,1755,9.570316630856789
P2,1756,9.528196014006356
P2,1757,9.484758709221907
P2,1758,9.440087217548202
P2,1759,9.394360379541
P2,1760,9.34788862832463
P2,1761,9.301130951040756
P2,1762,9.254679779846951
P2,1764,9.165445250547364
P2,1765,9.124062815635497
P2,1766,9.085722423130884
P2,1767,9.0510331849844
P2,1769,8.994700438678137
P2,1770,8.973846959061886
P2,1772,8.94779133973562
P2,1773,8.942603559413397
P2,1774,8.942438466006168
P2,1775,8.946996353243554
P2,1776,8.955878551931951
P2,1777,8.968604790381919
P2,1778,8.985419733128769
P2,1779,9.026106775690513
P2,1782,9.055800170298378
P2,1783,9.048756576864285
P2,1803,10.291176573668059
P2,1804,10.27799853205905
P2,1805,10.258678548495004
P2,1806,10.238612613657303
P2,1807,10.217785870162258
P2,1809,10.173790013457277
P2,1815,10.021882440708199
P2,1816,9.993455392665533
P2,1819,9.902321980339002
P2,1820,9.86987585847576
P2,1821,9.836326994855508
P2,1823,9.765735132966832
P2,1824,9.72859866785276
P2,1825,9.690179617037654
P2,1826,9.650449079627165
P2,1828,9.567039859301195
P2,1829,9.523438929444225
P2,1830,9.478718784053623
P2,1831,9.433099159352423
P2,1832,9.386924129839084
P2,1833,9.340675888751301
P2,1834,9.294959251720954
P2,1835,9.250457458882076
P2,1836,9.20787794270442
P2,1837,9.16791318363561
P2,1838,9.131226049306974
P2,1839,9.098443456283901
P2,1840,9.070137240529398
P2,1841,9.046790702896399
P2,1842,9.02876235573496
P2,1843,9.016254413430545
P2,1844,9.00928967938003
P2,1845,9.00770241702078
P2,1846,9.011148786506833
P2,1847,9.019136798474852
P2,1848,9.031069717857289
P2,1849,9.04629655965675
P2,1850,9.064166382664915
P2,1851,9.08784841857969
P2,1852,9.10210661268132
P2,1853,9.167166350780759
P2,1854,9.172764951193944
P2,1855,9.209311938850615
P2,1856,9.23043973415561
P2,1875,10.328634917642463
P2,1876,10.317544021665986
P2,1877,10.299451506335284
P2,1878,10.279859054621143
P2,1879,10.25948140833734
P2,1880,10.238301437001585
P2,1881,10.216301950550212
P2,1882,10.19346554358848
P2,1884,10.145210019273636
P2,1892,9.91451679841516
P2,1895,9.810243631308095
P2,1896,9.77300737525083
P2,1897,9.734472062828196
P2,1899,9.653475445127869
P2,1900,9.611079301054868
P2,1901,9.567539347477268
P2,1902,9.52302935080624
P2,1903,9.477814278749877
P2,1904,9.432270884923373
P2,1905,9.3868956646707
P2,1906,9.342288851799292
P2,1907,9.299115524678339
P2,1908,9.258062498723868
P2,1909,9.219814453071953
P2,1910,9.185052360519759
P2,1911,9.154449486892274
P2,1912,9.128639798276044
P2,1913,9.108158577176187
P2,1914,9.093372786057051
P2,1916,9.0811853651588
P2,1917,9.083293562163503
P2,1918,9.090171864610287
P2,1919,9.101115949060503
P2,1920,9.11537665744433
P2,1921,9.132241426199293
P2,1922,9.151098986049377
P2,1923,9.171476779441502
P2,1924,9.200555328731358
P2,1925,9.22316197329377
P2,1926,9.239026319589321
P2,1927,9.255380703838895
P2,1928,9.272737944190897
P2,1950,10.323908520785205
P2,1951,10.304085794204717
P2,1952,10.283439229498294
P2,1953,10.261949424654054
P2,1967,9.85985936688713
P2,1968,9.8227009037611
P2,1969,9.78424249621855
P2,1970,9.744490171743765
P2,1971,9.703486784171373
P2,1972,9.66132444847609
P2,1973,9.618156166772133
P2,1974,9.574206648935872
P2,1975,9.529783151395337
P2,1976,9.485284855944846
P2,1977,9.441204304589638
P2,1978,9.398113409261619
P2,1979,9.35663663457785
P2,1980,9.317429672131365
P2,1981,9.28118147853692
P2,1982,9.248627504641613
P2,1983,9.22053256989199
P2,1984,9.197616740992933
P2,1985,9.180441629205067
P2,1986,9.169300840162066
P2,1987,9.164155564342366
P2,1988,9.164636922718763
P2,1989,9.170112255694823
P2,1990,9.17979316004099
P2,1991,9.192855191566775
P2,1992,9.208541949228193
P2,1993,9.226234852751158
P2,1994,9.245480815542873
P2,1995,9.265981306506118
P2,1996,9.287555122340448
P2,1997,9.307143867941884
P2,1998,9.314050594803707
P2,2024,10.332030512485082
P2,2027,10.266804111814473
P2,2028,10.243239536808696
P2,2039,9.915429306809548
P2,2040,9.878576427636231
P2,2041,9.840445444657114
P2,2044,9.718961356796648
P2,2045,9.676569004637571
P2,2046,9.633622125382312
P2,2047,9.590456983068517
P2,2048,9.547474931117103
P2,2049,9.505140059439192
P2,2050,9.463972868010414
P2,2051,9.424545314624945
P2,2052,9.387493750010817
P2,2053,9.353551971996986
P2,2054,9.323562089329823
P2,2055,9.298405101403318
P2,2056,9.278848051805898
P2,2057,9.265372299829528
P2,2058,9.258060650380134
P2,2059,9.256585901038074
P2,2060,9.260296111666332
P2,2061,9.268357690896798
P2,2062,9.279906509791699
P2,2063,9.294167183529833
P2,2064,9.310520759525051
P2,2065,9.328520453306192
P2,2066,9.34786782790498
P2,2067,9.368366885256423
P2,2068,9.389750585405329
P2,2069,9.386978655348276
P2,2111,9.97791740235956
P2,2112,9.941655912380222
P2,2113,9.904169867217774
P2,2114,9.86552877762291
P2,2116,9.785335953904488
P2,2117,9.744214264363722
P2,2118,9.702789812469478
P2,2119,9.661404421985027
P2,2120,9.62043573311197
P2,2121,9.580296965508303
P2,2122,9.541445995481103
P2,2123,9.504413285462135
P2,2124,9.469856525685364
P2,2125,9.438609541285086
P2,2126,9.41164535698501
P2,2127,9.389908750080235
P2,2128,9.374082578803813
P2,2129,9.364410442588156
P2,2130,9.36065671047481
P2,2131,9.362203339825491
P2,2132,9.36822357761976
P2,2133,9.377857997036179
P2,2134,9.39034046700271
P2,2135,9.405057457551255
P2,2136,9.421551561691341
P2,2137,9.43949074551581
P2,2138,9.458623285185022
P2,2139,9.478732851073998
P2,2140,9.499724669108934
P2,2171,10.38164539752745
P2,2182,10.08249086485119
P2,2183,10.048363340710349
P2,2184,10.013043124702119
P2,2186,9.939131068216685
P2,2187,9.900821758186044
P2,2188,9.861891179983335
P2,2189,9.822610003405867
P2,2191,9.744220915329933
P2,2193,9.6682578780617
P2,2194,9.63210986244962
P2,2195,9.59784478043906
P2,2196,9.566194309042485
P2,2197,9.538114817787685
P2,2198,9.514648695578765
P2,2199,9.496655040840674
P2,2200,9.484561779542917
P2,2201,9.478276478874134
P2,2202,9.477276527244149
P2,2203,9.480800773809955
P2,2204,9.488040814277621
P2,2205,9.498266576401129
P2,2206,9.510874554268128
P2,2207,9.525382028716413
P2,2208,9.541397167867444
P2,2209,9.558585231678613
P2,2210,9.576640548302052
P2,2211,9.59526843061804
P2,2212,9.614178790579997
P2,2213,9.63922571655571
P2,2214,9.685633476253313
P2,2240,10.503160606144368
P2,2241,10.486274818120126
P2,2250,10.280489012637904
P2,2254,10.160668372278046
P2,2255,10.127795852758682
P2,2257,10.058900434545112
P2,2258,10.023147126671931
P2,2259,9.986785398764725
P2,2260,9.950062115467295
P2,2261,9.913246424193439
P2,2262,9.876613581338106
P2,2263,9.840434710161183
P2,2264,9.804978939592745
P2,2265,9.770538382837936
P2,2266,9.737491157078262
P2,2267,9.706401231213507
P2,2268,9.678092673129617
P2,2269,9.653581983305704
P2,2270,9.63382813766843
P2,2271,9.619433949321799
P2,2272,9.610489571640445
P2,2273,9.606626752739427
P2,2274,9.607205742160406
