species,trend_class,trend_slope,bio4,bio7,bio11,bio13,elev_mean,hfi_mean,landcover_built,landcover_cropland
Picoides canicapillus,expanding,0.08100947335415826,264.18998254109096,27.097122039690788,15.749436389616646,10.700119707906124,498.73271168503186,3.995368800397965,0.010345762318233429,0.048323129537629614
Hemixos castanonotus,expanding,0.02088289249913169,5.022847256702535,0.5000816010682703,0.2803608639278166,0.21523625205309008,10.697349695593289,0.06575250705888469,2.013039039055712e-4,7.173874049920829e-4
Tringa glareola,stable,0.022365071636930668,310.86482468899453,36.044029726737,21.335371893068412,14.08671860689388,863.6342496702235,4.477354932676834,0.009905722591917236,0.05828630445524364
Abroscopus albogularis,expanding,0.025671152215143114,14.02214974798163,1.4121231314788583,0.6132135431171494,0.5871663868425457,22.469649123925535,0.18492008717716069,4.978692361861461e-4,0.001936259043660519
Saxicola stejnegeri,expanding,0.04421700737182515,260.33178974506734,32.42403693045418,17.042206396730226,12.391190879361025,769.1605999599162,3.8293018852242895,0.008821657032729484,0.053625390461999
Garrulus glandarius,stable,0.004713752618709537,193.27792068240305,25.59368194696459,11.017990213485367,9.69797483523517,562.7235322436923,3.1214038559039214,0.008265835129381862,0.04045349253492806
Chlidonias hybrida,expanding,0.07738471593835042,368.2708234731696,41.233975379139004,26.519418220827966,16.12765473164543,1012.2342540997805,5.186602281451495,0.012351614178268104,0.06236190610188416
Corvus corone,expanding,0.03871383013385347,370.6304180525038,42.22152711650821,26.08670041306461,16.664021679911016,1048.8273182960384,5.328112380203712,0.012889954791046989,0.06325136956477741
Trochalopteron elliotii,stable,-0.006104914929865838,65.70161717466125,6.924020929067723,2.8112186159024484,2.631692033185623,88.86104839236903,0.8245082462304403,0.001175498839957127,0.004458679158441603
Parus monticolus,stable,0.00944163232907883,32.13816268399848,3.1577295028188788,1.6311798713502288,1.3510070626541588,65.48303197270724,0.3733809819855635,5.378446729250775e-4,0.0019358385291010677
Phylloscopus fuscatus,stable,0.021292767773206968,238.5324593221019,27.30961370397288,15.335953259024192,10.428149664153434,561.7492334073745,3.5945979571607323,0.008985913285650488,0.04944501711020558
Myophonus caeruleus,expanding,0.019702178983477116,36.24573538378589,2.655455192701731,1.8161746721250593,1.2434951349311045,49.31604216083688,0.4645385602518013,0.0013848532043202676,0.0038631681558722944
Pyrrhocorax pyrrhocorax,stable,0.003558117570078004,370.5102960313136,34.21599383561123,27.347549978825636,14.197120954983074,804.0596223282525,4.99495773260117,0.011837148334483353,0.0464929349792652
Ficedula zanthopygia,stable,0.011809576924644856,287.7460190174333,34.48621753775396,17.833709920813813,13.313513732658574,801.9161396384201,4.309685614189115,0.010108062703324146,0.05881097463399979
Pericrocotus cantonensis,stable,0.004887129166834582,18.650502133422474,2.045135340692514,0.9548033537598862,0.8210605259242817,31.35779785592224,0.286297318775047,7.267084220631817e-4,0.0038966877529374084
Ixos mcclellandii,expanding,0.031355004116225334,4.079104830083865,0.3358533059978821,0.22365864029168653,0.15170444771715194,6.813410273398756,0.04664559240180397,1.636199331807395e-4,3.5814695743204494e-4
Tringa nebularia,expanding,0.04424816891245742,292.3316034890511,36.61097030408045,19.04329614885674,14.27346200358161,925.0831228871621,4.369597994876047,0.00924946142626674,0.061606426149120125
Dicrurus hottentottus,stable,-0.004403065263914552,72.9278956334305,4.705047296023938,4.253354825825171,2.3323364267504028,82.66347147596258,0.8006930925741234,0.0025359402352479513,0.005202463629927703
Gracupica nigricollis,expanding,0.019877537355488577,18.76728689842362,1.849110836453923,0.8333031045068938,0.8013243128621955,33.37869167836494,0.21474596372063573,4.5929688923321917e-4,0.002214440414662634
Tringa totanus,expanding,0.04421881748883533,364.17940253878635,39.408086917536735,25.86088658612651,15.677705284339133,952.9498429451547,5.103029018570804,0.01202060412653322,0.05721046629314904
Hierococcyx sparverioides,expanding,0.042932995705632984,66.40873829743423,4.340993457393046,4.369484307521392,1.9977758256175717,64.52507766909679,0.8023761177974801,0.0025239409918558,0.005838980508054941
Leiothrix lutea,stable,-0.003780547644770624,25.642410145711676,2.2383465381777228,1.0589236700094153,0.9736862971736666,47.025477883672025,0.22464090993392433,3.873510000474135e-4,0.0015786064987043183
Charadrius alexandrinus,expanding,0.04681868063429454,339.1126796934945,40.58769723539347,22.89784861010771,16.00672108427463,1034.08171364186,5.077807829665897,0.011529653314508115,0.05986272591979944
