run_label,n_species,n_sites,n_periods,cov_model,n_neighbors,n_batch,n_burn,n_thin,n_chains,waic,is_pilot
v3_full_500sp_ar1_temporal_4chain,500,1247,5,exponential,5,400,5000,25,4,1709716.2705614842,FALSE
