grid_cell,selected,plan,budget
2122,0,B_functional_distinctiveness,0.3
2123,0,B_functional_distinctiveness,0.3
2124,0,B_functional_distinctiveness,0.3
2125,0,B_functional_distinctiveness,0.3
2126,0,B_functional_distinctiveness,0.3
2127,0,B_functional_distinctiveness,0.3
2128,0,B_functional_distinctiveness,0.3
2129,0,B_functional_distinctiveness,0.3
2130,0,B_functional_distinctiveness,0.3
2131,0,B_functional_distinctiveness,0.3
2132,0,B_functional_distinctiveness,0.3
2133,1,B_functional_distinctiveness,0.3
2134,1,B_functional_distinctiveness,0.3
2135,1,B_functional_distinctiveness,0.3
2136,1,B_functional_distinctiveness,0.3
2137,1,B_functional_distinctiveness,0.3
2138,1,B_functional_distinctiveness,0.3
2139,1,B_functional_distinctiveness,0.3
2140,1,B_functional_distinctiveness,0.3
2171,0,B_functional_distinctiveness,0.3
2182,0,B_functional_distinctiveness,0.3
2183,0,B_functional_distinctiveness,0.3
2184,0,B_functional_distinctiveness,0.3
2186,0,B_functional_distinctiveness,0.3
2187,0,B_functional_distinctiveness,0.3
2188,0,B_functional_distinctiveness,0.3
2189,0,B_functional_distinctiveness,0.3
2191,0,B_functional_distinctiveness,0.3
2193,0,B_functional_distinctiveness,0.3
2194,0,B_functional_distinctiveness,0.3
2195,0,B_functional_distinctiveness,0.3
2196,0,B_functional_distinctiveness,0.3
2197,0,B_functional_distinctiveness,0.3
2198,0,B_functional_distinctiveness,0.3
2199,0,B_functional_distinctiveness,0.3
2200,0,B_functional_distinctiveness,0.3
2201,0,B_functional_distinctiveness,0.3
2202,0,B_functional_distinctiveness,0.3
2203,0,B_functional_distinctiveness,0.3
2204,1,B_functional_distinctiveness,0.3
2205,1,B_functional_distinctiveness,0.3
2206,1,B_functional_distinctiveness,0.3
2207,1,B_functional_distinctiveness,0.3
2208,1,B_functional_distinctiveness,0.3
2209,1,B_functional_distinctiveness,0.3
2210,1,B_functional_distinctiveness,0.3
2211,1,B_functional_distinctiveness,0.3
2212,1,B_functional_distinctiveness,0.3
2213,1,B_functional_distinctiveness,0.3
2214,1,B_functional_distinctiveness,0.3
2240,0,B_functional_distinctiveness,0.3
2241,0,B_functional_distinctiveness,0.3
2250,0,B_functional_distinctiveness,0.3
2254,0,B_functional_distinctiveness,0.3
2255,0,B_functional_distinctiveness,0.3
2257,0,B_functional_distinctiveness,0.3
2258,0,B_functional_distinctiveness,0.3
2259,0,B_functional_distinctiveness,0.3
2260,0,B_functional_distinctiveness,0.3
2261,0,B_functional_distinctiveness,0.3
2262,0,B_functional_distinctiveness,0.3
2263,0,B_functional_distinctiveness,0.3
2264,0,B_functional_distinctiveness,0.3
2265,0,B_functional_distinctiveness,0.3
2266,0,B_functional_distinctiveness,0.3
2267,0,B_functional_distinctiveness,0.3
2268,0,B_functional_distinctiveness,0.3
2269,0,B_functional_distinctiveness,0.3
2270,0,B_functional_distinctiveness,0.3
2271,0,B_functional_distinctiveness,0.3
2272,0,B_functional_distinctiveness,0.3
2273,0,B_functional_distinctiveness,0.3
2274,0,B_functional_distinctiveness,0.3
2275,1,B_functional_distinctiveness,0.3
2276,1,B_functional_distinctiveness,0.3
2277,1,B_functional_distinctiveness,0.3
2278,1,B_functional_distinctiveness,0.3
2279,1,B_functional_distinctiveness,0.3
2280,1,B_functional_distinctiveness,0.3
2281,1,B_functional_distinctiveness,0.3
2282,1,B_functional_distinctiveness,0.3
2283,1,B_functional_distinctiveness,0.3
2284,1,B_functional_distinctiveness,0.3
2285,1,B_functional_distinctiveness,0.3
2286,1,B_functional_distinctiveness,0.3
2312,0,B_functional_distinctiveness,0.3
2313,0,B_functional_distinctiveness,0.3
2320,0,B_functional_distinctiveness,0.3
2326,0,B_functional_distinctiveness,0.3
2327,0,B_functional_distinctiveness,0.3
2328,0,B_functional_distinctiveness,0.3
2329,0,B_functional_distinctiveness,0.3
2330,0,B_functional_distinctiveness,0.3
2331,0,B_functional_distinctiveness,0.3
2332,0,B_functional_distinctiveness,0.3
2333,0,B_functional_distinctiveness,0.3
2334,0,B_functional_distinctiveness,0.3
2335,0,B_functional_distinctiveness,0.3
2336,0,B_functional_distinctiveness,0.3
2337,0,B_functional_distinctiveness,0.3
2338,0,B_functional_distinctiveness,0.3
2339,0,B_functional_distinctiveness,0.3
2340,0,B_functional_distinctiveness,0.3
2341,0,B_functional_distinctiveness,0.3
2342,0,B_functional_distinctiveness,0.3
2343,0,B_functional_distinctiveness,0.3
2344,0,B_functional_distinctiveness,0.3
2345,0,B_functional_distinctiveness,0.3
2346,1,B_functional_distinctiveness,0.3
2347,1,B_functional_distinctiveness,0.3
2348,1,B_functional_distinctiveness,0.3
2349,1,B_functional_distinctiveness,0.3
2350,1,B_functional_distinctiveness,0.3
2351,1,B_functional_distinctiveness,0.3
2352,1,B_functional_distinctiveness,0.3
2353,1,B_functional_distinctiveness,0.3
2354,1,B_functional_distinctiveness,0.3
2355,1,B_functional_distinctiveness,0.3
2356,1,B_functional_distinctiveness,0.3
2357,1,B_functional_distinctiveness,0.3
2358,1,B_functional_distinctiveness,0.3
2359,1,B_functional_distinctiveness,0.3
2384,0,B_functional_distinctiveness,0.3
2385,0,B_functional_distinctiveness,0.3
2386,0,B_functional_distinctiveness,0.3
2390,0,B_functional_distinctiveness,0.3
2392,0,B_functional_distinctiveness,0.3
2393,0,B_functional_distinctiveness,0.3
2394,0,B_functional_distinctiveness,0.3
2395,0,B_functional_distinctiveness,0.3
2397,0,B_functional_distinctiveness,0.3
2398,0,B_functional_distinctiveness,0.3
2399,0,B_functional_distinctiveness,0.3
2400,0,B_functional_distinctiveness,0.3
2401,0,B_functional_distinctiveness,0.3
2402,0,B_functional_distinctiveness,0.3
2403,0,B_functional_distinctiveness,0.3
2405,0,B_functional_distinctiveness,0.3
2406,0,B_functional_distinctiveness,0.3
2407,0,B_functional_distinctiveness,0.3
2408,0,B_functional_distinctiveness,0.3
2409,0,B_functional_distinctiveness,0.3
2410,0,B_functional_distinctiveness,0.3
2411,0,B_functional_distinctiveness,0.3
2412,0,B_functional_distinctiveness,0.3
2413,0,B_functional_distinctiveness,0.3
2414,0,B_functional_distinctiveness,0.3
2415,0,B_functional_distinctiveness,0.3
2416,0,B_functional_distinctiveness,0.3
2417,1,B_functional_distinctiveness,0.3
2418,1,B_functional_distinctiveness,0.3
2419,1,B_functional_distinctiveness,0.3
2420,1,B_functional_distinctiveness,0.3
2421,1,B_functional_distinctiveness,0.3
2422,1,B_functional_distinctiveness,0.3
2423,1,B_functional_distinctiveness,0.3
2424,1,B_functional_distinctiveness,0.3
2425,1,B_functional_distinctiveness,0.3
2426,1,B_functional_distinctiveness,0.3
2427,1,B_functional_distinctiveness,0.3
2428,1,B_functional_distinctiveness,0.3
2429,1,B_functional_distinctiveness,0.3
2430,1,B_functional_distinctiveness,0.3
2431,1,B_functional_distinctiveness,0.3
2456,0,B_functional_distinctiveness,0.3
2457,0,B_functional_distinctiveness,0.3
2458,0,B_functional_distinctiveness,0.3
2462,0,B_functional_distinctiveness,0.3
2464,0,B_functional_distinctiveness,0.3
2466,0,B_functional_distinctiveness,0.3
2468,0,B_functional_distinctiveness,0.3
2469,0,B_functional_distinctiveness,0.3
2470,0,B_functional_distinctiveness,0.3
2471,0,B_functional_distinctiveness,0.3
2472,0,B_functional_distinctiveness,0.3
2473,0,B_functional_distinctiveness,0.3
2474,0,B_functional_distinctiveness,0.3
2475,0,B_functional_distinctiveness,0.3
2476,0,B_functional_distinctiveness,0.3
2478,0,B_functional_distinctiveness,0.3
2479,0,B_functional_distinctiveness,0.3
2480,0,B_functional_distinctiveness,0.3
2481,0,B_functional_distinctiveness,0.3
2482,0,B_functional_distinctiveness,0.3
2483,0,B_functional_distinctiveness,0.3
2484,0,B_functional_distinctiveness,0.3
2485,0,B_functional_distinctiveness,0.3
2486,0,B_functional_distinctiveness,0.3
2487,0,B_functional_distinctiveness,0.3
2488,1,B_functional_distinctiveness,0.3
2489,1,B_functional_distinctiveness,0.3
2490,1,B_functional_distinctiveness,0.3
2491,1,B_functional_distinctiveness,0.3
2492,1,B_functional_distinctiveness,0.3
2493,1,B_functional_distinctiveness,0.3
2494,1,B_functional_distinctiveness,0.3
2495,1,B_functional_distinctiveness,0.3
2496,1,B_functional_distinctiveness,0.3
2497,1,B_functional_distinctiveness,0.3
2498,1,B_functional_distinctiveness,0.3
2499,1,B_functional_distinctiveness,0.3
2500,1,B_functional_distinctiveness,0.3
2501,1,B_functional_distinctiveness,0.3
2502,1,B_functional_distinctiveness,0.3
2503,1,B_functional_distinctiveness,0.3
2530,0,B_functional_distinctiveness,0.3
2531,0,B_functional_distinctiveness,0.3
2532,0,B_functional_distinctiveness,0.3
2535,0,B_functional_distinctiveness,0.3
2539,0,B_functional_distinctiveness,0.3
2540,0,B_functional_distinctiveness,0.3
2541,0,B_functional_distinctiveness,0.3
2542,0,B_functional_distinctiveness,0.3
2544,0,B_functional_distinctiveness,0.3
2545,0,B_functional_distinctiveness,0.3
2546,0,B_functional_distinctiveness,0.3
2547,0,B_functional_distinctiveness,0.3
2548,0,B_functional_distinctiveness,0.3
2549,0,B_functional_distinctiveness,0.3
2550,0,B_functional_distinctiveness,0.3
2551,0,B_functional_distinctiveness,0.3
2552,0,B_functional_distinctiveness,0.3
2553,0,B_functional_distinctiveness,0.3
2554,0,B_functional_distinctiveness,0.3
2555,0,B_functional_distinctiveness,0.3
2556,0,B_functional_distinctiveness,0.3
2557,0,B_functional_distinctiveness,0.3
2558,0,B_functional_distinctiveness,0.3
2559,1,B_functional_distinctiveness,0.3
2560,1,B_functional_distinctiveness,0.3
2561,1,B_functional_distinctiveness,0.3
2562,1,B_functional_distinctiveness,0.3
2563,1,B_functional_distinctiveness,0.3
2564,1,B_functional_distinctiveness,0.3
2565,1,B_functional_distinctiveness,0.3
2566,1,B_functional_distinctiveness,0.3
2567,1,B_functional_distinctiveness,0.3
2568,1,B_functional_distinctiveness,0.3
2569,1,B_functional_distinctiveness,0.3
2570,1,B_functional_distinctiveness,0.3
2571,1,B_functional_distinctiveness,0.3
2572,1,B_functional_distinctiveness,0.3
2573,1,B_functional_distinctiveness,0.3
2574,1,B_functional_distinctiveness,0.3
2575,1,B_functional_distinctiveness,0.3
2576,1,B_functional_distinctiveness,0.3
2605,0,B_functional_distinctiveness,0.3
2606,0,B_functional_distinctiveness,0.3
2607,0,B_functional_distinctiveness,0.3
2608,0,B_functional_distinctiveness,0.3
2609,0,B_functional_distinctiveness,0.3
2610,0,B_functional_distinctiveness,0.3
2611,0,B_functional_distinctiveness,0.3
2612,0,B_functional_distinctiveness,0.3
2613,0,B_functional_distinctiveness,0.3
2614,0,B_functional_distinctiveness,0.3
2615,0,B_functional_distinctiveness,0.3
2616,0,B_functional_distinctiveness,0.3
2617,0,B_functional_distinctiveness,0.3
2618,0,B_functional_distinctiveness,0.3
2619,0,B_functional_distinctiveness,0.3
2620,0,B_functional_distinctiveness,0.3
2621,0,B_functional_distinctiveness,0.3
2622,0,B_functional_distinctiveness,0.3
2623,0,B_functional_distinctiveness,0.3
2624,0,B_functional_distinctiveness,0.3
2625,0,B_functional_distinctiveness,0.3
2626,0,B_functional_distinctiveness,0.3
2627,0,B_functional_distinctiveness,0.3
2628,0,B_functional_distinctiveness,0.3
2629,0,B_functional_distinctiveness,0.3
2630,1,B_functional_distinctiveness,0.3
2631,1,B_functional_distinctiveness,0.3
2632,1,B_functional_distinctiveness,0.3
2633,1,B_functional_distinctiveness,0.3
2634,1,B_functional_distinctiveness,0.3
2635,1,B_functional_distinctiveness,0.3
2636,1,B_functional_distinctiveness,0.3
2637,1,B_functional_distinctiveness,0.3
2638,1,B_functional_distinctiveness,0.3
2639,1,B_functional_distinctiveness,0.3
2640,1,B_functional_distinctiveness,0.3
2641,1,B_functional_distinctiveness,0.3
2642,1,B_functional_distinctiveness,0.3
2643,1,B_functional_distinctiveness,0.3
2644,1,B_functional_distinctiveness,0.3
2645,1,B_functional_distinctiveness,0.3
2646,1,B_functional_distinctiveness,0.3
2647,1,B_functional_distinctiveness,0.3
2648,1,B_functional_distinctiveness,0.3
2678,0,B_functional_distinctiveness,0.3
2679,0,B_functional_distinctiveness,0.3
2680,0,B_functional_distinctiveness,0.3
2681,0,B_functional_distinctiveness,0.3
2682,0,B_functional_distinctiveness,0.3
2683,0,B_functional_distinctiveness,0.3
2684,0,B_functional_distinctiveness,0.3
2685,0,B_functional_distinctiveness,0.3
2686,0,B_functional_distinctiveness,0.3
2687,0,B_functional_distinctiveness,0.3
2688,0,B_functional_distinctiveness,0.3
2689,0,B_functional_distinctiveness,0.3
2691,0,B_functional_distinctiveness,0.3
2692,0,B_functional_distinctiveness,0.3
2693,0,B_functional_distinctiveness,0.3
2694,0,B_functional_distinctiveness,0.3
2695,0,B_functional_distinctiveness,0.3
2696,0,B_functional_distinctiveness,0.3
2697,0,B_functional_distinctiveness,0.3
2698,0,B_functional_distinctiveness,0.3
2699,0,B_functional_distinctiveness,0.3
2700,0,B_functional_distinctiveness,0.3
2701,1,B_functional_distinctiveness,0.3
2702,1,B_functional_distinctiveness,0.3
2703,1,B_functional_distinctiveness,0.3
2704,1,B_functional_distinctiveness,0.3
2705,1,B_functional_distinctiveness,0.3
2706,1,B_functional_distinctiveness,0.3
2707,1,B_functional_distinctiveness,0.3
2708,1,B_functional_distinctiveness,0.3
2709,1,B_functional_distinctiveness,0.3
2710,1,B_functional_distinctiveness,0.3
2711,1,B_functional_distinctiveness,0.3
2712,1,B_functional_distinctiveness,0.3
2713,1,B_functional_distinctiveness,0.3
2714,1,B_functional_distinctiveness,0.3
2715,1,B_functional_distinctiveness,0.3
2716,1,B_functional_distinctiveness,0.3
2717,1,B_functional_distinctiveness,0.3
2718,1,B_functional_distinctiveness,0.3
2719,1,B_functional_distinctiveness,0.3
2750,0,B_functional_distinctiveness,0.3
2751,0,B_functional_distinctiveness,0.3
2752,0,B_functional_distinctiveness,0.3
2753,0,B_functional_distinctiveness,0.3
2755,0,B_functional_distinctiveness,0.3
2756,0,B_functional_distinctiveness,0.3
2757,0,B_functional_distinctiveness,0.3
2758,0,B_functional_distinctiveness,0.3
2759,0,B_functional_distinctiveness,0.3
2765,0,B_functional_distinctiveness,0.3
2766,0,B_functional_distinctiveness,0.3
2767,0,B_functional_distinctiveness,0.3
2768,0,B_functional_distinctiveness,0.3
2769,0,B_functional_distinctiveness,0.3
2770,0,B_functional_distinctiveness,0.3
2771,0,B_functional_distinctiveness,0.3
2773,1,B_functional_distinctiveness,0.3
2774,1,B_functional_distinctiveness,0.3
2775,1,B_functional_distinctiveness,0.3
2776,1,B_functional_distinctiveness,0.3
2777,1,B_functional_distinctiveness,0.3
2778,1,B_functional_distinctiveness,0.3
2779,1,B_functional_distinctiveness,0.3
2780,1,B_functional_distinctiveness,0.3
2781,1,B_functional_distinctiveness,0.3
2782,1,B_functional_distinctiveness,0.3
2783,1,B_functional_distinctiveness,0.3
2784,1,B_functional_distinctiveness,0.3
2785,1,B_functional_distinctiveness,0.3
2786,1,B_functional_distinctiveness,0.3
2787,1,B_functional_distinctiveness,0.3
2788,1,B_functional_distinctiveness,0.3
2789,1,B_functional_distinctiveness,0.3
2790,1,B_functional_distinctiveness,0.3
2791,1,B_functional_distinctiveness,0.3
2826,0,B_functional_distinctiveness,0.3
2827,0,B_functional_distinctiveness,0.3
2838,0,B_functional_distinctiveness,0.3
2839,0,B_functional_distinctiveness,0.3
2840,0,B_functional_distinctiveness,0.3
2841,0,B_functional_distinctiveness,0.3
2842,0,B_functional_distinctiveness,0.3
2843,1,B_functional_distinctiveness,0.3
2844,1,B_functional_distinctiveness,0.3
2845,1,B_functional_distinctiveness,0.3
2846,1,B_functional_distinctiveness,0.3
2847,1,B_functional_distinctiveness,0.3
2848,1,B_functional_distinctiveness,0.3
2849,1,B_functional_distinctiveness,0.3
2850,1,B_functional_distinctiveness,0.3
2851,1,B_functional_distinctiveness,0.3
2852,1,B_functional_distinctiveness,0.3
2853,1,B_functional_distinctiveness,0.3
2854,1,B_functional_distinctiveness,0.3
2855,1,B_functional_distinctiveness,0.3
2856,1,B_functional_distinctiveness,0.3
2857,1,B_functional_distinctiveness,0.3
2858,1,B_functional_distinctiveness,0.3
2859,1,B_functional_distinctiveness,0.3
2860,1,B_functional_distinctiveness,0.3
2861,1,B_functional_distinctiveness,0.3
2862,1,B_functional_distinctiveness,0.3
2909,0,B_functional_distinctiveness,0.3
2910,0,B_functional_distinctiveness,0.3
2911,0,B_functional_distinctiveness,0.3
2912,0,B_functional_distinctiveness,0.3
2913,0,B_functional_distinctiveness,0.3
2914,1,B_functional_distinctiveness,0.3
2915,1,B_functional_distinctiveness,0.3
2916,1,B_functional_distinctiveness,0.3
2917,1,B_functional_distinctiveness,0.3
2918,1,B_functional_distinctiveness,0.3
2919,1,B_functional_distinctiveness,0.3
2920,1,B_functional_distinctiveness,0.3
2921,1,B_functional_distinctiveness,0.3
2922,1,B_functional_distinctiveness,0.3
2923,1,B_functional_distinctiveness,0.3
2924,1,B_functional_distinctiveness,0.3
2925,1,B_functional_distinctiveness,0.3
2926,1,B_functional_distinctiveness,0.3
2927,1,B_functional_distinctiveness,0.3
2928,1,B_functional_distinctiveness,0.3
2929,1,B_functional_distinctiveness,0.3
2930,1,B_functional_distinctiveness,0.3
2931,1,B_functional_distinctiveness,0.3
2932,1,B_functional_distinctiveness,0.3
2933,1,B_functional_distinctiveness,0.3
2981,0,B_functional_distinctiveness,0.3
2982,0,B_functional_distinctiveness,0.3
2983,0,B_functional_distinctiveness,0.3
2984,0,B_functional_distinctiveness,0.3
2985,0,B_functional_distinctiveness,0.3
2986,1,B_functional_distinctiveness,0.3
2987,1,B_functional_distinctiveness,0.3
2988,1,B_functional_distinctiveness,0.3
2989,1,B_functional_distinctiveness,0.3
2990,1,B_functional_distinctiveness,0.3
2991,1,B_functional_distinctiveness,0.3
2992,1,B_functional_distinctiveness,0.3
2993,1,B_functional_distinctiveness,0.3
2994,1,B_functional_distinctiveness,0.3
2995,1,B_functional_distinctiveness,0.3
2996,1,B_functional_distinctiveness,0.3
2997,1,B_functional_distinctiveness,0.3
2998,1,B_functional_distinctiveness,0.3
2999,1,B_functional_distinctiveness,0.3
3000,1,B_functional_distinctiveness,0.3
3001,1,B_functional_distinctiveness,0.3
3002,1,B_functional_distinctiveness,0.3
3003,1,B_functional_distinctiveness,0.3
3004,1,B_functional_distinctiveness,0.3
3005,1,B_functional_distinctiveness,0.3
3052,0,B_functional_distinctiveness,0.3
3053,0,B_functional_distinctiveness,0.3
3054,0,B_functional_distinctiveness,0.3
3055,0,B_functional_distinctiveness,0.3
3056,0,B_functional_distinctiveness,0.3
3057,1,B_functional_distinctiveness,0.3
3058,1,B_functional_distinctiveness,0.3
3059,1,B_functional_distinctiveness,0.3
3060,1,B_functional_distinctiveness,0.3
3061,1,B_functional_distinctiveness,0.3
3062,1,B_functional_distinctiveness,0.3
3063,1,B_functional_distinctiveness,0.3
3064,1,B_functional_distinctiveness,0.3
3065,1,B_functional_distinctiveness,0.3
3066,1,B_functional_distinctiveness,0.3
3067,1,B_functional_distinctiveness,0.3
3068,1,B_functional_distinctiveness,0.3
3069,1,B_functional_distinctiveness,0.3
3070,1,B_functional_distinctiveness,0.3
3071,1,B_functional_distinctiveness,0.3
3072,1,B_functional_distinctiveness,0.3
3073,1,B_functional_distinctiveness,0.3
3074,1,B_functional_distinctiveness,0.3
3075,1,B_functional_distinctiveness,0.3
3076,1,B_functional_distinctiveness,0.3
3078,1,B_functional_distinctiveness,0.3
3079,1,B_functional_distinctiveness,0.3
3124,0,B_functional_distinctiveness,0.3
3125,0,B_functional_distinctiveness,0.3
3126,0,B_functional_distinctiveness,0.3
3127,0,B_functional_distinctiveness,0.3
3128,1,B_functional_distinctiveness,0.3
3129,1,B_functional_distinctiveness,0.3
3130,1,B_functional_distinctiveness,0.3
3131,1,B_functional_distinctiveness,0.3
3133,1,B_functional_distinctiveness,0.3
3134,1,B_functional_distinctiveness,0.3
3135,1,B_functional_distinctiveness,0.3
3136,1,B_functional_distinctiveness,0.3
3137,1,B_functional_distinctiveness,0.3
3138,1,B_functional_distinctiveness,0.3
3139,1,B_functional_distinctiveness,0.3
3140,1,B_functional_distinctiveness,0.3
3141,1,B_functional_distinctiveness,0.3
3142,1,B_functional_distinctiveness,0.3
3143,1,B_functional_distinctiveness,0.3
3144,1,B_functional_distinctiveness,0.3
3145,1,B_functional_distinctiveness,0.3
3146,1,B_functional_distinctiveness,0.3
3147,1,B_functional_distinctiveness,0.3
3150,1,B_functional_distinctiveness,0.3
3151,1,B_functional_distinctiveness,0.3
3199,0,B_functional_distinctiveness,0.3
3200,1,B_functional_distinctiveness,0.3
3202,1,B_functional_distinctiveness,0.3
3203,1,B_functional_distinctiveness,0.3
3204,1,B_functional_distinctiveness,0.3
3205,1,B_functional_distinctiveness,0.3
3206,1,B_functional_distinctiveness,0.3
3207,1,B_functional_distinctiveness,0.3
3208,1,B_functional_distinctiveness,0.3
3209,1,B_functional_distinctiveness,0.3
3210,1,B_functional_distinctiveness,0.3
3211,1,B_functional_distinctiveness,0.3
3212,1,B_functional_distinctiveness,0.3
3213,1,B_functional_distinctiveness,0.3
3214,1,B_functional_distinctiveness,0.3
3215,1,B_functional_distinctiveness,0.3
3216,1,B_functional_distinctiveness,0.3
3217,1,B_functional_distinctiveness,0.3
3218,1,B_functional_distinctiveness,0.3
3221,1,B_functional_distinctiveness,0.3
3222,1,B_functional_distinctiveness,0.3
3270,0,B_functional_distinctiveness,0.3
3271,0,B_functional_distinctiveness,0.3
3272,1,B_functional_distinctiveness,0.3
3273,1,B_functional_distinctiveness,0.3
3275,1,B_functional_distinctiveness,0.3
3278,1,B_functional_distinctiveness,0.3
3279,1,B_functional_distinctiveness,0.3
3280,1,B_functional_distinctiveness,0.3
3281,1,B_functional_distinctiveness,0.3
3282,1,B_functional_distinctiveness,0.3
3283,1,B_functional_distinctiveness,0.3
3284,1,B_functional_distinctiveness,0.3
3285,1,B_functional_distinctiveness,0.3
3286,1,B_functional_distinctiveness,0.3
3287,1,B_functional_distinctiveness,0.3
3293,1,B_functional_distinctiveness,0.3
3294,1,B_functional_distinctiveness,0.3
3295,1,B_functional_distinctiveness,0.3
3343,1,B_functional_distinctiveness,0.3
3344,1,B_functional_distinctiveness,0.3
3345,1,B_functional_distinctiveness,0.3
3351,1,B_functional_distinctiveness,0.3
3352,1,B_functional_distinctiveness,0.3
3353,1,B_functional_distinctiveness,0.3
3354,1,B_functional_distinctiveness,0.3
3355,1,B_functional_distinctiveness,0.3
3356,1,B_functional_distinctiveness,0.3
3357,1,B_functional_distinctiveness,0.3
3426,1,B_functional_distinctiveness,0.3
3427,1,B_functional_distinctiveness,0.3
3497,1,B_functional_distinctiveness,0.3
3498,1,B_functional_distinctiveness,0.3
3499,1,B_functional_distinctiveness,0.3
3568,1,B_functional_distinctiveness,0.3
3569,1,B_functional_distinctiveness,0.3
3570,1,B_functional_distinctiveness,0.3
3571,1,B_functional_distinctiveness,0.3
3641,1,B_functional_distinctiveness,0.3
3642,1,B_functional_distinctiveness,0.3
56,0,C_homogenization_risk,0.3
57,0,C_homogenization_risk,0.3
128,0,C_homogenization_risk,0.3
198,0,C_homogenization_risk,0.3
199,0,C_homogenization_risk,0.3
203,0,C_homogenization_risk,0.3
270,0,C_homogenization_risk,0.3
271,0,C_homogenization_risk,0.3
272,0,C_homogenization_risk,0.3
274,0,C_homogenization_risk,0.3
276,0,C_homogenization_risk,0.3
341,0,C_homogenization_risk,0.3
342,0,C_homogenization_risk,0.3
343,0,C_homogenization_risk,0.3
344,0,C_homogenization_risk,0.3
345,0,C_homogenization_risk,0.3
347,0,C_homogenization_risk,0.3
412,0,C_homogenization_risk,0.3
413,0,C_homogenization_risk,0.3
414,0,C_homogenization_risk,0.3
415,0,C_homogenization_risk,0.3
416,0,C_homogenization_risk,0.3
417,0,C_homogenization_risk,0.3
418,0,C_homogenization_risk,0.3
483,0,C_homogenization_risk,0.3
484,0,C_homogenization_risk,0.3
485,0,C_homogenization_risk,0.3
486,0,C_homogenization_risk,0.3
487,0,C_homogenization_risk,0.3
554,0,C_homogenization_risk,0.3
555,0,C_homogenization_risk,0.3
556,0,C_homogenization_risk,0.3
557,0,C_homogenization_risk,0.3
558,0,C_homogenization_risk,0.3
559,0,C_homogenization_risk,0.3
560,0,C_homogenization_risk,0.3
561,0,C_homogenization_risk,0.3
563,0,C_homogenization_risk,0.3
564,0,C_homogenization_risk,0.3
592,0,C_homogenization_risk,0.3
593,0,C_homogenization_risk,0.3
625,0,C_homogenization_risk,0.3
626,0,C_homogenization_risk,0.3
627,0,C_homogenization_risk,0.3
628,0,C_homogenization_risk,0.3
629,0,C_homogenization_risk,0.3
630,0,C_homogenization_risk,0.3
634,1,C_homogenization_risk,0.3
635,0,C_homogenization_risk,0.3
636,0,C_homogenization_risk,0.3
637,0,C_homogenization_risk,0.3
640,1,C_homogenization_risk,0.3
663,0,C_homogenization_risk,0.3
664,0,C_homogenization_risk,0.3
665,0,C_homogenization_risk,0.3
666,0,C_homogenization_risk,0.3
696,0,C_homogenization_risk,0.3
698,0,C_homogenization_risk,0.3
699,0,C_homogenization_risk,0.3
700,0,C_homogenization_risk,0.3
701,0,C_homogenization_risk,0.3
702,0,C_homogenization_risk,0.3
704,0,C_homogenization_risk,0.3
705,0,C_homogenization_risk,0.3
706,0,C_homogenization_risk,0.3
708,0,C_homogenization_risk,0.3
710,0,C_homogenization_risk,0.3
711,0,C_homogenization_risk,0.3
712,0,C_homogenization_risk,0.3
716,1,C_homogenization_risk,0.3
717,0,C_homogenization_risk,0.3
735,0,C_homogenization_risk,0.3
736,0,C_homogenization_risk,0.3
737,0,C_homogenization_risk,0.3
738,0,C_homogenization_risk,0.3
772,0,C_homogenization_risk,0.3
773,0,C_homogenization_risk,0.3
774,0,C_homogenization_risk,0.3
775,0,C_homogenization_risk,0.3
776,0,C_homogenization_risk,0.3
777,0,C_homogenization_risk,0.3
778,0,C_homogenization_risk,0.3
783,0,C_homogenization_risk,0.3
784,0,C_homogenization_risk,0.3
787,0,C_homogenization_risk,0.3
788,1,C_homogenization_risk,0.3
804,0,C_homogenization_risk,0.3
805,0,C_homogenization_risk,0.3
806,0,C_homogenization_risk,0.3
807,0,C_homogenization_risk,0.3
808,0,C_homogenization_risk,0.3
809,0,C_homogenization_risk,0.3
810,0,C_homogenization_risk,0.3
811,0,C_homogenization_risk,0.3
812,0,C_homogenization_risk,0.3
813,0,C_homogenization_risk,0.3
845,0,C_homogenization_risk,0.3
846,0,C_homogenization_risk,0.3
847,1,C_homogenization_risk,0.3
848,0,C_homogenization_risk,0.3
849,0,C_homogenization_risk,0.3
850,1,C_homogenization_risk,0.3
851,0,C_homogenization_risk,0.3
855,0,C_homogenization_risk,0.3
856,0,C_homogenization_risk,0.3
857,0,C_homogenization_risk,0.3
858,1,C_homogenization_risk,0.3
859,0,C_homogenization_risk,0.3
860,0,C_homogenization_risk,0.3
876,0,C_homogenization_risk,0.3
877,0,C_homogenization_risk,0.3
878,0,C_homogenization_risk,0.3
879,0,C_homogenization_risk,0.3
881,0,C_homogenization_risk,0.3
882,0,C_homogenization_risk,0.3
883,0,C_homogenization_risk,0.3
884,0,C_homogenization_risk,0.3
885,0,C_homogenization_risk,0.3
916,0,C_homogenization_risk,0.3
917,0,C_homogenization_risk,0.3
918,0,C_homogenization_risk,0.3
920,0,C_homogenization_risk,0.3
921,0,C_homogenization_risk,0.3
922,0,C_homogenization_risk,0.3
923,0,C_homogenization_risk,0.3
927,0,C_homogenization_risk,0.3
929,0,C_homogenization_risk,0.3
931,0,C_homogenization_risk,0.3
947,0,C_homogenization_risk,0.3
