species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative,trend_class,trend_grade,mk_S,mk_tau,mk_p
Dendrocopos major,theil_sen,0.012038769442754655,0.012310105169412163,-0.01196806099185556,0.003573764449727889,0.012966703864349888,0.021864700731091653,0.03440795591679309,0.83,0.17,stable,stable,6,0.6,0.2206713619198468
Spodiopsar sericeus,theil_sen,0.03929800093626824,0.007930579727794025,0.024482458240111797,0.03404060272097208,0.03970302911421126,0.04472400420554117,0.0534423802429417,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Dicrurus macrocercus,theil_sen,-0.005465815896865404,0.006829504403208263,-0.019564056359757852,-0.009737614603139738,-0.004811623664157656,-9.564597490818485e-4,0.006617489844905509,0.225,0.775,stable,stable,-6,-0.6,0.2206713619198468
Spizixos semitorques,theil_sen,0.029024289626778933,0.005736117188582704,0.01799543424267041,0.02576838129434258,0.029039053737405538,0.0326218470320714,0.040028582056770956,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Phoenicurus auroreus,theil_sen,0.004910492884146818,0.00703389825617977,-0.009740943029073959,3.123190418189044e-4,0.0049817836514827445,0.009193221725242992,0.018989265462387894,0.76,0.24,stable,stable,4,0.4,0.4624327264504763
Ardea alba,theil_sen,0.028876815638627942,0.011579510834309859,0.0036070126969692494,0.022766338461305383,0.028573752439202495,0.035087264327382406,0.05127912894274986,0.99,0.01,expanding,expanding,8,0.8,0.08641073297370003
Himantopus himantopus,theil_sen,0.07513418023937025,0.010927550857454048,0.0552038482981159,0.06912299763711152,0.07579098552491104,0.0816781615779053,0.09664208812558468,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Urocissa erythroryncha,theil_sen,0.04462354150957543,0.014320705346815298,0.014219088399042023,0.03645085511668123,0.045446383982367236,0.05503506860759906,0.06829101149338813,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Aegithalos concinnus,theil_sen,0.009998939924273772,0.0060997342046951114,-4.5329587894057667e-4,0.0060727586162117545,0.010404467997746514,0.014317826696244564,0.02127152465444979,0.96,0.04,expanding,expanding,10,1,0.02748633611151034
Lanius cristatus,theil_sen,0.004230734292804698,0.007290851466380894,-0.009030657360738666,-0.0013398526718873087,0.004159138095372776,0.008946705646053696,0.01882740700305286,0.725,0.275,stable,stable,2,0.2,0.8064959405073402
Fulica atra,theil_sen,0.10928598426153271,0.013941335432954493,0.08466718573006599,0.09687887295794961,0.11121761476190686,0.12004159646453605,0.1329614138340953,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Horornis fortipes,theil_sen,0.01665311781636013,0.0077919338499265875,0.003906834017947768,0.011455255393972059,0.015609338039787323,0.021624461551579908,0.03249071623966961,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Eophona migratoria,theil_sen,0.013974903524330083,0.011092518152502001,-0.00846063242924995,0.006372320357730037,0.014720984090307882,0.02146356591132275,0.03393735161787754,0.89,0.11,stable,stable,6,0.6,0.2206713619198468
Podiceps cristatus,theil_sen,0.06266070765622982,0.012757090586262506,0.03770006804156629,0.05483476560163859,0.06298049310519255,0.07044273345989296,0.08903658804578254,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Picus canus,theil_sen,0.004133241436553465,0.014340167698656621,-0.0226372626031969,-0.005003835287403981,0.004556414057797079,0.013931027899680124,0.03158884554824617,0.65,0.35,stable,stable,-2,-0.2,0.8064959405073402
Phylloscopus inornatus,theil_sen,0.02988041526933748,0.008271986095825594,0.014943714261436333,0.02483670814631868,0.03028564748485084,0.03430061258133493,0.046941803694211616,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pterorhinus sannio,theil_sen,0.03971416469597567,0.005511233880020437,0.02772164142080192,0.03642970386254238,0.039323105329009324,0.04317089611178178,0.05046639967638796,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Motacilla cinerea,theil_sen,0.01918299625388841,0.014674171365313312,-0.011507986184856364,0.009960565154359951,0.019279343948943466,0.027117154786785214,0.04598539388018544,0.91,0.09,stable,stable,8,0.8,0.08641073297370003
Sterna hirundo,theil_sen,0.047525642225207054,0.012007551351361648,0.022382021810594677,0.04013359776057987,0.04770918380148956,0.0553388057090006,0.06963818525468099,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Falco tinnunculus,theil_sen,0.041954990435085215,0.00858456189370712,0.024610721364437635,0.03650723556373063,0.04292805737908973,0.04703379374884317,0.05720395416603491,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Hypsipetes leucocephalus,theil_sen,0.007192942412961836,0.005764059441110344,-0.003149989596100535,0.003037347613719888,0.007576215913523229,0.011278566553966274,0.017451629150359336,0.865,0.135,stable,stable,6,0.6,0.2206713619198468
Apus apus,theil_sen,0.0063794216501984686,0.007791641838631553,-0.007384218885113258,9.62212701570943e-4,0.006428263215345878,0.011217470417355154,0.02126166987279278,0.81,0.19,stable,stable,6,0.6,0.2206713619198468
Cuculus micropterus,theil_sen,0.02015562895270054,0.009102680874630998,0.0016164187121760095,0.014192214643516471,0.020660687883757526,0.026451273239792857,0.03558143236834766,0.985,0.015,expanding,expanding,10,1,0.02748633611151034
Phalacrocorax carbo,theil_sen,0.03517301231234484,0.012766938810540269,0.007431759419792686,0.026167394265625643,0.03501895679412595,0.045340533387265236,0.05763572294714925,0.99,0.01,expanding,expanding,8,0.8,0.08641073297370003
Phoenicurus fuliginosus,theil_sen,0.024464575464730662,0.007756088224629422,0.008588233298629979,0.01960580927477025,0.02471634069387236,0.029853683624480133,0.038809944546184076,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Prinia inornata,theil_sen,0.02437855934359233,0.006209890576448332,0.012452249964919782,0.019905276777791733,0.023581761813129244,0.02887617551918867,0.03717191456074048,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Milvus migrans,theil_sen,0.02350539871813886,0.015546296761708522,-0.00505360011200017,0.013517728335426464,0.0236210104967277,0.034619538291618665,0.053014906854940945,0.92,0.08,stable,stable,6,0.6,0.2206713619198468
Bubulcus coromandus,theil_sen,-1.388195648874495e-4,0.010958897645936877,-0.01963881691157465,-0.007466787197208466,-2.2760033926219158e-4,0.007092815119537207,0.020998554741900842,0.495,0.505,stable,stable,2,0.2,0.8064959405073402
Phylloscopus proregulus,theil_sen,0.013555598092160403,0.007712326887809002,-0.0013589832296440776,0.008983139695672514,0.01344518072600863,0.018914962460535718,0.02844469706692593,0.955,0.045,expanding,expanding,4,0.4,0.4624327264504763
Acrocephalus orientalis,theil_sen,0.050248769908117455,0.012637856251530771,0.026771441315416897,0.04207843662549527,0.05018674980201958,0.05867529939606035,0.0752420421423179,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Aegithalos glaucogularis,theil_sen,0.034282585344759794,0.008394316163780315,0.016994471848615793,0.028766193514677803,0.03468328898857055,0.04052645216551206,0.04953365780101407,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Eudynamys scolopaceus,theil_sen,0.021259268410538382,0.007260807587525398,0.00793845187071089,0.01716357356810036,0.0210929185875013,0.025512589998657492,0.035295050374161585,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Anthus hodgsoni,theil_sen,-0.006704847104453383,0.012526803296843142,-0.031394141919196934,-0.015829550343708546,-0.005531226644046374,0.0011001643956005808,0.016943256134995626,0.28,0.72,stable,stable,-2,-0.2,0.8064959405073402
Pterorhinus perspicillatus,theil_sen,0.03853057986896289,0.008983952349284924,0.018632841412606658,0.034204494149498874,0.039239729944076075,0.044562648381038905,0.05327687974172884,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Charadrius dubius,theil_sen,0.03632609767488941,0.012883955011145894,0.008242549543282508,0.027966774767015236,0.0374188772717564,0.04553458752764225,0.05616890641794893,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Poecile palustris,theil_sen,0.026590974574832924,0.008068483151639275,0.010790091194847033,0.021673671071592713,0.027014743173580866,0.03233387356985442,0.040373300546633,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Actitis hypoleucos,theil_sen,0.02609096526718598,0.014446425276300388,4.5538064328157907e-4,0.01622517758421776,0.02646868213973423,0.03593787542974762,0.05436924659028375,0.975,0.025,expanding,expanding,4,0.4,0.4624327264504763
Tadorna ferruginea,theil_sen,0.04841662263489904,0.010061389308905669,0.030658610782349573,0.040720187072945335,0.048876591431673604,0.055859443956856596,0.06684857873748293,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Passer cinnamomeus,theil_sen,0.0329842963845264,0.01298022892563279,0.008092984647086205,0.023623976736323993,0.032840217561228006,0.04084728904337584,0.058280266716408305,0.995,0.005,expanding,strong_expanding,6,0.6,0.2206713619198468
Vanellus cinereus,theil_sen,0.07812376506572583,0.012622579497000918,0.049844586215774936,0.07057252162104402,0.0777424947918873,0.08749616587317831,0.10057282611068719,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pycnonotus xanthorrhous,theil_sen,0.030758920951200728,0.006845127130986906,0.01766006276553099,0.026236302578294846,0.030927590274245333,0.0356563827016986,0.042712275729223134,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Emberiza spodocephala,theil_sen,0.01639477530023636,0.011822053775243023,-0.006661802041056828,0.008911138647211797,0.016679697282463397,0.023492562034942762,0.04169608667729465,0.915,0.085,stable,stable,8,0.8,0.08641073297370003
Ixobrychus sinensis,theil_sen,0.03364585178405539,0.013126113680799094,0.006087146418071207,0.025674943608654348,0.033807471774892225,0.04176492648229856,0.058864529159563125,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Oriolus chinensis,theil_sen,0.015497639369681647,0.007297048537976964,0.0015890237989105074,0.010815063264859145,0.015220238342063212,0.019702940782694953,0.031343251601731396,0.98,0.02,expanding,expanding,6,0.6,0.2206713619198468
Emberiza pusilla,theil_sen,0.016002307093250297,0.011024329065493912,-0.007716851124676774,0.008201492204086589,0.01631058724136536,0.02298275270595912,0.03621666489171754,0.93,0.07,stable,stable,6,0.6,0.2206713619198468
Chroicocephalus ridibundus,theil_sen,0.0604521337052043,0.012242040117443068,0.034151819288490634,0.0532071695715821,0.0604131872780731,0.06890148722490073,0.08338533543299317,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pycnonotus jocosus,theil_sen,0.017236080688451144,0.003766173311047783,0.009392047014558168,0.014675607926805041,0.01731685799738517,0.01965426687531915,0.024290141630952736,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Streptopelia decaocto,theil_sen,0.034552766796438684,0.009265768356340848,0.016467893889934283,0.028296495253232155,0.03422936692520845,0.040064774198891914,0.05290416015601687,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pomatorhinus ruficollis,theil_sen,0.019245901962902656,0.005828017388271819,0.008516365752884896,0.015386946462985596,0.01965842864427573,0.02295047583300662,0.030467349363382138,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Bambusicola thoracicus,theil_sen,0.01977934168222575,0.007627970599012724,0.005483373540390742,0.01482646093587411,0.019803842436007378,0.02465010003554456,0.034134720529499764,0.995,0.005,expanding,strong_expanding,8,0.8,0.08641073297370003
Pardaliparus venustulus,theil_sen,-0.003436441147517035,0.011360324619754439,-0.024353472689346532,-0.01121951667693875,-0.0036942558834400195,0.00419974966235815,0.019963418392185243,0.385,0.615,stable,stable,0,0,1
Ficedula albicilla,theil_sen,0.005683127490713345,0.010193752409096667,-0.011143768881882298,-0.0014053319920056505,0.005879850795611187,0.011638018619827016,0.025279098476600655,0.705,0.295,stable,stable,2,0.2,0.8064959405073402
Picoides canicapillus,theil_sen,0.08140693155121777,0.015574494105695398,0.04717495831443815,0.07236708473814363,0.08363020075455907,0.09216250443390336,0.1067002120162226,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Hemixos castanonotus,theil_sen,0.02057207166516551,0.0039234427440962266,0.01282611519616333,0.017993212725333094,0.020592021712764336,0.023437484216289738,0.02759144403175578,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa glareola,theil_sen,0.021704179792975068,0.019991847428380026,-0.01779767016483336,0.010659232301425396,0.023227720105878258,0.03447070162081259,0.057017670580240785,0.855,0.145,stable,stable,2,0.2,0.8064959405073402
Abroscopus albogularis,theil_sen,0.025525256823008137,0.008074430352523577,0.007644317755926643,0.021083729321543596,0.026541494630640046,0.03105851617546313,0.03824697194820911,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Saxicola stejnegeri,theil_sen,0.043651131242530415,0.011864250910740698,0.01686560179853867,0.03589657398878783,0.04359551391472791,0.05237876133122518,0.06521214219571117,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Garrulus glandarius,theil_sen,0.005324263147105242,0.012322959111248807,-0.017519649801757388,-0.003222528549910779,0.006770570311707252,0.014035005877554444,0.027420637206339613,0.66,0.34,stable,stable,6,0.6,0.2206713619198468
Chlidonias hybrida,theil_sen,0.07844341048910351,0.012034359463130978,0.05734348796965272,0.07125732342796418,0.07803004075398234,0.08572606012134275,0.10029267745135226,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Corvus corone,theil_sen,0.03895416649268325,0.01080414633604562,0.01989746213648263,0.03180736197993673,0.03864200062992571,0.046102666680464595,0.05879260628678013,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Trochalopteron elliotii,theil_sen,-0.006335116987626941,0.007430401512164177,-0.020625601944302706,-0.011677908126838242,-0.006259130679392081,-0.0011458507218926033,0.006841819490393469,0.22,0.78,stable,stable,-8,-0.8,0.08641073297370003
Parus monticolus,theil_sen,0.009378651717345837,0.006553111183083992,-0.00329885881468402,0.005063236814113824,0.009858527617623463,0.014179124726856783,0.01984749546983154,0.93,0.07,stable,stable,8,0.8,0.08641073297370003
Phylloscopus fuscatus,theil_sen,0.02083278294920461,0.015602361556401325,-0.0069707720432256514,0.009055287685365086,0.021684036749518278,0.029115790646064864,0.05075046873551781,0.91,0.09,stable,stable,4,0.4,0.4624327264504763
Myophonus caeruleus,theil_sen,0.01981872826150326,0.0073315265574892,0.005792015815040293,0.014388377836379387,0.019761173436168154,0.024692946592317466,0.033194573104336315,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pyrrhocorax pyrrhocorax,theil_sen,0.003943372486544439,0.007616982959616647,-0.011325670636915799,-5.849298033578157e-4,0.004033208111860448,0.00854742302289188,0.017748321362923702,0.71,0.29,stable,stable,4,0.4,0.4624327264504763
Ficedula zanthopygia,theil_sen,0.01294545188934006,0.013197821475636912,-0.011015917005089566,0.002608570493712563,0.013284890598904146,0.021510804740424196,0.038473103329280486,0.845,0.155,stable,stable,8,0.8,0.08641073297370003
Pericrocotus cantonensis,theil_sen,0.005200218554510808,0.008008425794034607,-0.011628286628058338,4.2204587281731085e-4,0.005793891972286391,0.010449268404756133,0.019154537626374504,0.77,0.23,stable,stable,4,0.4,0.4624327264504763
Ixos mcclellandii,theil_sen,0.03136401500371833,0.004957389907503221,0.022240568558148075,0.028051739531722436,0.03128052705708349,0.03416378372722913,0.04003358914381294,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa nebularia,theil_sen,0.04408735663966773,0.014428000970455537,0.013476600801926817,0.03465292309474849,0.04486374728422466,0.05390373768185684,0.07155877011021468,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Dicrurus hottentottus,theil_sen,-0.0043954365120517465,0.009761027745039806,-0.024447913790684686,-0.010416532055307445,-0.004745049056106552,0.0026001994121054367,0.012913023764622769,0.32,0.68,stable,stable,-8,-0.8,0.08641073297370003
Gracupica nigricollis,theil_sen,0.020265733582482855,0.004694135280617003,0.009656588294431855,0.017287891445395637,0.02018208049392914,0.023276931443915946,0.028746418498427205,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa totanus,theil_sen,0.0433004257249102,0.011378463320891308,0.01978254964039803,0.03576167750957677,0.04414536009652449,0.051201164701991,0.06439470524297466,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Hierococcyx sparverioides,theil_sen,0.04270709899433075,0.02255109138644177,-0.0027857215422889413,0.028977526024057204,0.044731844558164424,0.0581334464860314,0.08395682520280294,0.96,0.04,expanding,expanding,8,0.8,0.08641073297370003
Leiothrix lutea,theil_sen,-0.00411503070607089,0.009529921041728099,-0.023472616547880642,-0.010219526277518667,-0.004540709979170634,0.0023839621734846094,0.01287208849298588,0.325,0.675,stable,stable,-2,-0.2,0.8064959405073402
Charadrius alexandrinus,theil_sen,0.04622346930480586,0.01344968240445977,0.022100574510887868,0.0373870666283628,0.04726639998220708,0.053426999699319924,0.07262353548758681,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Dendrocitta formosae,theil_sen,0.016956527024187925,0.005199431858931056,0.006554745878580266,0.01383311362362592,0.017917464342761053,0.020522250699635824,0.025870094647343106,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Aix galericulata,theil_sen,0.046719132897412495,0.012193744226893866,0.023252889913024367,0.03824489315285039,0.04740619291108449,0.055756465399291855,0.0677465203569915,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Motacilla tschutschensis,theil_sen,0.032698927131901194,0.015764729353331394,0.005103667321400255,0.02126690026073788,0.03219121271740827,0.04256619986890653,0.06509155516345147,0.995,0.005,expanding,strong_expanding,6,0.6,0.2206713619198468
