period_pair,prop_turnover_mean,prop_turnover_q025,prop_turnover_q975,n_grids
P1_P2,0.7567000824528907,0.6189287427449328,0.8990041373404797,1247
P2_P3,0.5512870783170771,0.4373744414974396,0.6726297296580787,1247
P3_P4,0.6528215801286783,0.5466242616420257,0.766221245562909,1247
P4_P5,0.19545927702250976,0.15114123680654773,0.24430875781743452,1247
