mean,sd,q025,median,q975,param
-0.4034891464443576,0.47875100234812373,-1.4374037564630209,-0.21951173934697843,0.034648294536968036,beta.comm
-0.04756248637836451,0.6299565667743156,-1.1960512902137488,0.1594578461195802,0.5790305021110256,beta.comm
-0.13642485087209574,0.13491618977642167,-0.4026531131022539,-0.12738776980215502,0.07184291995227499,beta.comm
-0.06878652472756965,1.0427712261792241,-1.479099310440536,0.11186039800717779,1.6073572913838519,beta.comm
0.007859097751334566,0.2778749203627328,-0.3339687990443871,-0.05880960146598612,0.4916698204860719,beta.comm
-0.14816732106697,0.5792013981532,-1.2090976407117267,-0.011859136704684053,0.5907813764202475,beta.comm
0.19201105668584678,0.6770763810175116,-0.38938604054169157,-0.12591922868215338,1.5667428249274744,beta.comm
-0.4688449779919832,0.628686589418702,-1.4358671281803401,-0.38102725596890574,0.47410878584226746,beta.comm
-0.17638603506217254,0.5452287390457878,-1.176775959608782,-0.04887104428735599,0.49134134642791943,beta.comm
0.06673964179235463,0.26334238449411285,-0.28140575920869493,-0.013866342291292147,0.5778097205045776,beta.comm
0.029978698438508027,0.8277753281564678,-1.0838462974384389,-0.15765278933993204,1.5763243344941582,beta.comm
-0.27190162526025313,0.6106890993962042,-1.4776373697551803,-0.15460624542581775,0.46510162377920994,beta.comm
-0.1950378247200609,0.5474770946207884,-1.2023319710119527,-0.08072182941865592,0.49134895051100275,beta.comm
0.06182650209683978,0.27065447247727137,-0.27025403743273396,-0.016566234315354034,0.5839507607867522,beta.comm
0.16179734246072006,0.8269868036084984,-1.063894523360934,0.1938064843757111,1.5792631437793407,beta.comm
