species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative,trend_class,trend_grade,mk_S,mk_tau,mk_p
Passer montanus,theil_sen,0.023981263571896266,0.006551595679168214,0.011981365618438135,0.01962425239180071,0.023363032134313677,0.02782245069990076,0.03755719898099665,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pycnonotus sinensis,theil_sen,0.022147554473338642,0.005984024225357944,0.010557873121069036,0.01800765661257711,0.022566616066621477,0.026232962543213688,0.033217809887551866,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Hirundo rustica,theil_sen,0.025511817132901026,0.0072079687735742744,0.011801974641426908,0.02033988952780789,0.025518653710010816,0.030552075830476012,0.03967616871365432,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Spilopelia chinensis,theil_sen,0.046146883000182166,0.007110139604000375,0.03164467842815341,0.041654405651075914,0.04599695201483989,0.050941130896987916,0.059694370685922635,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pica serica,theil_sen,0.07124272209563931,0.007553990681422829,0.05728781599877789,0.06634769711364369,0.07100169716252983,0.07599398796145984,0.08773641257270107,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Motacilla alba,theil_sen,0.00688123554212572,0.005666893707006696,-0.0015886598346603255,0.002947176137653419,0.005998367415961409,0.00968143317024913,0.02097669281549105,0.9225,0.0775,stable,stable,10,1,0.02748633611151034
Turdus mandarinus,theil_sen,0.02560356585256259,0.007031795589537357,0.01220925012467208,0.021116420715713166,0.025907075887076424,0.030189541193719763,0.039014562979544816,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Egretta garzetta,theil_sen,0.03817901833514818,0.009167358981282726,0.01820864735908021,0.03281300677488085,0.03858838339743639,0.04472856005891375,0.054219046273071586,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Parus minor,theil_sen,0.012133222254565814,0.008158922787826635,-0.005222809522940331,0.006418437488860344,0.012129766544463204,0.01783274063619122,0.027435731472740185,0.9325,0.0675,stable,stable,6,0.6,0.2206713619198468
Cyanopica cyanus,theil_sen,0.021652908166868805,0.008079910839343611,0.0037188034019935024,0.016794835757874185,0.022291026029051624,0.02712805275237087,0.037630089983660575,0.9875,0.0125,expanding,expanding,10,1,0.02748633611151034
Streptopelia orientalis,theil_sen,0.019638656558180315,0.013283038110868462,-0.007451511596619001,0.010396163125334285,0.02006941641727535,0.029191167140504543,0.04423505593562045,0.9225,0.0775,stable,stable,8,0.8,0.08641073297370003
Tachybaptus ruficollis,theil_sen,0.0602378452468498,0.010007304520166517,0.04023879626813631,0.05433523168244258,0.06027510801217274,0.06627548903540381,0.08098201235348554,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Nycticorax nycticorax,theil_sen,0.0571017884522909,0.012208081403482998,0.03219644469166186,0.04920483519659041,0.057543469117382416,0.06621078214606518,0.08014676830740577,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Gallinula chloropus,theil_sen,0.06406586337508373,0.011570149003293033,0.042839091975408465,0.0556631012387799,0.06502975838404357,0.0716224264224822,0.08703404312665565,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Sinosuthora webbiana,theil_sen,0.026833052781512906,0.008158860205978702,0.011710950853817976,0.021036453011369118,0.02700504966250323,0.032345533083553674,0.04188002801194813,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Chloris sinica,theil_sen,0.008379091626681035,0.00618708357895176,-0.0035056195442487387,0.0042828189655678296,0.008274275454036896,0.012442179225225138,0.020399236237162346,0.92,0.08,stable,stable,6,0.6,0.2206713619198468
Cecropis daurica,theil_sen,-7.394183523328736e-4,0.007729152201054908,-0.015331959608940876,-0.0060750833804942665,-2.699467937241166e-4,0.004798544345136303,0.012564988539833706,0.4775,0.5225,stable,stable,0,0,1
Acridotheres cristatellus,theil_sen,0.016541196725660748,0.00732546533828152,0.002085766169715233,0.011643092162729803,0.016364020198358073,0.021402946005440522,0.03069160304752062,0.99,0.01,expanding,expanding,6,0.6,0.2206713619198468
Ardeola bacchus,theil_sen,0.01374287025786129,0.009151984253435011,-0.0043089397588776755,0.008028398622641776,0.014234065246687347,0.019531749503310953,0.032251129440976245,0.91,0.09,stable,stable,6,0.6,0.2206713619198468
Copsychus saularis,theil_sen,0.010549668197358869,0.004671329573060595,0.0011934181738865316,0.007453000288311626,0.010163147980999035,0.01388048015932446,0.0195978516247046,0.98,0.02,expanding,expanding,10,1,0.02748633611151034
Ardea cinerea,theil_sen,0.05992632167091115,0.012179192387941004,0.03777486939902776,0.051643140073277916,0.059082259292908425,0.06804748246368977,0.084017256082487,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Anas platyrhynchos,theil_sen,0.04707878646273529,0.011075181003556107,0.02677148318737679,0.03992954811992429,0.04672130594699189,0.05474234128574078,0.06806192622170841,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Lanius schach,theil_sen,0.02777081216958363,0.005665243131424991,0.01646925704959477,0.024203018770501614,0.027952094266064913,0.031840931089911394,0.03791774098338637,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Spodiopsar cineraceus,theil_sen,0.06254861605306378,0.010657280986771978,0.04477228102308399,0.05513978198271555,0.06215494826516633,0.06929032493836018,0.08420075114989291,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Alcedo atthis,theil_sen,0.016456971254577596,0.007724052117317045,0.0023401669942861355,0.010959281564186681,0.016393500583217896,0.02195263105980007,0.03132116277507977,0.985,0.015,expanding,expanding,10,1,0.02748633611151034
Anas zonorhyncha,theil_sen,0.04118666743779016,0.010555078881756259,0.020598307409428983,0.03441184514620198,0.04126501643219116,0.04865414123027262,0.06063193560066559,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Phasianus colchicus,theil_sen,0.04838836425838814,0.009704766083648442,0.028703672808313662,0.042374132343522095,0.04853517970585824,0.05492867845089512,0.06621972342923352,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Zosterops simplex,theil_sen,0.00982705126380311,0.0052180206399927865,-6.566632948967092e-4,0.006376098671964484,0.009960394052302143,0.01323155259255995,0.02105424965775925,0.9625,0.0375,expanding,expanding,4,0.4,0.4624327264504763
Cuculus canorus,theil_sen,0.03730371476266919,0.008341554652412386,0.020902350841639508,0.03202012868640325,0.03737478096671047,0.04268102201876543,0.05501064244834972,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Corvus macrorhynchos,theil_sen,0.024982919490758992,0.016208345526881635,-0.007631387334013966,0.013360148562283061,0.02578324852526867,0.03650810720685694,0.05520278391706865,0.93,0.07,stable,stable,4,0.4,0.4624327264504763
Upupa epops,theil_sen,0.03657048164753714,0.008083415068699152,0.020867733051800244,0.031263996502889246,0.03688570024516391,0.0415163467156995,0.05252636625042283,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Dendrocopos major,theil_sen,0.00871472322058447,0.011793606708634,-0.015710334076724772,0.001009809841607326,0.008564294344025038,0.016595247227528424,0.030389026748918233,0.7675,0.2325,stable,stable,2,0.2,0.8064959405073402
Spodiopsar sericeus,theil_sen,0.03811302288571343,0.0088112377077815,0.02288612507575913,0.032142852728661235,0.03824343569259882,0.043260058810485405,0.05652187460692265,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Dicrurus macrocercus,theil_sen,-0.006773202162673929,0.006724414425397445,-0.020027954450909987,-0.011133209695434257,-0.006500159428039829,-0.0018722854261524913,0.005552012954045802,0.155,0.845,stable,stable,-6,-0.6,0.2206713619198468
Spizixos semitorques,theil_sen,0.028873906490983918,0.006416873943399695,0.016171402034156575,0.024995173456056136,0.028952953265683805,0.03332473913208138,0.04047970189169145,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Phoenicurus auroreus,theil_sen,0.004346270424170328,0.007294063563612145,-0.010502418528142115,-7.120726479848509e-4,0.005047883849076951,0.009305053715085644,0.01781149458129515,0.73,0.27,stable,stable,4,0.4,0.4624327264504763
Ardea alba,theil_sen,0.02788510538729881,0.011215729340563734,0.007211031442721079,0.020893983377814195,0.02718505434633843,0.03514339759662175,0.0500459246485027,0.995,0.005,expanding,strong_expanding,8,0.8,0.08641073297370003
Himantopus himantopus,theil_sen,0.07679307336916057,0.01109376557062568,0.0511937158225445,0.07013840213546889,0.07779544434438382,0.0841111961674425,0.09632612763818034,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Urocissa erythroryncha,theil_sen,0.04270690011437696,0.014217099507267137,0.013181641397979492,0.03430378124634682,0.04276492327958745,0.051920388772989184,0.06907247211750742,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Aegithalos concinnus,theil_sen,0.010397665681035374,0.005967138607758959,-0.00154607343039607,0.006618972660624995,0.010734623034759652,0.014345896558057878,0.02280125923985742,0.9525,0.0475,expanding,expanding,10,1,0.02748633611151034
Lanius cristatus,theil_sen,0.0026414037371537773,0.0074425868923617185,-0.012958075086634338,-0.002485274512111682,0.0026131362591449714,0.0077715314927001185,0.016983665232201847,0.6425,0.3575,stable,stable,2,0.2,0.8064959405073402
Fulica atra,theil_sen,0.10830167593388759,0.013836755471504274,0.08208685837137611,0.09917363663587526,0.10820463629521615,0.11802122031699187,0.13329995883434462,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Horornis fortipes,theil_sen,0.014461322371689511,0.008424974379751,-0.00116349830268511,0.00914315134251751,0.01457357292202391,0.02003182847372604,0.031044526771699714,0.965,0.035,expanding,expanding,8,0.8,0.08641073297370003
Eophona migratoria,theil_sen,0.013316238458266197,0.01176344723884818,-0.01130761823045508,0.006096265990360875,0.013440805753445782,0.02030805590644216,0.03809657440971517,0.8525,0.1475,stable,stable,6,0.6,0.2206713619198468
Podiceps cristatus,theil_sen,0.06071257456322998,0.013074722192953407,0.03591962930858422,0.051977851850670255,0.06058042200346338,0.07012462079748161,0.084999491558034,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Picus canus,theil_sen,0.001939843987000256,0.014320021705573715,-0.024086840409539855,-0.007674908736760917,0.0011295215197421418,0.011544078942533561,0.029879068643845666,0.53,0.47,stable,stable,0,0,1
Phylloscopus inornatus,theil_sen,0.028619295822297663,0.008841882041064753,0.011511272354459987,0.022879017239327726,0.028127358500369855,0.03419244811442548,0.04685770796055866,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Pterorhinus sannio,theil_sen,0.040121388360281264,0.005686434908146795,0.028661381874127676,0.03613495084550612,0.04033641131481881,0.04401679600545583,0.05059872311927742,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Motacilla cinerea,theil_sen,0.016024688857739777,0.011869827945092852,-0.004973538413178506,0.007459255851867356,0.016055708880629037,0.023688985458164072,0.0392547363530097,0.9225,0.0775,stable,stable,8,0.8,0.08641073297370003
Sterna hirundo,theil_sen,0.04512130710174857,0.012801847367707866,0.019743726397376787,0.03725797774493002,0.046267433653415166,0.0535370169278223,0.06885205222271282,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Falco tinnunculus,theil_sen,0.041144115873873476,0.00843484548996305,0.024261237385442558,0.03584409626651561,0.041183426783503105,0.046994226609419924,0.05688226377167074,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Hypsipetes leucocephalus,theil_sen,0.007398550271389706,0.005863380623750582,-0.004038762700990314,0.0033858903592564934,0.007742730665372194,0.011642993965550626,0.018264533684318972,0.88,0.12,stable,stable,6,0.6,0.2206713619198468
Apus apus,theil_sen,0.005213468917821354,0.007395712124883409,-0.009988760546036618,5.692729453756102e-4,0.005692214576691487,0.009655124983260724,0.019452813527887247,0.77,0.23,stable,stable,6,0.6,0.2206713619198468
Cuculus micropterus,theil_sen,0.01925211210329027,0.00844716563242578,0.0018033082790489324,0.013636358833754553,0.01936414840145031,0.024527021535919957,0.03571328117503938,0.9825,0.0175,expanding,expanding,10,1,0.02748633611151034
Phalacrocorax carbo,theil_sen,0.03386396032240824,0.013311655868427766,0.007818690627045108,0.025490280263394508,0.03423969776011212,0.04266953466890268,0.058435262833459053,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Phoenicurus fuliginosus,theil_sen,0.02535301636842581,0.008530138033277138,0.0063303432815376886,0.020127226655040523,0.02639297440393512,0.031239887098510284,0.0393386652517978,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Prinia inornata,theil_sen,0.02322909838383287,0.006558980804395969,0.010091857507676686,0.01869749746848525,0.0230071351873866,0.02751575626002842,0.03735741595549896,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Milvus migrans,theil_sen,0.019529450055389617,0.017716847949519183,-0.016839447827569354,0.008287826721342956,0.02012296139390908,0.03279350435541566,0.051695371452961554,0.8575,0.1425,stable,stable,4,0.4,0.4624327264504763
Bubulcus coromandus,theil_sen,5.182899073813109e-4,0.01132960314875285,-0.020457713604778577,-0.007114776478187614,0.0010126512589059486,0.008684892730112404,0.02145108631758585,0.525,0.475,stable,stable,2,0.2,0.8064959405073402
Phylloscopus proregulus,theil_sen,0.012618855462027033,0.008210824859430161,-0.004502643072409205,0.0077025239412506635,0.012521236057896845,0.017691670683055938,0.02824105092231787,0.9375,0.0625,stable,stable,4,0.4,0.4624327264504763
Acrocephalus orientalis,theil_sen,0.05049549928693957,0.012732792931755903,0.02631169713821851,0.04167507120845218,0.051389508712902016,0.05922771674446572,0.07376555923792322,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Aegithalos glaucogularis,theil_sen,0.03366186708162646,0.008540610741660326,0.016979692451653445,0.028037376651465305,0.033329547264280265,0.04003516947605823,0.049940519324468184,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Eudynamys scolopaceus,theil_sen,0.019974820757961802,0.006668885179788198,0.00797169202791662,0.015153373893450056,0.019569984715599818,0.024384111095627485,0.033774254231011255,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Anthus hodgsoni,theil_sen,-0.008752690955666362,0.013279192805054926,-0.0355195664949081,-0.01743625108765978,-0.008110960009608894,-2.1304786794500846e-4,0.0171039494911844,0.2475,0.7525,stable,stable,-2,-0.2,0.8064959405073402
Pterorhinus perspicillatus,theil_sen,0.03886642817003689,0.009016971635715847,0.01971328256064681,0.033251633834774884,0.03924854332528029,0.04515819634261002,0.05552827782415998,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Charadrius dubius,theil_sen,0.03168025923822069,0.01193433281225436,0.0049547797563053554,0.024642263284323306,0.03220379498279162,0.03976422815925736,0.05460680349759644,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Poecile palustris,theil_sen,0.02629506886516109,0.00811550418498147,0.008458114842185237,0.02195172356131679,0.02632799671433838,0.031916154148726124,0.04016564687298766,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Actitis hypoleucos,theil_sen,0.02360642153361238,0.014175686612776423,-0.004160730195611446,0.01456021974893671,0.023261271970470246,0.03236806449608089,0.052114772064446875,0.9575,0.0425,expanding,expanding,4,0.4,0.4624327264504763
Tadorna ferruginea,theil_sen,0.04784356059141344,0.010701060497294987,0.025046203334736117,0.0407094666441163,0.04843281355771509,0.054864870220194324,0.06740174900076097,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Passer cinnamomeus,theil_sen,0.03298498411989807,0.013510604137661763,0.004779688311884435,0.023824349470268888,0.03361151117936343,0.04351256521226801,0.05737275629201867,0.9825,0.0175,expanding,expanding,6,0.6,0.2206713619198468
Vanellus cinereus,theil_sen,0.07784268716139373,0.012894000655828143,0.052158810953157525,0.06921941763562389,0.07903013084218484,0.08646598459852733,0.1011782073488354,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pycnonotus xanthorrhous,theil_sen,0.030411344619659986,0.006560860433651697,0.018629085518465593,0.025954974668639982,0.030692838808930707,0.034743586786742026,0.04405640908296505,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Emberiza spodocephala,theil_sen,0.013800277434978912,0.011463158051702262,-0.00796249102957339,0.00572447313713401,0.013533600248314967,0.021171144573355304,0.03839830096474534,0.8875,0.1125,stable,stable,8,0.8,0.08641073297370003
Ixobrychus sinensis,theil_sen,0.030793553848668588,0.015294115719873604,0.0035773543684407064,0.020508467411798036,0.030656267242770582,0.042294154850243675,0.06200459958154895,0.9825,0.0175,expanding,expanding,10,1,0.02748633611151034
Oriolus chinensis,theil_sen,0.013672520572291376,0.007380701825389991,-6.65412496443476e-4,0.009029385198123983,0.013572950903360068,0.018635368331022417,0.02789126929597031,0.9675,0.0325,expanding,expanding,6,0.6,0.2206713619198468
Emberiza pusilla,theil_sen,0.01507868989697184,0.010941681690297085,-0.006625354058220154,0.00806686848091168,0.014666566331027022,0.02187987357683186,0.03755276978264825,0.925,0.075,stable,stable,6,0.6,0.2206713619198468
Chroicocephalus ridibundus,theil_sen,0.058677034665534075,0.011328975199143105,0.03417933115410551,0.05200481601924159,0.059170141204971986,0.06564003670088545,0.07891361998314828,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pycnonotus jocosus,theil_sen,0.01667190420412127,0.0035681699784419966,0.0091514063588446,0.014246256937794483,0.017009681531364673,0.019369839547806345,0.022836388876107068,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Streptopelia decaocto,theil_sen,0.03298728860595439,0.0083737616174433,0.015627107097055216,0.027732476664009652,0.033403753796260593,0.03838833623366921,0.04974353782949711,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Pomatorhinus ruficollis,theil_sen,0.01842395931545488,0.006263783794050351,0.006034912390048844,0.014710713687380618,0.018495815385730027,0.022668883449848305,0.03091670746194797,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Bambusicola thoracicus,theil_sen,0.019820155526778627,0.007646613433556693,0.0026818912761825586,0.015077949087427467,0.020120714192297943,0.02487085304064629,0.03402445357702328,0.99,0.01,expanding,expanding,8,0.8,0.08641073297370003
Pardaliparus venustulus,theil_sen,-0.005403321909004834,0.012168212663503332,-0.03017444700677018,-0.013354217067407722,-0.005706901636256249,0.002572271347669131,0.017282808156038023,0.3175,0.6825,stable,stable,-2,-0.2,0.8064959405073402
Ficedula albicilla,theil_sen,0.003741627125710972,0.008945617905942373,-0.013744619041429438,-0.002133649133037867,0.0042715309702493,0.009479422677938568,0.020246322682005463,0.655,0.345,stable,stable,0,0,1
Picoides canicapillus,theil_sen,0.08183178698631284,0.01587438011073613,0.046304354105366624,0.07299753547398367,0.08346922284834579,0.09301692814799435,0.10933486685862108,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Hemixos castanonotus,theil_sen,0.021332574756344307,0.003879317421011174,0.01352661138496757,0.018874100032407824,0.021523698778519472,0.023943760789519014,0.028804973439236808,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa glareola,theil_sen,0.01905971877634326,0.01825920666741684,-0.01953557464565248,0.008888755744654902,0.01904819067962967,0.03220714384649361,0.05147706294577704,0.85,0.15,stable,stable,2,0.2,0.8064959405073402
Abroscopus albogularis,theil_sen,0.026147354894404652,0.008729516683125991,0.007830557830327605,0.020497001838247993,0.026518757618655735,0.0318796732751743,0.04410571760664114,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Saxicola stejnegeri,theil_sen,0.042308369890346004,0.012334471737787152,0.021077249058512867,0.0332150521673342,0.04134826943199992,0.0506228137933617,0.06901869521202572,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Garrulus glandarius,theil_sen,0.003099373100638247,0.012769057962286678,-0.021918799760597622,-0.005981185862693628,0.0028601785277731417,0.011468498799422211,0.02911089125247786,0.5975,0.4025,stable,stable,4,0.4,0.4624327264504763
Chlidonias hybrida,theil_sen,0.07687810372262678,0.01339598760627445,0.04874059621209987,0.06820307179177655,0.07810041377724738,0.08581114952965854,0.0998180781980395,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Corvus corone,theil_sen,0.03599289059981846,0.012180176228119148,0.011859983038050756,0.02774149037938225,0.03617488502685651,0.04449860832298773,0.05866038178229535,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Trochalopteron elliotii,theil_sen,-0.006117808438476526,0.007599859581338337,-0.021986688643925764,-0.011251605415861298,-0.005462681821476524,-7.988450590845084e-4,0.0078281180431398,0.2175,0.7825,stable,stable,-8,-0.8,0.08641073297370003
Parus monticolus,theil_sen,0.009607901917643517,0.0076268321197894545,-0.0063531529756337135,0.004573781964252741,0.010160670812177064,0.014762267258635045,0.022851734875945703,0.89,0.11,stable,stable,8,0.8,0.08641073297370003
Phylloscopus fuscatus,theil_sen,0.019508055445914673,0.013822698929328038,-0.008340164354527517,0.010618222434423352,0.019815842814795065,0.028642164952301784,0.048372646008533825,0.91,0.09,stable,stable,4,0.4,0.4624327264504763
Myophonus caeruleus,theil_sen,0.01855202950891046,0.00797528598566302,0.0031680636891394344,0.012848757228478128,0.018942686242486836,0.024688751223561445,0.033087379592216984,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Pyrrhocorax pyrrhocorax,theil_sen,0.0021883636533304935,0.007865595206122507,-0.01312430072363854,-0.0031015746358798706,0.002406310357909853,0.00782349131216348,0.017262481658279462,0.6125,0.3875,stable,stable,0,0,1
Ficedula zanthopygia,theil_sen,0.00868114253948211,0.0133141791548355,-0.0160241360969946,1.303673854327076e-4,0.00867099554809056,0.01719910234146446,0.033873514012956185,0.75,0.25,stable,stable,8,0.8,0.08641073297370003
Pericrocotus cantonensis,theil_sen,0.0036497467262555073,0.00855592675949483,-0.01278816432084304,-0.0018249471670195787,0.0035949956843516102,0.009111071646279622,0.020586049488072317,0.67,0.33,stable,stable,4,0.4,0.4624327264504763
Ixos mcclellandii,theil_sen,0.031166692640570082,0.005601048616400531,0.020583413645768437,0.027515682351052805,0.03129760981271208,0.03465960867275296,0.04236111113410563,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa nebularia,theil_sen,0.04340642015942961,0.014343811046392605,0.015164601381108566,0.03383674397046884,0.04355729715448639,0.054614109148769685,0.0695518021539931,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Dicrurus hottentottus,theil_sen,-0.005559693755155136,0.009133707939247546,-0.026902567800686807,-0.010591049545256682,-0.00473175992995253,3.6451026195816893e-4,0.010106823978745658,0.275,0.725,stable,stable,-8,-0.8,0.08641073297370003
Gracupica nigricollis,theil_sen,0.020051636032350575,0.005559283314660898,0.008276471900060442,0.016820499360220224,0.020830354907408373,0.023686519328586165,0.03036656837455718,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa totanus,theil_sen,0.04434087501621532,0.012880521991486234,0.01744365018723947,0.03488267358654595,0.044346088172394216,0.05329602906781676,0.06659997626877902,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Hierococcyx sparverioides,theil_sen,0.038519323944573594,0.02048496116317578,-0.002631883883368712,0.026585101386026662,0.038875268008216605,0.05260174042274916,0.07726678876479712,0.96,0.04,expanding,expanding,8,0.8,0.08641073297370003
Leiothrix lutea,theil_sen,-0.004406084484395372,0.009834313923039805,-0.02308889361734642,-0.011007578195391679,-0.004571211574993145,0.002317064839920822,0.013748577964774373,0.3375,0.6625,stable,stable,-2,-0.2,0.8064959405073402
Charadrius alexandrinus,theil_sen,0.045825894645865735,0.013147038832982103,0.0208303977880433,0.036643183562056036,0.045789461036213716,0.054878192937467235,0.06998448810999375,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Dendrocitta formosae,theil_sen,0.01661260140950734,0.0060779368682867254,0.005250172510118927,0.012485020160012397,0.016672778475987346,0.020759377137021535,0.028328314144086337,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Aix galericulata,theil_sen,0.044182540566003424,0.011185311318086647,0.02303082341527537,0.036090657233664954,0.04417279925406469,0.051702583879619964,0.0654758600652363,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Motacilla tschutschensis,theil_sen,0.028176335802459304,0.016118630575489946,-0.0015812869747772855,0.017665635094634542,0.02750707482617891,0.03816813766891665,0.061041264302450306,0.9625,0.0375,expanding,expanding,6,0.6,0.2206713619198468
Falco amurensis,theil_sen,0.05784056059343699,0.009649290372783288,0.03908795580624168,0.05172143708093099,0.05808903952889408,0.06467590320386858,0.07511525005237413,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Delichon dasypus,theil_sen,-0.010107777160150664,0.015097509516601711,-0.03975090099171961,-0.019738933460897223,-0.010072362345648634,1.1477476464881112e-4,0.018478383717773827,0.255,0.745,stable,stable,-2,-0.2,0.8064959405073402
Lonchura striata,theil_sen,0.010069584144167854,0.005569012976173815,2.839199011912039e-4,0.006468320383568534,0.009813967266931588,0.013565697668835704,0.02223969169213003,0.975,0.025,expanding,expanding,10,1,0.02748633611151034
Garrulax canorus,theil_sen,0.01919949734099867,0.010714240067992663,-0.0035876536741328525,0.012697467487955243,0.019274470221510583,0.026642079670326183,0.03965803593303688,0.9525,0.0475,expanding,expanding,10,1,0.02748633611151034
Amaurornis phoenicurus,theil_sen,0.015833160291998022,0.008407288661578822,-1.4113225683592547e-4,0.01027281115276123,0.015836711585304145,0.021905494231674948,0.030804932841634554,0.9725,0.0275,expanding,expanding,10,1,0.02748633611151034
Lanius tephronotus,theil_sen,0.0032810148564470687,0.007099215470403991,-0.012770929060374395,-0.0012540461002410244,0.003660735181618909,0.008202730505295304,0.016207391926847045,0.68,0.32,stable,stable,0,0,1
Columba livia,theil_sen,-0.0592714078581041,0.016537334280433913,-0.0860838980655971,-0.07108094835612784,-0.06057459940651568,-0.05045079704705876,-0.023829804057427736,0.0025,0.9975,contracting,strong_contracting,-8,-0.8,0.08641073297370003
Phylloscopus claudiae,theil_sen,0.022731027666422883,0.014234933175713145,-0.006498866404380395,0.013539503510284153,0.02331984026290299,0.03319304762036361,0.048248565549100154,0.9375,0.0625,stable,stable,10,1,0.02748633611151034
Emberiza elegans,theil_sen,0.014942804970874683,0.014489811830966365,-0.013380762386380744,0.005243813700378677,0.014686618019350391,0.024652450626746626,0.0432668944868454,0.8575,0.1425,stable,stable,2,0.2,0.8064959405073402
Gyps himalayensis,theil_sen,0.0034371505349252087,0.0030500330732582434,-0.0019173394202885066,0.0011540529407615436,0.0033866772053198144,0.005385218107926967,0.009724524181099958,0.8775,0.1225,stable,stable,8,0.8,0.08641073297370003
Recurvirostra avosetta,theil_sen,0.06870419485796647,0.013053937961798295,0.04362743657404658,0.059796669662270145,0.06864280326475532,0.07837099190408935,0.09148691140607268,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Culicicapa ceylonensis,theil_sen,0.028152952592853685,0.00916971005883312,0.009769161015840794,0.021880238733805783,0.028888218308239635,0.034804423697715386,0.04494701445546099,0.995,0.005,expanding,strong_expanding,8,0.8,0.08641073297370003
Columba rupestris,theil_sen,0.017897598286642488,0.006691686463818283,0.0033267790906250185,0.014454492091462084,0.018542919469282264,0.022094888037938062,0.029463481608491233,0.9875,0.0125,expanding,expanding,10,1,0.02748633611151034
Apus nipalensis,theil_sen,0.029682430835751495,0.0076372132688948624,0.013510712207217926,0.024918871829863912,0.03004764298904302,0.03551521063933526,0.042590912202803165,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Accipiter nisus,theil_sen,0.03252635768862774,0.0095670804901065,0.015781157247721687,0.025868935772525605,0.03237410027328214,0.03848104617948843,0.05201109780986124,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Tringa ochropus,theil_sen,0.043383528191586085,0.021121935175002216,6.224506749184799e-4,0.029921835127085617,0.04525181914642753,0.05827426879973527,0.08358273156021195,0.975,0.025,expanding,expanding,8,0.8,0.08641073297370003
Phoenicurus ochruros,theil_sen,0.008837907901677926,0.004754386160340847,-9.457367757768757e-4,0.00595051350150781,0.008759010579696615,0.011636933138085965,0.018209685251045958,0.97,0.03,expanding,expanding,10,1,0.02748633611151034
