mean,sd,q025,median,q975,metric,period_pair,grid_cell
0.0315273823098311,0.00335344668333896,0.02575089044828488,0.031098110288304004,0.03863554247662869,beta_sor,P1_P2,56
0.03354418841820322,0.003385998012948637,0.027797055636927272,0.03298581308730854,0.04091088879392559,beta_sor,P1_P2,57
0.03426099727080731,0.0034225716368149334,0.02823431790375013,0.03429700971945765,0.04157594372084529,beta_sor,P1_P2,128
0.036829497673464474,0.0035316864798100893,0.030894428118967473,0.036822504662036445,0.044155334410576924,beta_sor,P1_P2,198
0.03512668698354998,0.0033918165312502397,0.029236300625884844,0.03496265500315455,0.041906373806788785,beta_sor,P1_P2,199
0.02227333901441779,0.0027190653176698202,0.01680005531283863,0.022119223294262615,0.02779997229080805,beta_sor,P1_P2,203
0.03579146469937348,0.0034250130263044206,0.03000056082512665,0.035712807415244935,0.042531538346779,beta_sor,P1_P2,270
0.03663814444536629,0.0034614987521968637,0.03096944988587274,0.03659512564047081,0.04365723079553972,beta_sor,P1_P2,271
0.03639954747474124,0.003465612226156641,0.0305249057204381,0.03630488490930584,0.04337768266694878,beta_sor,P1_P2,272
0.034226014064637496,0.0032064400039120084,0.028599564797384933,0.034099612643361574,0.04069401637181818,beta_sor,P1_P2,274
0.02790710688146359,0.002752557511617741,0.022657958519964373,0.02785294164554857,0.03333161150423609,beta_sor,P1_P2,276
0.038549454399983876,0.00385139198512425,0.032176780206986506,0.03840020179482391,0.0473869641842667,beta_sor,P1_P2,341
0.03177972183755744,0.003546011099042652,0.02538434478581659,0.031738958813293236,0.03979976911179365,beta_sor,P1_P2,342
0.02769241344425711,0.0031328761021292926,0.02184577559593109,0.0274924731860653,0.034817858466947245,beta_sor,P1_P2,343
0.03284883945202674,0.0032263182376082358,0.02721066773229046,0.032436624501848504,0.040335676391140086,beta_sor,P1_P2,344
0.03699464865032618,0.0034684864793301756,0.030846036449045988,0.036771306161741825,0.044051478302716475,beta_sor,P1_P2,345
0.034497271607459336,0.003207138577836231,0.028710368222235393,0.03418184900242475,0.0414196557597744,beta_sor,P1_P2,347
0.03601491788628778,0.0034184620230053972,0.029822663857392358,0.03576477083312257,0.04374669247680568,beta_sor,P1_P2,412
0.038097053658999236,0.0033926901226381946,0.031801226178056474,0.037778879334476045,0.04603400127522822,beta_sor,P1_P2,413
0.037430345408550635,0.0032979926925364674,0.03141001446983809,0.037324704133549526,0.04481427673444574,beta_sor,P1_P2,414
0.040355128467062684,0.003524292726720217,0.0340390201354743,0.04002423101354618,0.04886636997240613,beta_sor,P1_P2,415
0.04042039282360272,0.003528695197352898,0.03453327974979297,0.04006683873745849,0.04872312783183932,beta_sor,P1_P2,416
0.028157230517603066,0.003137469643425939,0.02241137779200284,0.02806104604368856,0.03548230571614851,beta_sor,P1_P2,417
0.02807633024171003,0.0030946911297625394,0.02236255070512039,0.027974860398806024,0.034966213097902404,beta_sor,P1_P2,418
0.04304693955553543,0.003996331151288735,0.035602227715249984,0.042888136981237904,0.051172891333359755,beta_sor,P1_P2,483
0.039941451677209604,0.003818681253740115,0.03298798318844425,0.039891847924842336,0.047126311325124695,beta_sor,P1_P2,484
0.039346437453738455,0.0037299725704046014,0.032332191841497944,0.03931526806457897,0.046044494642288276,beta_sor,P1_P2,485
0.041138442164684444,0.0037958132957385954,0.03437383440367887,0.04090130296847377,0.048585878016609366,beta_sor,P1_P2,486
0.0384757720726524,0.003593611445778214,0.032317623999371575,0.03828625407144131,0.04545693058788374,beta_sor,P1_P2,487
0.04444677332730229,0.004182793996844576,0.03718501117602465,0.04409475142577532,0.05274776695670891,beta_sor,P1_P2,554
0.0440315397713707,0.004239240364292087,0.03661365750494403,0.043619141069607965,0.05291721553852501,beta_sor,P1_P2,555
0.04231728703340127,0.0042112372198293245,0.03482493177371648,0.0419797677564218,0.051203158595896366,beta_sor,P1_P2,556
0.040549406448810006,0.004057107721505802,0.03362887924443138,0.04048272012890435,0.04899873300857066,beta_sor,P1_P2,557
0.04074018154296867,0.004030707972632725,0.03390197539157276,0.040350396232286055,0.049008631307466376,beta_sor,P1_P2,558
0.04220611822081032,0.003970257739499993,0.03511115980620391,0.04179822446733237,0.0504907096215792,beta_sor,P1_P2,559
0.04017824367672604,0.0037977318039110544,0.03368340813747899,0.0398208824861133,0.04817073453898923,beta_sor,P1_P2,560
0.02666594072119345,0.0027558290876217055,0.021851294131839477,0.026666211343047926,0.03263510088107385,beta_sor,P1_P2,561
0.027954201822941203,0.002760932973376507,0.022911935702757184,0.027896143285223406,0.033909312551031245,beta_sor,P1_P2,563
0.02565189562916162,0.0026509731559238546,0.021052617532539276,0.025411085740920245,0.031196246224316358,beta_sor,P1_P2,564
