grid_cell,metric,mk_S,mk_tau,mk_p
56,corrected_richness,10,1,0.02748633611151034
56,shannon,10,1,0.02748633611151034
56,inv_simpson,10,1,0.02748633611151034
56,trait_volume,-6,-0.6,0.2206713619198468
56,trait_dispersion,-6,-0.6,0.2206713619198468
56,rao_q,-8,-0.8,0.08641073297370003
56,feve,10,1,0.02748633611151034
56,fdiv,4,0.4,0.4624327264504763
56,fric_prob,0,0,1
56,fdiv_fund,-4,-0.4,0.4624327264504763
56,feve_fund,-10,-1,0.02748633611151034
56,fdis_prob,-8,-0.8,0.08641073297370003
56,fmpd_prob,-10,-1,0.02748633611151034
56,raoq_fund,-10,-1,0.02748633611151034
56,cwm_pc1,-8,-0.8,0.08641073297370003
56,cwm_pc2,10,1,0.02748633611151034
56,pd_prob_mctavish,10,1,0.02748633611151034
56,mpd_prob_mctavish,0,0,1
57,corrected_richness,10,1,0.02748633611151034
57,shannon,10,1,0.02748633611151034
57,inv_simpson,10,1,0.02748633611151034
57,trait_volume,0,0,1
57,trait_dispersion,6,0.6,0.2206713619198468
57,rao_q,-4,-0.4,0.4624327264504763
57,feve,8,0.8,0.08641073297370003
57,fdiv,-6,-0.6,0.2206713619198468
57,fric_prob,2,0.2,0.8064959405073402
57,fdiv_fund,2,0.2,0.8064959405073402
57,feve_fund,-10,-1,0.02748633611151034
57,fdis_prob,0,0,1
57,fmpd_prob,-4,-0.4,0.4624327264504763
57,raoq_fund,0,0,1
57,cwm_pc1,-10,-1,0.02748633611151034
57,cwm_pc2,10,1,0.02748633611151034
57,pd_prob_mctavish,10,1,0.02748633611151034
57,mpd_prob_mctavish,0,0,1
128,corrected_richness,10,1,0.02748633611151034
128,shannon,10,1,0.02748633611151034
128,inv_simpson,10,1,0.02748633611151034
128,trait_volume,-2,-0.2,0.8064959405073402
128,trait_dispersion,6,0.6,0.2206713619198468
128,rao_q,-2,-0.2,0.8064959405073402
128,feve,-4,-0.4,0.4624327264504763
128,fdiv,-8,-0.8,0.08641073297370003
128,fric_prob,2,0.2,0.8064959405073402
128,fdiv_fund,-2,-0.2,0.8064959405073402
128,feve_fund,-8,-0.8,0.08641073297370003
128,fdis_prob,-6,-0.6,0.2206713619198468
128,fmpd_prob,-2,-0.2,0.8064959405073402
128,raoq_fund,-8,-0.8,0.08641073297370003
128,cwm_pc1,-10,-1,0.02748633611151034
128,cwm_pc2,10,1,0.02748633611151034
128,pd_prob_mctavish,10,1,0.02748633611151034
128,mpd_prob_mctavish,-2,-0.2,0.8064959405073402
198,corrected_richness,10,1,0.02748633611151034
198,shannon,10,1,0.02748633611151034
198,inv_simpson,10,1,0.02748633611151034
198,trait_volume,-2,-0.2,0.8064959405073402
198,trait_dispersion,-2,-0.2,0.8064959405073402
198,rao_q,-8,-0.8,0.08641073297370003
198,feve,10,1,0.02748633611151034
198,fdiv,0,0,1
198,fric_prob,0,0,1
198,fdiv_fund,-4,-0.4,0.4624327264504763
198,feve_fund,-10,-1,0.02748633611151034
198,fdis_prob,-10,-1,0.02748633611151034
198,fmpd_prob,-8,-0.8,0.08641073297370003
198,raoq_fund,-8,-0.8,0.08641073297370003
198,cwm_pc1,-8,-0.8,0.08641073297370003
198,cwm_pc2,10,1,0.02748633611151034
198,pd_prob_mctavish,10,1,0.02748633611151034
198,mpd_prob_mctavish,0,0,1
199,corrected_richness,10,1,0.02748633611151034
199,shannon,10,1,0.02748633611151034
199,inv_simpson,10,1,0.02748633611151034
199,trait_volume,2,0.2,0.8064959405073402
199,trait_dispersion,8,0.8,0.08641073297370003
199,rao_q,4,0.4,0.4624327264504763
199,feve,0,0,1
199,fdiv,-8,-0.8,0.08641073297370003
199,fric_prob,2,0.2,0.8064959405073402
199,fdiv_fund,0,0,1
199,feve_fund,-10,-1,0.02748633611151034
199,fdis_prob,2,0.2,0.8064959405073402
199,fmpd_prob,4,0.4,0.4624327264504763
199,raoq_fund,4,0.4,0.4624327264504763
199,cwm_pc1,-8,-0.8,0.08641073297370003
199,cwm_pc2,10,1,0.02748633611151034
199,pd_prob_mctavish,10,1,0.02748633611151034
199,mpd_prob_mctavish,0,0,1
203,corrected_richness,10,1,0.02748633611151034
203,shannon,10,1,0.02748633611151034
203,inv_simpson,10,1,0.02748633611151034
203,trait_volume,-10,-1,0.02748633611151034
203,trait_dispersion,-10,-1,0.02748633611151034
203,rao_q,-10,-1,0.02748633611151034
203,feve,10,1,0.02748633611151034
203,fdiv,10,1,0.02748633611151034
203,fric_prob,0,0,1
203,fdiv_fund,-2,-0.2,0.8064959405073402
203,feve_fund,-10,-1,0.02748633611151034
203,fdis_prob,-10,-1,0.02748633611151034
203,fmpd_prob,-10,-1,0.02748633611151034
203,raoq_fund,-10,-1,0.02748633611151034
203,cwm_pc1,-10,-1,0.02748633611151034
203,cwm_pc2,10,1,0.02748633611151034
203,pd_prob_mctavish,10,1,0.02748633611151034
203,mpd_prob_mctavish,2,0.2,0.8064959405073402
270,corrected_richness,10,1,0.02748633611151034
270,shannon,10,1,0.02748633611151034
270,inv_simpson,10,1,0.02748633611151034
270,trait_volume,-6,-0.6,0.2206713619198468
270,trait_dispersion,-8,-0.8,0.08641073297370003
270,rao_q,-10,-1,0.02748633611151034
270,feve,10,1,0.02748633611151034
270,fdiv,2,0.2,0.8064959405073402
270,fric_prob,-2,-0.2,0.8064959405073402
270,fdiv_fund,-4,-0.4,0.4624327264504763
270,feve_fund,-10,-1,0.02748633611151034
270,fdis_prob,-10,-1,0.02748633611151034
270,fmpd_prob,-10,-1,0.02748633611151034
270,raoq_fund,-10,-1,0.02748633611151034
270,cwm_pc1,-8,-0.8,0.08641073297370003
270,cwm_pc2,10,1,0.02748633611151034
270,pd_prob_mctavish,10,1,0.02748633611151034
270,mpd_prob_mctavish,0,0,1
271,corrected_richness,10,1,0.02748633611151034
271,shannon,10,1,0.02748633611151034
271,inv_simpson,10,1,0.02748633611151034
271,trait_volume,-6,-0.6,0.2206713619198468
271,trait_dispersion,-6,-0.6,0.2206713619198468
271,rao_q,-8,-0.8,0.08641073297370003
271,feve,10,1,0.02748633611151034
271,fdiv,2,0.2,0.8064959405073402
271,fric_prob,0,0,1
271,fdiv_fund,-2,-0.2,0.8064959405073402
271,feve_fund,-10,-1,0.02748633611151034
271,fdis_prob,-10,-1,0.02748633611151034
271,fmpd_prob,-8,-0.8,0.08641073297370003
271,raoq_fund,-8,-0.8,0.08641073297370003
271,cwm_pc1,-8,-0.8,0.08641073297370003
271,cwm_pc2,10,1,0.02748633611151034
271,pd_prob_mctavish,10,1,0.02748633611151034
271,mpd_prob_mctavish,2,0.2,0.8064959405073402
272,corrected_richness,10,1,0.02748633611151034
272,shannon,10,1,0.02748633611151034
272,inv_simpson,10,1,0.02748633611151034
272,trait_volume,-6,-0.6,0.2206713619198468
272,trait_dispersion,-6,-0.6,0.2206713619198468
272,rao_q,-10,-1,0.02748633611151034
272,feve,8,0.8,0.08641073297370003
272,fdiv,2,0.2,0.8064959405073402
272,fric_prob,2,0.2,0.8064959405073402
272,fdiv_fund,-2,-0.2,0.8064959405073402
272,feve_fund,-10,-1,0.02748633611151034
272,fdis_prob,-10,-1,0.02748633611151034
272,fmpd_prob,-10,-1,0.02748633611151034
272,raoq_fund,-10,-1,0.02748633611151034
272,cwm_pc1,-8,-0.8,0.08641073297370003
272,cwm_pc2,10,1,0.02748633611151034
272,pd_prob_mctavish,10,1,0.02748633611151034
272,mpd_prob_mctavish,2,0.2,0.8064959405073402
274,corrected_richness,10,1,0.02748633611151034
274,shannon,10,1,0.02748633611151034
274,inv_simpson,10,1,0.02748633611151034
274,trait_volume,-8,-0.8,0.08641073297370003
274,trait_dispersion,2,0.2,0.8064959405073402
274,rao_q,-8,-0.8,0.08641073297370003
274,feve,0,0,1
274,fdiv,-8,-0.8,0.08641073297370003
274,fric_prob,2,0.2,0.8064959405073402
274,fdiv_fund,2,0.2,0.8064959405073402
274,feve_fund,-10,-1,0.02748633611151034
274,fdis_prob,-4,-0.4,0.4624327264504763
274,fmpd_prob,-8,-0.8,0.08641073297370003
274,raoq_fund,-4,-0.4,0.4624327264504763
274,cwm_pc1,-8,-0.8,0.08641073297370003
274,cwm_pc2,10,1,0.02748633611151034
274,pd_prob_mctavish,10,1,0.02748633611151034
274,mpd_prob_mctavish,0,0,1
276,corrected_richness,10,1,0.02748633611151034
276,shannon,10,1,0.02748633611151034
276,inv_simpson,10,1,0.02748633611151034
276,trait_volume,-10,-1,0.02748633611151034
276,trait_dispersion,-10,-1,0.02748633611151034
276,rao_q,-10,-1,0.02748633611151034
276,feve,4,0.4,0.4624327264504763
276,fdiv,4,0.4,0.4624327264504763
276,fric_prob,2,0.2,0.8064959405073402
276,fdiv_fund,0,0,1
276,feve_fund,-10,-1,0.02748633611151034
276,fdis_prob,-10,-1,0.02748633611151034
276,fmpd_prob,-10,-1,0.02748633611151034
276,raoq_fund,-10,-1,0.02748633611151034
276,cwm_pc1,-4,-0.4,0.4624327264504763
276,cwm_pc2,10,1,0.02748633611151034
276,pd_prob_mctavish,10,1,0.02748633611151034
276,mpd_prob_mctavish,2,0.2,0.8064959405073402
341,corrected_richness,10,1,0.02748633611151034
341,shannon,10,1,0.02748633611151034
341,inv_simpson,10,1,0.02748633611151034
341,trait_volume,-8,-0.8,0.08641073297370003
341,trait_dispersion,-10,-1,0.02748633611151034
341,rao_q,-10,-1,0.02748633611151034
341,feve,6,0.6,0.2206713619198468
341,fdiv,8,0.8,0.08641073297370003
341,fric_prob,7,0.7,0.1295513529044088
341,fdiv_fund,-8,-0.8,0.08641073297370003
341,feve_fund,-10,-1,0.02748633611151034
341,fdis_prob,-10,-1,0.02748633611151034
341,fmpd_prob,-10,-1,0.02748633611151034
341,raoq_fund,-10,-1,0.02748633611151034
341,cwm_pc1,-10,-1,0.02748633611151034
341,cwm_pc2,10,1,0.02748633611151034
341,pd_prob_mctavish,10,1,0.02748633611151034
341,mpd_prob_mctavish,2,0.2,0.8064959405073402
342,corrected_richness,10,1,0.02748633611151034
342,shannon,10,1,0.02748633611151034
342,inv_simpson,10,1,0.02748633611151034
342,trait_volume,-10,-1,0.02748633611151034
342,trait_dispersion,-10,-1,0.02748633611151034
342,rao_q,-10,-1,0.02748633611151034
342,feve,10,1,0.02748633611151034
342,fdiv,6,0.6,0.2206713619198468
342,fric_prob,0,0,1
342,fdiv_fund,-10,-1,0.02748633611151034
342,feve_fund,-10,-1,0.02748633611151034
342,fdis_prob,-10,-1,0.02748633611151034
342,fmpd_prob,-10,-1,0.02748633611151034
342,raoq_fund,-10,-1,0.02748633611151034
342,cwm_pc1,-10,-1,0.02748633611151034
342,cwm_pc2,10,1,0.02748633611151034
342,pd_prob_mctavish,10,1,0.02748633611151034
342,mpd_prob_mctavish,-2,-0.2,0.8064959405073402
343,corrected_richness,10,1,0.02748633611151034
343,shannon,10,1,0.02748633611151034
343,inv_simpson,10,1,0.02748633611151034
343,trait_volume,-10,-1,0.02748633611151034
343,trait_dispersion,-10,-1,0.02748633611151034
343,rao_q,-10,-1,0.02748633611151034
343,feve,10,1,0.02748633611151034
343,fdiv,8,0.8,0.08641073297370003
343,fric_prob,4,0.4,0.43342193095607373
343,fdiv_fund,-10,-1,0.02748633611151034
343,feve_fund,-10,-1,0.02748633611151034
343,fdis_prob,-10,-1,0.02748633611151034
343,fmpd_prob,-10,-1,0.02748633611151034
343,raoq_fund,-10,-1,0.02748633611151034
343,cwm_pc1,-2,-0.2,0.8064959405073402
343,cwm_pc2,6,0.6,0.2206713619198468
343,pd_prob_mctavish,10,1,0.02748633611151034
343,mpd_prob_mctavish,-4,-0.4,0.4624327264504763
344,corrected_richness,10,1,0.02748633611151034
344,shannon,10,1,0.02748633611151034
344,inv_simpson,10,1,0.02748633611151034
344,trait_volume,-10,-1,0.02748633611151034
344,trait_dispersion,-10,-1,0.02748633611151034
344,rao_q,-10,-1,0.02748633611151034
344,feve,10,1,0.02748633611151034
344,fdiv,6,0.6,0.2206713619198468
344,fric_prob,7,0.7,0.1295513529044088
344,fdiv_fund,-8,-0.8,0.08641073297370003
344,feve_fund,-10,-1,0.02748633611151034
344,fdis_prob,-8,-0.8,0.08641073297370003
344,fmpd_prob,-10,-1,0.02748633611151034
344,raoq_fund,-10,-1,0.02748633611151034
344,cwm_pc1,0,0,1
344,cwm_pc2,4,0.4,0.4624327264504763
344,pd_prob_mctavish,10,1,0.02748633611151034
344,mpd_prob_mctavish,-2,-0.2,0.8064959405073402
345,corrected_richness,10,1,0.02748633611151034
345,shannon,10,1,0.02748633611151034
345,inv_simpson,10,1,0.02748633611151034
345,trait_volume,-6,-0.6,0.2206713619198468
345,trait_dispersion,-10,-1,0.02748633611151034
345,rao_q,-10,-1,0.02748633611151034
345,feve,10,1,0.02748633611151034
345,fdiv,4,0.4,0.4624327264504763
345,fric_prob,-2,-0.2,0.8064959405073402
345,fdiv_fund,-2,-0.2,0.8064959405073402
345,feve_fund,-10,-1,0.02748633611151034
345,fdis_prob,-10,-1,0.02748633611151034
345,fmpd_prob,-10,-1,0.02748633611151034
345,raoq_fund,-10,-1,0.02748633611151034
345,cwm_pc1,-10,-1,0.02748633611151034
345,cwm_pc2,10,1,0.02748633611151034
345,pd_prob_mctavish,10,1,0.02748633611151034
345,mpd_prob_mctavish,4,0.4,0.4624327264504763
347,corrected_richness,10,1,0.02748633611151034
347,shannon,10,1,0.02748633611151034
347,inv_simpson,10,1,0.02748633611151034
347,trait_volume,-6,-0.6,0.2206713619198468
347,trait_dispersion,-10,-1,0.02748633611151034
347,rao_q,-10,-1,0.02748633611151034
347,feve,10,1,0.02748633611151034
347,fdiv,6,0.6,0.2206713619198468
347,fric_prob,-2,-0.2,0.8064959405073402
347,fdiv_fund,-4,-0.4,0.4624327264504763
347,feve_fund,-6,-0.6,0.2206713619198468
347,fdis_prob,-6,-0.6,0.2206713619198468
347,fmpd_prob,-10,-1,0.02748633611151034
347,raoq_fund,-10,-1,0.02748633611151034
347,cwm_pc1,-10,-1,0.02748633611151034
347,cwm_pc2,10,1,0.02748633611151034
347,pd_prob_mctavish,10,1,0.02748633611151034
347,mpd_prob_mctavish,4,0.4,0.4624327264504763
412,corrected_richness,10,1,0.02748633611151034
412,shannon,10,1,0.02748633611151034
412,inv_simpson,10,1,0.02748633611151034
412,trait_volume,-10,-1,0.02748633611151034
412,trait_dispersion,-10,-1,0.02748633611151034
412,rao_q,-10,-1,0.02748633611151034
412,feve,10,1,0.02748633611151034
412,fdiv,2,0.2,0.8064959405073402
412,fric_prob,4,0.4,0.4624327264504763
412,fdiv_fund,-8,-0.8,0.08641073297370003
412,feve_fund,-10,-1,0.02748633611151034
412,fdis_prob,-8,-0.8,0.08641073297370003
412,fmpd_prob,-10,-1,0.02748633611151034
412,raoq_fund,-10,-1,0.02748633611151034
412,cwm_pc1,0,0,1
412,cwm_pc2,6,0.6,0.2206713619198468
412,pd_prob_mctavish,10,1,0.02748633611151034
412,mpd_prob_mctavish,-2,-0.2,0.8064959405073402
413,corrected_richness,10,1,0.02748633611151034
413,shannon,10,1,0.02748633611151034
413,inv_simpson,10,1,0.02748633611151034
413,trait_volume,-2,-0.2,0.8064959405073402
413,trait_dispersion,6,0.6,0.2206713619198468
413,rao_q,-2,-0.2,0.8064959405073402
413,feve,-4,-0.4,0.4624327264504763
413,fdiv,-8,-0.8,0.08641073297370003
413,fric_prob,2,0.2,0.8064959405073402
413,fdiv_fund,-6,-0.6,0.2206713619198468
413,feve_fund,-10,-1,0.02748633611151034
413,fdis_prob,0,0,1
413,fmpd_prob,-2,-0.2,0.8064959405073402
413,raoq_fund,-2,-0.2,0.8064959405073402
413,cwm_pc1,-2,-0.2,0.8064959405073402
413,cwm_pc2,10,1,0.02748633611151034
413,pd_prob_mctavish,10,1,0.02748633611151034
413,mpd_prob_mctavish,0,0,1
414,corrected_richness,10,1,0.02748633611151034
414,shannon,10,1,0.02748633611151034
414,inv_simpson,10,1,0.02748633611151034
414,trait_volume,-6,-0.6,0.2206713619198468
414,trait_dispersion,-2,-0.2,0.8064959405073402
414,rao_q,-10,-1,0.02748633611151034
414,feve,-4,-0.4,0.4624327264504763
414,fdiv,2,0.2,0.8064959405073402
414,fric_prob,2,0.2,0.8064959405073402
414,fdiv_fund,-8,-0.8,0.08641073297370003
414,feve_fund,-10,-1,0.02748633611151034
414,fdis_prob,0,0,1
414,fmpd_prob,-10,-1,0.02748633611151034
414,raoq_fund,-6,-0.6,0.2206713619198468
414,cwm_pc1,0,0,1
414,cwm_pc2,6,0.6,0.2206713619198468
414,pd_prob_mctavish,10,1,0.02748633611151034
414,mpd_prob_mctavish,0,0,1
415,corrected_richness,10,1,0.02748633611151034
415,shannon,10,1,0.02748633611151034
415,inv_simpson,10,1,0.02748633611151034
415,trait_volume,2,0.2,0.8064959405073402
415,trait_dispersion,6,0.6,0.2206713619198468
415,rao_q,0,0,1
415,feve,0,0,1
415,fdiv,-8,-0.8,0.08641073297370003
415,fric_prob,2,0.2,0.8064959405073402
415,fdiv_fund,-4,-0.4,0.4624327264504763
415,feve_fund,-10,-1,0.02748633611151034
415,fdis_prob,6,0.6,0.2206713619198468
415,fmpd_prob,0,0,1
415,raoq_fund,6,0.6,0.2206713619198468
415,cwm_pc1,-2,-0.2,0.8064959405073402
415,cwm_pc2,10,1,0.02748633611151034
415,pd_prob_mctavish,10,1,0.02748633611151034
415,mpd_prob_mctavish,2,0.2,0.8064959405073402
416,corrected_richness,10,1,0.02748633611151034
416,shannon,10,1,0.02748633611151034
416,inv_simpson,10,1,0.02748633611151034
416,trait_volume,4,0.4,0.4624327264504763
416,trait_dispersion,6,0.6,0.2206713619198468
416,rao_q,0,0,1
416,feve,2,0.2,0.8064959405073402
416,fdiv,-8,-0.8,0.08641073297370003
416,fric_prob,2,0.2,0.8064959405073402
416,fdiv_fund,-4,-0.4,0.4624327264504763
416,feve_fund,-10,-1,0.02748633611151034
416,fdis_prob,6,0.6,0.2206713619198468
416,fmpd_prob,0,0,1
416,raoq_fund,6,0.6,0.2206713619198468
416,cwm_pc1,-4,-0.4,0.4624327264504763
416,cwm_pc2,10,1,0.02748633611151034
416,pd_prob_mctavish,10,1,0.02748633611151034
416,mpd_prob_mctavish,2,0.2,0.8064959405073402
417,corrected_richness,10,1,0.02748633611151034
417,shannon,10,1,0.02748633611151034
417,inv_simpson,10,1,0.02748633611151034
417,trait_volume,-10,-1,0.02748633611151034
417,trait_dispersion,-10,-1,0.02748633611151034
417,rao_q,-10,-1,0.02748633611151034
417,feve,10,1,0.02748633611151034
417,fdiv,10,1,0.02748633611151034
417,fric_prob,2,0.2,0.8064959405073402
417,fdiv_fund,-6,-0.6,0.2206713619198468
417,feve_fund,-10,-1,0.02748633611151034
417,fdis_prob,-10,-1,0.02748633611151034
417,fmpd_prob,-10,-1,0.02748633611151034
417,raoq_fund,-10,-1,0.02748633611151034
417,cwm_pc1,-10,-1,0.02748633611151034
417,cwm_pc2,10,1,0.02748633611151034
417,pd_prob_mctavish,10,1,0.02748633611151034
417,mpd_prob_mctavish,-4,-0.4,0.4624327264504763
418,corrected_richness,10,1,0.02748633611151034
418,shannon,10,1,0.02748633611151034
418,inv_simpson,10,1,0.02748633611151034
418,trait_volume,-10,-1,0.02748633611151034
418,trait_dispersion,-10,-1,0.02748633611151034
418,rao_q,-10,-1,0.02748633611151034
418,feve,8,0.8,0.08641073297370003
418,fdiv,10,1,0.02748633611151034
418,fric_prob,2,0.2,0.8064959405073402
418,fdiv_fund,-6,-0.6,0.2206713619198468
418,feve_fund,-10,-1,0.02748633611151034
418,fdis_prob,-10,-1,0.02748633611151034
418,fmpd_prob,-10,-1,0.02748633611151034
418,raoq_fund,-10,-1,0.02748633611151034
418,cwm_pc1,-10,-1,0.02748633611151034
418,cwm_pc2,10,1,0.02748633611151034
418,pd_prob_mctavish,10,1,0.02748633611151034
418,mpd_prob_mctavish,-4,-0.4,0.4624327264504763
483,corrected_richness,10,1,0.02748633611151034
483,shannon,10,1,0.02748633611151034
483,inv_simpson,10,1,0.02748633611151034
483,trait_volume,-8,-0.8,0.08641073297370003
483,trait_dispersion,-10,-1,0.02748633611151034
483,rao_q,-10,-1,0.02748633611151034
483,feve,10,1,0.02748633611151034
483,fdiv,0,0,1
483,fric_prob,-6,-0.6,0.2206713619198468
483,fdiv_fund,-10,-1,0.02748633611151034
483,feve_fund,-10,-1,0.02748633611151034
483,fdis_prob,-8,-0.8,0.08641073297370003
483,fmpd_prob,-10,-1,0.02748633611151034
483,raoq_fund,-10,-1,0.02748633611151034
483,cwm_pc1,-10,-1,0.02748633611151034
483,cwm_pc2,10,1,0.02748633611151034
483,pd_prob_mctavish,10,1,0.02748633611151034
483,mpd_prob_mctavish,6,0.6,0.2206713619198468
484,corrected_richness,10,1,0.02748633611151034
484,shannon,10,1,0.02748633611151034
484,inv_simpson,10,1,0.02748633611151034
484,trait_volume,-6,-0.6,0.2206713619198468
484,trait_dispersion,-10,-1,0.02748633611151034
484,rao_q,-10,-1,0.02748633611151034
484,feve,10,1,0.02748633611151034
484,fdiv,0,0,1
484,fric_prob,-4,-0.4,0.4624327264504763
484,fdiv_fund,-6,-0.6,0.2206713619198468
484,feve_fund,-10,-1,0.02748633611151034
484,fdis_prob,-10,-1,0.02748633611151034
484,fmpd_prob,-10,-1,0.02748633611151034
484,raoq_fund,-8,-0.8,0.08641073297370003
484,cwm_pc1,-10,-1,0.02748633611151034
484,cwm_pc2,10,1,0.02748633611151034
484,pd_prob_mctavish,10,1,0.02748633611151034
484,mpd_prob_mctavish,6,0.6,0.2206713619198468
485,corrected_richness,10,1,0.02748633611151034
485,shannon,10,1,0.02748633611151034
485,inv_simpson,10,1,0.02748633611151034
485,trait_volume,-6,-0.6,0.2206713619198468
485,trait_dispersion,-10,-1,0.02748633611151034
485,rao_q,-10,-1,0.02748633611151034
485,feve,10,1,0.02748633611151034
485,fdiv,0,0,1
485,fric_prob,-6,-0.6,0.2206713619198468
485,fdiv_fund,-6,-0.6,0.2206713619198468
485,feve_fund,-10,-1,0.02748633611151034
485,fdis_prob,-10,-1,0.02748633611151034
485,fmpd_prob,-10,-1,0.02748633611151034
485,raoq_fund,-10,-1,0.02748633611151034
485,cwm_pc1,-10,-1,0.02748633611151034
485,cwm_pc2,10,1,0.02748633611151034
485,pd_prob_mctavish,10,1,0.02748633611151034
485,mpd_prob_mctavish,6,0.6,0.2206713619198468
486,corrected_richness,10,1,0.02748633611151034
486,shannon,10,1,0.02748633611151034
486,inv_simpson,10,1,0.02748633611151034
486,trait_volume,-6,-0.6,0.2206713619198468
486,trait_dispersion,-10,-1,0.02748633611151034
486,rao_q,-10,-1,0.02748633611151034
486,feve,10,1,0.02748633611151034
486,fdiv,0,0,1
486,fric_prob,-4,-0.4,0.4624327264504763
486,fdiv_fund,-6,-0.6,0.2206713619198468
486,feve_fund,-10,-1,0.02748633611151034
486,fdis_prob,-8,-0.8,0.08641073297370003
486,fmpd_prob,-10,-1,0.02748633611151034
486,raoq_fund,-8,-0.8,0.08641073297370003
486,cwm_pc1,-10,-1,0.02748633611151034
486,cwm_pc2,10,1,0.02748633611151034
486,pd_prob_mctavish,10,1,0.02748633611151034
486,mpd_prob_mctavish,6,0.6,0.2206713619198468
487,corrected_richness,10,1,0.02748633611151034
487,shannon,10,1,0.02748633611151034
487,inv_simpson,10,1,0.02748633611151034
487,trait_volume,-6,-0.6,0.2206713619198468
487,trait_dispersion,-10,-1,0.02748633611151034
487,rao_q,-10,-1,0.02748633611151034
487,feve,10,1,0.02748633611151034
487,fdiv,0,0,1
487,fric_prob,-2,-0.2,0.8064959405073402
487,fdiv_fund,-2,-0.2,0.8064959405073402
487,feve_fund,-10,-1,0.02748633611151034
487,fdis_prob,-10,-1,0.02748633611151034
487,fmpd_prob,-10,-1,0.02748633611151034
487,raoq_fund,-8,-0.8,0.08641073297370003
487,cwm_pc1,-10,-1,0.02748633611151034
487,cwm_pc2,10,1,0.02748633611151034
487,pd_prob_mctavish,10,1,0.02748633611151034
487,mpd_prob_mctavish,6,0.6,0.2206713619198468
554,corrected_richness,10,1,0.02748633611151034
554,shannon,10,1,0.02748633611151034
554,inv_simpson,10,1,0.02748633611151034
554,trait_volume,-6,-0.6,0.2206713619198468
554,trait_dispersion,-10,-1,0.02748633611151034
554,rao_q,-10,-1,0.02748633611151034
554,feve,10,1,0.02748633611151034
554,fdiv,-6,-0.6,0.2206713619198468
554,fric_prob,-10,-1,0.02748633611151034
554,fdiv_fund,-8,-0.8,0.08641073297370003
554,feve_fund,-10,-1,0.02748633611151034
554,fdis_prob,-6,-0.6,0.2206713619198468
554,fmpd_prob,-10,-1,0.02748633611151034
554,raoq_fund,-8,-0.8,0.08641073297370003
554,cwm_pc1,-10,-1,0.02748633611151034
554,cwm_pc2,10,1,0.02748633611151034
554,pd_prob_mctavish,10,1,0.02748633611151034
554,mpd_prob_mctavish,8,0.8,0.08641073297370003
555,corrected_richness,10,1,0.02748633611151034
555,shannon,10,1,0.02748633611151034
555,inv_simpson,10,1,0.02748633611151034
555,trait_volume,-6,-0.6,0.2206713619198468
555,trait_dispersion,-10,-1,0.02748633611151034
555,rao_q,-10,-1,0.02748633611151034
555,feve,10,1,0.02748633611151034
555,fdiv,-4,-0.4,0.4624327264504763
555,fric_prob,1,0.1,1
555,fdiv_fund,-6,-0.6,0.2206713619198468
555,feve_fund,-10,-1,0.02748633611151034
555,fdis_prob,-6,-0.6,0.2206713619198468
555,fmpd_prob,-10,-1,0.02748633611151034
555,raoq_fund,-8,-0.8,0.08641073297370003
555,cwm_pc1,-10,-1,0.02748633611151034
555,cwm_pc2,10,1,0.02748633611151034
555,pd_prob_mctavish,10,1,0.02748633611151034
555,mpd_prob_mctavish,8,0.8,0.08641073297370003
556,corrected_richness,10,1,0.02748633611151034
556,shannon,10,1,0.02748633611151034
556,inv_simpson,10,1,0.02748633611151034
556,trait_volume,-8,-0.8,0.08641073297370003
556,trait_dispersion,-10,-1,0.02748633611151034
556,rao_q,-10,-1,0.02748633611151034
556,feve,10,1,0.02748633611151034
556,fdiv,-2,-0.2,0.8064959405073402
556,fric_prob,4,0.4,0.4624327264504763
556,fdiv_fund,-6,-0.6,0.2206713619198468
556,feve_fund,-10,-1,0.02748633611151034
556,fdis_prob,-8,-0.8,0.08641073297370003
556,fmpd_prob,-10,-1,0.02748633611151034
556,raoq_fund,-10,-1,0.02748633611151034
556,cwm_pc1,-10,-1,0.02748633611151034
556,cwm_pc2,10,1,0.02748633611151034
556,pd_prob_mctavish,10,1,0.02748633611151034
556,mpd_prob_mctavish,6,0.6,0.2206713619198468
557,corrected_richness,10,1,0.02748633611151034
557,shannon,10,1,0.02748633611151034
557,inv_simpson,10,1,0.02748633611151034
557,trait_volume,-6,-0.6,0.2206713619198468
557,trait_dispersion,-10,-1,0.02748633611151034
557,rao_q,-8,-0.8,0.08641073297370003
557,feve,10,1,0.02748633611151034
557,fdiv,-2,-0.2,0.8064959405073402
557,fric_prob,2,0.2,0.8064959405073402
557,fdiv_fund,2,0.2,0.8064959405073402
557,feve_fund,-10,-1,0.02748633611151034
557,fdis_prob,-10,-1,0.02748633611151034
557,fmpd_prob,-10,-1,0.02748633611151034
557,raoq_fund,-8,-0.8,0.08641073297370003
557,cwm_pc1,-10,-1,0.02748633611151034
557,cwm_pc2,10,1,0.02748633611151034
557,pd_prob_mctavish,10,1,0.02748633611151034
557,mpd_prob_mctavish,6,0.6,0.2206713619198468
558,corrected_richness,10,1,0.02748633611151034
558,shannon,10,1,0.02748633611151034
558,inv_simpson,10,1,0.02748633611151034
558,trait_volume,-6,-0.6,0.2206713619198468
558,trait_dispersion,-10,-1,0.02748633611151034
558,rao_q,-8,-0.8,0.08641073297370003
558,feve,10,1,0.02748633611151034
