period_pair,prop_turnover_mean,prop_turnover_q025,prop_turnover_q975,n_grids
P1_P2,0.6611538524442757,0.47698173697275736,0.8494599807036037,1247
P2_P3,0.42644168096542695,0.272487261732643,0.5991452302549861,1247
P3_P4,0.538341330871711,0.3874505711500406,0.6896378192786073,1247
P4_P5,0.11246141279755621,0.07028631681553994,0.1623538742919271,1247
