period,species,mean_psi_inside,mean_psi_outside,psi_diff,habitat_breadth,sp_group
P3,Calidris ferruginea,0.291058986021341,0.32515258254758195,-0.034093596526240944,8,generalist
P3,Tadorna tadorna,0.38249739391045073,0.42738397942681416,-0.04488658551636343,8,generalist
P3,Chlidonias leucopterus,0.2755332722264809,0.35455893470576,-0.07902566247927911,8,generalist
P3,Anthus roseatus,0.6176834150245376,0.3744891050764585,0.2431943099480791,8,generalist
P3,Phoenicurus frontalis,0.5330732160487539,0.3092698473752638,0.2238033686734901,2,specialist
P3,Mareca strepera,0.5467286790760949,0.5127547116503156,0.033973967425779295,8,generalist
P3,Periparus rubidiventris,0.34222476182559985,0.19536549577563897,0.14685926604996088,2,specialist
P3,Eremophila alpestris,0.7585033473073503,0.41735006973515876,0.3411532775721915,8,generalist
P3,Aythya nyroca,0.6066950384362135,0.47680168037165677,0.12989335806455676,8,generalist
P3,Calidris acuminata,0.12875553650475224,0.2410035314601924,-0.11224799495544016,8,generalist
P3,Ceryle rudis,0.03369618138490802,0.18696012174859192,-0.1532639403636839,8,generalist
P4,Passer montanus,0.950919672333129,0.9706159020738132,-0.01969622974068419,5,specialist
P4,Pycnonotus sinensis,0.1580643455047287,0.46163227691840303,-0.30356793141367433,5,specialist
P4,Hirundo rustica,0.7741605004847804,0.8711854114943753,-0.09702491100959498,8,generalist
P4,Spilopelia chinensis,0.2509443997561937,0.5138673148164007,-0.262922915060207,8,generalist
P4,Pica serica,0.44582053135394517,0.621861621049637,-0.17604108969569188,5,specialist
P4,Motacilla alba,0.98346384915197,0.9731161030987147,0.010347746053255391,8,generalist
P4,Turdus mandarinus,0.1690966094751411,0.4233198666297564,-0.2542232571546153,5,specialist
P4,Egretta garzetta,0.2533366837567238,0.5004425238524671,-0.24710584009574332,8,generalist
P4,Parus minor,0.3617570253646918,0.6021001478204174,-0.24034312245572564,5,specialist
P4,Cyanopica cyanus,0.382305134088126,0.47255916766836614,-0.090254033580240145,5,specialist
P4,Streptopelia orientalis,0.7417328144050341,0.8316593728605549,-0.08992655845552078,8,generalist
P4,Tachybaptus ruficollis,0.4995588813986968,0.684352066282443,-0.18479318488374624,8,generalist
P4,Nycticorax nycticorax,0.362682573145363,0.5436791935772083,-0.18099662043184528,8,generalist
P4,Gallinula chloropus,0.5240051455803453,0.6960549015657143,-0.17204975598536898,8,generalist
P4,Sinosuthora webbiana,0.18969115146671484,0.43428051733945056,-0.24458936587273572,5,specialist
P4,Chloris sinica,0.45468902536994193,0.6444580579297733,-0.18976903255983135,5,specialist
P4,Cecropis daurica,0.2982516042024019,0.62112620750137,-0.32287460329896817,8,generalist
P4,Acridotheres cristatellus,0.13532541925908065,0.39286372536638536,-0.2575383061073047,8,generalist
P4,Ardeola bacchus,0.263787806778224,0.5068771237682758,-0.24308931699005176,8,generalist
P4,Copsychus saularis,0.07832753386561389,0.313096853561044,-0.2347693196954301,2,specialist
P4,Ardea cinerea,0.6061693005600074,0.7257904989861215,-0.11962119842611407,8,generalist
P4,Anas platyrhynchos,0.8079491578195159,0.7911751277087605,0.0167740301107554,8,generalist
P4,Lanius schach,0.1647567731426343,0.39226291489242,-0.2275061417497857,5,specialist
P4,Spodiopsar cineraceus,0.4318879610826319,0.6342179039180004,-0.20232994283536848,8,generalist
P4,Alcedo atthis,0.4231070963134802,0.6634530695206438,-0.24034597320716355,5,specialist
P4,Anas zonorhyncha,0.39976653807797835,0.5563669465283382,-0.15660040845035983,8,generalist
P4,Phasianus colchicus,0.5824991258730539,0.679583483100541,-0.0970843572274871,5,specialist
P4,Zosterops simplex,0.1206693698887102,0.3971557830930995,-0.2764864132043893,5,specialist
P4,Cuculus canorus,0.9693665114625614,0.8532631202496392,0.11610339121292212,5,specialist
P4,Corvus macrorhynchos,0.46730000920665216,0.525068123696422,-0.05776811448976982,5,specialist
P4,Upupa epops,0.9512537250829781,0.8478676194688134,0.10338610561416472,8,generalist
P4,Dendrocopos major,0.5082362306204553,0.5631230177587291,-0.054886787138273774,2,specialist
P4,Spodiopsar sericeus,0.10029078569060475,0.3436442893142254,-0.24335350362362068,5,specialist
P4,Dicrurus macrocercus,0.2145880504367106,0.46908712245314194,-0.25449907201643135,5,specialist
P4,Spizixos semitorques,0.100034009249016,0.27829446432857413,-0.17826045507955812,5,specialist
P4,Phoenicurus auroreus,0.38695460069332305,0.646101610171798,-0.25914700947847497,5,specialist
P4,Ardea alba,0.6506814923251406,0.7595027960235079,-0.10882130369836729,8,generalist
P4,Himantopus himantopus,0.5519235647808358,0.6190544781299835,-0.06713091334914767,8,generalist
P4,Urocissa erythroryncha,0.12832898045760271,0.3484810129064886,-0.22015203244888587,2,specialist
P4,Aegithalos concinnus,0.13989984789585488,0.3389967551377848,-0.19909690724192994,2,specialist
P4,Lanius cristatus,0.463969335809539,0.6962549626853956,-0.23228562687585658,8,generalist
P4,Fulica atra,0.6232362258696138,0.6603729774779535,-0.037136751608339735,8,generalist
P4,Horornis fortipes,0.13828630421050858,0.34676881732716613,-0.20848251311665755,2,specialist
P4,Eophona migratoria,0.17453992508439045,0.4172780608904232,-0.24273813580603273,5,specialist
P4,Podiceps cristatus,0.6911407183903147,0.6603259865089309,0.030814731881383728,8,generalist
P4,Picus canus,0.5901700239251967,0.6328521097054812,-0.04268208578028454,2,specialist
P4,Phylloscopus inornatus,0.25701165271900034,0.5965656992778684,-0.33955404655886806,2,specialist
P4,Pterorhinus sannio,0.12378137658341029,0.24087092855517547,-0.11708955197176518,5,specialist
P4,Motacilla cinerea,0.7713023535795537,0.8484402482552437,-0.07713789467568999,8,generalist
P4,Sterna hirundo,0.7163661516180623,0.5832891331009918,0.13307701851707043,8,generalist
P4,Falco tinnunculus,0.9485749155837759,0.895060947941821,0.05351396764195493,8,generalist
P4,Hypsipetes leucocephalus,0.10359658283918723,0.2864675022143783,-0.18287091937519107,2,specialist
P4,Apus apus,0.6861805952370115,0.5614232090012924,0.12475738623571908,2,specialist
P4,Cuculus micropterus,0.2078139104375948,0.5546691253876846,-0.34685521495008986,2,specialist
P4,Phalacrocorax carbo,0.6692035836899267,0.7065202020314781,-0.03731661834155142,8,generalist
P4,Phoenicurus fuliginosus,0.3112005546948218,0.4043478814424308,-0.093147326747609,8,generalist
P4,Prinia inornata,0.05720651956336683,0.3029689036160482,-0.2457623840526814,5,specialist
P4,Milvus migrans,0.756859747812533,0.6452604918451164,0.1115992559674166,8,generalist
P4,Bubulcus coromandus,0.29921680027675046,0.4772715181572106,-0.17805471788046012,5,specialist
P4,Phylloscopus proregulus,0.302293163617267,0.6171203341920463,-0.31482717057477927,2,specialist
P4,Acrocephalus orientalis,0.3118976213593267,0.49766431949547557,-0.18576669813614888,8,generalist
P4,Aegithalos glaucogularis,0.25769599625674167,0.3416299800840382,-0.08393398382729655,5,specialist
P4,Eudynamys scolopaceus,0.1645742548475464,0.4245099164011486,-0.2599356615536022,5,specialist
P4,Anthus hodgsoni,0.42929081758751425,0.6031392122093818,-0.17384839462186757,8,generalist
P4,Pterorhinus perspicillatus,0.033153659990627964,0.20517331288469165,-0.17201965289406368,5,specialist
P4,Charadrius dubius,0.5825436530825966,0.6859796368746788,-0.10343598379208219,8,generalist
P4,Poecile palustris,0.16089674312285968,0.24043234138229092,-0.07953559825943124,2,specialist
P4,Actitis hypoleucos,0.7558953874231005,0.8208184576728507,-0.06492307024975019,8,generalist
P4,Tadorna ferruginea,0.8349773185538986,0.6073406003432988,0.22763671821059972,8,generalist
P4,Passer cinnamomeus,0.3047875174969971,0.38267495024134157,-0.07788743274434445,5,specialist
P4,Vanellus cinereus,0.292184180620073,0.5359461543760492,-0.2437619737559762,8,generalist
P4,Pycnonotus xanthorrhous,0.16158466443583872,0.24689479025599845,-0.08531012582015973,5,specialist
P4,Emberiza spodocephala,0.3194553381240436,0.5653427251918604,-0.24588738706781677,5,specialist
P4,Ixobrychus sinensis,0.20518724666296032,0.47400140366853016,-0.2688141570055699,2,specialist
P4,Oriolus chinensis,0.24713274702858543,0.568400349108098,-0.32126760207951255,5,specialist
P4,Emberiza pusilla,0.34092363061896835,0.6109196418175472,-0.26999601119857886,5,specialist
P4,Chroicocephalus ridibundus,0.5646529913708145,0.6012844133959986,-0.0366314220251841,5,specialist
P4,Pycnonotus jocosus,0.029298839851604315,0.14716947208242923,-0.11787063223082492,5,specialist
P4,Streptopelia decaocto,0.6247142249786117,0.5150880977036557,0.10962612727495602,8,generalist
P4,Pomatorhinus ruficollis,0.13413664190427296,0.29679805147441174,-0.16266140957013878,5,specialist
P4,Bambusicola thoracicus,0.06106403731130252,0.2148498968050434,-0.15378585949374088,5,specialist
P4,Pardaliparus venustulus,0.23932418172983502,0.42445093671670786,-0.18512675498687284,5,specialist
P4,Ficedula albicilla,0.4560933135403756,0.6907197800695795,-0.23462646652920388,5,specialist
P4,Picoides canicapillus,0.15262771168000183,0.2930813264517963,-0.14045361477179447,2,specialist
P4,Hemixos castanonotus,0.020453707024222282,0.19482810377284787,-0.1743743967486256,2,specialist
P4,Tringa glareola,0.45852819057345906,0.556147705761185,-0.09761951518772594,8,generalist
P4,Abroscopus albogularis,0.11183335514840533,0.29606002512636803,-0.18422666997796272,2,specialist
P4,Saxicola stejnegeri,0.1936044743159113,0.49903259066651234,-0.3054281163506011,5,specialist
P4,Garrulus glandarius,0.28177890645426856,0.45382935040021244,-0.17205044394594388,2,specialist
P4,Chlidonias hybrida,0.4309799037827391,0.5480430057265523,-0.1170631019438132,8,generalist
P4,Corvus corone,0.7641880813545641,0.6455095177021406,0.11867856365242346,8,generalist
P4,Trochalopteron elliotii,0.2946102740601213,0.19780978317041112,0.09680049088971018,2,specialist
P4,Parus monticolus,0.22838149645152053,0.19643398623744754,0.031947510214072994,2,specialist
P4,Phylloscopus fuscatus,0.4135896904378321,0.6091571448876355,-0.1955674544498034,2,specialist
P4,Myophonus caeruleus,0.25646534702949525,0.3712244052051405,-0.11475905817564525,2,specialist
P4,Pyrrhocorax pyrrhocorax,0.7408434404285088,0.42477845581704865,0.31606498461146015,8,generalist
P4,Ficedula zanthopygia,0.249305885944338,0.4846630353428304,-0.2353571493984924,2,specialist
P4,Pericrocotus cantonensis,0.09159089555400879,0.33211940484192026,-0.24052850928791147,2,specialist
P4,Ixos mcclellandii,0.10208947894790638,0.29326997281092276,-0.1911804938630164,2,specialist
P4,Tringa nebularia,0.4033796766593724,0.5258552828741404,-0.122475606214768,8,generalist
P4,Dicrurus hottentottus,0.13991614157706378,0.3804930019353436,-0.2405768603582798,2,specialist
P4,Gracupica nigricollis,0.02178595392568809,0.17101066737864756,-0.14922471345295948,8,generalist
P4,Tringa totanus,0.6316324257596903,0.5129764441471913,0.1186559816124989,8,generalist
P4,Hierococcyx sparverioides,0.12378907844367631,0.3001627893326392,-0.17637371088896286,2,specialist
P4,Leiothrix lutea,0.14700806912715322,0.2889431953926057,-0.1419351262654525,2,specialist
P4,Charadrius alexandrinus,0.4046419956387461,0.4648136289242442,-0.06017163328549813,8,generalist
P4,Dendrocitta formosae,0.03907878103171602,0.21920020613843447,-0.18012142510671844,5,specialist
P4,Aix galericulata,0.31953545762810587,0.4997188114699928,-0.18018335384188694,8,generalist
P4,Motacilla tschutschensis,0.5420844417672375,0.6930221993504921,-0.15093775758325467,8,generalist
P4,Falco amurensis,0.2880986283642894,0.40813143770126603,-0.12003280933697663,8,generalist
P4,Delichon dasypus,0.44068651816643223,0.43897091182656245,0.0017156063398697796,5,specialist
P4,Lonchura striata,0.08202249431111718,0.31486723687606677,-0.23284474256494958,8,generalist
P4,Garrulax canorus,0.08019342300919358,0.3214371687089992,-0.2412437456998056,5,specialist
P4,Amaurornis phoenicurus,0.10852457790679668,0.33071124056482654,-0.22218666265802986,5,specialist
P4,Lanius tephronotus,0.5296205173786074,0.286404684842444,0.24321583253616336,8,generalist
P4,Columba livia,0.9073399550225414,0.8494243622568552,0.05791559276568614,8,generalist
P4,Phylloscopus claudiae,0.2761159164640506,0.2795191568166818,-0.0034032403526312316,5,specialist
P4,Emberiza elegans,0.2691304577209655,0.43656033776789716,-0.16742988004693166,8,generalist
P4,Gyps himalayensis,0.6439796453193318,0.31694758754315705,0.3270320577761748,8,generalist
P4,Recurvirostra avosetta,0.3784250189289237,0.4498920403034029,-0.07146702137447919,8,generalist
P4,Culicicapa ceylonensis,0.20474263042198868,0.24587328074726791,-0.04113065032527924,2,specialist
P4,Columba rupestris,0.8562574600931936,0.5618644169300577,0.29439304316313586,8,generalist
P4,Apus nipalensis,0.1616080188881652,0.2747630257602872,-0.11315500687212202,2,specialist
P4,Accipiter nisus,0.9759858977249413,0.873481720185068,0.10250417753987329,2,specialist
P4,Tringa ochropus,0.6679640166435972,0.7454896075501732,-0.07752559090657607,8,generalist
P4,Phoenicurus ochruros,0.701030191750848,0.3443539794908169,0.3566762122600311,8,generalist
P4,Turdus rubrocanus,0.48236115907320953,0.28018460938799367,0.20217654968521587,2,specialist
P4,Carpodacus erythrinus,0.8338379379281615,0.6068044883690257,0.22703344955913585,5,specialist
P4,Psilopogon virens,0.09814635775370803,0.22132844587203593,-0.1231820881183279,2,specialist
P4,Gallinago gallinago,0.45007206826084,0.6051374967841393,-0.1550654285232993,8,generalist
P4,Prinia flaviventris,0.013438558771714494,0.15480218212366725,-0.14136362335195277,8,generalist
P4,Motacilla citreola,0.831181798377732,0.5833076247337414,0.24787417364399056,8,generalist
P4,Accipiter soloensis,0.11098863230620878,0.3671053108592696,-0.25611667855306086,2,specialist
P4,Accipiter trivirgatus,0.1440175067798182,0.35040001139863786,-0.20638250461881966,2,specialist
P4,Cisticola juncidis,0.11179507476152833,0.39104757853301325,-0.2792525037714849,8,generalist
P4,Dicrurus leucophaeus,0.14334421905817993,0.31767780755292835,-0.17433358849474842,2,specialist
P4,Ardea intermedia,0.056625733805684815,0.21198287883556421,-0.1553571450298794,8,generalist
P4,Lonchura punctulata,0.04650881425071106,0.2617615100273939,-0.21525269577668282,5,specialist
P4,Orthotomus sutorius,0.015769736569847023,0.13335874905468323,-0.1175890124848362,5,specialist
P4,Falco subbuteo,0.6785915861851324,0.6964148578822528,-0.01782327169712039,8,generalist
P4,Pericrocotus ethologus,0.40030649175058364,0.27622661657688047,0.12407987517370317,2,specialist
P4,Muscicapa sibirica,0.4427723422534389,0.6949764824515163,-0.2522041401980774,2,specialist
P4,Picumnus innominatus,0.1412580865863237,0.31811358112473664,-0.17685549453841296,2,specialist
P4,Sternula albifrons,0.3468798493615828,0.4416060239632995,-0.09472617460171673,8,generalist
P4,Butorides striata,0.1431744396005918,0.45492968957410873,-0.3117552499735169,8,generalist
P4,Yungipicus canicapillus,0.23496354703186176,0.363864583785255,-0.12890103675339323,5,specialist
P4,Periparus ater,0.5563086221109591,0.5124843417364727,0.04382428037448638,2,specialist
P4,Phylloscopus magnirostris,0.30387039472678107,0.19193478956353388,0.11193560516324719,2,specialist
P4,Tarsiger cyanurus,0.40109346121148126,0.6152460015471142,-0.2141525403356329,2,specialist
P4,Cuculus sparverioides,0.22522285765031733,0.4340361753983225,-0.20881331774800518,5,specialist
P4,Cyanoderma ruficeps,0.07260720544540555,0.2347756317758387,-0.16216842633043316,2,specialist
P4,Eurystomus orientalis,0.09828261325597533,0.33262511314085186,-0.23434249988487654,5,specialist
P4,Anas carolinensis,0.5630672758115237,0.6367849937269873,-0.07371771791546355,8,generalist
P4,Acrocephalus bistrigiceps,0.18540622459111625,0.40996515214310136,-0.22455892755198512,8,generalist
P4,Centropus sinensis,0.015876046889669617,0.12088835057610078,-0.10501230368643116,5,specialist
P4,Buteo hemilasius,0.7999730431384423,0.5176078408381474,0.28236520230029494,8,generalist
P4,Pycnonotus aurigaster,0.02817755180517383,0.1474168295502838,-0.11923927774510996,5,specialist
P4,Fringilla montifringilla,0.5227895857199527,0.6273586632002108,-0.10456907748025812,2,specialist
P4,Phylloscopus humei,0.8158141156849825,0.5068688042451542,0.3089453114398283,2,specialist
P4,Apus pacificus,0.5787891453285616,0.7148447051543158,-0.13605555982575412,2,specialist
P4,Emberiza godlewskii,0.80103660532852206,0.470362229576298,0.3306743757522241,5,specialist
P4,Tringa erythropus,0.3312683244034689,0.4598665259263045,-0.12859820152283563,8,generalist
P4,Enicurus leschenaulti,0.13526129235011153,0.27942991267800465,-0.14416862032789313,8,generalist
P4,Phylloscopus borealis,0.4609792571156352,0.6891468506402432,-0.22816759352460797,2,specialist
P4,Cuculus poliocephalus,0.27552030993560417,0.4077358400105284,-0.13221553007492426,2,specialist
P4,Phylloscopus coronatus,0.2378491549002562,0.5118267241451185,-0.27397756924486233,5,specialist
P4,Phylloscopus trochiloides,0.7453100441511467,0.39556620739170384,0.3497438367594428,2,specialist
P4,Pericrocotus solaris,0.06768852724146114,0.24359089588495839,-0.17590236864349723,5,specialist
P4,Aethopyga gouldiae,0.23280233329997466,0.1889331075041067,0.04386922579586797,2,specialist
P4,Tringa stagnatilis,0.21860653207100544,0.38912369230745847,-0.17051716023645302,8,generalist
P4,Muscicapa dauurica,0.10991727163650075,0.36417386445672484,-0.25425659282022406,2,specialist
P4,Buteo japonicus,0.6070331164017169,0.7508574412759165,-0.1438243248741996,8,generalist
P4,Gelochelidon nilotica,0.23833065869726874,0.35071893056821285,-0.1123882718709441,8,generalist
P4,Eumyias thalassinus,0.16125247430364942,0.26412811798426233,-0.10287564368061292,2,specialist
P4,Sitta villosa,0.18748279248364588,0.1988674771696104,-0.011384684685964513,2,specialist
P4,Alauda gulgula,0.36908474149653736,0.32623488928191857,0.04284985221461879,8,generalist
P4,Calidris ruficollis,0.14432046278595856,0.23783055168008926,-0.0935100888941307,8,generalist
P4,Pernis ptilorhynchus,0.5047678331673026,0.5683610450515795,-0.06359321188427691,5,specialist
P4,Limosa limosa,0.33956773390992734,0.38592642094165497,-0.04635868703172763,8,generalist
P4,Phylloscopus pulcher,0.482255194229862,0.2794254882641288,0.20282970596573324,2,specialist
P4,Ardea purpurea,0.23626674227853625,0.40062604500579163,-0.16435930272725538,8,generalist
P4,Phylloscopus armandii,0.8206560635245133,0.5122628686109996,0.3083931949135137,5,specialist
P4,Butastur indicus,0.18768290091760312,0.5221493069796181,-0.33446640606201505,5,specialist
P4,Platalea leucorodia,0.21562240033602942,0.3485152526742302,-0.1328928523382008,8,generalist
P4,Emberiza tristrami,0.1501256952934214,0.35577244230241134,-0.20564674700898994,2,specialist
P4,Spatula querquedula,0.5107464831137772,0.5675835771886285,-0.05683709407485127,8,generalist
P4,Alcippe hueti,0.008688113516782886,0.12157939848423208,-0.11289128496744918,5,specialist
P4,Garrulax perspicillatus,0.027863399203717876,0.18179900892671627,-0.15393560972299838,5,specialist
P4,Cinclus pallasii,0.21287911649132477,0.28652017930729173,-0.07364106281596697,8,generalist
P4,Calidris ferruginea,0.3209172776325433,0.3574550689944435,-0.03653779136190022,8,generalist
P4,Tadorna tadorna,0.4318954872183769,0.4743025310997206,-0.0424070438813437,8,generalist
P4,Chlidonias leucopterus,0.32388035288010775,0.4092748641211052,-0.08539451124099745,8,generalist
P4,Anthus roseatus,0.6449309814601154,0.40334356995728865,0.24158741150282675,8,generalist
P4,Phoenicurus frontalis,0.5383826669107673,0.31410293743569623,0.22427972947507108,2,specialist
P4,Mareca strepera,0.6464584730035128,0.6072930376926386,0.03916543531087413,8,generalist
P4,Periparus rubidiventris,0.33385302667763933,0.18923379435435503,0.1446192323232843,2,specialist
P4,Eremophila alpestris,0.7300627898557376,0.3927763609400404,0.33728642891569716,8,generalist
P4,Aythya nyroca,0.6678136537070359,0.534394250061317,0.13341940364571891,8,generalist
P4,Calidris acuminata,0.1444223543072295,0.27715516347922364,-0.13273280917199415,8,generalist
P4,Ceryle rudis,0.034432795998711276,0.18976067369091282,-0.15532787769220155,8,generalist
P5,Passer montanus,0.9630920830346977,0.9782125998515131,-0.015120516816815366,5,specialist
P5,Pycnonotus sinensis,0.19344576323113338,0.49769644544339237,-0.304250682212259,5,specialist
P5,Hirundo rustica,0.8137368410163396,0.8955485372969558,-0.08181169628061624,8,generalist
P5,Spilopelia chinensis,0.30854107967829364,0.554831482874087,-0.24629040319579337,8,generalist
P5,Pica serica,0.5318218294716136,0.6958205276892965,-0.16399869821768287,5,specialist
P5,Motacilla alba,0.9903861711290869,0.9837646619389225,0.006621509190164354,8,generalist
P5,Turdus mandarinus,0.19095910382723147,0.44431984673258706,-0.2533607429053556,5,specialist
P5,Egretta garzetta,0.340992735625378,0.5729370023217095,-0.2319442666963315,8,generalist
P5,Parus minor,0.4460412477150369,0.6566444895746231,-0.21060324185958618,5,specialist
P5,Cyanopica cyanus,0.41465715416472976,0.5044764047916216,-0.08981925062689183,5,specialist
P5,Streptopelia orientalis,0.8062682112490709,0.8743059690464776,-0.06803775779740673,8,generalist
P5,Tachybaptus ruficollis,0.5634528390307457,0.7330673553959884,-0.16961451636524272,8,generalist
P5,Nycticorax nycticorax,0.4089853209780686,0.583486057551719,-0.1745007365736504,8,generalist
P5,Gallinula chloropus,0.6108883676190414,0.7670807746116465,-0.15619240699260506,8,generalist
P5,Sinosuthora webbiana,0.22294608347717806,0.46946865466211635,-0.24652257118493828,5,specialist
P5,Chloris sinica,0.4740251081191533,0.660339797097998,-0.18631468897884462,5,specialist
P5,Cecropis daurica,0.32217947351633275,0.6373772639455282,-0.31519779042919543,8,generalist
P5,Acridotheres cristatellus,0.12328499229594526,0.3786321382206498,-0.25534714592470453,8,generalist
P5,Ardeola bacchus,0.290322527413545,0.5282285874328967,-0.23790606001935172,8,generalist
P5,Copsychus saularis,0.09453570330976231,0.3281414140358771,-0.2336057107261148,2,specialist
P5,Ardea cinerea,0.7189394405877604,0.8186830483852257,-0.09974360779746527,8,generalist
P5,Anas platyrhynchos,0.8682749087553328,0.8544579594865717,0.013816949268761092,8,generalist
P5,Lanius schach,0.21203723640782318,0.43206170523052606,-0.22002446882270288,5,specialist
P5,Spodiopsar cineraceus,0.4706046402705218,0.6657921024250776,-0.1951874621545558,8,generalist
P5,Alcedo atthis,0.46053199277743695,0.6883706492000733,-0.22783865642263634,5,specialist
P5,Anas zonorhyncha,0.4863550072962222,0.638264464142953,-0.1519094568467308,8,generalist
P5,Phasianus colchicus,0.6947867692869002,0.7932056319574989,-0.09841886267059874,5,specialist
P5,Zosterops simplex,0.16240192224493447,0.43904070499447617,-0.2766387827495417,5,specialist
P5,Cuculus canorus,0.9850983217211561,0.9216612564050565,0.0634370653160996,5,specialist
P5,Corvus macrorhynchos,0.5992306175447079,0.6468976821327914,-0.04766706458808356,5,specialist
P5,Upupa epops,0.9688857351446715,0.8924578630384663,0.07642787210620516,8,generalist
P5,Dendrocopos major,0.5389458476308303,0.5931202776616616,-0.05417443003083133,2,specialist
P5,Spodiopsar sericeus,0.11658313444468198,0.36753014702145814,-0.25094701257677615,5,specialist
P5,Dicrurus macrocercus,0.21730824416309225,0.4711799553230949,-0.2538717111600027,5,specialist
P5,Spizixos semitorques,0.12376050458410237,0.31342189982156654,-0.18966139523746417,5,specialist
P5,Phoenicurus auroreus,0.4347195759548632,0.6765331023988248,-0.2418135264439616,5,specialist
P5,Ardea alba,0.6945046736825241,0.7967866023990127,-0.10228192871648856,8,generalist
P5,Himantopus himantopus,0.6468948161633817,0.7117152670743183,-0.06482045091093658,8,generalist
P5,Urocissa erythroryncha,0.20272308148208662,0.43104413742414827,-0.22832105594206165,2,specialist
P5,Aegithalos concinnus,0.1594687591925548,0.35618941271159854,-0.19672065351904375,2,specialist
P5,Lanius cristatus,0.4994063990477592,0.7174579606188877,-0.21805156157112848,8,generalist
P5,Fulica atra,0.7533714233948314,0.784810994502084,-0.031439571107252595,8,generalist
P5,Horornis fortipes,0.1483209388291582,0.35655321382011235,-0.20823227499095415,2,specialist
P5,Eophona migratoria,0.2030248648674707,0.4524318597650279,-0.24940699489755722,5,specialist
P5,Podiceps cristatus,0.7854945764163643,0.7546506093983124,0.03084396701805192,8,generalist
P5,Picus canus,0.5866975628473308,0.6296383721937949,-0.04294080934646416,2,specialist
P5,Phylloscopus inornatus,0.3238579405313832,0.6449232425722947,-0.3210653020409115,2,specialist
P5,Pterorhinus sannio,0.15996935377170013,0.282165417945572,-0.12219606417387185,5,specialist
P5,Motacilla cinerea,0.8554356833198531,0.9010588004735229,-0.045623117153669845,8,generalist
P5,Sterna hirundo,0.8187543071357324,0.6900566079312561,0.12869769920447627,8,generalist
P5,Falco tinnunculus,0.9738841674906421,0.9423245536859637,0.03155961380467842,8,generalist
P5,Hypsipetes leucocephalus,0.13010273630899483,0.3072642676966928,-0.17716153138769797,2,specialist
P5,Apus apus,0.7186718746834857,0.5867066068559379,0.1319652678275478,2,specialist
P5,Cuculus micropterus,0.2513074803005812,0.592469489853712,-0.34116200955313075,2,specialist
P5,Phalacrocorax carbo,0.7589296460762935,0.7913368320164469,-0.03240718594015335,8,generalist
P5,Phoenicurus fuliginosus,0.357696406856555,0.442791140532808,-0.08509473367625298,8,generalist
P5,Prinia inornata,0.0982817034292657,0.3467955300245766,-0.24851382659531088,5,specialist
P5,Milvus migrans,0.8522260828292266,0.7708376241120212,0.08138845871720546,8,generalist
P5,Bubulcus coromandus,0.3178607008976802,0.4915718515029972,-0.173711150605317,5,specialist
P5,Phylloscopus proregulus,0.3807192373819035,0.6684897525260715,-0.28777051514416796,2,specialist
P5,Acrocephalus orientalis,0.3685612935996644,0.5593706469352769,-0.19080935333561255,8,generalist
P5,Aegithalos glaucogularis,0.31321963118010293,0.3983364627240756,-0.08511683154397265,5,specialist
P5,Eudynamys scolopaceus,0.180934876973491,0.4393998966624544,-0.2584650196889634,5,specialist
P5,Anthus hodgsoni,0.5173206034576492,0.6635834284376364,-0.14626282497998722,8,generalist
P5,Pterorhinus perspicillatus,0.05245713600314527,0.2586965401126987,-0.20623940410955344,5,specialist
P5,Charadrius dubius,0.6542880194887785,0.753081358989361,-0.09879333950058256,8,generalist
P5,Poecile palustris,0.21598340752083478,0.30656623664716337,-0.09058282912632859,2,specialist
P5,Actitis hypoleucos,0.8541504430507555,0.8971667003420372,-0.04301625729128167,8,generalist
P5,Tadorna ferruginea,0.9053848726670803,0.722827469009169,0.1825574036579113,8,generalist
P5,Passer cinnamomeus,0.4167206192339467,0.4867480173508162,-0.07002739811686948,5,specialist
P5,Vanellus cinereus,0.3689200819770155,0.6113249340433248,-0.2424048520663093,8,generalist
P5,Pycnonotus xanthorrhous,0.21291620869470923,0.30121480000893547,-0.08829859131422624,5,specialist
P5,Emberiza spodocephala,0.36190190871495476,0.6038692553057665,-0.24196734659081176,5,specialist
P5,Ixobrychus sinensis,0.23156056541126238,0.5048293287466898,-0.2732687633354275,2,specialist
P5,Oriolus chinensis,0.2863916739795321,0.5936733919539936,-0.3072817179744615,5,specialist
P5,Emberiza pusilla,0.40917567677647115,0.659820988541562,-0.25064531176509086,5,specialist
P5,Chroicocephalus ridibundus,0.672790034484218,0.7052231710294239,-0.032433136545205854,5,specialist
P5,Pycnonotus jocosus,0.04107280274530431,0.17536077080228338,-0.13428796805697907,5,specialist
P5,Streptopelia decaocto,0.6666695872247143,0.5491303738760317,0.11753921334868256,8,generalist
P5,Pomatorhinus ruficollis,0.16502187655019013,0.3219500223145565,-0.15692814576436637,5,specialist
P5,Bambusicola thoracicus,0.07288968302216627,0.23756195191775914,-0.1646722688955929,5,specialist
P5,Pardaliparus venustulus,0.2641301705079855,0.4518480874157386,-0.18771791690775314,5,specialist
P5,Ficedula albicilla,0.5624198733775839,0.7458569539387476,-0.1834370805611637,5,specialist
P5,Picoides canicapillus,0.30512655973335723,0.4789376968541792,-0.17381113712082197,2,specialist
P5,Hemixos castanonotus,0.025883901747319582,0.22512384331246663,-0.19923994156514704,2,specialist
P5,Tringa glareola,0.6368171406485016,0.7258691014506673,-0.08905196080216571,8,generalist
