period,species,mean_psi_inside,mean_psi_outside,psi_diff,habitat_breadth,sp_group
P2,Phylloscopus fuscatus,0.34292694753449754,0.5479738882286376,-0.20504694069414003,2,specialist
P2,Myophonus caeruleus,0.2236394587449447,0.34372872870756044,-0.12008926996261574,2,specialist
P2,Pyrrhocorax pyrrhocorax,0.738079593866636,0.42253627954057066,0.31554331432606536,8,generalist
P2,Ficedula zanthopygia,0.24484584585873817,0.47787439956240807,-0.2330285537036699,2,specialist
P2,Pericrocotus cantonensis,0.08585688767112057,0.32515125854044985,-0.23929437086932928,2,specialist
P2,Ixos mcclellandii,0.048730075674599284,0.22896105034171405,-0.18023097466711477,2,specialist
P2,Tringa nebularia,0.33492262726973543,0.4505204705607554,-0.11559784329101996,8,generalist
P2,Dicrurus hottentottus,0.15640857440289183,0.39568282091188406,-0.23927424650899223,2,specialist
P2,Gracupica nigricollis,0.012475236984309697,0.1264387877499299,-0.1139635507656202,8,generalist
P2,Tringa totanus,0.5117721699400425,0.4012010519333771,0.11057111800666541,8,generalist
P2,Hierococcyx sparverioides,0.10638606043068025,0.2704538018468334,-0.16406774141615313,2,specialist
P2,Leiothrix lutea,0.16438773190158298,0.3066718275671227,-0.1422840956655397,2,specialist
P2,Charadrius alexandrinus,0.28823006082250796,0.3416163388462942,-0.05338627802378626,8,generalist
P2,Dendrocitta formosae,0.03058658791249165,0.19483743867332168,-0.16425085076083001,5,specialist
P2,Aix galericulata,0.23558886151582178,0.3984015353415417,-0.16281267382571993,8,generalist
P2,Motacilla tschutschensis,0.4565808344130575,0.6193711933284144,-0.16279035891535687,8,generalist
P2,Falco amurensis,0.2204153393780836,0.322468856622859,-0.1020535172447754,8,generalist
P2,Delichon dasypus,0.4456072140803012,0.4434853851544137,0.00212182892588747,5,specialist
P2,Lonchura striata,0.0585492764807529,0.2879630103356581,-0.22941373385490518,8,generalist
P2,Garrulax canorus,0.05738662896700038,0.28220701666342973,-0.22482038769642937,5,specialist
P2,Amaurornis phoenicurus,0.0874334307670045,0.3010488781099704,-0.2136154473429659,5,specialist
P2,Lanius tephronotus,0.5498615157907811,0.30394534280203006,0.24591617298875107,8,generalist
P2,Columba livia,0.9375578140865385,0.8965285804974373,0.041029233589101155,8,generalist
P2,Phylloscopus claudiae,0.24468543793301725,0.24812255613438358,-0.0034371182013663293,5,specialist
P2,Emberiza elegans,0.3227464647392463,0.4947951575341649,-0.17204869279491863,8,generalist
P2,Gyps himalayensis,0.6296713434581406,0.3102812961884606,0.31939004726967996,8,generalist
P2,Recurvirostra avosetta,0.2302618513114603,0.29656660041242056,-0.06630474910096026,8,generalist
P2,Culicicapa ceylonensis,0.19063339330850065,0.23102416906418158,-0.040390775755680924,2,specialist
P2,Columba rupestris,0.8379532031700462,0.5393903439523771,0.2985628592176691,8,generalist
P2,Apus nipalensis,0.11744267204211287,0.23212766746694402,-0.11468499542483115,2,specialist
P2,Accipiter nisus,0.9540999279313933,0.81299182807952,0.14110809985187334,2,specialist
P2,Tringa ochropus,0.6642787631958246,0.7411400366205136,-0.07686127342468907,8,generalist
P2,Phoenicurus ochruros,0.675840009148386,0.32418389254670427,0.3516561166016818,8,generalist
P2,Turdus rubrocanus,0.5154375424175714,0.31149714718807536,0.20394039522949609,2,specialist
P2,Carpodacus erythrinus,0.8530915703590859,0.6394836192942001,0.21360795106488584,5,specialist
P2,Psilopogon virens,0.059616785154206244,0.1703479535251242,-0.11073116837091795,2,specialist
P2,Gallinago gallinago,0.4153803533782884,0.5693184207716981,-0.15393806739340976,8,generalist
P2,Prinia flaviventris,0.01155501827770419,0.13441271943476055,-0.12285770115705635,8,generalist
P2,Motacilla citreola,0.814013595392494,0.5603643588778116,0.2536492365146824,8,generalist
P2,Accipiter soloensis,0.12586418536359958,0.38774525543429417,-0.2618810700706946,2,specialist
P2,Accipiter trivirgatus,0.08890531829268442,0.30486647051143995,-0.21596115221875553,2,specialist
P2,Cisticola juncidis,0.0964322460806596,0.3633764579732019,-0.2669442118925423,8,generalist
P2,Dicrurus leucophaeus,0.15660073952143808,0.3276930896779057,-0.17109235015646765,2,specialist
P2,Ardea intermedia,0.022870300451713274,0.0881986709738153,-0.065328370522102025,8,generalist
P2,Lonchura punctulata,0.02452619621043169,0.2124971187567209,-0.1879709225462892,5,specialist
P2,Orthotomus sutorius,0.012558300477492054,0.10493720759949725,-0.0923789071220052,5,specialist
P2,Falco subbuteo,0.6521241703315616,0.6694243546901848,-0.01730018435862324,8,generalist
P2,Pericrocotus ethologus,0.4216335884626785,0.29578153694206266,0.12585205152061585,2,specialist
P2,Muscicapa sibirica,0.43957857331162675,0.6926373624348056,-0.2530587891231788,2,specialist
P2,Picumnus innominatus,0.11057827935563937,0.2897247031390934,-0.17914642378345402,2,specialist
P2,Sternula albifrons,0.29767228588451067,0.383151159898397,-0.08547887401388632,8,generalist
P2,Butorides striata,0.12638053793830786,0.4250922981512975,-0.2987117602129896,8,generalist
P2,Yungipicus canicapillus,0.17721800681585753,0.29324672017314757,-0.11602871335729004,5,specialist
P2,Periparus ater,0.5546941481407424,0.5111723805593947,0.043521767581347626,2,specialist
P2,Phylloscopus magnirostris,0.3722068912258435,0.24591819509275398,0.12628869613308952,2,specialist
P2,Tarsiger cyanurus,0.3736965167101735,0.5946199293525084,-0.2209234126423349,2,specialist
P2,Cuculus sparverioides,0.24003699579218668,0.4443974891333874,-0.2043604933412007,5,specialist
P2,Cyanoderma ruficeps,0.04933477007467625,0.19813138376997638,-0.14879661369530012,2,specialist
P2,Eurystomus orientalis,0.08849406150048039,0.30489546586212296,-0.21640140436164257,5,specialist
P2,Anas carolinensis,0.45061099756976225,0.5252750254211741,-0.07466402785141185,8,generalist
P2,Acrocephalus bistrigiceps,0.1443831294341718,0.2878423871114212,-0.14345925767724937,8,generalist
P2,Centropus sinensis,0.010722534819121053,0.08134339931949412,-0.07062086450037307,5,specialist
P2,Buteo hemilasius,0.8064149955893469,0.5252381002405219,0.28117689534882506,8,generalist
P2,Pycnonotus aurigaster,0.018963118815610972,0.11790105588562118,-0.09893793707001021,5,specialist
P2,Fringilla montifringilla,0.41514535232005423,0.5233469826340339,-0.10820163031397967,2,specialist
P2,Phylloscopus humei,0.8002426284182944,0.4817781833977685,0.3184644450205259,2,specialist
P2,Apus pacificus,0.610869961886129,0.737099638447887,-0.126229676561758,2,specialist
P2,Emberiza godlewskii,0.8049731422548375,0.4769963594428656,0.3279767828119719,5,specialist
P2,Tringa erythropus,0.2551031672290713,0.36804783186956225,-0.11294466464049097,8,generalist
P2,Enicurus leschenaulti,0.11497880528689264,0.25415112835382264,-0.13917232306693,8,generalist
P2,Phylloscopus borealis,0.45800866224281617,0.6866099885798275,-0.2286013263370113,2,specialist
P2,Cuculus poliocephalus,0.2955619157269128,0.42480964107896274,-0.12924772535204992,2,specialist
P2,Phylloscopus coronatus,0.28007822420607903,0.5519557890564102,-0.27187756485033115,5,specialist
P2,Phylloscopus trochiloides,0.7358821576964275,0.38669234962738624,0.34918980806904126,2,specialist
P2,Pericrocotus solaris,0.035937578113684726,0.19697473799157247,-0.16103715987788775,5,specialist
P2,Aethopyga gouldiae,0.23405192442020253,0.19018703963860528,0.04386488478159725,2,specialist
P2,Tringa stagnatilis,0.17255183388769432,0.3127675359723793,-0.14021570208468495,8,generalist
P2,Muscicapa dauurica,0.08434494012791646,0.2962127937989994,-0.21186785367108293,2,specialist
P2,Buteo japonicus,0.5222315199821457,0.6876126162011098,-0.16538109621896413,8,generalist
P2,Gelochelidon nilotica,0.17685207080516593,0.263963430295129,-0.08711135948996304,8,generalist
P2,Eumyias thalassinus,0.11973071030110968,0.222936611080613,-0.10320590077950331,2,specialist
P2,Sitta villosa,0.21497260642992946,0.22352651748673072,-0.008553911056801256,2,specialist
P2,Alauda gulgula,0.42111488899484795,0.37786413902741484,0.04325074996743311,8,generalist
P2,Calidris ruficollis,0.11898799847469042,0.19283401567488484,-0.07384601720019442,8,generalist
P2,Pernis ptilorhynchus,0.3415018740379172,0.4116668235091673,-0.07016494947125007,5,specialist
P2,Limosa limosa,0.26077687938517724,0.29854306457485974,-0.0377661851896825,8,generalist
P2,Phylloscopus pulcher,0.48645250901751647,0.28281788791599605,0.20363462110152042,2,specialist
P2,Ardea purpurea,0.15796702895462417,0.27586107379438174,-0.11789404483975757,8,generalist
P2,Phylloscopus armandii,0.811172677612063,0.496491633465595,0.314681044146468,5,specialist
P2,Butastur indicus,0.20080172121835882,0.5355267570992028,-0.334725035880844,5,specialist
P2,Platalea leucorodia,0.1765750780162856,0.28577796315185416,-0.10920288513556856,8,generalist
P2,Emberiza tristrami,0.13507885161508923,0.3141353323593769,-0.17905648074428768,2,specialist
P2,Spatula querquedula,0.45630642686579176,0.5111711930827073,-0.05486476621691555,8,generalist
P2,Alcippe hueti,0.005862246910740911,0.10151474890677384,-0.09565250199603292,5,specialist
P2,Garrulax perspicillatus,0.008939170802384365,0.08852207700687932,-0.07958290620449496,5,specialist
P2,Cinclus pallasii,0.2039324992536,0.27581338339024475,-0.07188088413664476,8,generalist
P2,Calidris ferruginea,0.26504087041521807,0.29691519142862477,-0.0318743210134067,8,generalist
P2,Tadorna tadorna,0.3581451861137925,0.403836808327271,-0.0456916222134785,8,generalist
P2,Chlidonias leucopterus,0.25232742326375746,0.32709747256302657,-0.07477004929926911,8,generalist
P2,Anthus roseatus,0.6093334596234902,0.3668510484763133,0.2424824111471769,8,generalist
P2,Phoenicurus frontalis,0.5235452377093861,0.3009138358544928,0.22263140185489333,2,specialist
P2,Mareca strepera,0.5587926914644942,0.52404874023895065,0.03474395122554352,8,generalist
P2,Periparus rubidiventris,0.3473186222264443,0.1991740702090311,0.14814455201741317,2,specialist
P2,Eremophila alpestris,0.7297220617740987,0.3926892381688147,0.337032823605284,8,generalist
P2,Aythya nyroca,0.6120585767115077,0.4822266393245137,0.12983193738699395,8,generalist
P2,Calidris acuminata,0.12382852858740405,0.22943087916350616,-0.10560235057610211,8,generalist
P2,Ceryle rudis,0.024142231528221498,0.15088794151071386,-0.12674570998249235,8,generalist
P3,Passer montanus,0.9175442288328355,0.9485686316151855,-0.03102440278234997,5,specialist
P3,Pycnonotus sinensis,0.14115349906226488,0.44145554846671803,-0.30030204940445315,5,specialist
P3,Hirundo rustica,0.7379318968801608,0.8475012371977425,-0.1095693403175817,8,generalist
P3,Spilopelia chinensis,0.20831021276764325,0.47882407493905116,-0.27051386217140794,8,generalist
P3,Pica serica,0.3939106287942437,0.5725912908808455,-0.17868066208660177,5,specialist
P3,Motacilla alba,0.9805292572060098,0.9688592147978952,0.011670042408114645,8,generalist
P3,Turdus mandarinus,0.14845302315004832,0.4013978323060507,-0.25294480915600237,5,specialist
P3,Egretta garzetta,0.2207194798478577,0.4690414644471453,-0.2483219845992876,8,generalist
P3,Parus minor,0.370691330965886,0.6081409811403047,-0.23744965017441866,5,specialist
P3,Cyanopica cyanus,0.37466378914627646,0.465102347620921,-0.09043855847464455,5,specialist
P3,Streptopelia orientalis,0.7013609961580859,0.8040204591754616,-0.10265946301737572,8,generalist
P3,Tachybaptus ruficollis,0.39320844696415946,0.5928666508963523,-0.1996582039321928,8,generalist
P3,Nycticorax nycticorax,0.28918811276079376,0.47313839056025164,-0.18395027779945788,8,generalist
P3,Gallinula chloropus,0.44300631431989873,0.6198618145605269,-0.17685550024062818,8,generalist
P3,Sinosuthora webbiana,0.17996501372283014,0.4227324921152606,-0.24276747839243046,5,specialist
P3,Chloris sinica,0.4518390333979946,0.6421515877584355,-0.19031255436044092,5,specialist
P3,Cecropis daurica,0.3113527951040941,0.6298432946081061,-0.318490499504012,8,generalist
P3,Acridotheres cristatellus,0.12593323367422596,0.38142064740230247,-0.2554874137280765,8,generalist
P3,Ardeola bacchus,0.24429566848138737,0.490126088220244,-0.24583041973885664,8,generalist
P3,Copsychus saularis,0.0696305749060895,0.30399787922969956,-0.23436730432361008,2,specialist
P3,Ardea cinerea,0.5193895734717392,0.6449765624982065,-0.12558698902646726,8,generalist
P3,Anas platyrhynchos,0.7116951009752471,0.6935994763094948,0.01809562466575232,8,generalist
P3,Lanius schach,0.1355082385246317,0.36476772631596105,-0.22925948779132935,5,specialist
P3,Spodiopsar cineraceus,0.36633125624952667,0.5765176178601338,-0.2101863616106071,8,generalist
P3,Alcedo atthis,0.42346559074281725,0.6634604628420487,-0.23999487209923148,5,specialist
P3,Anas zonorhyncha,0.33973575210944673,0.4939844998174343,-0.15424874770798758,8,generalist
P3,Phasianus colchicus,0.5757426735160719,0.6724539122443016,-0.09671123872822973,5,specialist
P3,Zosterops simplex,0.1426455166242431,0.41969860423395494,-0.2770530876097118,5,specialist
P3,Cuculus canorus,0.9645341178130287,0.8330698661563184,0.13146425165671027,5,specialist
P3,Corvus macrorhynchos,0.4128516816187721,0.4723363283465606,-0.05948464672778847,5,specialist
P3,Upupa epops,0.9361497272167288,0.8150213765695498,0.12112835064717908,8,generalist
P3,Dendrocopos major,0.5319492477979466,0.586180895020791,-0.05423164722284435,2,specialist
P3,Spodiopsar sericeus,0.08861417746684783,0.32417325441021644,-0.2355590769433686,5,specialist
P3,Dicrurus macrocercus,0.2370475723399685,0.485109690561822,-0.2480621182218535,5,specialist
P3,Spizixos semitorques,0.08788171667218712,0.2579583819483054,-0.17007666527611826,5,specialist
P3,Phoenicurus auroreus,0.41113206433295607,0.6616519486419867,-0.25051988430903066,5,specialist
P3,Ardea alba,0.5773339744652634,0.6913142905176703,-0.113980316052407,8,generalist
P3,Himantopus himantopus,0.46793657030449204,0.5335312458050184,-0.06559467550052639,8,generalist
P3,Urocissa erythroryncha,0.12462119137161924,0.34152470739464497,-0.2169035160230257,2,specialist
P3,Aegithalos concinnus,0.13567496544950586,0.3349599433619807,-0.19928497791247485,2,specialist
P3,Lanius cristatus,0.47656738412611793,0.7037540134536466,-0.2271866293275287,8,generalist
P3,Fulica atra,0.47233985524528765,0.5087608205445946,-0.03642096529930694,8,generalist
P3,Horornis fortipes,0.13907236441220083,0.3472586986567128,-0.208186334244512,2,specialist
P3,Eophona migratoria,0.16113064120020948,0.3983888403388164,-0.2372581991386069,5,specialist
P3,Podiceps cristatus,0.5836156057375019,0.5569593651082817,0.02665624062922023,8,generalist
P3,Picus canus,0.5936171367316958,0.6359811371076703,-0.04236400037597454,2,specialist
P3,Phylloscopus inornatus,0.2199858249392954,0.563281942278973,-0.3432961173396776,2,specialist
P3,Pterorhinus sannio,0.10472277091479097,0.21647466258847797,-0.111751891673687,5,specialist
P3,Motacilla cinerea,0.8053916805618676,0.8697048737556157,-0.06431319319374806,8,generalist
P3,Sterna hirundo,0.6473348801858715,0.518657721481288,0.12867715870458352,8,generalist
P3,Falco tinnunculus,0.912005645805376,0.8363688173099564,0.07563682849541964,8,generalist
P3,Hypsipetes leucocephalus,0.0960202569289358,0.2798535511061989,-0.18383329417726313,2,specialist
P3,Apus apus,0.684404605324039,0.5599614853739542,0.12444311995008484,2,specialist
P3,Cuculus micropterus,0.1957748333808315,0.5420595311668462,-0.3462846977860148,2,specialist
P3,Phalacrocorax carbo,0.6411082344755122,0.6795838179722888,-0.0384755834967766,8,generalist
P3,Phoenicurus fuliginosus,0.28843257295110114,0.3848434247316915,-0.09641085178059033,8,generalist
P3,Prinia inornata,0.04059940558124478,0.2750842749979074,-0.2344848694166626,5,specialist
P3,Milvus migrans,0.7482413486196402,0.6348869985654203,0.1133543500542199,8,generalist
P3,Bubulcus coromandus,0.3746156461867127,0.5327048932229717,-0.15808924703625893,5,specialist
P3,Phylloscopus proregulus,0.33184858019383956,0.637793452146559,-0.30594487195271947,2,specialist
P3,Acrocephalus orientalis,0.24617424847068026,0.4114981240267444,-0.16532387555606415,8,generalist
P3,Aegithalos glaucogularis,0.23021472624221,0.3137453114664298,-0.0835305852242198,5,specialist
P3,Eudynamys scolopaceus,0.1512973703028961,0.41215191755625774,-0.26085454725336166,5,specialist
P3,Anthus hodgsoni,0.5122891750366079,0.6600202366768481,-0.1477310616402402,8,generalist
P3,Pterorhinus perspicillatus,0.014372363638321178,0.1277090162154729,-0.11333665257715173,5,specialist
P3,Charadrius dubius,0.5781033716366979,0.6815023101685063,-0.10339893853180837,8,generalist
P3,Poecile palustris,0.14143956320657902,0.213000660087175,-0.07156109688059598,2,specialist
P3,Actitis hypoleucos,0.7468942718530776,0.8131605255755049,-0.06626625372242734,8,generalist
P3,Tadorna ferruginea,0.8121772572338574,0.5768868397786047,0.2352904174552527,8,generalist
P3,Passer cinnamomeus,0.28784123230777325,0.3658778326439646,-0.07803660033619136,5,specialist
P3,Vanellus cinereus,0.22930552715020483,0.45746099701184645,-0.22815546986164162,8,generalist
P3,Pycnonotus xanthorrhous,0.153014115764536,0.23713887165253902,-0.08412475588800303,5,specialist
P3,Emberiza spodocephala,0.3324307939731493,0.5771338353739632,-0.24470304140081395,5,specialist
P3,Ixobrychus sinensis,0.1762691619878829,0.43482899932806907,-0.25855983734018617,2,specialist
P3,Oriolus chinensis,0.24977823534625657,0.5700932233622111,-0.3203149880159546,5,specialist
P3,Emberiza pusilla,0.3574049385402104,0.6228739820115882,-0.2654690434713778,5,specialist
P3,Chroicocephalus ridibundus,0.5212837758451927,0.5590313871506714,-0.03774761130547866,5,specialist
P3,Pycnonotus jocosus,0.024400134636340172,0.13203762343386194,-0.10763748879752177,5,specialist
P3,Streptopelia decaocto,0.5804852533244488,0.47975394055881654,0.10073131276563224,8,generalist
P3,Pomatorhinus ruficollis,0.1064848456919611,0.2718876057944917,-0.16540276010253063,5,specialist
P3,Bambusicola thoracicus,0.06167724812675738,0.21557992862259553,-0.15390268049583816,5,specialist
P3,Pardaliparus venustulus,0.3147263124901693,0.5018435719225462,-0.18711725943237695,5,specialist
P3,Ficedula albicilla,0.506283030651938,0.7171337849419375,-0.21085075428999944,5,specialist
P3,Picoides canicapillus,0.09478620255998886,0.19515955202850774,-0.10037334946851888,2,specialist
P3,Hemixos castanonotus,0.017256172678689164,0.17566839525331593,-0.15841222257462675,2,specialist
P3,Tringa glareola,0.49621890271340396,0.593624602973147,-0.09740570025974304,8,generalist
P3,Abroscopus albogularis,0.08652029045891517,0.26399638616818866,-0.17747609570927347,2,specialist
P3,Saxicola stejnegeri,0.21734987187475777,0.535024493727004,-0.31767462185224626,5,specialist
P3,Garrulus glandarius,0.2855022819862565,0.4572920947000437,-0.17178981271378724,2,specialist
P3,Chlidonias hybrida,0.3657168198809268,0.4810552493570291,-0.11533842947610229,8,generalist
P3,Corvus corone,0.7143294351202152,0.5980469538381921,0.11628248128202312,8,generalist
P3,Trochalopteron elliotii,0.3063757372952034,0.20740654195846578,0.09896919533673762,2,specialist
P3,Parus monticolus,0.23525985874976935,0.20308050905783892,0.032179349691930426,2,specialist
P3,Phylloscopus fuscatus,0.44758778529405785,0.634187268913507,-0.1865994836194491,2,specialist
P3,Myophonus caeruleus,0.24648797449449608,0.36290014243102936,-0.11641216793653328,2,specialist
P3,Pyrrhocorax pyrrhocorax,0.7396785163379731,0.42381826345580215,0.31586025288217096,8,generalist
P3,Ficedula zanthopygia,0.2682483516649788,0.5068137299726042,-0.23856537830762542,2,specialist
P3,Pericrocotus cantonensis,0.10501658612758903,0.3480530320559116,-0.24303644592832258,2,specialist
P3,Ixos mcclellandii,0.06800688389527722,0.256986997041082,-0.18898011314580482,2,specialist
P3,Tringa nebularia,0.3876672829168154,0.5090365523186012,-0.12136926940178583,8,generalist
P3,Dicrurus hottentottus,0.152675562944281,0.39277242712911403,-0.24009686418483303,2,specialist
P3,Gracupica nigricollis,0.017738247191764436,0.15333573413951135,-0.13559748694774693,8,generalist
P3,Tringa totanus,0.5642742324033105,0.44851404397241346,0.11576018843089708,8,generalist
P3,Hierococcyx sparverioides,0.14644050970999475,0.3197729552390359,-0.17333244552904117,2,specialist
P3,Leiothrix lutea,0.1708490748264718,0.31381734052121707,-0.14296826569474527,2,specialist
P3,Charadrius alexandrinus,0.3685303863151723,0.42733410239004876,-0.058803716074876444,8,generalist
P3,Dendrocitta formosae,0.035760532107377695,0.2104097606967299,-0.1746492285893522,5,specialist
P3,Aix galericulata,0.2748730432406199,0.44844570761587776,-0.17357266437525787,8,generalist
P3,Motacilla tschutschensis,0.5960325859264237,0.7350920812141889,-0.13905949528776518,8,generalist
P3,Falco amurensis,0.23533609502710062,0.3425379179162067,-0.10720182288910607,8,generalist
P3,Delichon dasypus,0.40674871372903243,0.40662655322566954,1.221605033628892e-4,5,specialist
P3,Lonchura striata,0.06823676288714178,0.3004881136871311,-0.2322513507999893,8,generalist
P3,Garrulax canorus,0.0768411799483288,0.3154249602336077,-0.23858378028527893,5,specialist
P3,Amaurornis phoenicurus,0.08753231009257188,0.30191796473559734,-0.21438565464302545,5,specialist
P3,Lanius tephronotus,0.5474314694516486,0.3014301072698282,0.24600136218182034,8,generalist
P3,Columba livia,0.8874764715815143,0.8210310376098334,0.0664454339716809,8,generalist
P3,Phylloscopus claudiae,0.2735767809046398,0.2770672572301408,-0.0034904763255009796,5,specialist
P3,Emberiza elegans,0.32652197220260715,0.49940276137879114,-0.172880789176184,8,generalist
P3,Gyps himalayensis,0.6403596005346505,0.3152445435153633,0.32511505701928717,8,generalist
P3,Recurvirostra avosetta,0.30638581622269967,0.3769942886461561,-0.07060847242345641,8,generalist
P3,Culicicapa ceylonensis,0.2175159751620238,0.2588549475297119,-0.041338972367688076,2,specialist
P3,Columba rupestris,0.8428433518715692,0.545289804566824,0.29755354730474526,8,generalist
P3,Apus nipalensis,0.14410162512367589,0.2584485293822907,-0.1143469042586148,2,specialist
P3,Accipiter nisus,0.9601073423108866,0.8266339786843411,0.1334733636265455,2,specialist
P3,Tringa ochropus,0.6622724424110422,0.7401795087883426,-0.07790706637730038,8,generalist
P3,Phoenicurus ochruros,0.691010213312569,0.3359312893355305,0.35507892397703844,8,generalist
P3,Turdus rubrocanus,0.5075088558339029,0.30327108675935416,0.20423776907454877,2,specialist
P3,Carpodacus erythrinus,0.851870973403553,0.6362082244485944,0.21566274895495863,5,specialist
P3,Psilopogon virens,0.08346886644727837,0.20372134597781155,-0.12025247953053318,2,specialist
P3,Gallinago gallinago,0.4494851837625315,0.6041527534609673,-0.15466756969843581,8,generalist
P3,Prinia flaviventris,0.012373517364080258,0.1437447468163523,-0.13137122945227203,8,generalist
P3,Motacilla citreola,0.8300198158799079,0.5819466232990758,0.24807319258083216,8,generalist
P3,Accipiter soloensis,0.12602285969736995,0.38928687779581905,-0.2632640180984491,2,specialist
P3,Accipiter trivirgatus,0.12683690539443385,0.3374260360406772,-0.21058913064624338,2,specialist
P3,Cisticola juncidis,0.10688565742173262,0.3826098005195669,-0.2757241430978343,8,generalist
P3,Dicrurus leucophaeus,0.15217140075136662,0.3247111053950207,-0.17253970464365406,2,specialist
P3,Ardea intermedia,0.04716715895753498,0.1804838393204304,-0.13331668036289543,8,generalist
P3,Lonchura punctulata,0.036378663487035515,0.2439792345032681,-0.20760057101623258,5,specialist
P3,Orthotomus sutorius,0.01346120721131463,0.11493575078079048,-0.10147454356947584,5,specialist
P3,Falco subbuteo,0.6277888529167439,0.6447480193938383,-0.01695916647709439,8,generalist
P3,Pericrocotus ethologus,0.42497088478789397,0.29860396530436134,0.12636691948353262,2,specialist
P3,Muscicapa sibirica,0.4352780740725181,0.690589511958584,-0.25531143788606586,2,specialist
P3,Picumnus innominatus,0.12905419567375545,0.3072229642751248,-0.17816876860136935,2,specialist
P3,Sternula albifrons,0.3392054954397494,0.4325471974993885,-0.0933417020596391,8,generalist
P3,Butorides striata,0.13915994052114086,0.447988025612872,-0.3088280850917311,8,generalist
P3,Yungipicus canicapillus,0.2126721310291556,0.3374151741457528,-0.12474304311659717,5,specialist
P3,Periparus ater,0.5368251948405891,0.4936045341801119,0.043220660660477195,2,specialist
P3,Phylloscopus magnirostris,0.3658035106169703,0.24038566548718496,0.12541784512978535,2,specialist
P3,Tarsiger cyanurus,0.40747395455435376,0.619403943435958,-0.2119299888816042,2,specialist
P3,Cuculus sparverioides,0.2424071716405912,0.44664811298310314,-0.20424094134251194,5,specialist
P3,Cyanoderma ruficeps,0.04882532241950222,0.1992569557880151,-0.1504316333685129,2,specialist
P3,Eurystomus orientalis,0.0885972880617365,0.3059960948007503,-0.2173988067390138,5,specialist
P3,Anas carolinensis,0.470326932261887,0.545433824004068,-0.07510689174218105,8,generalist
P3,Acrocephalus bistrigiceps,0.15762575181200844,0.32964688159115274,-0.1720211297791443,8,generalist
P3,Centropus sinensis,0.013665420464367372,0.10588486247514292,-0.09221944201077555,5,specialist
P3,Buteo hemilasius,0.8140579476622606,0.5339772948212563,0.28008065284100425,8,generalist
P3,Pycnonotus aurigaster,0.02256204081245065,0.1317969608117163,-0.10923491999926564,5,specialist
P3,Fringilla montifringilla,0.4537065321609719,0.5611593533025855,-0.10745282114161359,2,specialist
P3,Phylloscopus humei,0.8142537917184881,0.5041326545846246,0.31012113713386347,2,specialist
P3,Apus pacificus,0.6214395856458121,0.7427987306632574,-0.12135914501744527,2,specialist
P3,Emberiza godlewskii,0.8011681893961715,0.4707330517229328,0.33043513767323873,5,specialist
P3,Tringa erythropus,0.2746578844025045,0.3929261276402499,-0.11826824323774543,8,generalist
P3,Enicurus leschenaulti,0.1358263021001709,0.27970127219936597,-0.14387497009919506,8,generalist
P3,Phylloscopus borealis,0.45527008933430707,0.6850040881320729,-0.22973399879776585,2,specialist
P3,Cuculus poliocephalus,0.3088191669573357,0.4367770554545826,-0.12795788849724693,2,specialist
P3,Phylloscopus coronatus,0.24120085175939215,0.5148714748080644,-0.27367062304867223,5,specialist
P3,Phylloscopus trochiloides,0.7475391556521197,0.39815812807438333,0.34938102757773637,2,specialist
P3,Pericrocotus solaris,0.04666637938302554,0.21605746272204432,-0.16939108333901878,5,specialist
P3,Aethopyga gouldiae,0.2516210066698444,0.20823587765497384,0.043385129014870544,2,specialist
P3,Tringa stagnatilis,0.20197001656818403,0.3628737081098562,-0.16090369154167217,8,generalist
P3,Muscicapa dauurica,0.10363491297242117,0.34185221654924036,-0.2382173035768192,2,specialist
P3,Buteo japonicus,0.535118619701335,0.6982416358144922,-0.16312301611315716,8,generalist
P3,Gelochelidon nilotica,0.21232786724796046,0.31425349159375704,-0.10192562434579658,8,generalist
P3,Eumyias thalassinus,0.14767284919011925,0.25110103612747764,-0.10342818693735839,2,specialist
P3,Sitta villosa,0.2343819623519643,0.24104301374605283,-0.006661051394088541,2,specialist
P3,Alauda gulgula,0.3984998163954717,0.35527939659975644,0.04322041979571528,8,generalist
P3,Calidris ruficollis,0.1215788205551184,0.19728637156436293,-0.07570755100924453,8,generalist
P3,Pernis ptilorhynchus,0.41030936930339007,0.48000159173134455,-0.06969222242795448,5,specialist
P3,Limosa limosa,0.2743794980980635,0.31392583120087253,-0.03954633310280903,8,generalist
P3,Phylloscopus pulcher,0.4825069584876902,0.27972437413765605,0.20278258435003416,2,specialist
P3,Ardea purpurea,0.1898803065478448,0.3291688941741037,-0.13928858762625893,8,generalist
P3,Phylloscopus armandii,0.8197312173260509,0.5107255889021681,0.3090056284238828,5,specialist
P3,Butastur indicus,0.20188241818168232,0.5373541673298654,-0.3354717491481831,5,specialist
P3,Platalea leucorodia,0.20235993099277236,0.3277678163092411,-0.12540788531646876,8,generalist
P3,Emberiza tristrami,0.15860661476831578,0.37717953355201095,-0.21857291878369517,2,specialist
P3,Spatula querquedula,0.46781380507275344,0.523242600038734,-0.05542879496598058,8,generalist
P3,Alcippe hueti,0.007219276623767741,0.11185031075706105,-0.1046310341332933,5,specialist
P3,Garrulax perspicillatus,0.019096374996999763,0.14491269052900643,-0.12581631553200667,5,specialist
P3,Cinclus pallasii,0.22381099362616672,0.29849367797697535,-0.07468268435080863,8,generalist
