grid_cell,naive_trend,corrected_trend,trend_diff,direction_flipped
56,1.1999999999999995,2.8359510926432785,1.635951092643279,FALSE
57,2.5999999999999996,3.269944278797167,0.6699442787971672,FALSE
128,2.9,3.092097624574385,0.19209762457438506,FALSE
198,3.6,3.422310867289763,-0.177689132710237,FALSE
199,9.799999999999995,3.493114541849459,-6.3068854581505365,FALSE
203,4.999999999999999,1.8962802876536458,-3.1037197123463534,FALSE
270,10.8,3.352119794042684,-7.447880205957317,FALSE
271,9.900000000000002,3.471128157894858,-6.428871842105144,FALSE
272,1.7999999999999998,3.472291501784006,1.6722915017840063,FALSE
274,0.19999999999999996,3.5189890351653585,3.318989035165359,FALSE
276,2.2,2.8503963106885992,0.650396310688599,FALSE
341,5.4,3.4515540876926623,-1.948445912307338,FALSE
342,2.5999999999999996,2.7022321777741354,0.10223217777413574,FALSE
343,6.199999999999999,2.448466764295821,-3.751533235704178,FALSE
344,0.5999999999999998,2.9232228365411332,2.3232228365411336,FALSE
345,0,3.3760433457470005,3.3760433457470005,TRUE
347,4.599999999999999,3.2107382747115802,-1.3892617252884185,FALSE
412,1.9999999999999998,3.2490785394024853,1.2490785394024855,FALSE
413,7.4,3.690563133758897,-3.7094368662411035,FALSE
414,9.2,3.667391816008635,-5.532608183991364,FALSE
415,15.099999999999998,3.885656717475005,-11.214343282524993,FALSE
416,-4.999999999999999,3.8822623710627173,8.882262371062716,TRUE
417,0,2.5223258347687927,2.5223258347687927,TRUE
418,4,2.5910015560136745,-1.4089984439863255,FALSE
483,-2.9999999999999996,3.848878571917042,6.848878571917042,TRUE
484,7.9,3.645982263019462,-4.254017736980538,FALSE
485,0.900000000000002,3.6547949620522733,2.754794962052271,FALSE
486,1.9999999999999998,3.9288016706860445,1.9288016706860447,FALSE
487,8.4,3.7811215208743896,-4.618878479125611,FALSE
554,12.1,3.9031677937811877,-8.196832206218811,FALSE
555,10.999999999999998,3.8676232625179514,-7.132376737482047,FALSE
556,11.999999999999995,3.700298914142421,-8.299701085857574,FALSE
557,12.099999999999998,3.579183567199979,-8.520816432800018,FALSE
558,11.5,3.6635077178817212,-7.836492282118279,FALSE
559,25.399999999999995,3.902400641101932,-21.497599358898064,FALSE
560,3.7999999999999994,3.691184276022633,-0.10881572397736639,FALSE
561,1.8,2.2972783755215898,0.4972783755215897,FALSE
563,5.6,2.6869776678239483,-2.9130223321760513,FALSE
564,1.3999999999999997,2.4699025025322756,1.069902502532276,FALSE
592,16.699999999999992,2.660199998434107,-14.039800001565885,FALSE
593,7.599999999999999,2.525013374002282,-5.074986625997717,FALSE
625,1.1999999999999995,2.4952977482295866,1.295297748229587,FALSE
626,13.2,2.7350371090189562,-10.464962890981043,FALSE
627,1.3999999999999995,2.9038539969638038,1.5038539969638043,FALSE
628,13.899999999999999,2.772731916844167,-11.127268083155831,FALSE
629,19.499999999999996,3.025095007763757,-16.47490499223624,FALSE
630,5.800000000000001,3.073447044177505,-2.7265529558224957,FALSE
634,0,3.499728118932954,3.499728118932954,TRUE
635,4.999999999999999,2.9561341626044135,-2.0438658373955856,FALSE
636,7.499999999999997,2.481275715741228,-5.018724284258769,FALSE
637,1.599999999999999,2.7646392678570195,1.1646392678570205,FALSE
640,6,3.1649307441833527,-2.8350692558166473,FALSE
663,8.799999999999999,2.352505249354175,-6.447494750645824,FALSE
664,17.599999999999998,2.4862620998663103,-15.113737900133687,FALSE
665,11.299999999999999,2.5200854179248653,-8.779914582075133,FALSE
666,5.599999999999998,2.485695854372724,-3.114304145627274,FALSE
696,0.5999999999999998,3.352290014568445,2.7522900145684455,FALSE
698,16.9,3.056786478391141,-13.843213521608858,FALSE
699,8.999999999999996,3.3583867407247796,-5.641613259275217,FALSE
700,0.49999999999999994,3.2948262571979634,2.7948262571979634,FALSE
701,1.5999999999999996,3.4448018140718677,1.844801814071868,FALSE
702,1.4,2.949209503193576,1.549209503193576,FALSE
704,2.2,2.7866911128147955,0.5866911128147954,FALSE
705,3.6999999999999997,2.8704979313182317,-0.829502068681768,FALSE
706,3.1999999999999993,4.363415085047929,1.1634150850479301,FALSE
708,2.7999999999999994,3.928695433076366,1.1286954330763668,FALSE
710,4.2,3.880649129748626,-0.3193508702513741,FALSE
711,13.399999999999999,3.923243979997977,-9.476756020002021,FALSE
712,8.099999999999998,3.682353374212671,-4.417646625787327,FALSE
716,1.9999999999999998,3.8051653656715727,1.805165365671573,FALSE
717,5.999999999999999,3.4433551253650885,-2.5566448746349106,FALSE
735,5.999999999999999,2.307310895139348,-3.692689104860651,FALSE
736,18.9,2.531773487436253,-16.368226512563744,FALSE
737,17.7,2.4672675597674067,-15.232732440232592,FALSE
738,19.799999999999994,2.531760164757999,-17.268239835241996,FALSE
772,-1.800000000000001,2.811142591617432,4.611142591617433,TRUE
773,4.4,2.928893433245243,-1.4711065667547572,FALSE
774,4.4,3.23947987148017,-1.1605201285198303,FALSE
775,0.5999999999999998,3.1892997853660767,2.589299785366077,FALSE
776,3.9999999999999996,3.361865384442951,-0.6381346155570484,FALSE
777,15.899999999999999,3.686880143716806,-12.213119856283193,FALSE
778,2.8,3.226894463662128,0.42689446366212813,FALSE
783,3.1999999999999993,2.383827397065547,-0.8161726029344525,FALSE
784,5.199999999999999,2.286846642142808,-2.9131533578571913,FALSE
787,0.5999999999999998,2.6132631113867872,2.0132631113867876,FALSE
788,1.1999999999999995,2.526079457056525,1.3260794570565253,FALSE
804,14.799999999999997,1.955512487711538,-12.84448751228846,FALSE
805,12.599999999999996,2.28203048953392,-10.317969510466076,FALSE
806,4.699999999999999,2.294743399729038,-2.4052566002709614,FALSE
807,9.499999999999998,2.136222299544639,-7.363777700455359,FALSE
808,11.899999999999999,2.422348800457734,-9.477651199542265,FALSE
809,16.599999999999994,2.4528643469120213,-14.147135653087973,FALSE
810,10.999999999999996,2.5725195843180915,-8.427480415681906,FALSE
811,8.999999999999998,2.626674275206952,-6.373325724793046,FALSE
812,4.299999999999999,2.6315588178318907,-1.6684411821681082,FALSE
813,3.6,2.5083633879178056,-1.0916366120821945,FALSE
845,10.299999999999997,3.7811514863551214,-6.518848513644876,FALSE
846,-0.8000000000000006,2.958764371425518,3.7587643714255186,TRUE
847,3.6,3.533361114137197,-0.06663888586280331,FALSE
848,-0.39999999999999974,3.7988907549881206,4.1988907549881205,TRUE
849,15.299999999999999,3.752767350248289,-11.54723264975171,FALSE
850,19.699999999999996,3.4486042779434416,-16.251395722056554,FALSE
851,0.9999999999999999,2.8216926544490035,1.8216926544490035,FALSE
855,9.899999999999997,1.9489597306951707,-7.951040269304826,FALSE
856,5.4,1.9276394759553388,-3.4723605240446616,FALSE
857,8.7,2.2494575651442403,-6.450542434855759,FALSE
858,9.5,2.6843216713888705,-6.8156783286111295,FALSE
859,2.2240166446797083e-16,2.586705197339421,2.5867051973394206,FALSE
860,6.899999999999999,2.5381987698978032,-4.361801230102195,FALSE
876,15.099999999999996,2.0647648473642355,-13.03523515263576,FALSE
877,12.299999999999995,2.178790881151835,-10.12120911884816,FALSE
878,2.5999999999999996,2.216144443152671,-0.38385555684732875,FALSE
879,13.199999999999998,2.2426112554134328,-10.957388744586565,FALSE
881,3.8,2.3634972608683813,-1.4365027391316185,FALSE
882,3.8,2.4231088769229916,-1.3768911230770082,FALSE
883,5.699999999999999,2.419830562848685,-3.280169437151314,FALSE
884,6.199999999999998,2.7162969346248595,-3.483703065375139,FALSE
885,9.700000000000001,2.500654195279963,-7.199345804720038,FALSE
916,8.4,3.445548296930638,-4.9544517030693624,FALSE
917,4.599999999999999,3.4731915014702124,-1.1268084985297864,FALSE
918,2.399999999999999,3.361945636688527,0.9619456366885282,FALSE
920,6.6000000000000005,3.1166063046930925,-3.483393695306908,FALSE
921,10.999999999999998,2.79830492103024,-8.201695078969758,FALSE
922,10.199999999999998,2.64539532189444,-7.554604678105557,FALSE
923,16.099999999999998,2.7031741673994625,-13.396825832600536,FALSE
927,4.799999999999998,2.476724174667398,-2.3232758253326002,FALSE
929,0.7999999999999998,2.408194413820996,1.6081944138209963,FALSE
931,11.799999999999995,2.434095636575692,-9.365904363424303,FALSE
947,2.2,2.2931109440307638,0.09311094403076359,FALSE
948,7.1999999999999975,2.317681758786057,-4.882318241213941,FALSE
949,4.399999999999999,2.218697861375332,-2.1813021386246665,FALSE
950,14.799999999999997,2.4082029916455032,-12.391797008354494,FALSE
951,9.999999999999996,2.3661310944353766,-7.63386890556462,FALSE
952,1.1999999999999995,2.4721999587515424,1.272199958751543,FALSE
953,0.19999999999999996,2.5273394535462432,2.3273394535462435,FALSE
955,-0.2999999999999996,2.8733790768989254,3.173379076898925,TRUE
956,3,2.874853303711361,-0.12514669628863917,FALSE
985,0.4999999999999998,3.3708945978479457,2.870894597847946,FALSE
986,5.299999999999999,3.381205496734655,-1.9187945032653437,FALSE
987,1.5999999999999996,3.3745559624187424,1.7745559624187428,FALSE
988,4.599999999999999,3.2466308945852367,-1.353369105414762,FALSE
989,6.5,3.2574184033066294,-3.2425815966933706,FALSE
991,6.499999999999998,3.030436030943283,-3.4695639690567153,FALSE
992,11.899999999999999,3.070401426541822,-8.829598573458178,FALSE
993,7.799999999999998,3.0456705755131286,-4.754329424486869,FALSE
994,5.8,2.868721715030872,-2.9312782849691277,FALSE
995,4.2,2.908613760112669,-1.291386239887331,FALSE
996,21.699999999999992,2.899237050123166,-18.800762949876827,FALSE
997,19.2,2.6504427436969067,-16.549557256303093,FALSE
999,2.2999999999999994,2.586622344420611,0.2866223444206115,FALSE
1001,12.1,2.3858024946370184,-9.714197505362982,FALSE
1002,0.9999999999999999,2.032382175291982,1.032382175291982,FALSE
1003,0.3999999999999999,1.9817665933298514,1.5817665933298515,FALSE
1018,5.8,1.9666040475060318,-3.833395952493968,FALSE
1019,8.499999999999998,2.0132429433278025,-6.486757056672196,FALSE
1021,6.399999999999999,2.1391743146883626,-4.2608256853116355,FALSE
1022,10.499999999999998,2.227640132256884,-8.272359867743114,FALSE
1023,2.3999999999999995,2.3387808529613134,-0.06121914703868603,FALSE
1025,1.4,2.3807029730171436,0.9807029730171437,FALSE
1027,5.2,2.425835589692179,-2.7741644103078213,FALSE
1028,1.8999999999999997,2.4984498344079134,0.5984498344079137,FALSE
1029,3.9999999999999996,2.6327739779059454,-1.3672260220940542,FALSE
1055,3.6,3.3469585600980194,-0.2530414399019807,FALSE
1057,3.9999999999999987,3.469634459680039,-0.5303655403199596,FALSE
1058,3.1999999999999993,3.9917769180339824,0.7917769180339831,FALSE
1061,1.7999999999999992,2.7953495269374926,0.9953495269374935,FALSE
1063,7.3999999999999995,2.5250159654838917,-4.874984034516108,FALSE
