species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative
Passer montanus,theil_sen,0.023981263571896266,0.006551595679168214,0.011981365618438135,0.01962425239180071,0.023363032134313677,0.02782245069990076,0.03755719898099665,1,0
Pycnonotus sinensis,theil_sen,0.022147554473338642,0.005984024225357944,0.010557873121069036,0.01800765661257711,0.022566616066621477,0.026232962543213688,0.033217809887551866,1,0
Hirundo rustica,theil_sen,0.025511817132901026,0.0072079687735742744,0.011801974641426908,0.02033988952780789,0.025518653710010816,0.030552075830476012,0.03967616871365432,1,0
Spilopelia chinensis,theil_sen,0.046146883000182166,0.007110139604000375,0.03164467842815341,0.041654405651075914,0.04599695201483989,0.050941130896987916,0.059694370685922635,1,0
Pica serica,theil_sen,0.07124272209563931,0.007553990681422829,0.05728781599877789,0.06634769711364369,0.07100169716252983,0.07599398796145984,0.08773641257270107,1,0
Motacilla alba,theil_sen,0.00688123554212572,0.005666893707006696,-0.0015886598346603255,0.002947176137653419,0.005998367415961409,0.00968143317024913,0.02097669281549105,0.9225,0.0775
Turdus mandarinus,theil_sen,0.02560356585256259,0.007031795589537357,0.01220925012467208,0.021116420715713166,0.025907075887076424,0.030189541193719763,0.039014562979544816,1,0
Egretta garzetta,theil_sen,0.03817901833514818,0.009167358981282726,0.01820864735908021,0.03281300677488085,0.03858838339743639,0.04472856005891375,0.054219046273071586,1,0
Parus minor,theil_sen,0.012133222254565814,0.008158922787826635,-0.005222809522940331,0.006418437488860344,0.012129766544463204,0.01783274063619122,0.027435731472740185,0.9325,0.0675
Cyanopica cyanus,theil_sen,0.021652908166868805,0.008079910839343611,0.0037188034019935024,0.016794835757874185,0.022291026029051624,0.02712805275237087,0.037630089983660575,0.9875,0.0125
Streptopelia orientalis,theil_sen,0.019638656558180315,0.013283038110868462,-0.007451511596619001,0.010396163125334285,0.02006941641727535,0.029191167140504543,0.04423505593562045,0.9225,0.0775
Tachybaptus ruficollis,theil_sen,0.0602378452468498,0.010007304520166517,0.04023879626813631,0.05433523168244258,0.06027510801217274,0.06627548903540381,0.08098201235348554,1,0
Nycticorax nycticorax,theil_sen,0.0571017884522909,0.012208081403482998,0.03219644469166186,0.04920483519659041,0.057543469117382416,0.06621078214606518,0.08014676830740577,1,0
Gallinula chloropus,theil_sen,0.06406586337508373,0.011570149003293033,0.042839091975408465,0.0556631012387799,0.06502975838404357,0.0716224264224822,0.08703404312665565,1,0
Sinosuthora webbiana,theil_sen,0.026833052781512906,0.008158860205978702,0.011710950853817976,0.021036453011369118,0.02700504966250323,0.032345533083553674,0.04188002801194813,1,0
Chloris sinica,theil_sen,0.008379091626681035,0.00618708357895176,-0.0035056195442487387,0.0042828189655678296,0.008274275454036896,0.012442179225225138,0.020399236237162346,0.92,0.08
Cecropis daurica,theil_sen,-7.394183523328736e-4,0.007729152201054908,-0.015331959608940876,-0.0060750833804942665,-2.699467937241166e-4,0.004798544345136303,0.012564988539833706,0.4775,0.5225
Acridotheres cristatellus,theil_sen,0.016541196725660748,0.00732546533828152,0.002085766169715233,0.011643092162729803,0.016364020198358073,0.021402946005440522,0.03069160304752062,0.99,0.01
Ardeola bacchus,theil_sen,0.01374287025786129,0.009151984253435011,-0.0043089397588776755,0.008028398622641776,0.014234065246687347,0.019531749503310953,0.032251129440976245,0.91,0.09
Copsychus saularis,theil_sen,0.010549668197358869,0.004671329573060595,0.0011934181738865316,0.007453000288311626,0.010163147980999035,0.01388048015932446,0.0195978516247046,0.98,0.02
Ardea cinerea,theil_sen,0.05992632167091115,0.012179192387941004,0.03777486939902776,0.051643140073277916,0.059082259292908425,0.06804748246368977,0.084017256082487,1,0
