grid_cell,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction,year_scaled
276,G00276,126.17024356538282,51.702582948461824,8899.126060368322,4.491969664891561,20.24112860361735,-12.565357685089111,394.5833333333333,131.79166666666666,1.4166666666666667,125.60441589355469,294.375,5.416666666666667,294.375,5.416666666666667,13.200930635134378,27.62817144393921,1335.5709686279297,27.148500204086304,-20.630791743596394,47.77929210662842,20.24112860361735,-12.565357685089111,529.375,138.0418375458813,29792.61212121212,52309.09090909091,184415.0878787879,429.40547160078455,0.13707683959601516,0.19962236835512012,0.0033768762242895414,0,0.6520426288127479,9.713693998137511e-5,10.010417453557892,9.89549189087957,9.661140416853174,9.822885353786479,10.38011009713695,10.325991034913956,10.016006041188001,0.28511140414476616,0.8922069634078968,3,0.8121217763634829,0.6571580456610948,0.5085688776505479,0.7892166053487444,0.20299924457940965,0
341,G00341,120.05288481088691,51.1289574617765,6862.295236062493,6.4186140418052675,22.099960613250733,-11.642970895767212,204.3,29.35,6.45,46.88212928771973,83.25,21.65,75.35,21.95,11.390176010131835,23.744575691223144,1377.8404052734375,29.569062614440917,-18.60771236419678,48.17677478790283,20.250146055221556,-9.71701877117157,997.05,392.0094621575513,29412.82424242424,49014.736363636366,349322.9121212121,171.8842761466913,0.026516346154551392,0.16891835239419678,0.09664180926843476,0.045521284439188216,0.285831612140229,0.012408024665014209,17.890827802448023,18.30685872793289,19.54030479144245,21.183729665263836,24.12993545529482,23.748742056505915,20.80006641648132,2.6906009208996235,1.3959980015405689,6,0.7791213193040959,0.4495356817261714,0.6969941031521683,0.3702772673989828,0.2655601616626315,0
342,G00342,120.82340571407563,51.1620009602833,10000,0.8814119001229604,14.527024328708649,-13.774996678034464,249.45833333333334,44.333333333333336,4.375,63.499556382497154,118.33333333333333,15.541666666666666,116.54166666666667,15.541666666666666,11.771511197090149,27.708376169204712,1159.3473256429036,21.787750005722046,-21.114052136739094,42.90180206298828,13.666527807712555,-13.277015745639801,2142.125,964.0455659671225,28137.679365079366,46250.52380952381,202912.39365079365,128.72808550743827,0.04805656457656567,0.0698291547967214,0.005894408834306146,0.001125344254031374,0.47626716516669704,0.003023801050032164,7.27486805159224,7.173676425095073,7.331959648388034,7.894623451180762,8.405173371525242,8.800606979170123,7.813484654491913,0.6726690527885489,0.7216741979501503,3,0.6568961638186879,0.7882654293833724,0.3588303754758507,0.5284728750473263,0.07572356363102754,0
343,G00343,121.72172099819515,51.1620009602833,10000,3.6944968730211256,18.753908228874206,-13.507391500473023,182.15,30.8,3.65,56.04708824157715,80.45,12.7,79.75,12.85,12.90179796218872,26.878090190887452,1319.2786071777343,26.604474973678588,-21.708224773406982,48.31269989013672,17.657558226585387,-12.322739458084106,1434.95,815.9515900887877,32724.272727272728,53599.50606060606,427192.38181818184,347.8895224569328,0.045407015718219666,0.3033330008402178,0.012096913611741448,0.003374608269937021,0.3966318969173315,0.002107122514211566,9.789944646593112,9.847663169809982,9.77728529738392,10.565793989305186,11.51303011772387,12.479843859660654,10.662260180079455,1.117533790732559,0.9806812634129561,4,0.7074119977092975,0.5198657931698526,0.5678499963293617,0.4475206434196997,0.3154299144519592,0
344,G00344,122.62003628231469,51.1620009602833,10000.000000000095,4.225732253305614,19.29272084236145,-12.540370845794678,140.05,26.5,2.65,61.482361793518066,66.7,9.1,66.7,9.1,12.824862384796143,27.053922271728517,1298.6634246826172,26.975087547302245,-20.659687423706053,47.63477420806885,19.29272084236145,-11.718112516403199,1436.55,620.4207803876673,24163.31515151515,40612.163636363635,218710.60303030303,210.9931015542045,0.03984513297947062,0.13355781104458575,0.0032387939315412085,0.005320275393973019,0.3143287037775981,4.257241206456855e-4,7.805066758476581,7.765216498617841,7.598730734205667,8.011985153154237,8.40397151003228,8.809573964393788,8.065757436480064,0.45758970066355376,0.9325820969604832,4,0.6727157832533598,0.6328131659744637,0.5206575405492299,0.3599198362716874,0.13679660497612695,0
345,G00345,123.51835156643419,51.1620009602833,9999.999999999716,5.075784310698509,20.03603454430898,-10.85466480255127,107.625,23.5,1.875,72.11816962560017,58.333333333333336,6.791666666666667,58.333333333333336,6.791666666666667,12.413483421007792,27.13103453318278,1257.0551656087239,27.295052131017048,-18.504760424296062,45.79981263478597,20.03603454430898,-9.994520783424377,1468.75,303.29226111487566,14446.28253968254,24300.285714285714,29735.08253968254,63.590103831011,2.4422478030457695e-4,8.291636737663012e-4,2.969686082451408e-4,0.0023314761576287337,0.19192196269267112,8.29738800547409e-5,3.7748208280279805,3.6772293536729133,3.6395218057874454,3.8141007374873506,3.871396430476923,3.8865479459942507,3.777269516907811,0.10114015225143835,0.11656244967660306,2,0.1681640681023046,0.9806608268890797,0.038140430662239044,0.19458063751065915,0.001126132282011442,0
347,G00347,125.31498213467323,51.1620009602833,10000.000000000013,3.363009967530767,17.932642300923664,-12.505024313926697,166.625,35,1.9166666666666667,77.81623458862305,92.33333333333333,7.958333333333333,92.33333333333333,7.958333333333333,12.45322314898173,27.474432865778606,1236.1370697021484,24.92632285753886,-20.409374872843426,45.335697650909424,17.932642300923664,-11.59961462020874,1796.2916666666667,273.5008908922247,17624.935483870966,28704.06129032258,109029.61935483871,83.28012626109582,0.004439458667765681,0.041273931587382344,0.0021434472953994503,4.729938277364346e-4,0.22626149101197993,0.012029582143529175,4.840833153702615,4.926829030803852,4.757879953269501,5.149734625864493,5.2822781036389825,5.475832678305206,5.0722312575974415,0.2780374755306904,0.7105527974881148,4,0.5125554986129416,0.7894102887575787,0.35403480458871006,0.24320352565101122,0.04341737888278179,0
412,G00412,119.34348521922756,50.476663395402674,1904.5768879433906,2.4345602062013416,17.760995546976726,-15.001469877031115,664.2777777777778,166.33333333333334,4.611111111111111,100.11098268296983,420.3333333333333,18.833333333333332,420.3333333333333,18.833333333333332,12.288155184851753,25.54921203189426,1323.8087700737847,23.934472295973038,-24.165388955010307,48.099861992730034,17.760995546976726,-15.001469877031115,692.9444444444445,111.35236716479184,27857.511363636364,49288.30397727273,151952.13636363635,737.280888260095,0.7606530508949186,0.19318442544889067,0.014487167626542966,1.5906932482694684e-6,0.015447020430836783,0.004109793455144844,8.66229017897106,8.694783594471232,8.689349499476844,8.960540180471458,9.27575546381723,9.192626342236379,8.912557543240702,0.27295958394591036,0.6701584930816084,4,0.48341716728922857,0.7699828962666335,0.36840812964024106,0.7802114554741485,0.20767159307543365,0
413,G00413,119.92545525326737,50.594981556312646,9991.768486017923,2.937854846318563,17.974477767944336,-14.040727806091308,609.5333333333333,141.93333333333334,3.7333333333333334,98.50198160807291,379.73333333333335,16.066666666666666,379.73333333333335,16.066666666666666,12.231537437438964,26.116442743937174,1296.3848388671875,24.22681655883789,-22.611833318074545,46.83865025838216,17.974477767944336,-14.040727806091308,620.2666666666667,84.35932217659906,27865.738636363636,48944.76988636364,136566.79261363635,781.8294125921459,0.8609492759054859,0.10267104702280533,0.0067952041748451176,7.122507123958168e-7,0.019795702751031,0.0030475189931914804,7.36600729551267,7.3057613556941705,7.086018973362965,7.105416446185864,7.471715347228891,7.393863435887785,7.288130475645391,0.1584247372578417,0.4884065051316023,3,0.4445667595105061,0.8667919205659381,0.23753343994743148,0.8837932099004208,0.10946625119765045,0
414,G00414,120.82340571407563,50.59520423372765,10000,3.7222233745786877,18.466724501715767,-12.89282872941759,590.3888888888889,135.05555555555554,2.888888888888889,95.18914286295573,351.44444444444446,12.833333333333334,351.44444444444446,12.833333333333334,11.724837991926405,25.843289587232803,1271.0769992404514,24.56547239091661,-20.78899998135037,45.354472902086044,18.466724501715767,-12.89282872941759,479.72222222222223,156.09416673562436,28614.4263803681,49794.63190184049,185209.61656441717,784.7553413549024,0.8300863711234371,0.1234146288481275,0.013021053309786977,4.364256977116026e-6,0.01324826281681489,0.0054257832494453,9.693643060554585,9.736451000268852,9.481384767245334,9.674295135590908,9.903752038430946,9.673296060591614,9.693803677113706,0.13551389093905053,0.5483872667367619,4,0.3955777951038898,0.8425558064461011,0.2740216651767693,0.8487647814466744,0.13643568215791446,0
415,G00415,121.72172099819515,50.59520423372765,10000,2.774626510483878,16.86462484087263,-13.152032784053258,661.5,147,4.071428571428571,88.84596906389508,367.7142857142857,17.214285714285715,366.57142857142856,17.214285714285715,10.44746732711792,24.221944672720774,1221.352783203125,22.84166077205113,-20.27250031062535,43.11416162763323,16.8352142061506,-13.152032784053258,642.9285714285714,164.32681521225376,26541.397014925373,46726.0447761194,110038.56417910448,808.6416556113002,0.9442766891593019,0.037973174329000395,0.0021240188683451858,9.687034314412945e-6,0.0060351713993280235,0.0033477521215160132,4.774202307616901,4.694950171597353,4.408735646476714,4.5827082998973685,4.738500709541123,4.652780858299408,4.641979665571477,0.13239150010767148,0.2367131605946697,2,0.3415049029030828,0.9501997661367154,0.09560749753167153,0.95366929971446035,0.04009719319734558,0
416,G00416,122.62003628231469,50.59520423372765,10000,2.9626041650772095,17.01003424326579,-13.15057643254598,670.6666666666666,142.5,5.333333333333333,84.87849807739258,361.3333333333333,22,357,22,10.12764565149943,23.442054112752277,1227.8570353190105,22.879749933878582,-20.30683358510335,43.186583836873375,16.799770673116047,-13.15057643254598,543.1666666666666,135.91823522495673,25651.4,45598.2,74530.4,829.2209456675762,0.9563891897355584,0.03564054049537197,0.001321621626679238,3.1531532373707237e-6,0.003390991012139722,0,4.166151019834703,4.057350147155024,3.7807747067943698,3.8907555384982015,3.906917761891119,3.7940145360846675,3.9326606183763473,0.15150976391755405,0.18692426263025008,2,0.269674706718488,0.9595119251118265,0.07804497669616339,0.9597833339009355,0.03696216212205121,0
417,G00417,123.51835156643419,50.59520423372765,10000,-0.8280647482190814,10.990348253931318,-14.57601799283709,352.2142857142857,59.42857142857143,7.785714285714286,64.67670903887067,168.78571428571428,26.071428571428573,163.85714285714286,26.071428571428573,12.51481396811349,29.824378422328405,1049.0048043387276,18.526446274348668,-23.602749960763113,42.12919643947056,9.891901850700378,-14.57601799283709,2629.6428571428573,827.0217750963493,32587.866071428572,52730.955357142855,505611.14285714284,420.70937991988575,0.07539309521261571,0.1093935932254232,0.0029148230682001126,7.042253593171488e-7,0.4418055136443498,0.008803778772399793,6.379816224465853,6.440525018928975,6.212614195781803,6.443956359241648,6.591576246252548,6.588855899085709,6.4428906572927565,0.14172199613606107,0.892980547511133,4,0.6441493037523115,0.6921471851979695,0.4773994571295068,0.5260030918547246,0.11230841629362331,0
418,G00418,124.41666685055372,50.59520423372765,10000,-2.451604163646698,9.366477012634277,-16.134062623977663,334.15,61,6,72.00099964141846,170.1,20.8,168.1,20.8,12.429520893096925,29.97214584350586,1045.96904296875,16.788387775421143,-24.802662658691407,41.591050910949704,8.656352090835572,-16.134062623977663,2882.85,805.0732085050599,33604.52710843374,53995.05722891566,454850.0120481928,291.49559737302354,0.07300898145039085,0.017353414320320924,7.051273147007359e-4,2.493055554640267e-5,0.42007194440802864,0.00707849539094325,4.657601237340949,4.665995658387668,4.527743177600918,4.741871752645903,4.86513900073226,4.839733993192923,4.716347469983437,0.12615280149367133,0.6281726447549915,4,0.4531307797050654,0.8105696184654366,0.3218206410038671,0.5001843518049092,0.01805854163502166,0
483,G00483,118.46972250206176,49.791925528401364,556.8458073379652,9.476434874534608,24.617797756195067,-7.375289726257324,39.05,10.2,0,81.81062126159668,25.95,1.9,25.95,1.9,15.265715551376342,30.34698667526245,1302.4857421875,33.59119930267334,-16.72913784980774,50.32033710479736,24.617797756195067,-4.119881319999695,1037.05,185.81073420921734,8890.448863636364,14379.602272727272,2410.7073863636365,15.586449000085402,0,9.270833022499035e-6,1.0428240848678225e-5,1.168981505004383e-6,3.4722222187189836e-7,0,0.344540568407503,0.35167167098567087,0.344540568407503,0.3460033586799477,0.3460033586799477,0.3460033586799477,0.3464604806400866,0.0026516226065895023,0.9378794908090802,4,0.6765370451708631,0.49154392632764776,0.5641216126475289,1.5162037268762814e-6,1.9699073871177257e-05,0
484,G00484,119.13284538063802,49.9216220029174,5414.493524224485,8.812152723471323,23.70791467030843,-7.617496490478516,37.541666666666664,10.333333333333334,0,86.7567949295044,26.083333333333332,1.7916666666666667,26.083333333333332,1.7916666666666667,15.37885582447052,31.04946978886922,1274.6314188639324,32.396979093551636,-17.13867712020874,49.53565629323324,23.70791467030843,-3.273227413340161,1115.5416666666667,104.7128492454553,9220.110119047618,15176.511904761905,2806.3273809523807,15.586447945324485,0,0,3.97196260998167e-6,0,0,0,0.4259073479037373,0.4302957187646659,0.4310271138572937,0.43669542621206076,0.4339526944076324,0.436329728600355,0.4323680049576242,0.004117414678268359,-0,1,0,1,0,0,3.97196260998167e-6,0
485,G00485,119.9250904299561,50.021499450700304,10000,9.520185375213623,24.331166553497315,-6.903345823287964,34,9.2,0,82.50737571716309,23.3,1.6,23.3,1.95,15.391660404205322,31.1373571395874,1270.9347900390626,32.99668731689453,-16.44498739242554,49.4416748046875,24.331166553497315,-3.277495789527893,976.9,165.48903604961745,9523.443181818182,15577.977272727272,2908.190340909091,14.84261943728914,0,0,6.304398207164384e-5,1.157407378168837e-8,5.787036890844185e-8,0,0.7761343786617938,0.7761343786617938,0.7761343786617938,0.7761343786617938,0.7761343786617938,0.7761343786617938,0.7761343786617938,0,0.009090965331726153,1,0,0.9988996882830572,0.0021985383637684874,6.944444269013022e-8,6.304398207164384e-5,0
486,G00486,120.82340571407563,50.021499450700304,10000,10.012166698773703,24.679362932840984,-6.4636996785799665,33.875,8.541666666666666,0.7083333333333334,71.30821228027344,21.208333333333332,2.5416666666666665,21.208333333333332,2.7083333333333335,15.653184096018473,31.567962487538654,1267.0274709065754,33.65004173914591,-15.958354234695435,49.60839637120565,24.679362932840984,-2.7228177239497504,853.6666666666666,214.67380040356613,8545.002976190477,13763.092261904761,2376.3303571428573,13.133033350990145,0,0,1.0879629627635479e-5,4.629629512675348e-8,4.629629512675348e-8,1.3148147694732028e-5,0.17205808817577536,0.17205808817577536,0.17242371888875527,0.18101604064378268,0.18229574818279887,0.23915132381689397,0.18650050131396356,0.02621141265146447,0.7138857832194129,2,1.0299194792117805,0.5451055577656063,0.49940134477002895,1.3240740284985534e-5,1.0879629627635479e-5,0
487,G00487,121.72172099819515,50.021499450700304,10000,9.430951595306396,23.92764778137207,-6.7311145782470705,38.9,10.2,1,72.59097251892089,23.75,3,23.75,3,15.767469692230225,32.1012077331543,1246.5167602539063,32.98163728713989,-16.15470004081726,49.13633708953857,23.92764778137207,-3.1452396154403686,956.55,186.51526676613392,10298.582386363636,16461.66193181818,3059.1363636363635,12.311938907923247,0,9.837963076548745e-7,0.001331064816479368,1.7812500196770188e-5,1.8055555756291143e-6,1.3333333508516835e-5,1.3828142558457712,1.376968527098602,1.3999037700312564,1.4167334923627326,1.4113095796356825,1.4610626438275887,1.408132044800272,0.030217841484632673,0.14036553707182936,2,0.2025046642452442,0.975139058214535,0.048835845841858516,3.295138928091614e-5,0.0013320486127870227,0
554,G00554,117.19879746264533,49.400794096827376,8501.12189168454,9.369562873840332,25.143866806030275,-7.530568351745606,44.04,13,0,92.55733856201172,29.56,0.24,29.56,0.24,15.415079078674317,30.057933044433593,1328.576220703125,34.19757034301758,-17.09110008239746,51.288670196533204,25.143866806030275,-6.085593357086181,992.96,28.537227148644508,8325.979166666666,13671.08630952381,3790.1726190476193,10.681318552391621,0,8.525377232456286e-5,1.5923639791665786e-5,3.428440805252366e-4,1.2271376361313343e-4,0.001562997254760826,1.047035181609431,1.0508805210317569,1.049968576536339,1.050192700026034,1.0497015622565002,1.0497015622565002,1.0495800172860934,0.0013208636117429781,0.8509540232089662,4,0.6138335746540438,0.7338936916615937,0.4305072151132473,0.002028555098899196,1.0117741211622865e-4,0
555,G00555,118.16546798198165,49.407414090645936,8665.718583630816,9.500174255371094,25.50917495727539,-7.507441673278809,43.28,12.92,0,93.22998016357423,29.16,0,29.16,0,15.123336715698242,29.43969337463379,1343.9614404296874,34.4484797668457,-16.93130012512207,51.37977981567383,25.50917495727539,-6.103831672668457,1051.4,98.58541136158702,8094.230113636364,13413.892045454546,5244.423295454545,12.496838702330974,0,4.820530401033046e-5,5.829903922266457e-7,4.78395062676299e-5,9.028349364007039e-5,0,0.2564486816649603,0.2801149827159044,0.2615866214395079,0.2538088250021298,0.2520662489534472,0.2520662489534472,0.2593486014548995,0.010783462319445287,1.0677921287716368,3,0.9719462814913189,0.4830285616138702,0.6346496394313641,1.3812299990770028e-4,4.878829440255711e-5,0
556,G00556,119.0267751458366,49.440860638347424,10000,8.877041292190551,24.676033528645835,-7.873543071746826,54.6,15.6,0,96.26742858886719,36.666666666666664,0.23333333333333334,36.666666666666664,0.23333333333333334,14.55136604309082,29.00983460744222,1324.7232259114583,33.17730846405029,-17.002633349100748,50.179941431681314,24.676033528645835,-6.596608384450277,1141.4666666666667,191.69942948367847,7005.479166666667,11575.502976190477,3939.7053571428573,13.142077009877363,0,2.749199832569864e-5,1.4449016738615222e-5,1.5145176164160868e-4,2.243141289361852e-4,0,1.089846781526398,1.0458677903822609,1.0306453447951773,1.0379282795580997,1.0358145447162639,1.1455684828597819,1.0642785373063302,0.04524703870738966,0.9971691378883076,4,0.7193054850794922,0.5370132164594331,0.5746248918477846,3.757658905777939e-4,4.194101506431386e-5,0
557,G00557,119.9250904299561,49.440860638347424,10000,8.700069618225097,24.330783309936525,-7.932190055847168,64.52,18.76,0,104.92838806152344,45.08,0,45.08,0,13.97473575592041,28.30070198059082,1311.051337890625,32.567050247192384,-16.830570068359375,49.397620849609375,24.330783309936525,-6.753848361968994,1094.04,195.07231137879785,6878.673295454545,11416.727272727272,2148.625,12.109216601858499,0,1.0093735826981193e-5,4.6997028048168925e-4,8.493369861581141e-5,2.0107453128214742e-5,0,1.3185439046487453,1.390791089941171,1.3853748569671176,1.3752942123052234,1.3874746872779338,1.385354171285709,1.3738054870709833,0.027563160053518273,0.6420242934974659,4,0.4631226321795172,0.80322360174293,0.33228191093405035,1.0504115174402614e-4,4.8006401630867044e-4,0
558,G00558,120.82340571407563,49.440860638347424,10000,8.688607549667358,24.218322245279946,-7.913401444753011,74.6,21.6,0.2,106.43978856404622,51.96666666666667,0.7,51.96666666666667,0.7,13.686588954925536,27.86128387451172,1305.0440226236979,32.39631640116374,-16.736308670043947,49.13262519836426,24.218322245279946,-7.376013930638631,1034.8666666666666,243.4532785784055,8190.690476190476,13413.785714285714,2842.7738095238096,13.780567112448688,1.50306394211935e-7,1.7620534133720358e-5,1.5896635541499038e-4,5.444560047841237e-5,1.9239218367431603e-5,0,1.2446878900122507,1.2352851442373631,1.2181382328785588,1.2418094215685254,1.2467480080283309,1.250471412336491,1.2395233515102535,0.011655384778622874,1.0086056149897922,4,0.7275551594792682,0.6347938520863671,0.5389135338838189,7.383512524005592e-5,1.7658688954871074e-4,0
