grid_cell,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction,year_scaled
56,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,0
57,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,0
128,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,0
198,G00198,120.96829322790097,52.282076961806844,6741.925764880936,0.08378868736326694,18.584038734436035,-20.4655088697161,286.14285714285717,86,2.5,111.11174556187221,195.5,8.571428571428571,195.5,8.571428571428571,14.131544658115931,25.43113762991769,1580.7540457589287,26.708071572440012,-28.860482352120535,55.5685544695173,18.584038734436035,-20.4655088697161,871.8571428571429,37.387486888318335,23146.516728624534,41445.96282527881,67327.38661710038,257.3884376427399,1.048846231705956e-7,0.011104704827669459,1.1412945753055349e-4,0,0.9683946210087648,0.00913483666825483,6.933553642302315,6.960785940823563,6.958920101094042,7.021202659197734,7.084710157561458,7.090262908456543,7.008239234905942,0.06783194708346561,0.11511506887378879,2,0.16607593899580655,0.979414605471941,0.04053552507656455,0.9775295625616429,0.011218834285200012,0
199,G00199,121.72172099819515,52.27498606676315,9999.999999999642,-0.9494809189604388,17.084046416812473,-21.154618051317,346.22222222222223,106.55555555555556,3.5,111.37364281548395,235.72222222222223,11.5,235.72222222222223,11.5,14.266848352220324,25.924586296081543,1551.1011623806423,25.092333369784885,-29.945750024583603,55.03808297051324,17.084046416812473,-20.990437507629395,975.7777777777778,69.32579144501074,28712.231884057972,50331.264492753624,171561.24637681158,446.6998052187337,1.3175099419211231e-5,0.019722356450190406,2.4808129780486555e-4,2.842524089647172e-8,0.9448489768480162,0.0019248720916125368,7.300285853009372,7.299169059432693,7.239017527581869,7.353408410904695,7.492239943529376,7.474894725509621,7.359835919994604,0.10260061348883001,0.11646333096619402,2,0.16802107003033817,0.9773381498606676,0.04438992921624907,0.9467870524642887,0.01997043774799527,0
203,G00203,125.31498213467323,52.27498606676315,10000,4.508721510569255,21.11178601582845,-13.633086013793946,417,141.93333333333334,1.3333333333333333,126.68534291585287,310.2,5.333333333333333,310.2,5.333333333333333,12.945501391092936,26.032850774129233,1409.7165852864584,27.69448331197103,-22.041366704305013,49.73585001627604,21.11178601582845,-13.633086013793946,262.2,63.246908450701596,28261.200607902734,50233.574468085106,167584.39209726444,427.1751228942778,0.022730260209355257,0.609721280762882,0.01420834806322895,4.736044523486445e-6,0.32676184632507166,0.007643685250732656,14.96687197725686,15.566245028485273,15.450954080841317,15.852531656863023,16.17797832300948,16.067927427773157,15.680418082371519,0.4477030325378238,0.8482260744251264,4,0.6118657755629213,0.6214859117122254,0.5020145626971066,0.3571405278296831,0.6239296288261109,0
270,G00270,120.8482612732761,51.70552270449054,9288.287616787107,0.8182003952781943,17.690328149234546,-17.255985372206744,250,69.23529411764706,2.0588235294117645,109.81343123492073,171.52941176470588,7,171.52941176470588,7,14.2964007433723,27.76002367805032,1418.2172205307904,25.937529620002298,-25.570146897259882,51.50767719044405,17.690328149234546,-16.420661701875574,1187.764705882353,117.31449687259708,22893.76512455516,40896.70818505338,54368.829181494664,157.87039738433776,8.294805536334227e-7,0.0018521484906251966,6.413652408582308e-4,0,0.994955262425058,2.6083764100946045e-4,7.495443434463189,7.447659439640223,7.419940017901861,7.5159131823937555,7.541379762617337,7.5289408463681875,7.491546113897425,0.048050337890758764,0.021325714161673174,1,0,0.9972384965281169,0.005511453236696662,0.9952169295466212,0.0024935137314834274,0
271,G00271,121.72172099819515,51.72191801112358,10000,1.8009161949157715,19.320234378178913,-17.484241326649983,242.375,68,2,109.62963231404622,165.91666666666666,6.583333333333333,165.91666666666666,6.583333333333333,14.044752558072409,26.333994785944622,1490.8938649495442,27.4949373404185,-25.8485000928243,53.34343687693278,19.320234378178913,-17.231184085210163,919,59.417461933413946,22320.88484848485,39575.38787878788,45383.30303030303,179.70454583650894,1.9615010004551883e-6,0.007301742226893296,8.005969764339734e-4,0,0.9825821636104735,0.004566532652533121,7.203115407040445,7.199084192967778,7.124161027449431,7.266785061960701,7.284119510956055,7.270908942692179,7.224695690511099,0.06110195777625692,0.07917052782240572,1,0,0.987268731271877,0.025224927300968814,0.987150657764007,0.008102339203327268,0
272,G00272,122.62003628231469,51.72191801112358,10000,1.6335864245891571,19.234297943115234,-17.93180618286133,268.85,77.15,2,109.47328605651856,183.55,7.3,183.55,7.3,13.766549968719483,25.785323810577392,1505.8128784179687,27.25342502593994,-26.140887546539307,53.39431209564209,19.234297943115234,-17.93180618286133,934.3,71.73569910662187,22968.701342281878,41072.96644295302,56823.852348993285,198.96027275997838,1.8031189700915477e-6,0.004687280690040918,0.0010830043890988133,0,0.9772317130220727,0.006755019514791862,7.604467922598273,7.586286569190574,7.453158781788609,7.650875442808455,7.703867423474729,7.687651207258512,7.614384557853192,0.09120126899230417,0.07944621738578066,1,0,0.9873432724715712,0.02508305792636034,0.9839885356558347,0.005770285079139731,0
274,G00274,124.41666685055372,51.72191801112358,9999.99999999995,0.934585931400458,17.813687562942505,-17.739777723948162,358.5416666666667,112.20833333333333,2.7916666666666665,116.01603476206462,253.08333333333334,9.25,253.08333333333334,9.25,13.736619710922241,26.627890586853027,1443.8071695963542,25.658666690190632,-25.945354064305622,51.604020277659096,17.813687562942505,-17.739777723948162,1001.3333333333334,83.5914842067304,28218.520634920635,49215.850793650796,143898.23492063492,348.3313982104017,0.02667626703934116,0.006338730508191058,0.004337999501659054,1.3401559204283872e-7,0.9465697493404178,0.0018615984461533314,7.883687464249987,7.7135556740838975,7.74219876463439,7.818012592698135,8.140399079187448,8.151365493974987,7.908203178138141,0.19350624091949375,0.2048345737949741,2,0.29551382381661356,0.9602197738428282,0.07718141297840875,0.9751077488415043,0.010676730009850113,0
