grid_cell,delta_forest,delta_shrub,delta_grassland,delta_wetland,delta_water,delta_impervious,delta_cropland,delta_natural,forest_P1,shrub_P1,grassland_P1,wetland_P1,water_P1,impervious_P1,cropland_P1,forest_P2,shrub_P2,grassland_P2,wetland_P2,water_P2,impervious_P2,cropland_P2,forest_P3,shrub_P3,grassland_P3,wetland_P3,water_P3,impervious_P3,cropland_P3,forest_P4,shrub_P4,grassland_P4,wetland_P4,water_P4,impervious_P4,cropland_P4,forest_P5,shrub_P5,grassland_P5,wetland_P5,water_P5,impervious_P5,cropland_P5,centroid_lon,centroid_lat,early_year,late_year,data_source
1476,0.0,0.0,0.0025657873399536095,0.0,0.0,7.657722046912106e-05,3.4084370679393085e-05,0.0025657873399536095,3.003028253691022e-07,0.0,0.003914597480098932,0.0,0.0,9.48956928166363e-05,0.00027072299707024564,3.003028253691022e-07,0.0,0.00369612717464291,0.0,2.5525740156373688e-06,0.0001612626172232079,0.00023513711226400702,3.003028253691022e-07,0.0,0.0031031792459516178,0.0,0.0,0.00016306443417542248,0.0002494014964690394,3.003028253691022e-07,0.0,0.0074656783900885655,0.0,0.0,0.00017027170198428095,0.0003186212977166174,3.003028253691022e-07,0.0,0.006480384820052541,0.0,0.0,0.00017147291328575736,0.0003048073677496387,104.65301825389886,41.25414743364127,2000,2020,CLCD
1479,5.637081240747623e-06,0.0,-0.059516159199268504,7.22702723172769e-07,-0.000255258601824622,0.007260127016449005,0.04128757295322644,-0.059765058017129224,0.0001241603278410817,0.0,0.47586288537038657,0.0,0.001354344903225769,0.014727091552270052,0.32737146948879187,0.0001270511387337728,0.0,0.5073610163166039,0.0,0.001140280356621995,0.016558853874423754,0.3372021055510218,0.00013008649017109841,0.0,0.5098047633047403,0.0,0.0010833313820359809,0.018926717076627013,0.34978248093437947,0.00012994194962646387,0.0,0.48087439513395586,8.672432678073228e-07,0.0010591931110820103,0.020572744798925312,0.360147194309034,0.00012979740908182933,0.0,0.41634672617111806,7.22702723172769e-07,0.001099086301401147,0.021987218568719057,0.3686590424420183,107.34867645228282,41.25481646431225,2000,2020,CLCD
1480,1.648968683810255e-05,0.0,-0.04696603977426189,0.0,0.0004295847726271196,0.012243023867400171,0.03967958832643892,-0.04651996531479663,3.56802706583081e-05,0.0,0.4313217336915576,0.0,0.0026792898062461797,0.023940324391942797,0.44691514918902014,3.667533796750394e-05,0.0,0.449903478471008,0.0,0.0026312422704592945,0.026436806118242426,0.4529897508067153,7.974753720840974e-05,0.0,0.44730692140389783,0.0,0.0025957041522737287,0.030407266834406584,0.46421297283466245,5.3307177278348756e-05,0.0,0.40993972735155726,0.0,0.002764296984946053,0.03369482707151691,0.47433039077714756,5.216995749641065e-05,0.0,0.3843556939172957,0.0,0.0031088745788732993,0.03618334825934297,0.48659473751545906,108.24699173640234,41.25481646431225,2000,2020,CLCD
1481,0.010020768606282168,0.0,-0.03172849411378986,0.0,0.0011287894174103804,0.006710632105288777,0.013445742295837393,-0.02057893609009742,0.0011920128147671952,0.0,0.7634191660889839,0.0,0.012287159551796469,0.008572365332764882,0.18076324628086965,0.005422805071075967,0.0,0.7465579615881494,0.0,0.012359055185073907,0.011226489148794866,0.18458168770663,0.008960797577145133,0.0,0.7635102245661504,0.0,0.012203234688048485,0.013604360288321071,0.17841978433548014,0.0035319778908338944,0.0,0.7458578883497182,1.3987477291330618e-07,0.012550124124873484,0.014508930444751423,0.18909404788081327,0.011212781421049364,0.0,0.731690671975194,0.0,0.013415948969206849,0.015282997438053659,0.19420898857670704,109.14530702052186,41.25481646431225,2000,2020,CLCD
1482,2.7117326347249332e-05,0.0,0.10819166250959433,0.0,0.0002992541496391881,0.003151528866600374,-0.11669783094425559,0.10851803398558069,0.0001588497188057144,0.0,0.7010749748648538,0.0,0.0006309940303339644,0.002813594672780591,0.2938229758911827,0.00015953797581960398,0.0,0.6844037381716149,0.0,0.0003566547845975789,0.0031242738888503465,0.3105989653019356,0.00016105214125016105,0.0,0.7437492497998549,0.0,0.00016339221509738562,0.0050067944732411175,0.24816097725888706,0.00018018568623629129,0.0,0.721873964173194,0.0,0.00032444435634754664,0.0054263559489082045,0.26675960889382233,0.00018596704515296374,0.0,0.8092666373744482,0.0,0.0009302481799731524,0.005965123539380965,0.17712514494692713,110.04362230464137,41.25481646431225,2000,2020,CLCD
1483,0.0003069991470138443,-0.0003483207444715767,0.1252815287853022,1.3548064740240244e-07,-0.00027502571422687694,0.001329471592959775,-0.12774117993889278,0.12496531695426494,0.018518036809549977,0.00037812648690010525,0.714290417399617,0.0,0.0005472063348583035,0.00021419490354319828,0.2658180429874675,0.01847712165403445,7.586916254534538e-05,0.722402050201541,0.0,0.0005039880083369371,0.0003981776227156608,0.2578880897337101,0.018496630867260395,4.9856878244084104e-05,0.7765134272160028,0.0,0.00039181003228774786,0.0011093155409308713,0.2028444703844724,0.018767863123360005,4.010227163111113e-05,0.7590746292436603,0.0,0.0003033411695339791,0.0012561765627150756,0.2193449293929058,0.01882503595656382,2.980574242852854e-05,0.8395719461849191,1.3548064740240244e-07,0.0002721806206314265,0.0015436664965029735,0.1380768630485747,110.9419375887609,41.25481646431225,2000,2020,CLCD
1484,0.013116883411424952,-0.0010285920575883478,0.03515036588393616,0.0,0.0003988962713604617,0.00532453146697906,-0.05323464185985452,0.047637553509133235,0.046144293988953373,0.0017484730877759904,0.6683544381479313,0.0,9.698916029399856e-05,0.0018407928937229602,0.281756312266674,0.048594237509777295,0.001662023327293857,0.6797939560677793,0.0,0.0001137988359433023,0.0023292073584221746,0.2674618176889284,0.04931758720319416,0.0010686150948485949,0.6992458192268803,0.0,0.00018744122450215677,0.0035117546993382724,0.24649868464288044,0.053728392729521776,0.0012665957191626167,0.6691198120304714,0.0,0.00037875134260613745,0.005700748017225382,0.2695223370572101,0.059261177400378326,0.0007198810301876427,0.7035048040318674,0.0,0.0004958854316544603,0.00716532436070202,0.2285216704068195,111.84025287288041,41.25481646431225,2000,2020,CLCD
1485,0.004542826811297156,-1.8656912517474434e-05,0.0767751658100253,2.627734157390765e-07,-0.00169593962518,0.01620260881447146,-0.09614104100316379,0.07960365885704068,0.00960594498575768,2.4569314371603654e-05,0.6504716782812516,0.0,0.003507105393161585,0.00675222569083131,0.32957738151546684,0.01018102460610265,2.0627713135517507e-05,0.6990248478541923,0.0,0.003045806661831636,0.008240837090993179,0.2794387685386645,0.010315695981668926,1.1167870168910751e-05,0.7342861497388032,0.0,0.002072625316641966,0.01300373663797181,0.24015611368629058,0.011673314834084866,1.6423338483692282e-05,0.726664800975415,5.25546831478153e-07,0.00219954487644394,0.01932934968835073,0.23982278560842557,0.014148771797054836,5.912401854129221e-06,0.7272468440912769,2.627734157390765e-07,0.0018111657679815848,0.02295483450530277,0.23343634051230305,112.73856815699993,41.25481646431225,2000,2020,CLCD
1486,0.003498673568424458,-2.7175671303785153e-06,0.06879443545778069,2.588159171789065e-07,-0.008803623422840504,0.025350760271756707,-0.08736240698802983,0.06348702685215146,0.0021312196700097054,3.066968618570042e-05,0.46420226463927533,0.0,0.011898544160465869,0.009249304432222582,0.5092295050145584,0.0025340666450986734,2.3422840504691037e-05,0.500375412487868,0.0,0.009219152377871239,0.012295050145583953,0.47328178582982855,0.002574441928178583,6.9880297638304755e-06,0.47782633451957296,0.0,0.005478874150760271,0.02088269168553866,0.48920556454221936,0.003889485603364607,3.4940148819152376e-05,0.5363787770947913,5.17631834357813e-07,0.004671109673244905,0.02930663215787771,0.4236051763183436,0.0056298932384341634,2.7952119055321902e-05,0.532996700097056,2.588159171789065e-07,0.003094920737625364,0.03460006470397929,0.4218670980265286,113.63688344111951,41.25481646431225,2000,2020,CLCD
1487,0.019624956946588255,2.423747624089502e-06,0.08767856003877994,1.2756566442576316e-06,-0.010855710476968018,0.013745072776211554,-0.10998698830222853,0.09645150591266838,0.006557257848477504,3.099845645546045e-05,0.4801979819111888,0.0,0.013574389917209884,0.010273245653199984,0.4889747547550101,0.007574466456608539,3.903509331428353e-05,0.5441707593984003,0.0,0.009303108775242055,0.012428977816330957,0.4259525965990994,0.008740289063795589,2.0282940643696344e-05,0.5577396639920399,0.0,0.00240537816841219,0.0201465729484252,0.41035029531451317,0.013549897309640136,4.6306336186552026e-05,0.5897286678317664,3.8269699327728947e-07,0.001955836766975801,0.02236647064076233,0.3721429755966884,0.02618221479506576,3.342220407954995e-05,0.5678765419499687,1.2756566442576316e-06,0.0027186794402418646,0.024018318429411538,0.3789877664527816,114.53519872523898,41.25481646431224,2000,2020,CLCD
1488,0.09570901456435786,0.00019523908301746843,-0.0224136478782051,2.5143474953956014e-07,-0.001745585748678396,0.006177248926687912,-0.07796715004997265,0.07174527145524134,0.1237835901110713,0.00040254703401283574,0.5719657797305877,0.0,0.0026188186338292883,0.003211198903744492,0.29771257236606385,0.13716721039431254,0.0009189940095670923,0.603883158271889,0.0,0.0015487123397889206,0.003894849987742556,0.2523724754379679,0.14747251503894096,0.0007177204925606744,0.6105226699856053,0.0,0.0008937248172383664,0.0056014633502423205,0.23463702250969595,0.17472728758478065,0.0011250447868147617,0.610154820947029,0.0,0.0008736100372752016,0.007480938103050532,0.20543790504566684,0.21949260467542916,0.0005977861170303042,0.5495521318523826,2.5143474953956014e-07,0.0008732328851508923,0.009388447830432405,0.2197454223160912,115.43351400935852,41.25481646431225,2000,2020,CLCD
1489,0.07685721970804094,-0.0014156679148739956,-0.058285456463346486,0.0,7.809042871645366e-05,0.004009881538059167,-0.021261420725199792,0.017234185758536857,0.4883202748783091,0.003349087767444224,0.35472428500775327,0.0,2.6649908212757992e-05,0.002292016059358642,0.15127578688502238,0.5025990477925819,0.0024605922229370184,0.3550411090328314,0.0,2.528642453675642e-05,0.002620987484459385,0.1372480189201953,0.5154438077388854,0.002138934028462102,0.3469840360852153,0.0,5.900165725243165e-05,0.003092752836355929,0.1322682046762532,0.5419631933779316,0.0027419656724391606,0.323006184018236,0.0,5.5778877654609755e-05,0.0042303940343870585,0.12799095638463626,0.56517749458635,0.0019334198525702286,0.2964388285444068,0.0,0.00010474033692921165,0.0063018975974178095,0.1300143661598226,116.331829293478,41.254816464312285,2000,2020,CLCD
1490,0.08640610032647156,-7.526440286982194e-05,-0.07464958066975547,0.0,-2.62692315211229e-05,0.009472318339100347,-0.021130847653119095,0.011654986022325287,0.5586356127695346,0.0006584413426387504,0.255195320900045,0.0,0.0003614157527417747,0.00675155904834516,0.17839630617950072,0.5801459591812796,0.0006073690692627999,0.2475452319512052,0.0,0.00034125564483021526,0.007502981252321467,0.16385708071862842,0.5947280706898911,0.0011072175629972827,0.23961009129474323,0.0,0.00037228999276679763,0.00963347701992063,0.15454885343968094,0.6335709782417454,0.0008982855355502121,0.19806218599104647,0.0,0.00036385940218560005,0.012729825230191777,0.15437364377455867,0.6450417130960061,0.0005831769397689285,0.18054574023028952,0.0,0.0003351465212206518,0.016223877387445507,0.15726545852638163,117.23014457759756,41.25481646431225,2000,2020,CLCD
1491,0.06714306849447871,6.981321288001931e-05,-0.06346117511191515,-2.4115099440421176e-07,0.0003311003153169828,0.017360339511662,-0.021441217214467262,0.004082565759766066,0.5963708704550121,0.00017206123450740508,0.19354127703197144,2.4115099440421176e-07,0.000967980091538506,0.01213327113245351,0.19678849574712134,0.6219737509554101,0.0003003535635304457,0.18755156863295963,0.0,0.0010275443871563463,0.013795766087876147,0.17533690903989468,0.6497642327015458,0.00044227092373732435,0.17085777046983086,0.0,0.0011861011659771155,0.018615530437535922,0.1591278243755184,0.6581509819849355,0.0006165025171943673,0.14907098388038237,0.0,0.0011779020321673723,0.024487918877770087,0.16648305028034405,0.6635139389494908,0.00024187444738742438,0.13008010192005628,0.0,0.0012990804068554887,0.02949361064411551,0.17534727853265408,118.12845986171706,41.25481646431225,2000,2020,CLCD
1492,0.0905349662062494,9.516685604871075e-07,-0.07950239154309252,0.0,4.258716808179779e-05,0.018832926019189445,-0.03000563387787808,0.0110761134997992,0.2596538448361512,7.946432480067302e-05,0.2765508390861698,0.0,0.0010361291452303323,0.020475624913160243,0.4421334363038716,0.29005109032666976,0.00020556040906521405,0.2664547062865322,0.0,0.000891237606896171,0.022888818465415413,0.41947123391442215,0.33643041970486853,0.00016297324098341623,0.24386483070767978,0.0,0.0007886953195036858,0.02783844664850883,0.39086288740047925,0.34380632688292384,0.0002709876225987023,0.21729924075882245,0.0,0.0009820029958526285,0.03310831130220616,0.4044617552955597,0.3501888110424006,8.041599336116013e-05,0.19704844754307727,0.0,0.0010787163133121301,0.03930855093234969,0.4121278024259935,119.02677514583652,41.25481646431225,2000,2020,CLCD
1493,0.0696302262371421,-1.1737396413075132e-07,-0.08225156597408592,0.0,0.0020441849593011647,0.02472682090153299,-0.014114101812758684,-0.010577272151606754,0.20800274467277724,6.572941991322073e-06,0.2628287101880718,0.0,0.0012617701144055765,0.048007594564975116,0.4796436573398576,0.22314351654978762,8.333551453283343e-06,0.27272556546961263,0.0,0.0025626257588666932,0.053760092547023235,0.4477047932123106,0.2676946826190404,1.1972144341336633e-05,0.2295401628469853,0.0,0.0026204911231831537,0.062024393361469435,0.43802202804134427,0.27271629292644634,9.389917130460106e-06,0.20269380290117922,0.0,0.0030656905691310936,0.06829638850876027,0.4530946056451947,0.27763297090991934,6.455568027191322e-06,0.18057714421398588,0.0,0.0033059550737067414,0.0727344154665081,0.4655295555270989,119.9250904299561,41.25481646431225,2000,2020,CLCD
1494,0.028980436325713926,-1.1953998146173974e-07,-0.04257810921698682,0.0,0.0025961693173860625,0.0261629985026422,-0.015141770831814227,-0.011001623113868264,0.18194260120434141,8.367798702321778e-07,0.14604319075162198,0.0,0.005695601956726049,0.10603495205609964,0.5601938795051332,0.1893648386533008,7.17239888770438e-07,0.13116404925907924,0.0,0.006242736451876431,0.11161125311132687,0.5615590260934262,0.21448269909802303,7.17239888770438e-07,0.124305203742749,0.0,0.00578226844328581,0.11977296488560861,0.5355716318235514,0.2145618345657507,8.367798702321778e-07,0.1190352836600082,0.0,0.005080210132161013,0.12842311702414302,0.5328214950100425,0.21092303753005534,7.17239888770438e-07,0.10346508153463516,0.0,0.008291771274112111,0.13219795055874184,0.545052108673319,120.82216989505226,41.25588716926287,2000,2020,CLCD
1495,0.0015126582420038892,1.1771659470847427e-07,-0.004050510307323892,-1.2948825417932169e-06,0.0032136630355413497,0.029100954811071333,-0.02964562949478744,0.0006746338042742661,0.047971866675597434,0.0,0.018344600969584506,1.4125991365016911e-06,0.01965808273334166,0.153629808855325,0.7600709783979455,0.04581706440945881,0.0,0.014470783270918032,3.531497841254228e-07,0.0236523245083949,0.15772681721755874,0.7581244167878461,0.044958910434034036,0.0,0.012867130101204488,3.531497841254228e-07,0.02690918953419426,0.16377356553794895,0.7512755475911124,0.047572689702941,1.1771659470847427e-07,0.013574371402213,2.3543318941694854e-07,0.02541666082988551,0.17532332922777089,0.7378951731369789,0.04948452491760132,1.1771659470847427e-07,0.014294090662260613,1.1771659470847427e-07,0.022871745768883008,0.18273076366639635,0.730425348903158,121.71997996611455,41.2651205477055,2000,2020,CLCD
1496,-0.003966261298437853,0.0,0.0003693828718439176,0.0,-0.0016761778895480802,0.038017056923606796,-0.03269575145289838,-0.0052730563161420205,0.03490549493462974,0.0,0.0006482562054966522,0.0,0.01232715051114725,0.15944515054188207,0.7925830992816186,0.03415124878303655,0.0,0.0006454313135431195,0.0,0.01326422366997307,0.1672436602644822,0.7846405200693883,0.0314716692715937,0.0,0.0005011358325566764,0.0,0.013845812425366354,0.17938086504067394,0.7747513643098178,0.03236761200357609,0.0,0.0003510775719850267,0.0,0.012235624011852795,0.19181411849359586,0.7631837707471365,0.030939233636191884,0.0,0.0010176390773405698,0.0,0.01065097262159917,0.19746220746548887,0.7598873478287202,122.62003628231469,41.25481646431225,2000,2020,CLCD
1497,-0.039636806853961815,0.0,-0.0009138571023660667,-6.700650878890873e-07,-0.00027517339609311846,0.048272494029161686,-0.007334197419489985,-0.04082650741750887,0.5273977329911237,1.116775146481812e-07,0.0021567161628856754,1.1167751464818121e-06,0.010769732802612004,0.11060563386258797,0.3489135006277393,0.5177030079445151,1.116775146481812e-07,0.001914152601069826,7.817426025372685e-07,0.013047730746405603,0.1193227339459664,0.34792370281541246,0.5003298953782708,1.116775146481812e-07,0.001613405054122274,5.583875732409061e-07,0.013967060046989431,0.13601025824978552,0.3480124864395578,0.49388978814105405,1.116775146481812e-07,0.0011982997321749844,4.467100585927248e-07,0.011649974973068968,0.1527301690328526,0.340489665697827,0.4877609261371619,1.116775146481812e-07,0.0012428590605196087,4.467100585927248e-07,0.010494559406518885,0.15887812789174965,0.3415793032082493,123.51835156643419,41.25481646431225,2000,2020,CLCD
1498,-0.004413241710693794,0.0,-0.0005080831663531134,-1.6546347145672386e-06,0.0013253624063683583,0.006946046222772296,-0.003346774482664669,-0.0035976171053930805,0.8611345609619826,0.0,0.0013317603272646847,3.971123314961373e-06,0.005797067876976806,0.015023752281327614,0.11670215858129414,0.8655437212403804,0.0,0.0014562991667811122,3.4195784101056264e-06,0.006510436056917228,0.015935897244978046,0.11054581435329429,0.8555454255141364,0.0,0.0010044735807232849,2.647415543307582e-06,0.00768644010305065,0.018747452551970696,0.11700992063820365,0.8578840862197057,0.0,0.0009449067309988643,2.316488600394134e-06,0.006692445875519625,0.020927047706979635,0.11354555678182372,0.8567213192512888,0.0,0.0008236771609115714,2.316488600394134e-06,0.007122430283345164,0.02196979850409991,0.11335538409862947,124.41666685055372,41.25481646431225,2000,2020,CLCD
1499,0.005101849895222443,0.0,-0.00017092380298307713,-1.210664412629651e-06,0.00038741261204148884,0.005066520506453941,-0.01038265800271189,0.005317128039868391,0.8398983262014194,0.0,0.0005890432669448994,3.301812034444503e-06,0.015037112367267156,0.01112864740169405,0.13334026713860567,0.8387722982372726,0.0,0.0006947012520471234,3.081691232148203e-06,0.017020180675154525,0.011820707204113618,0.1316881504569708,0.830382283797348,0.0,0.0005628488914716397,2.2012080229630022e-06,0.0172477855847289,0.013325563069012274,0.13847788666420133,0.8367203321182665,0.0,0.000530160952330639,2.091147621814852e-06,0.01575679733037491,0.015239843626182048,0.1317487937380034,0.8450001760966418,0.0,0.00041811946396182225,2.091147621814852e-06,0.015424524979308645,0.01619516790814799,0.12295760913589378,125.31498213467323,41.25481646431225,2000,2020,CLCD
1500,-0.004853230902120309,0.0,0.00029433689890193105,-5.546549602423324e-07,0.0004146970252745172,0.006812087336709578,-0.0026664112788716415,-0.004144751632904176,0.9045529407066452,0.0,0.00026401576107535024,2.403504827716774e-06,0.0033003818984286256,0.00962603683500568,0.08225329686908368,0.8943737279912912,0.0,0.00026031806134040134,2.21861984096933e-06,0.0036562854979174555,0.011046323303199546,0.09066057187145021,0.8924664544680045,0.0,0.0002386865178909504,1.8488498674744415e-06,0.0041295910639909126,0.012218863889151837,0.09094418544112079,0.8926755593880159,0.0,0.0005261826722832261,1.8488498674744415e-06,0.0036433435488451345,0.014599442978511927,0.08855325279250284,0.8996997098045248,0.0,0.0005583526599772813,1.8488498674744415e-06,0.0037150789237031428,0.01643812417171526,0.07958688559021204,126.0842883269079,41.320702301277144,2000,2020,CLCD
1502,-0.015438382581363874,0.0,0.0004220606165973905,0.0,-0.00013153650652764212,0.0021943720675937513,0.012953486403700407,-0.015147858471294184,0.9546822421141005,0.0,0.006561384084311469,0.0,0.0006296595377692781,0.003425668148263375,0.03470104611555539,0.9548097753356468,0.0,0.004515705458879401,0.0,0.0006702642854365067,0.0038820426361288463,0.0361222122839084,0.9582102799783137,0.0,0.0031197027961229903,0.0,0.0005953456665011976,0.004608352911303218,0.03346631864775896,0.9451447015951375,0.0,0.004491685748991744,0.0,0.0005633193866509891,0.005160234340864846,0.044640058928354924,0.9392438595327366,0.0,0.00698344470090886,0.0,0.000498123031241636,0.005620040215857126,0.0476545325192558,127.89547759389878,41.4968853546392,2000,2020,CLCD
1518,8.63148324666459e-05,0.0,-0.04738782610884085,0.0,0.0016003635053810127,2.2709255466737133e-05,0.0023510469458312483,-0.0457011477709931,8.356219544037474e-05,0.0,0.5935546610796,0.0,0.004662967122503358,0.0,0.00659708786731975,9.703045517605867e-05,0.0,0.5596675364999669,0.0,0.005010487547070093,0.0,0.00647675830588561,0.00010804100328114333,0.0,0.5915106314706632,0.0,0.004939115601317491,0.0,0.007243072792306458,0.00013930309522236587,0.0,0.5859159950232322,0.0,0.005973320655473658,0.0,0.008859558885984201,0.00016987702790702063,0.0,0.5461668349707591,0.0,0.0062633306278843705,2.2709255466737133e-05,0.008948134813150998,77.7042720763386,40.575989819444416,2000,2020,CLCD
1520,2.8287249191405973e-05,0.0,0.005241667398925232,0.0,0.001501531323213319,0.0020180243944422174,0.03218828153556831,0.006771485971329955,4.012375771830635e-06,0.0,0.20669944376434676,0.0,0.003632203167449682,0.00016791792605111205,0.06306471681253659,1.3541768229928392e-05,0.0,0.20400352848325376,2.7083536459856783e-06,0.00557960974830768,0.0007671662475740173,0.07755310479643412,1.2037127315491903e-05,0.0,0.22555891391407656,3.0092818288729756e-07,0.006124891615699463,0.0012790450866653105,0.08743067116213248,1.885816612760398e-05,0.0,0.227353850215605,3.0092818288729756e-07,0.005208866226990529,0.0018210167440453333,0.09493491725879302,3.229962496323661e-05,0.0,0.211941111163272,0.0,0.005133734490663001,0.0021859423204933295,0.0952529983481049,79.50090264457765,40.575989819444416,2000,2020,CLCD
1521,-3.040991038706241e-07,0.0,-0.0545555819671259,0.0,-0.005085043848556618,0.023992608364448584,0.14552632205818328,-0.059640929914786395,3.040991038706241e-07,0.0,0.2559983294822561,0.0,0.019573034721528847,0.0023705538810394715,0.3193787660773395,4.0546547182749875e-07,0.0,0.24469060703756282,0.0,0.019574149751576373,0.009277354094517043,0.3582538832188485,1.317762783439371e-06,0.0,0.22439199185419867,5.068318397843734e-07,0.020389236716317604,0.015408093394916781,0.40388689337930633,3.040991038706241e-07,0.0,0.21052598501500983,1.0136636795687469e-07,0.01688804236708715,0.020209210046826194,0.44750534834298933,0.0,0.0,0.2014427475151302,0.0,0.014487990872972228,0.026363162245488056,0.4649050881355228,80.39921792869717,40.575989819444416,2000,2020,CLCD
1522,2.356123328919529e-06,0.0,-0.012416565063116447,1.6595303447172334e-05,0.0031716493211598924,0.026191384005282634,0.13456271068096268,-0.009225964315180468,0.0,0.0,0.16079793906819215,0.0,0.00875207620563343,0.002490422358667942,0.135882754386026,1.5366021710344755e-06,0.0,0.16555423498826752,0.0,0.012686494844494836,0.00950716251247977,0.16928274893621031,8.195211578850535e-07,0.0,0.16186393121431114,0.0,0.012343730120209413,0.016290748896873302,0.20665096737301877,3.0732043420689506e-07,0.0,0.15268365520368277,7.785450999908008e-06,0.011327523884431945,0.023356865200447705,0.2471352101323957,2.356123328919529e-06,0.0,0.1483813740050757,1.6595303447172334e-05,0.011923725526793322,0.028681806363950575,0.2704454650669887,81.29753321281669,40.575989819444416,2000,2020,CLCD
1523,0.0,0.0,0.016111520897736598,0.0,-0.0005696839854465892,0.017431977722341473,0.03074356243628739,0.015541836912289997,0.0,0.0,0.13655777853289022,0.0,0.0012979761145045128,0.0025149387944537914,0.03762690723443755,0.0,0.0,0.15878674611922858,0.0,0.0016094945258952917,0.0057074068241904875,0.037607327261124326,0.0,0.0,0.1674567375827746,0.0,0.0013122726029554364,0.009030822400318252,0.0500465153863367,0.0,0.0,0.16023752890377013,0.0,0.000618996510828036,0.014841723369164339,0.06455662238208505,0.0,0.0,0.15266929943062682,0.0,0.0007282921290579236,0.019946916516795265,0.06837046967072494,82.19584849693621,40.575989819444416,2000,2020,CLCD
1528,0.0,0.0,-0.010056934119090769,0.0,0.003825353739025062,0.002306342221583157,0.01055899053073751,-0.006231580380065702,0.0,0.0,0.04121527507181251,0.0,0.0004262101107180373,0.00031128814679277716,0.018906803446122233,0.0,0.0,0.03971294754531295,0.0,0.0005397051543653333,0.0007236681071243935,0.022418893302585032,0.0,0.0,0.036609066651446184,0.0,0.0012171629971033519,0.0008389193603445683,0.02521346178542851,0.0,0.0,0.03221042024997448,0.0,0.001800224575299132,0.001605175549611274,0.02903102234447392,0.0,0.0,0.03115834095272174,0.0,0.0042515638497430995,0.002617630368375934,0.029465793976859743,86.68742491753382,40.575989819444416,2000,2020,CLCD
1529,0.0,0.0,0.0023825559699523075,0.0,-0.003274528208691501,0.0027517015756694596,0.013358803861560842,-0.0008919722387391998,0.0,0.0,0.09555892945107426,0.0,0.006244250157153574,0.0007135111180944797,0.03006403153894714,0.0,0.0,0.11441113552944225,0.0,0.006512608567089436,0.0016227071885272836,0.03603225590302383,0.0,0.0,0.11120372470360841,0.0,0.0033749820399884035,0.0017350510197675138,0.037204365430147414,0.0,0.0,0.10036804550291867,0.0,0.00434440596060143,0.002751479332679865,0.04195425372526477,0.0,0.0,0.09794148542102657,0.0,0.002969721948462073,0.0034652126937639396,0.04342283540050798,87.58574020165334,40.575989819444416,2000,2020,CLCD
1533,0.0,0.0,4.936356676334673e-05,0.0,0.022641266655086114,2.526665976512534e-05,-1.5674687076512898e-05,0.02269063022184946,0.0,0.0,6.433640217971731e-06,0.0,1.169752766903951e-07,2.6670363085410083e-05,0.000443219323379907,0.0,0.0,1.0527774902135558e-06,0.0,0.0026899634627723257,2.7372214745552454e-05,0.00043912518869574323,0.0,0.0,3.661326160409367e-05,0.0,0.021036131908340513,2.7138264192171663e-05,0.0004347971034581986,0.0,0.0,0.00031454651902047245,0.0,0.021612235146040708,2.8308016959075614e-05,0.0004314048204341771,0.0,0.0,5.5797206981318466e-05,0.0,0.022641383630362805,5.193702285053542e-05,0.0004275446363033941,91.17900133813141,40.575989819444416,2000,2020,CLCD
1536,0.0,0.0,-0.0021828616171288284,0.0,9.738714791925475e-05,2.1451987526644346e-05,0.0005883451351767742,-0.0020854744692095743,3.0471573191256168e-06,0.0,0.022036310414159873,3.2909299046556664e-06,0.00034944800135732574,1.170108410544237e-05,0.0012830970039374148,3.0471573191256168e-06,0.0,0.02065533871713214,3.2909299046556664e-06,0.0003071534577678622,1.352937849691774e-05,0.0011401243825240408,3.0471573191256168e-06,0.0,0.019424043387619862,3.2909299046556664e-06,0.00028387317584974245,1.4016923667977839e-05,0.0013445276954909872,3.0471573191256168e-06,0.0,0.021503179769605654,3.2909299046556664e-06,0.00033567485027487796,1.6332763230513307e-05,0.0015480778044085785,3.0471573191256168e-06,0.0,0.019853448797031045,3.2909299046556664e-06,0.0004468351492765805,3.3153071632086716e-05,0.001871442139114189,93.87394719048999,40.575989819444416,2000,2020,CLCD
1537,0.0,0.0,0.0230501803318581,0.0,1.6074562227845262e-06,7.03571223664921e-05,0.010564696898054636,0.023051787788080882,3.956815317623457e-06,1.2365047867573304e-07,0.0656031324128462,0.0,6.194888981654226e-05,2.2875338555010615e-05,0.02439104612261775,3.956815317623457e-06,1.2365047867573304e-07,0.07089920606500652,0.0,4.2412114185776435e-05,3.0788969190257527e-05,0.028489070286888896,3.956815317623457e-06,1.2365047867573304e-07,0.07437440276818799,0.0,1.9289474673414355e-05,7.579774342822436e-05,0.032322853378229995,3.956815317623457e-06,1.2365047867573304e-07,0.09153399794641286,0.0,1.051029068743731e-05,7.975455874584782e-05,0.03416153599613815,3.956815317623457e-06,1.2365047867573304e-07,0.0886533127447043,0.0,6.355634603932679e-05,9.323246092150272e-05,0.034955743020672385,94.7722624746095,40.575989819444416,2000,2020,CLCD
