mean,sd,q025,median,q975,metric,method,grid_cell,hfi_change_q
4.7278796779835055,0.3479575540985492,4.059489959890219,4.735017173104316,5.440081575501368,corrected_richness,ols,931,Q1 (low ΔHFI)
4.721962793588178,0.2757615240072107,4.2087033380407375,4.706780755340958,5.296984326175315,corrected_richness,ols,947,Q2
4.799443815558993,0.2690240483994386,4.286584984526393,4.790753441025556,5.291822709538992,corrected_richness,ols,948,Q2
4.676022407569822,0.2687606503818679,4.187564268289473,4.675209546979693,5.2094689959175815,corrected_richness,ols,949,Q2
5.110543750060735,0.27571759255284817,4.599055153730801,5.122587488819467,5.64256255726057,corrected_richness,ols,950,Q3
5.282074744417267,0.29817043186307945,4.693269594996082,5.273445980079841,5.826322319227963,corrected_richness,ols,951,Q2
5.52152975743156,0.2937199671371338,4.915060637207891,5.522757994801188,6.076832603028787,corrected_richness,ols,952,Q1 (low ΔHFI)
5.678409254457621,0.3156018665996282,5.083201627648759,5.694065848400036,6.29394611323318,corrected_richness,ols,953,Q1 (low ΔHFI)
5.893402457372477,0.31941891227620317,5.34145297894629,5.884659664400122,6.548662902592591,corrected_richness,ols,955,Q1 (low ΔHFI)
5.982274690057991,0.3247847144794658,5.426514039863391,5.9702515448566,6.696119563050415,corrected_richness,ols,956,Q1 (low ΔHFI)
6.723645085457512,0.3637742841664899,6.082344667588728,6.728383824286419,7.426061603558312,corrected_richness,ols,985,Q1 (low ΔHFI)
6.705990026063349,0.3643268361305044,6.041893193724691,6.711486455791862,7.436763478300477,corrected_richness,ols,986,Q1 (low ΔHFI)
6.69096138992675,0.3681336170583736,5.949969433492587,6.690356048889644,7.390992879856366,corrected_richness,ols,987,Q1 (low ΔHFI)
6.560175269505857,0.3642725345415732,5.877321376351388,6.556286620635559,7.325609609368638,corrected_richness,ols,988,Q2
6.493781978986472,0.3470187014950323,5.887935504355499,6.50853474060985,7.2253712612802605,corrected_richness,ols,989,Q1 (low ΔHFI)
