period_pair,prop_turnover_mean,prop_turnover_q025,prop_turnover_q975,n_grids
P1_P2,0.6585268703830427,0.4703734625441209,0.8508608019682661,1247
P2_P3,0.42835226805340093,0.2792295018528639,0.5968163890015697,1247
P3_P4,0.5383236470577175,0.3905857527832547,0.6909095152997798,1247
P4_P5,0.11314088346023932,0.07033319220408955,0.16562300717256517,1247
