parameter,group,rhat,ess
beta.comm[590],beta.comm,1,110.5458268485745
beta.comm[591],beta.comm,1,77.95821711591182
beta.comm[592],beta.comm,1,95.46763879163528
beta.comm[593],beta.comm,1,75.806948747679
beta.comm[594],beta.comm,1,60
beta.comm[595],beta.comm,1,79.40010738058164
beta.comm[596],beta.comm,1,112.49135854809202
beta.comm[597],beta.comm,1,79.69782760189489
beta.comm[598],beta.comm,1,112.36879414773048
beta.comm[599],beta.comm,1,111.06232574508793
beta.comm[600],beta.comm,1,114.88900602609637
beta.comm[601],beta.comm,1,59.99999999999999
beta.comm[602],beta.comm,1,99.45250695904149
beta.comm[603],beta.comm,1,76.5240380858035
beta.comm[604],beta.comm,1,116.2205590940586
beta.comm[605],beta.comm,1,94.24130866879766
beta.comm[606],beta.comm,1,111.67521204854131
beta.comm[607],beta.comm,1,106.87152641092237
beta.comm[608],beta.comm,1,59.99999999999999
beta.comm[609],beta.comm,1,93.85148350736134
beta.comm[610],beta.comm,1,128.5765737145944
beta.comm[611],beta.comm,1,120.19918347367886
beta.comm[612],beta.comm,1,90.80697760590711
beta.comm[613],beta.comm,1,96.43567627168169
beta.comm[614],beta.comm,1,74.43319319316296
beta.comm[615],beta.comm,1,75.46346797729514
beta.comm[616],beta.comm,1,107.91520040757877
beta.comm[617],beta.comm,1,76.8327636488541
beta.comm[618],beta.comm,1,111.22403340480189
beta.comm[619],beta.comm,1,78.87693889720738
beta.comm[620],beta.comm,1,94.0981096047606
beta.comm[621],beta.comm,1,60
beta.comm[622],beta.comm,1,111.89335371371035
beta.comm[623],beta.comm,1,92.51763056946062
beta.comm[624],beta.comm,1,60
beta.comm[625],beta.comm,1,78.05227228698978
beta.comm[626],beta.comm,1,100.89789464017987
beta.comm[627],beta.comm,1,60
beta.comm[628],beta.comm,1,117.18702865703418
beta.comm[629],beta.comm,1,74.30245396777718
beta.comm[630],beta.comm,1,108.49933500875268
beta.comm[631],beta.comm,1,78.28003948559007
beta.comm[632],beta.comm,1,94.34678015477766
beta.comm[633],beta.comm,1,77.21000440333269
beta.comm[634],beta.comm,1,60
beta.comm[635],beta.comm,1,60
beta.comm[636],beta.comm,1,100.36929709039173
beta.comm[637],beta.comm,1,77.44554309527366
beta.comm[638],beta.comm,1,79.16816801845087
beta.comm[639],beta.comm,1,77.01279066710703
beta.comm[640],beta.comm,1,91.09405322983402
beta.comm[641],beta.comm,1,103.66382484066881
beta.comm[642],beta.comm,1,60
beta.comm[643],beta.comm,1,93.7564305676571
beta.comm[644],beta.comm,1,76.93818015301223
beta.comm[645],beta.comm,1,79.00090768881168
beta.comm[646],beta.comm,1,115.52298033672119
beta.comm[647],beta.comm,1,89.35142881455305
beta.comm[648],beta.comm,1,74.32356142494812
beta.comm[649],beta.comm,1,92.96133485211632
beta.comm[650],beta.comm,1,74.74848448037935
beta.comm[651],beta.comm,1,80.20244949995956
beta.comm[652],beta.comm,1,75.71733107722014
beta.comm[653],beta.comm,1,76.98381121623149
beta.comm[654],beta.comm,1,117.46670212237416
beta.comm[655],beta.comm,1,131.85085261882105
beta.comm[656],beta.comm,1,91.48461143517969
beta.comm[657],beta.comm,1,88.9926310954007
beta.comm[658],beta.comm,1,101.75688172464655
beta.comm[659],beta.comm,1,60.00000000000001
beta.comm[660],beta.comm,1,90.12083531208322
beta.comm[661],beta.comm,1,90.4791184248199
beta.comm[662],beta.comm,1,110.35578141972613
beta.comm[663],beta.comm,1,119.32688500718275
beta.comm[664],beta.comm,1,89.86527610471632
beta.comm[665],beta.comm,1,132.94615736558325
beta.comm[666],beta.comm,1,74.47893242288552
beta.comm[667],beta.comm,1,92.22169663590162
beta.comm[668],beta.comm,1,60
beta.comm[669],beta.comm,1,75.51217770062003
beta.comm[670],beta.comm,1,92.45158132038277
beta.comm[671],beta.comm,1,92.75633757202587
beta.comm[672],beta.comm,1,108.53050532039484
beta.comm[673],beta.comm,1,60.00000000000001
beta.comm[674],beta.comm,1,96.70637235909749
beta.comm[675],beta.comm,1,94.99484958509578
beta.comm[676],beta.comm,1,74.90867517548017
beta.comm[677],beta.comm,1,130.20335476361942
beta.comm[678],beta.comm,1,96.38818459088024
beta.comm[679],beta.comm,1,123.64539142122985
beta.comm[680],beta.comm,1,101.67827575441525
beta.comm[681],beta.comm,1,83.40173530446701
beta.comm[682],beta.comm,1,109.31467697028869
beta.comm[683],beta.comm,1,77.04509911462496
beta.comm[684],beta.comm,1,105.71289958500822
beta.comm[685],beta.comm,1,60
beta.comm[686],beta.comm,1,80.62214904842828
beta.comm[687],beta.comm,1,90.06269306724838
beta.comm[688],beta.comm,1,60
beta.comm[689],beta.comm,1,90.7640002195325
beta.comm[690],beta.comm,1,75.58134862107696
beta.comm[691],beta.comm,1,74.68430935773569
beta.comm[692],beta.comm,1,81.99698395429634
beta.comm[693],beta.comm,1,97.99788832076796
beta.comm[694],beta.comm,1,77.22360113724648
beta.comm[695],beta.comm,1,110.02169872138145
beta.comm[696],beta.comm,1,96.64260241635591
beta.comm[697],beta.comm,1,76.0720414833245
beta.comm[698],beta.comm,1,82.13531794495265
beta.comm[699],beta.comm,1,76.17102862532184
beta.comm[700],beta.comm,1,108.83319985572145
beta.comm[701],beta.comm,1,97.88865539999463
beta.comm[702],beta.comm,1,120.16985488446622
beta.comm[703],beta.comm,1,107.43613775423631
beta.comm[704],beta.comm,1,110.51300787690919
beta.comm[705],beta.comm,1,59.99999999999999
beta.comm[706],beta.comm,1,74.15319098117978
beta.comm[707],beta.comm,1,76.00314949207957
beta.comm[708],beta.comm,1,74.47059109021839
beta.comm[709],beta.comm,1,91.92704004934116
beta.comm[710],beta.comm,1,92.0131715970533
beta.comm[711],beta.comm,1,60
beta.comm[712],beta.comm,1,98.65721350764795
beta.comm[713],beta.comm,1,93.3547815056707
beta.comm[714],beta.comm,1,96.07456358887335
beta.comm[715],beta.comm,1,114.94558741108679
beta.comm[716],beta.comm,1,109.41127185480234
beta.comm[717],beta.comm,1,105.70107266955158
beta.comm[718],beta.comm,1,111.81391577429808
beta.comm[719],beta.comm,1,119.38658339491467
beta.comm[720],beta.comm,1,60
beta.comm[721],beta.comm,1,59.99999999999999
beta.comm[722],beta.comm,1,100.40759623433132
beta.comm[723],beta.comm,1,97.19540528053949
beta.comm[724],beta.comm,1,97.9477859472625
beta.comm[725],beta.comm,1,91.14326618728398
beta.comm[726],beta.comm,1,75.40826132194665
beta.comm[727],beta.comm,1,125.69043980028464
beta.comm[728],beta.comm,1,101.7244380355054
beta.comm[729],beta.comm,1,95.23991648392675
beta.comm[730],beta.comm,1,86.19225150192301
beta.comm[731],beta.comm,1,91.28969083881283
beta.comm[732],beta.comm,1,137.5407555455771
beta.comm[733],beta.comm,1,75.05097053510599
beta.comm[734],beta.comm,1,78.61373118948302
beta.comm[735],beta.comm,1,74.38197233007779
beta.comm[736],beta.comm,1,107.75862712416999
beta.comm[737],beta.comm,1,97.14172500490076
beta.comm[738],beta.comm,1,90.98388225350337
beta.comm[739],beta.comm,1,80.08925561890223
beta.comm[740],beta.comm,1,76.99323240094552
beta.comm[741],beta.comm,1,77.10720906708798
beta.comm[742],beta.comm,1,97.83467555064306
beta.comm[743],beta.comm,1,79.5647751341953
beta.comm[744],beta.comm,1,122.11068059535206
beta.comm[745],beta.comm,1,92.30559573695385
beta.comm[746],beta.comm,1,106.78468148442937
beta.comm[747],beta.comm,1,120.85749946280684
beta.comm[748],beta.comm,1,60
beta.comm[749],beta.comm,1,79.36858390366432
beta.comm[750],beta.comm,1,80.18020425484315
beta.comm[751],beta.comm,1,91.76394737512776
beta.comm[752],beta.comm,1,80.53634485299239
beta.comm[753],beta.comm,1,75.90217909839075
beta.comm[754],beta.comm,1,99.17906077985772
beta.comm[755],beta.comm,1,60
beta.comm[756],beta.comm,1,60
beta.comm[757],beta.comm,1,95.6718769559544
beta.comm[758],beta.comm,1,92.13692036061155
beta.comm[759],beta.comm,1,59.999999999999986
beta.comm[760],beta.comm,1,95.87726512687993
beta.comm[761],beta.comm,1,74.15063921457252
beta.comm[762],beta.comm,1,74.64406650759962
beta.comm[763],beta.comm,1,76.35859161431866
beta.comm[764],beta.comm,1,90.49246310784186
beta.comm[765],beta.comm,1,118.84662626453996
beta.comm[766],beta.comm,1,91.58566351902097
beta.comm[767],beta.comm,1,79.09767135673407
beta.comm[768],beta.comm,1,60
beta.comm[769],beta.comm,1,93.1401503435835
beta.comm[770],beta.comm,1,91.54732870618668
beta.comm[771],beta.comm,1,126.41204841783856
beta.comm[772],beta.comm,1,74.5323125717041
beta.comm[773],beta.comm,1,60.00000000000001
beta.comm[774],beta.comm,1,112.63052578298502
beta.comm[775],beta.comm,1,75.16744760977915
beta.comm[776],beta.comm,1,77.92018360597922
beta.comm[777],beta.comm,1,83.34129218133559
beta.comm[778],beta.comm,1,91.32166081343992
beta.comm[779],beta.comm,1,99.09236879175796
beta.comm[780],beta.comm,1,93.08916822688546
beta.comm[781],beta.comm,1,113.8157955546018
beta.comm[782],beta.comm,1,74.3675062818082
beta.comm[783],beta.comm,1,59.99999999999999
beta.comm[784],beta.comm,1,87.89139200389397
beta.comm[785],beta.comm,1,107.43136356918934
beta.comm[786],beta.comm,1,95.00919175165458
beta.comm[787],beta.comm,1,107.22278764527924
beta.comm[788],beta.comm,1,132.05392237058052
beta.comm[789],beta.comm,1,91.41431150365369
beta.comm[790],beta.comm,1,74.99440457929853
beta.comm[791],beta.comm,1,75.71036166175884
beta.comm[792],beta.comm,1,80.31355696011164
beta.comm[793],beta.comm,1,92.01064068323782
beta.comm[794],beta.comm,1,97.34917573550628
beta.comm[795],beta.comm,1,96.52279851869874
beta.comm[796],beta.comm,1,60
beta.comm[797],beta.comm,1,107.57023089030329
beta.comm[798],beta.comm,1,91.41033675636831
beta.comm[799],beta.comm,1,91.13793165295996
beta.comm[800],beta.comm,1,110.92171177691759
beta.comm[801],beta.comm,1,60.00000000000001
beta.comm[802],beta.comm,1,93.09015697331517
beta.comm[803],beta.comm,1,92.67091837418462
beta.comm[804],beta.comm,1,82.61946344373376
beta.comm[805],beta.comm,1,74.86763673983053
beta.comm[806],beta.comm,1,93.28938916444932
beta.comm[807],beta.comm,1,107.2889300892088
beta.comm[808],beta.comm,1,75.23480173432117
beta.comm[809],beta.comm,1,60.00000000000001
beta.comm[810],beta.comm,1,91.73972679269812
beta.comm[811],beta.comm,1,109.14414707652631
beta.comm[812],beta.comm,1,111.88637461687377
beta.comm[813],beta.comm,1,77.18981091408665
beta.comm[814],beta.comm,1,91.65111044955027
beta.comm[815],beta.comm,1,91.40327611716887
beta.comm[816],beta.comm,1,60
beta.comm[817],beta.comm,1,100.55988826845137
beta.comm[818],beta.comm,1,95.85455975723177
beta.comm[819],beta.comm,1,91.53187273705272
beta.comm[820],beta.comm,1,60
beta.comm[821],beta.comm,1,78.9130686909994
beta.comm[822],beta.comm,1,131.1135540998575
beta.comm[823],beta.comm,1,130.27509400490896
beta.comm[824],beta.comm,1,118.88401293714672
beta.comm[825],beta.comm,1,100.6762886630943
beta.comm[826],beta.comm,1,114.30537877276771
beta.comm[827],beta.comm,1,102.7003122083882
beta.comm[828],beta.comm,1,92.88668270624474
beta.comm[829],beta.comm,1,108.45609550623075
beta.comm[830],beta.comm,1,74.86458526177165
beta.comm[831],beta.comm,1,74.8807025446548
beta.comm[832],beta.comm,1,78.27560021875419
beta.comm[833],beta.comm,1,126.74009990011791
beta.comm[834],beta.comm,1,76.9007853168204
beta.comm[835],beta.comm,1,77.69125659452419
beta.comm[836],beta.comm,1,92.68674351287952
beta.comm[837],beta.comm,1,113.83360537797853
beta.comm[838],beta.comm,1,76.71461156114454
beta.comm[839],beta.comm,1,99.59682188292398
beta.comm[840],beta.comm,1,94.07691706170276
beta.comm[841],beta.comm,1,60
beta.comm[842],beta.comm,1,76.27530399855513
beta.comm[843],beta.comm,1,76.61207226515575
beta.comm[844],beta.comm,1,75.38906146435609
beta.comm[845],beta.comm,1,75.4301035095661
beta.comm[846],beta.comm,1,99.40327539906248
beta.comm[847],beta.comm,1,100.867186491097
beta.comm[848],beta.comm,1,106.62259208894187
beta.comm[849],beta.comm,1,78.35781952681745
beta.comm[850],beta.comm,1,110.58631392804486
beta.comm[851],beta.comm,1,90.2740353311091
beta.comm[852],beta.comm,1,90.61925078362948
beta.comm[853],beta.comm,1,74.98147885674447
beta.comm[854],beta.comm,1,93.84885307428858
beta.comm[855],beta.comm,1,100.35268063132064
beta.comm[856],beta.comm,1,75.8131139395166
beta.comm[857],beta.comm,1,75.69823267910351
beta.comm[858],beta.comm,1,98.40914431193504
beta.comm[859],beta.comm,1,81.34925233863984
beta.comm[860],beta.comm,1,112.1653925337736
beta.comm[861],beta.comm,1,105.40541573659489
beta.comm[862],beta.comm,1,94.62136826484367
beta.comm[863],beta.comm,1,96.55630613846617
beta.comm[864],beta.comm,1,75.69081133683832
beta.comm[865],beta.comm,1,108.966291672725
beta.comm[866],beta.comm,1,83.59071950232938
beta.comm[867],beta.comm,1,92.38780194405007
beta.comm[868],beta.comm,1,60
beta.comm[869],beta.comm,1,96.63792553080557
beta.comm[870],beta.comm,1,94.60032521634724
beta.comm[871],beta.comm,1,96.06546476231442
beta.comm[872],beta.comm,1,79.08638867907213
beta.comm[873],beta.comm,1,93.15971490243548
beta.comm[874],beta.comm,1,98.73969047873356
beta.comm[875],beta.comm,1,76.44298023169266
beta.comm[876],beta.comm,1,82.13655604666032
beta.comm[877],beta.comm,1,60
beta.comm[878],beta.comm,1,132.72469510039554
beta.comm[879],beta.comm,1,75.54115497598471
beta.comm[880],beta.comm,1,79.63442808157468
beta.comm[881],beta.comm,1,91.65212909276066
beta.comm[882],beta.comm,1,105.99431119348623
beta.comm[883],beta.comm,1,78.30376536338079
beta.comm[884],beta.comm,1,90.43718502426279
beta.comm[885],beta.comm,1,92.7901678829835
beta.comm[886],beta.comm,1,60
beta.comm[887],beta.comm,1,112.22737623223873
beta.comm[888],beta.comm,1,92.31349880189453
beta.comm[889],beta.comm,1,75.4134306406922
beta.comm[890],beta.comm,1,74.53393510501158
beta.comm[891],beta.comm,1,79.2507166527467
beta.comm[892],beta.comm,1,77.72409469452366
beta.comm[893],beta.comm,1,106.25688980144727
beta.comm[894],beta.comm,1,113.19234057767194
beta.comm[895],beta.comm,1,89.43490679007068
beta.comm[896],beta.comm,1,135.81041090853824
beta.comm[897],beta.comm,1,78.11150876004119
beta.comm[898],beta.comm,1,92.87262627669327
beta.comm[899],beta.comm,1,118.4706994799372
beta.comm[900],beta.comm,1,89.2414506532167
beta.comm[901],beta.comm,1,96.14340851639933
beta.comm[902],beta.comm,1,60
beta.comm[903],beta.comm,1,94.94214043466836
beta.comm[904],beta.comm,1,111.57957532115346
beta.comm[905],beta.comm,1,94.78616121236199
beta.comm[906],beta.comm,1,98.43419661744461
beta.comm[907],beta.comm,1,79.97032676102796
beta.comm[908],beta.comm,1,109.24936654897088
beta.comm[909],beta.comm,1,125.67177927680002
beta.comm[910],beta.comm,1,91.36402675631808
beta.comm[911],beta.comm,1,92.12262390657128
beta.comm[912],beta.comm,1,102.37831680936536
beta.comm[913],beta.comm,1,92.00880231073218
beta.comm[914],beta.comm,1,92.97854682774785
beta.comm[915],beta.comm,1,90.14193237486995
beta.comm[916],beta.comm,1,118.1514195740889
beta.comm[917],beta.comm,1,60
beta.comm[918],beta.comm,1,109.71694711945412
beta.comm[919],beta.comm,1,59.99999999999999
beta.comm[920],beta.comm,1,112.93966030092729
beta.comm[921],beta.comm,1,76.51774341395672
beta.comm[922],beta.comm,1,60
beta.comm[923],beta.comm,1,76.78509368304483
beta.comm[924],beta.comm,1,77.83260134707247
beta.comm[925],beta.comm,1,60
beta.comm[926],beta.comm,1,97.9404780026934
beta.comm[927],beta.comm,1,93.74237391521474
beta.comm[928],beta.comm,1,109.19907390308573
beta.comm[929],beta.comm,1,60
beta.comm[930],beta.comm,1,78.44370259553283
beta.comm[931],beta.comm,1,60
beta.comm[932],beta.comm,1,74.75564492026635
beta.comm[933],beta.comm,1,124.42510689845352
beta.comm[934],beta.comm,1,97.16708620802088
beta.comm[935],beta.comm,1,88.68090477277306
beta.comm[936],beta.comm,1,79.94003722257605
beta.comm[937],beta.comm,1,75.39561486462728
beta.comm[938],beta.comm,1,108.73684536780438
beta.comm[939],beta.comm,1,78.04202631663783
beta.comm[940],beta.comm,1,60
beta.comm[941],beta.comm,1,107.00830224672536
beta.comm[942],beta.comm,1,93.61096584848252
beta.comm[943],beta.comm,1,104.48113859793233
beta.comm[944],beta.comm,1,110.38068972821739
beta.comm[945],beta.comm,1,60
beta.comm[946],beta.comm,1,90.9111756878581
beta.comm[947],beta.comm,1,127.33103861203452
beta.comm[948],beta.comm,1,89.21236995915417
beta.comm[949],beta.comm,1,60
beta.comm[950],beta.comm,1,93.04051928023163
beta.comm[951],beta.comm,1,75.24820168598784
beta.comm[952],beta.comm,1,113.023532649663
beta.comm[953],beta.comm,1,94.72086568073934
beta.comm[954],beta.comm,1,60
beta.comm[955],beta.comm,1,94.81532425655419
beta.comm[956],beta.comm,1,77.0861327239962
beta.comm[957],beta.comm,1,60.00000000000001
beta.comm[958],beta.comm,1,120.6871135981002
beta.comm[959],beta.comm,1,106.91090750776716
beta.comm[960],beta.comm,1,98.43820379057446
beta.comm[961],beta.comm,1,93.26515980188265
beta.comm[962],beta.comm,1,90.20620609417297
beta.comm[963],beta.comm,1,89.46743390413508
beta.comm[964],beta.comm,1,97.8002424254964
beta.comm[965],beta.comm,1,92.4823883711488
beta.comm[966],beta.comm,1,59.99999999999999
beta.comm[967],beta.comm,1,78.61864573869362
beta.comm[968],beta.comm,1,105.34520013991691
beta.comm[969],beta.comm,1,108.24580119966274
beta.comm[970],beta.comm,1,96.83761511497742
beta.comm[971],beta.comm,1,84.42061032270306
beta.comm[972],beta.comm,1,127.45271301577345
beta.comm[973],beta.comm,1,96.71077825297532
beta.comm[974],beta.comm,1,112.50174798121827
beta.comm[975],beta.comm,1,76.30813595578144
beta.comm[976],beta.comm,1,74.61811565341195
beta.comm[977],beta.comm,1,92.47406320662374
beta.comm[978],beta.comm,1,99.01561476700998
beta.comm[979],beta.comm,1,94.94928866383455
beta.comm[980],beta.comm,1,110.04833513062158
beta.comm[981],beta.comm,1,113.26445595860996
beta.comm[982],beta.comm,1,106.28045110573291
beta.comm[983],beta.comm,1,95.20060283092079
beta.comm[984],beta.comm,1,111.09557111422399
beta.comm[985],beta.comm,1,95.0553604683646
beta.comm[986],beta.comm,1,60
beta.comm[987],beta.comm,1,74.88165625139126
beta.comm[988],beta.comm,1,107.88942196488709
beta.comm[989],beta.comm,1,103.23694237336528
beta.comm[990],beta.comm,1,90.90706961356334
beta.comm[991],beta.comm,1,59.99999999999999
beta.comm[992],beta.comm,1,114.55293544403023
beta.comm[993],beta.comm,1,101.37410600784709
beta.comm[994],beta.comm,1,91.40307103374444
beta.comm[995],beta.comm,1,94.76902106187381
beta.comm[996],beta.comm,1,74.55878186823037
beta.comm[997],beta.comm,1,95.97071509233298
beta.comm[998],beta.comm,1,74.40436794930368
beta.comm[999],beta.comm,1,91.54060040960974
beta.comm[1000],beta.comm,1,90.61958481420947
beta.comm[1001],beta.comm,1,114.70198617537348
beta.comm[1002],beta.comm,1,117.95815642816622
beta.comm[1003],beta.comm,1,79.08984730494551
beta.comm[1004],beta.comm,1,109.22674325339932
beta.comm[1005],beta.comm,1,78.50960209755657
beta.comm[1006],beta.comm,1,99.70146334836106
beta.comm[1007],beta.comm,1,114.71224783248867
beta.comm[1008],beta.comm,1,113.11500201016784
beta.comm[1009],beta.comm,1,59.99999999999999
beta.comm[1010],beta.comm,1,90.82147063323393
beta.comm[1011],beta.comm,1,78.81388055758804
beta.comm[1012],beta.comm,1,82.50187709409715
beta.comm[1013],beta.comm,1,75.20678099738478
beta.comm[1014],beta.comm,1,91.50551359775939
beta.comm[1015],beta.comm,1,60
beta.comm[1016],beta.comm,1,102.52591007341152
beta.comm[1017],beta.comm,1,91.23747532459363
beta.comm[1018],beta.comm,1,74.82986684001166
beta.comm[1019],beta.comm,1,74.26063193407788
beta.comm[1020],beta.comm,1,94.50865151259846
beta.comm[1021],beta.comm,1,92.91017426950768
beta.comm[1022],beta.comm,1,78.48693934010254
beta.comm[1023],beta.comm,1,126.81579012379338
beta.comm[1024],beta.comm,1,91.25821400543529
beta.comm[1025],beta.comm,1,60.00000000000001
beta.comm[1026],beta.comm,1,107.13206550481011
beta.comm[1027],beta.comm,1,75.04854877479039
beta.comm[1028],beta.comm,1,98.14252871588374
beta.comm[1029],beta.comm,1,80.20206956694666
beta.comm[1030],beta.comm,1,108.93510210410585
beta.comm[1031],beta.comm,1,132.07446441064812
beta.comm[1032],beta.comm,1,91.7840009176168
beta.comm[1033],beta.comm,1,90.05698791167384
beta.comm[1034],beta.comm,1,90.9415465242633
beta.comm[1035],beta.comm,1,133.69703781666098
beta.comm[1036],beta.comm,1,114.95253004963682
beta.comm[1037],beta.comm,1,97.33366546893305
beta.comm[1038],beta.comm,1,74.61260197241359
beta.comm[1039],beta.comm,1,60
beta.comm[1040],beta.comm,1,81.76284481154599
beta.comm[1041],beta.comm,1,92.11490854814566
beta.comm[1042],beta.comm,1,109.23580125657853
beta.comm[1043],beta.comm,1,75.31078570864048
beta.comm[1044],beta.comm,1,92.00450960434046
beta.comm[1045],beta.comm,1,92.19022159868841
beta.comm[1046],beta.comm,1,91.60472827649909
beta.comm[1047],beta.comm,1,80.0145302843247
beta.comm[1048],beta.comm,1,90.56084899480621
beta.comm[1049],beta.comm,1,92.70793400351944
beta.comm[1050],beta.comm,1,76.1123886615039
beta.comm[1051],beta.comm,1,112.11686896196012
beta.comm[1052],beta.comm,1,92.4115188143411
beta.comm[1053],beta.comm,1,104.1039792365151
beta.comm[1054],beta.comm,1,78.55151851845551
beta.comm[1055],beta.comm,1,60.00000000000001
beta.comm[1056],beta.comm,1,91.64340509839127
beta.comm[1057],beta.comm,1,59.99999999999999
beta.comm[1058],beta.comm,1,77.63602572139463
beta.comm[1059],beta.comm,1,111.20137256701852
beta.comm[1060],beta.comm,1,74.24184836896269
beta.comm[1061],beta.comm,1,116.48894665836994
beta.comm[1062],beta.comm,1,91.81433793451995
beta.comm[1063],beta.comm,1,97.58521061344926
beta.comm[1064],beta.comm,1,132.34324694624772
beta.comm[1065],beta.comm,1,92.96498525681577
beta.comm[1066],beta.comm,1,95.1405867503868
beta.comm[1067],beta.comm,1,110.34249784140269
beta.comm[1068],beta.comm,1,106.40702199500097
beta.comm[1069],beta.comm,1,78.00179712507284
beta.comm[1070],beta.comm,1,93.53281198721103
beta.comm[1071],beta.comm,1,83.60761359705441
beta.comm[1072],beta.comm,1,59.99999999999999
beta.comm[1073],beta.comm,1,75.37564818158528
beta.comm[1074],beta.comm,1,99.41392924642882
beta.comm[1075],beta.comm,1,79.21452240090548
beta.comm[1076],beta.comm,1,76.42037727465333
beta.comm[1077],beta.comm,1,96.65484825461398
beta.comm[1078],beta.comm,1,107.08001674494244
beta.comm[1079],beta.comm,1,111.25037705424283
beta.comm[1080],beta.comm,1,77.55059369826986
beta.comm[1081],beta.comm,1,60.00000000000001
beta.comm[1082],beta.comm,1,79.81753936950972
beta.comm[1083],beta.comm,1,81.57519796764738
beta.comm[1084],beta.comm,1,59.99999999999999
beta.comm[1085],beta.comm,1,101.81737169288186
beta.comm[1086],beta.comm,1,95.55792292891581
beta.comm[1087],beta.comm,1,59.99999999999999
beta.comm[1088],beta.comm,1,76.24204102734018
beta.comm[1089],beta.comm,1,94.23941474594317
beta.comm[1090],beta.comm,1,94.23093173646996
beta.comm[1091],beta.comm,1,76.84739595779128
beta.comm[1092],beta.comm,1,75.82123726432997
beta.comm[1093],beta.comm,1,60
beta.comm[1094],beta.comm,1,76.18646825715366
beta.comm[1095],beta.comm,1,131.6415403914938
beta.comm[1096],beta.comm,1,93.44505082422846
beta.comm[1097],beta.comm,1,130.67542640305527
beta.comm[1098],beta.comm,1,79.00717563437658
beta.comm[1099],beta.comm,1,75.35517586006242
beta.comm[1100],beta.comm,1,75.19521287547595
beta.comm[1101],beta.comm,1,77.81394730485663
beta.comm[1102],beta.comm,1,74.26628359690746
beta.comm[1103],beta.comm,1,93.85682640118114
beta.comm[1104],beta.comm,1,74.37465029515005
beta.comm[1105],beta.comm,1,60
beta.comm[1106],beta.comm,1,76.82109308924319
beta.comm[1107],beta.comm,1,118.80146168717027
beta.comm[1108],beta.comm,1,74.93240350397404
beta.comm[1109],beta.comm,1,60.00000000000001
beta.comm[1110],beta.comm,1,75.09706515138471
beta.comm[1111],beta.comm,1,98.04663666664936
beta.comm[1112],beta.comm,1,92.35699640473017
beta.comm[1113],beta.comm,1,76.1619666629717
beta.comm[1114],beta.comm,1,99.62577897804738
beta.comm[1115],beta.comm,1,91.396366603696
beta.comm[1116],beta.comm,1,90.12192764466647
beta.comm[1117],beta.comm,1,110.34583182962743
beta.comm[1118],beta.comm,1,60
beta.comm[1119],beta.comm,1,82.69785674922035
beta.comm[1120],beta.comm,1,116.8325234591931
beta.comm[1121],beta.comm,1,115.07076566236744
beta.comm[1122],beta.comm,1,97.3094587147595
beta.comm[1123],beta.comm,1,94.59468898240095
beta.comm[1124],beta.comm,1,80.722578256801
beta.comm[1125],beta.comm,1,75.37335912676237
beta.comm[1126],beta.comm,1,89.0252138100197
beta.comm[1127],beta.comm,1,76.64130319093894
beta.comm[1128],beta.comm,1,91.46108496807533
beta.comm[1129],beta.comm,1,75.26861004446286
beta.comm[1130],beta.comm,1,90.14376837613179
beta.comm[1131],beta.comm,1,113.62643803875775
beta.comm[1132],beta.comm,1,78.13880361354019
beta.comm[1133],beta.comm,1,96.33141840304536
beta.comm[1134],beta.comm,1,89.14583856095508
beta.comm[1135],beta.comm,1,89.4089004067107
beta.comm[1136],beta.comm,1,114.57400245053893
beta.comm[1137],beta.comm,1,106.78826558810442
beta.comm[1138],beta.comm,1,101.52311361857916
beta.comm[1139],beta.comm,1,106.89457358884496
beta.comm[1140],beta.comm,1,101.05176867953679
beta.comm[1141],beta.comm,1,77.3626553792776
beta.comm[1142],beta.comm,1,124.9955388417776
beta.comm[1143],beta.comm,1,91.25934674703707
beta.comm[1144],beta.comm,1,60
beta.comm[1145],beta.comm,1,99.33426340707084
beta.comm[1146],beta.comm,1,78.77655877783204
beta.comm[1147],beta.comm,1,60.00000000000001
beta.comm[1148],beta.comm,1,75.17126160829025
beta.comm[1149],beta.comm,1,110.55689693640572
beta.comm[1150],beta.comm,1,78.62700835662855
beta.comm[1151],beta.comm,1,127.35703725488625
beta.comm[1152],beta.comm,1,74.18551561431275
beta.comm[1153],beta.comm,1,106.0660969208581
beta.comm[1154],beta.comm,1,107.059211394374
beta.comm[1155],beta.comm,1,123.14690150336008
beta.comm[1156],beta.comm,1,76.61354321536126
beta.comm[1157],beta.comm,1,141.02795118722594
beta.comm[1158],beta.comm,1,132.12541298351326
beta.comm[1159],beta.comm,1,92.91159932564166
beta.comm[1160],beta.comm,1,95.8779433949152
beta.comm[1161],beta.comm,1,74.34210156633853
beta.comm[1162],beta.comm,1,77.05186307190482
beta.comm[1163],beta.comm,1,90.48627823770306
beta.comm[1164],beta.comm,1,92.14279059910395
beta.comm[1165],beta.comm,1,95.74670127282708
beta.comm[1166],beta.comm,1,105.40021290309318
beta.comm[1167],beta.comm,1,60
beta.comm[1168],beta.comm,1,99.37809357171682
beta.comm[1169],beta.comm,1,113.16301585808087
beta.comm[1170],beta.comm,1,95.41082423479038
beta.comm[1171],beta.comm,1,110.08884984364168
beta.comm[1172],beta.comm,1,118.04297959364693
beta.comm[1173],beta.comm,1,78.38127923345725
beta.comm[1174],beta.comm,1,79.12595195360905
beta.comm[1175],beta.comm,1,97.15154150955551
