term,estimate,Est.Error,q025,q975
Intercept,0.03572752576075625,0.009111766225848953,0.017843695125,0.05389298967499998
z_diet_specialization,-6.399209166842262e-4,0.0014338365597167443,-0.0034968374099999997,0.002205251297499998
z_habitat_breadth,0.003045722118413631,0.0016990482827447671,-2.4384025049999986e-4,0.006340180365
