name,province,code,level,type,dept,city,adminarea,protect,area,years
上海崇明东滩鸟类,上海市,31411001,国家级,野生动物,林业部门,上海市,崇明县,迁徙水鸟及河口湿地生态系统,24155.0,19981116
上海九段沙湿地国家级自然保护区,上海市,31412002,国家级,湿地生态,环保部门,上海市,上海市浦东新区,湿地生态系统、濒危水生生物及鸟类,42020.0,20000306
上海长江口中华鲟,上海市,31423005,省级,湿地生态,农业部门,上海市,崇明县,中华鲟等珍稀鱼类,27600.0,20020427
上海金山三岛,上海市,31524004,省级,海洋海岸,海洋部门,上海市,金山区,海岛、中亚热带常绿阔叶林,46.0,19911005
龙血树保护区,云南省,53000199,---,---,---,云南省,,,0.0,0
小勐养保护区,云南省,53000200,---,---,---,云南省,,,0.0,0
泸西自然保护区,云南省,53000201,---,---,---,云南省,,,0.0,0
云南药山,云南省,53111002,国家级,森林生态,林业部门,云南省,巧家县,高山水源林及多种药用植物,20141.0,19840405
云南分水岭,云南省,53111006,国家级,森林生态,林业部门,云南省,金平,山地苔藓常绿阔叶林,42027.0,1986
云南永德大雪山,云南省,53111007,国家级,森林生态,林业部门,云南省,永德县,亚热带常绿阔叶林及野生动物,17541.0,19860320
云南黄连山,云南省,53111010,国家级,森林生态,林业部门,云南省,绿春县,亚热带常绿阔叶林、野生动植物,65058.0,19830427
云南文山,云南省,53111011,国家级,森林生态,林业部门,云南省,文山县、西畴县,岩溶中山南亚热带季风常绿阔叶林、亚热带山地苔藓常绿阔叶林以及野生动植物,26867.0,19800605
云南哀牢山,云南省,53111012,国家级,森林生态,林业部门,云南省,新平彝族傣族自治县、楚雄市、南华县、双柏县、景东彝族自治县、镇沅彝族哈尼族拉祜族自治县,中山湿性常绿阔叶林及黑冠长臂猿等野生动植物,67700.0,19880509
云南西双版纳,云南省,53111013,国家级,森林生态,林业部门,云南省,景洪市、勐海县、勐腊县,热带森林生态系统及珍稀野生动植物,241776.0,19581009
云南高黎贡山,云南省,53111015,国家级,森林生态,林业部门,云南省,保山、腾冲、泸水、福贡、景东、镇西、楚雄、双柏、南华等市县,森林植被垂直带谱、珍稀动植物,405200.0,19830101
云南大围山,云南省,53111016,国家级,森林生态,林业部门,云南省,屏边苗族自治县、河口瑶族自治县、个旧市、蒙自县,南亚热带常绿阔叶林及珍稀动物,43992.6,19860320
金平分水岭自然保护区,云南省,53111196,国家级,森林生态,林业部门,云南省,金平苗族瑶族傣族自治县,"南亚热带山地苔藓常绿阔叶林及珍稀动植物
珍稀濒危物种黑长臂猿、蜂猴等及森林生态系统",42027.0,19860601
云南纳板河国家级自然保护区,云南省,53112005,国家级,森林生态,环保部门,云南省,景洪,热带雨林、季雨林、季风常绿阔叶林,26067.0,2000
云南马关古林箐,云南省,53121017,省级,森林生态,林业部门,云南省,马关县,热带季雨林、雨林、石灰山季雨林及热带野生动物,6832.6,19821001
云南元阳观音山,云南省,53121018,省级,森林生态,林业部门,云南省,元阳县,亚热带中山苔藓常绿阔叶林,16187.0,19940527
云南麻栗坡马关老君山,云南省,53121021,省级,森林生态,林业部门,云南省,马关、麻栗坡,季风常绿阔叶林,4509.0,1986
云南龙陵小黑山,云南省,53121024,省级,森林生态,林业部门,云南省,龙陵县、保山市隆阳区,热带、亚热带低中山湿性常绿阔叶林,6293.4,19951012
云南菜阳河,云南省,53121025,省级,森林生态,林业部门,云南省,普洱市,热带雨林、季风常绿阔叶林,14892.0,19811101
云南永平金光寺,云南省,53121028,省级,森林生态,林业部门,云南省,永平县,半湿润常绿阔叶林生态系统,9584.0,19820331
云南轿子山国家级自然保护区,云南省,53121030,国家级,森林生态,林业部门,云南省,昆明市东川区、禄劝县,针叶林、中山湿性常绿阔叶林及珍稀动植,16456.0,19940331
云南糯扎渡,云南省,53121032,省级,森林生态,林业部门,云南省,普洱市,森林及野生动植物,18997.0,19971001
云南朝天马,云南省,53121034,省级,森林生态,林业部门,云南省,盐津、彝良,湿性常绿阔叶林生态系统,6294.0,1998
云南临沧澜沧江,云南省,53121035,省级,森林生态,林业部门,云南省,凤庆、临沧市临翔区、云县、双江、耿马等县区,森林植被、珍稀动植物,89504.0,19990612
云南南捧河,云南省,53121036,省级,森林生态,林业部门,云南省,镇康县,季风常绿阔叶林生态系统,36970.0,19960501
云南珠江源,云南省,53121037,省级,森林生态,林业部门,云南省,沾益县、宣威市,河流及森林生态系统,133149.6,19880602
云南兰坪云岭,云南省,53121038,省级,森林生态,林业部门,云南省,兰坪白族普米族自治县,寒温性原始森林生态及滇金丝猴、红豆衫等,75894.0,19980101
云南富宁驮娘江,云南省,53121039,省级,森林生态,林业部门,云南省,富宁县,水域湿地及岩溶山地热区森林生态系统,15725.0,20000901
云南哈巴雪山,云南省,53121041,省级,森林生态,林业部门,云南省,香格里拉县,高山森林生及珍稀动物滇金丝猴,21908.0,19850101
云南红河阿姆山,云南省,53121044,省级,森林生态,林业部门,云南省,红河县,"森林及野生动物
山地苔藓常绿阔叶林",14756.0,19951201
云南元江,云南省,53121045,省级,森林生态,林业部门,云南省,元江哈尼族彝族傣族自治县,干热河谷稀树灌木草丛、亚热带森林及野生动物,22378.9,19891001
云南楚雄紫溪山,云南省,53121047,省级,森林生态,林业部门,云南省,楚雄市,"森林生态系统及珍稀动植物
亚热带半湿润常绿阔叶林",16000.0,19940331
云南玉龙雪山,云南省,53121051,省级,森林生态,林业部门,云南省,玉龙纳西族自治县,冰川遗迹、高山森林、珍稀动植物,26000.0,19840501
云南雕翎山,云南省,53121052,省级,森林生态,林业部门,云南省,禄丰县,"森林生态系统及珍稀动植物
半湿润常绿阔叶林生态系统",613.0,19811201
云南永善三江口,云南省,53121059,省级,森林生态,林业部门,云南省,永善,湿性常绿阔叶林生态系统,680.0,1984
云南铜壁关,云南省,53121064,省级,森林生态,林业部门,云南省,盈江县、陇川县、瑞丽市,"印缅季雨林及亚洲象、长臂猿
为我国纬度最北的热带雨林、季雨林、季风常绿阔叶林生态系统及白眉长臂猿等野生动物",51650.5,19860320
云南西山国家森林公园,云南省,53121197,省级,森林生态,林业部门,云南省,,,0.0,0
云南武定狮子山森林公园,云南省,53121198,省级,森林生态,林业部门,云南省,,,0.0,0
建水燕子洞,云南省,53122050,省级,森林生态,其他部门,云南省,建水县,白腰雨燕繁殖种群及其生境、溶洞景观,1601.0,20020501
广南八宝,云南省,53122053,省级,地质遗迹,环保部门,云南省,广南县,河谷峰丛峰林及岩溶地貌,5232.0,19880101
普者黑,云南省,53122065,省级,森林生态,环保部门,云南省,丘北县,野生动植物、原生地貌、高原湖泊等,10746.0,20000901
鸡足山,云南省,53128023,省级,森林生态,其他部门,云南省,宾川县,森林生态、云南松、佛教古迹,10760.0,1981
云南轿子山,云南省,53128029,省级,森林生态,其他部门,云南省,东川市,森林生态系统,16704.0,1994
大龙洞,云南省,53128046,省级,森林生态,其他部门,云南省,昭通市, 水源林,134.0,1981
云南姚安花椒园,云南省,53131088,县市级,森林生态,林业部门,云南省,姚安县,"水源林、珍稀动物
半湿性常绿阔叶林",33193.0,20030401
云南盐津老黎山,云南省,53131108,县市级,森林生态,林业部门,云南省,盐津县,天然常绿山地湿性阔叶林,297.4,20030501
云南永德德党后山,云南省,53131109,县市级,森林生态,林业部门,云南省,永德,季风常绿阔叶林,7333.0,1990
云南新平磨盘山,云南省,53131110,县市级,森林生态,林业部门,云南省,新平彝族傣族自治县,中山湿润常绿阔叶林、云南松林,7454.0,19901101
云南弥勒西山,云南省,53131111,县市级,森林生态,林业部门,云南省,弥勒,半湿润常绿阔叶林,16110.0,1988
云南禄丰五台山,云南省,53131112,县市级,森林生态,林业部门,云南省,禄丰,半湿润常绿阔叶林,3526.0,1987
云南江城牛倮河,云南省,53131113,县市级,森林生态,林业部门,云南省,江城哈尼族彝族自治县,森林生态系统及野生动物,4693.0,19831001
云南新平哀牢山,云南省,53131114,县市级,森林生态,林业部门,云南省,新平彝族傣族自治县,中山湿润常绿阔叶林,9978.0,19920801
云南昌宁天坛山,云南省,53131115,县市级,森林生态,林业部门,云南省,昌宁,森林和野生动物,6350.0,1997
云南双柏恐龙河,云南省,53131116,县市级,森林生态,林业部门,云南省,双柏县,"水源涵养林
热带季雨林",10235.0,20030401
云南玉白顶,云南省,53131118,县市级,森林生态,林业部门,云南省,新平,水源林,6933.0,2003
云南峨山肥高鲁山,云南省,53131119,县市级,森林生态,林业部门,云南省,峨山,半湿润常绿阔叶林,5260.0,1991
云南镇雄以拉,云南省,53131120,县市级,森林生态,林业部门,云南省,镇雄县,南方红豆杉及其生境,685.0,20030501
云南镇雄袁家湾,云南省,53131121,县市级,森林生态,林业部门,云南省,镇雄县,森林及珍稀野生动植物,1634.0,19800601
云南威信大雪山,云南省,53131122,县市级,森林生态,林业部门,云南省,威信县,森林及珙桐、岩羊、黑熊等珍稀动植物,2153.3,20011001
云南盐津白老林,云南省,53131123,县市级,森林生态,林业部门,云南省,盐津县,云豹、红豆杉及森林植被,2200.0,20030501
云南大关罗汉坝,云南省,53131124,县市级,森林生态,林业部门,云南省,大关,天然常绿山地湿性阔叶林,6913.0,2003
云南双柏白竹山,云南省,53131125,县市级,森林生态,林业部门,云南省,双柏县,"森林生态系统及珍稀动物
半湿性常绿阔叶林",8394.0,19840101
云南姚安大尖山,云南省,53131126,县市级,森林生态,林业部门,云南省,姚安县,"水源林、珍稀动物
中山湿性常绿阔叶林",9085.1,20030401
云南永善五莲峰,云南省,53131127,县市级,森林生态,林业部门,云南省,永善县,森林及云南红豆杉及云豹、黑熊等野生动物,35420.0,20030501
云南易门龙泉,云南省,53131129,县市级,森林生态,林业部门,云南省,易门,水源林,111367.0,20031201
云南绥江二十四岗,云南省,53131131,县市级,森林生态,林业部门,云南省,绥江,天然常绿山地湿性阔叶林,24349.0,2003
云南江川大龙潭,云南省,53131132,县市级,森林生态,林业部门,云南省,江川县,水源涵养林,6659.0,20040801
竹山总山神,云南省,53131134,县市级,森林生态,林业部门,云南省,宜良县,半湿润常绿阔叶林,933.0,20021201
九乡麦田河,云南省,53131135,县市级,森林生态,林业部门,云南省,宜良县,半湿润常绿阔叶林,1867.0,20021201
汤池老爷山,云南省,53131136,县市级,森林生态,林业部门,云南省,宜良县,半湿润常绿阔叶林,1333.0,20021201
云南通海秀山,云南省,53131137,县市级,森林生态,林业部门,云南省,通海,半湿性常绿阔叶林,9269.0,20010801
云南师宗丁累大箐,云南省,53131138,县市级,森林生态,林业部门,云南省,师宗,动植物资源,293.0,20000402
云南麒麟青峰山,云南省,53131139,县市级,森林生态,林业部门,云南省,曲靖市麒麟区,古建筑、阔叶林,1110.0,20000302
云南峨山山后茶厂,云南省,53131140,县市级,森林生态,林业部门,云南省,峨山,半湿润常绿阔叶林,1839.0,1990
云南峨山红石岩,云南省,53131142,县市级,森林生态,林业部门,云南省,峨山,半湿润常绿阔叶林,656.0,1990
云南景洪热带雨林,云南省,53131143,县市级,森林生态,林业部门,云南省,景洪市,热带森林,48543.0,19990601
云南峨山近山面山,云南省,53131144,县市级,森林生态,林业部门,云南省,峨山,森林生态系统,8841.0,1998
云南澄江梁王山,云南省,53131145,县市级,森林生态,林业部门,云南省,澄江县,野生花卉云南松林,2285.0,19990601
云南个旧董棕林,云南省,53131147,县市级,野生植物,林业部门,云南省,个旧市,董棕林,160.0,19990101
云南墨江黑山,云南省,53131148,县市级,森林生态,林业部门,云南省,墨江,季风常绿阔叶林、思茅松,14667.0,1995
云南普洱松山,云南省,53131149,县市级,森林生态,林业部门,云南省,宁洱哈尼族彝族自治县,水源林及动植物,2700.0,19941101
云南峨山棚租雨来救,云南省,53131150,县市级,森林生态,林业部门,云南省,峨山,半湿润常绿阔叶林,5004.0,1992
云南牟定白马山,云南省,53131151,县市级,森林生态,林业部门,云南省,牟定县,"森林生态系统及珍稀动物
中山湿性常绿阔叶林",15508.0,20030401
云南西畴鸡冠梁子,云南省,53131153,县市级,森林生态,林业部门,云南省,西畴,常绿阔叶林,100.0,1982
云南富宁干南大箐,云南省,53131154,县市级,森林生态,林业部门,云南省,富宁,常绿阔叶林,667.0,1982
云南富宁里拱大箐,云南省,53131155,县市级,森林生态,林业部门,云南省,富宁,常绿阔叶林,1333.3,1982
云南马关马洒箐,云南省,53131156,县市级,森林生态,林业部门,云南省,马关,常绿阔叶林,154.0,1982
云南獐子岩大箐,云南省,53131157,县市级,森林生态,林业部门,云南省,马关,常绿阔叶林,100.0,1982
云南马关马西箐,云南省,53131159,县市级,森林生态,林业部门,云南省,马关,常绿阔叶林,1000.0,1982
云南永善小岩方,云南省,53131160,县市级,森林生态,林业部门,云南省,永善,天然常绿山地湿性阔叶林,9698.0,2003
云南高楼大箐,云南省,53131162,县市级,森林生态,林业部门,云南省,富宁,常绿阔叶林,400.0,1982
云南西畴保崔大箐,云南省,53131163,县市级,森林生态,林业部门,云南省,西畴,常绿阔叶林,53.0,1982
云南马关倮洒大箐,云南省,53131164,县市级,森林生态,林业部门,云南省,马关,常绿阔叶林,27.0,1982
云南麻栗坡普弄大箐,云南省,53131165,县市级,森林生态,林业部门,云南省,麻栗坡,季风常绿阔叶林,87.0,1982
云南麻栗坡次竹坝,云南省,53131166,县市级,森林生态,林业部门,云南省,麻栗坡,季风常绿阔叶林,88.0,1982
云南麻栗坡下兴箐,云南省,53131167,县市级,森林生态,林业部门,云南省,麻栗坡,季风常绿阔叶林,192.0,1982
云南牟定化佛山,云南省,53131168,县市级,森林生态,林业部门,云南省,牟定县,"森林生态系统及珍稀动物
半湿润常绿阔叶林",667.0,19820501
云南永仁方山,云南省,53131169,县市级,森林生态,林业部门,云南省,永仁县,"森林及自然风景
半湿润常绿阔叶林",667.0,19820501
云南麻栗坡火烧梁子,云南省,53131170,县市级,森林生态,林业部门,云南省,麻栗坡,季风常绿阔叶林,767.0,1982
云南大姚昙华山,云南省,53131171,县市级,森林生态,林业部门,云南省,大姚县,"森林及自然风景
半湿润常绿阔叶林",1231.4,19820501
云南楚雄樟木箐,云南省,53131172,县市级,森林生态,林业部门,云南省,禄丰、楚雄,半湿润常绿阔叶林,3631.0,1982
云南西畴齐湾箐,云南省,53131173,县市级,森林生态,林业部门,云南省,西畴,常绿阔叶林,67.0,1982
云南红塔山,云南省,53131175,县市级,森林生态,林业部门,云南省,玉溪市,森林植被及水源涵养林,5696.0,20011201
云南通海秀山,云南省,53131176,县市级,森林生态,林业部门,云南省,通海,半湿润常绿阔叶林生态系统,9269.0,20010801
云南弥渡天生营,云南省,53131177,县市级,森林生态,林业部门,云南省,弥渡县,森林、野生动植物及历史文化遗址,13000.0,20011001
云南马关达豹箐,云南省,53131178,县市级,森林生态,林业部门,云南省,马关,常绿阔叶林,666.7,1982
云南水富铜锣坝,云南省,53131179,县市级,森林生态,林业部门,云南省,水富县,森林及野生动植物,2484.0,19880101
云南永平博南山,云南省,53131180,县市级,森林生态,林业部门,云南省,永平县,"森林及古树名木、文物遗迹
半湿润常绿阔叶林",18000.0,20011001
云南晋宁双河磨南德,云南省,53131181,县市级,森林生态,林业部门,云南省,晋宁,半湿润常绿阔叶林,31667.0,1990
云南弥渡大黑山,云南省,53131182,县市级,森林生态,林业部门,云南省,弥渡县,森林植被、水源涵养林及野生动物,14000.0,20011001
云南南涧土林,云南省,53131183,县市级,地质遗迹,林业部门,云南省,南涧彝族自治县,"土林景观
地质地貌景观",500.0,19880901
云南祥云水目山,云南省,53131184,县市级,森林生态,林业部门,云南省,祥云县,"古山茶、森林植被
名胜古迹、半湿润常绿林",1500.0,19880701
云南剑川石宝山,云南省,53131185,县市级,森林生态,林业部门,云南省,剑川县,"名胜古迹、半湿润常绿林
原始阔叶林、风景资源",2800.0,19880701
云南弥渡太极顶,云南省,53131186,县市级,森林生态,林业部门,云南省,弥渡县,水源涵养林、半湿润常绿阔叶林,2673.0,19880901
云南楚雄三峰山,云南省,53131187,县市级,森林生态,林业部门,云南省,楚雄市,"水源林、珍稀动物
半湿润常绿阔叶林",41415.0,20010101
云南南涧凤凰山,云南省,53131188,县市级,野生动物,林业部门,云南省,南涧彝族自治县,"半湿润常绿阔叶林
迁徙候鸟及其生境",2500.0,19880901
云南漾濞雪山河,云南省,53131189,县市级,森林生态,林业部门,云南省,漾濞彝族自治县,常绿阔叶林及野生核桃林,1000.0,19880901
云南鹤庆朝霞,云南省,53131192,县市级,地质遗迹,林业部门,云南省,鹤庆县,地貌景观、地下水资源,800.0,19880901
云南永平永国寺,云南省,53131193,县市级,森林生态,林业部门,云南省,永平,"华山松、野茶树、小熊猫
半湿润常绿阔叶林",672.0,19830701
西罗坪,云南省,53132066,县市级,森林生态,环保部门,云南省,洱源县,森林植被及野生动物,10000.0,20011001
翠坪山,云南省,53132067,县市级,森林生态,环保部门,云南省,兰坪白族普米族自治县,森林生态、自然景观及历史遗迹,8600.0,20000601
牛过河,云南省,53132078,县市级,森林生态,环保部门,云南省,曲靖市, 水源涵养林及水生生态系统,6600.0,2002
大龙口,云南省,53132084,县市级,森林生态,环保部门,云南省,易门县, 水源涵养林,11186.0,2002
木乃河水源,云南省,53132089,县市级,森林生态,环保部门,云南省,盈江县, 水源、森林生态,4200.0,1998
瑞丽江流域,云南省,53132092,县市级,森林生态,环保部门,云南省,瑞丽市, 侯鸟及其生境、季节性雨林,73500.0,1992
鹤庆龙华山,云南省,53132095,县市级,森林生态,环保部门,云南省,鹤庆县,十八寺遗址及原始森林植被,2500.0,20011001
富和山,云南省,53132098,县市级,森林生态,环保部门,云南省,福贡县, 森林及野生动物,37000.0,1998
黑虎山,云南省,53132101,县市级,森林生态,环保部门,云南省,洱源县,森林植被及野生动物,9000.0,20011001
跃进水库,云南省,53136077,县市级,森林生态,水利部门,云南省,建水县, 水源林,17520.0,1997
沪西县板桥,云南省,53136079,县市级,森林生态,水利部门,云南省,红河哈尼族彝族自治州, 森林及野生动物,2000.0,2002
新村水库,云南省,53136083,县市级,森林生态,水利部门,云南省,峨山县, 水源林,1786.0,1998
芒究水库水源,云南省,53136091,县市级,森林生态,水利部门,云南省,潞西市, 水源涵养林,3170.0,1991
双河、磨南德水源,云南省,53136106,县市级,森林生态,水利部门,云南省,晋宁县, 水源涵养林及水源,31667.0,1990
南洞,云南省,53138068,县市级,森林生态,环保部门,云南省,开远市,水源涵养林,267.0,20000101
石宝山,云南省,53138069,县市级,森林生态,其他部门,云南省,剑川县, 原始阔叶林、风景资源,2800.0,1988
狮子山,云南省,53138080,县市级,森林生态,其他部门,云南省,武定县,自然风景、森林,1360.0,19820501
楚雄西山,云南省,53138082,县市级,森林生态,其他部门,云南省,楚雄市,森林资源及自然景观,3550.4,19820501
红塔山,云南省,53138086,县市级,森林生态,其他部门,云南省,玉溪市, 森林及水源,5696.0,2001
梁河后山,云南省,53138090,县市级,森林生态,其他部门,云南省,梁河县, 水源涵养林,1000.0,1998
巍宝山,云南省,53138102,县市级,森林生态,其他部门,云南省,巍山彝族回族自治县,森林及风景资源,2000.0,19880901
隆庆鸟道雄关,云南省,53138103,县市级,森林生态,其他部门,云南省,巍山彝族回族自治县,森林植被、迁徙候鸟,1080.0,20011001
云南雪山河水源涵养林,云南省,53138104,县市级,森林生态,环保部门,云南省,漾濞彝族自治县,常绿阔叶林及野生核桃林,1000.0,19880901
云南大山包,云南省,53411008,国家级,湿地生态,林业部门,云南省,昭通,黑颈鹤及其越冬湿地生态系统,19200.0,1990
云南苍山洱海国家级自然保护区,云南省,53412003,国家级,湿地生态,环保部门,云南省,大理、漾濞,"冰川遗迹、名胜古迹、森林及高原湖泊生态系统
断层湖泊、苍山冷杉、杜鹃林",79700.0,19811106
云南泸沽湖,云南省,53421022,省级,湿地生态,林业部门,云南省,宁蒗,高原深水湖泊,8133.0,1986
云南纳帕海,云南省,53421031,省级,野生动物,林业部门,云南省,香格里拉县,高原季节性湖泊、沼泽草甸。黑颈鹤等珍稀越冬水禽及栖息环境,2400.0,19850101
云南拉市海,云南省,53421033,省级,湿地生态,林业部门,云南省,丽江,高原湖泊、高原人工湖,6523.0,1997
云南碧塔海,云南省,53421055,省级,森林生态,林业部门,云南省,香格里拉县,高山针叶林、高原湖泊及野生动物,14133.0,19820101
云南沾溢海峰,云南省,53421060,省级,湿地生态,林业部门,云南省,沾益县,喀斯特地貌、森林及野生动植物,26610.0,20010401
云南剑湖自然保护区,云南省,53421194,省级,湿地生态,林业部门,云南省,剑州县,湿地,4630.0,2001
滇池,云南省,53428026,省级,湿地生态,其他部门,云南省,东川市,高原湖泊、名胜古迹,143100.0,1981
松花坝,云南省,53428062,省级,湿地生态,其他部门,云南省,嵩明县, 饮水水源,62980.0,1981
云南南涧大龙潭,云南省,53431128,县市级,湿地生态,林业部门,云南省,南涧彝族自治县,"高原人工湖及湖周森林生态系统
水源涵养林",1073.0,20011001
云南师宗大堵水库,云南省,53431130,县市级,湿地生态,林业部门,云南省,师宗县,"饮用水源
人工湿地生态系统",160.0,19990601
云南师宗东风水库,云南省,53431141,县市级,湿地生态,林业部门,云南省,师宗,湿地生态系统及饮用水源,4960.0,19990601
云南潞西弄坎,云南省,53431146,县市级,湿地生态,林业部门,云南省,潞西,珍稀水禽,851.0,1997
云南洱源茨碧湖,云南省,53431191,县市级,湿地生态,林业部门,云南省,洱源,高原湖泊及湖周森林景观,800.0,1988
勐梭龙潭,云南省,53432071,县市级,湿地生态,其他部门,云南省,西盟佤族自治县,饮用水源,4200.0,19820501
坝卡河,云南省,53432075,县市级,湿地生态,环保部门,云南省,墨江哈尼族自治县,饮用水源,3500.0,19950901
北海湿地,云南省,53432093,县市级,湿地生态,环保部门,云南省,腾冲县,湿地生态系统,1629.0,20000601
洱源西湖,云南省,53432097,县市级,湿地生态,环保部门,云南省,洱源县, 湿地及生态系统,700.0,2001
茨碧湖,云南省,53432099,县市级,湿地生态,环保部门,云南省,洱源县, 湖泊及水生生物,800.0,1988
母屯海湿地,云南省,53432107,县市级,湿地生态,环保部门,云南省,鹤庆县,湿地生态系统及越冬水禽,400.0,20011001
镇沅湾河,云南省,53436072,县市级,湿地生态,水利部门,云南省,镇沅彝族哈尼族拉祜族自治县,饮用水源,5000.0,19950501
菊河饮用水源,云南省,53436073,县市级,湿地生态,水利部门,云南省,景东县, 饮用水源,2000.0,1999
思茅饮用水源,云南省,53436087,县市级,湿地生态,水利部门,云南省,思茅市, 饮用水源,18000.0,1994
云南黄草坪,云南省,53438076,县市级,湿地生态,环保部门,云南省,马龙县,饮用水源,2950.0,20000102
云南无量山,云南省,53611001,国家级,森林生态,林业部门,云南省,景东彝族自治县、南涧彝族自治县、大理市,亚热带常绿阔叶林、黑冠长臂猿等珍稀动物及栖息地,30938.1,19860320
云南白马雪山,云南省,53611004,国家级,森林生态,林业部门,云南省,德钦县、维西傈僳族自治县,"高山针叶林、滇金丝猴
及栖息的多种动植物",276400.0,19840101
云南南滚河,云南省,53611014,国家级,野生动物,林业部门,云南省,沧源佤族自治县、耿马县,亚洲象、孟加拉虎及森林生态系统,50887.0,19800316
云南会泽黑颈鹤国家级自然保护区,云南省,53612009,国家级,野生动物,环保部门,云南省,会泽县,黑颈鹤及湿地生态系统,12910.64,19940301
云南巍山青华,云南省,53621040,省级,野生动物,林业部门,云南省,巍山,绿孔雀及其栖息环境,1000.0,1988
会泽黑颈鹤,云南省,53622042,省级,野生动物,环保部门,云南省,会泽县, 黑颈鹤及其他水禽,8800.0,1986
青华,云南省,53628027,省级,野生动物,其他部门,云南省,巍山自治县, 绿孔雀等珍稀动物,1000.0,1988
云南巍山隆庆鸟道雄关,云南省,53631117,县市级,野生动物,林业部门,云南省,巍山彝族回族自治县,"森林植被、迁徙候鸟
候鸟迁徙地",1080.0,20011001
云南罗平万峰山,云南省,53631133,县市级,野生动物,林业部门,云南省,罗平,猕猴,58327.0,19990201
云南大理凤阳,云南省,53631174,县市级,野生动物,林业部门,云南省,大理,古榕树、鸳鸯,67.0,1988
云南洱源罗平鸟吊山,云南省,53631190,县市级,野生动物,林业部门,云南省,洱源,迁徒候鸟及自然景观,900.0,1988
罗平鸟吊山,云南省,53632100,县市级,野生动物,环保部门,云南省,洱源县,迁徙候鸟及自然景观,900.0,19880701
风阳鹭鸶,云南省,53638070,县市级,野生动物,其他部门,云南省,大理市, 鹭鸶、古榕树,67.0,1988
蝴蝶泉,云南省,53638105,县市级,野生动物,其他部门,云南省,大理市,蝴蝶及其生境,500.0,19880901
云南孟连竜山,云南省,53721019,省级,野生植物,林业部门,云南省,孟连傣族拉祜族佤族自治县,小花龙血树及其生境,54.0,19860301
云南富源十八连山,云南省,53721020,省级,野生植物,林业部门,云南省,富源县,云南山茶种质基地及野山茶群落,1212.0,19850701
云南景谷威远江,云南省,53721048,省级,野生植物,林业部门,云南省,景谷傣族彝族自治县,思茅松原始林及懒猴等野生动物,7653.0,19811001
云南云龙天池,云南省,53721049,国家级,森林生态,林业部门,云南省,云龙县,云南松林、高原湖泊及珍稀动物,14475.0,19830401
云南会泽驾车,云南省,53721056,省级,野生植物,林业部门,云南省,会泽县,华山松种质资源,8282.0,19840101
云南彝良海子坪,云南省,53721058,省级,野生植物,林业部门,云南省,彝良,野生楠竹（毛竹）林、筇竹林、小熊猫,2782.0,1984
云南禄劝菩渡河,云南省,53721061,省级,野生植物,林业部门,云南省,禄劝,攀枝花苏铁群落及干热河谷生境,11.0,1984
孟连音山,云南省,53722057,省级,野生植物,环保部门,云南省,孟连县, 小花龙血树及其生境,54.0,1986
云南会泽鲁纳黄杉,云南省,53731152,县市级,野生植物,林业部门,云南省,会泽县,黄杉及其生境,1146.0,20001202
云南师宗菌子山,云南省,53731158,县市级,野生植物,林业部门,云南省,师宗,杜鹃,3067.0,20010501
云南西畴董棕箐,云南省,53731161,县市级,野生植物,林业部门,云南省,西畴,珍稀植物,333.0,1982
泗南江桫椤,云南省,53732074,县市级,野生植物,环保部门,云南省,墨江县,桫椤及其生境,5603.0,2001
梅树村,云南省,53822054,省级,地质遗迹,环保部门,云南省,晋宁县,中国震旦系寒武系界线层剖面,58.0,19811101
石林,云南省,53828063,省级,地质遗迹,其他部门,云南省,石林县, 岩溶地貌,35000.0,1981
腾冲地热火山,云南省,53832094,县市级,地质遗迹,环保部门,云南省,腾冲县,地热火山等自然景观,12990.0,20000301
元谋土林,云南省,53838081,县市级,地质遗迹,其他部门,云南省,元谋县,土林地质遗迹,1992.0,20000501
脚家店恐龙化石,云南省,53838085,县市级,地质遗迹,其他部门,云南省,易门县,恐龙化石,1000.0,19870901
陆良彩色沙林,云南省,53838096,县市级,地质遗迹,其他部门,云南省,陆良县,自然生态景观,5280.0,20000102
帽天山,云南省,53927043,省级,古生物遗迹,国土部门,云南省,澄江县,寒武纪古生物化石,450.0,19971201
凤阳鹭鸶,云南省,滇122,县市级,野生动物,其他部门,云南省,大理市,鹭鸶鸟、古榕树,67.0,19880901
青华绿孔雀,云南省,滇133,省级,野生动物,环保部门,云南省,巍山彝族回族自治县,绿孔雀等珍稀动物,1000.0,19880905
麒麟五台山,云南省,滇14,县市级,森林生态,林业部门,云南省,曲靖市麒麟区,森林景观,1190.0,20000302
翠峰山,云南省,滇13,县市级,森林生态,林业部门,云南省,曲靖市麒麟区,半湿润常绿阔叶林,1129.0,20020301
朗目山,云南省,滇11,县市级,森林生态,林业部门,云南省,曲靖市麒麟区,半湿润常绿阔叶林及古建筑群,900.0,20000302
廖郭山,云南省,滇15,县市级,森林生态,林业部门,云南省,曲靖市麒麟区,半湿润常绿阔叶林,1453.0,20020301
翠云山,云南省,滇23,县市级,森林生态,林业部门,云南省,师宗县,半湿润常绿阔叶林,10.6,20000401
大山包黑颈鹤,云南省,滇50,国家级,野生动物,林业部门,云南省,昭通市昭阳区,黑颈鹤等珍禽及其生境,19200.0,19900101
